[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:16.313]   InfoWars.com Tomorrow's news.
[00:00:16.394 --> 00:00:23.193]  today. Well, we made it.
[00:00:23.918 --> 00:00:25.139]  Another day.
[00:00:25.800 --> 00:00:26.320]  Thank God.
[00:00:27.641 --> 00:00:31.523]  Here on this spaceship Earth that we all live on, hurtling through space.
[00:00:32.183 --> 00:00:34.183]  orbiting the sun.
[00:00:34.183 --> 00:00:40.542]  I'm sitting here.
[00:00:40.680 --> 00:00:51.703]  Getting ready for the broadcast last few hours, trying to think of what headline do I put out to accurately describe just how serious the situation is on this planet today.
[00:00:55.004 --> 00:01:05.047]  And none of us really can process the danger we're all in because humans have never, at least in recorded history that we know of, faced anything like we're dealing with right now.
[00:01:05.851 --> 00:01:13.113]  We have a proxy war between NATO and Russia that the United States on record is commanding and running in Ukraine.
[00:01:13.753 --> 00:01:30.196]  And as it becomes clear that Russia is winning that war to take over the east of Ukraine and 90% of their industrial and energy capacity, the West is escalating and sending in heavier and heavier weapons, including long-range missiles.
[00:01:31.076 --> 00:01:42.596]   And Putin said on Friday That if that continued, they would start targeting Western cities, including the possible use of nuclear weapons.
[00:01:42.736 --> 00:01:50.438]  And then the next day, a bunch of cruise missiles hit Kiev, blowing up arms depots.
[00:01:51.678 --> 00:01:52.878]  That's a pretty big deal.
[00:01:53.538 --> 00:01:58.379]  And that's back in the newspaper, because they've already moved on to the Evaldi shooting.
[00:01:59.480 --> 00:02:00.380]  They moved from COVID.
[00:02:01.132 --> 00:02:12.138]  To Ukraine, to Monkeypox, to Givaldi, and it's all a distraction from the ongoing design economic collapse of the Western world by design.
[00:02:12.158 --> 00:02:13.939]  But we'll be going over all of this today.
[00:02:15.079 --> 00:02:16.720]  Russian military strikes Kiev.
[00:02:16.760 --> 00:02:18.561]  Putin issues warning to the West.
[00:02:18.741 --> 00:02:22.003]  MSM, AP, Russia hits Kiev with missiles.
[00:02:22.023 --> 00:02:23.704]  Putin warns West on arms.
[00:02:25.765 --> 00:02:29.827]  Russia targets Western-supplied tank depot in Kiev in rare cruise missile attack.
[00:02:31.445 --> 00:02:36.086]  Russia threatens direct attacks on Western cities for providing long-range missiles to Ukraine.
[00:02:37.227 --> 00:02:39.447]  Putin officially says it could even be nuclear war.
[00:02:41.308 --> 00:02:43.349]  This is a very serious situation.
[00:02:43.549 --> 00:02:46.188]  Zelensky now admits they're losing the war.
[00:02:46.188 --> 00:02:55.068]   The globalists just want to have an ongoing, prolonged operation
[00:02:55.068 --> 00:02:58.269]  where they can launder hundreds of billions of dollars.
[00:02:58.885 --> 00:03:04.167]  It's over $100 billion since February that the West, over $60 billion from the U.S.
[00:03:04.247 --> 00:03:08.749]  of it, another $40 billion from other states, has been pumped into that war zone.
[00:03:10.150 --> 00:03:17.814]  And even the Pope had to admit three weeks ago, I'm no fan of the globalist Pope, that okay, NATO overthrew the elected president of Ukraine eight years ago.
[00:03:19.025 --> 00:03:22.627]  And they've been pushing out Russians into the east when the Russians are from Ukraine.
[00:03:22.647 --> 00:03:24.008]  That's where Russia started.
[00:03:25.089 --> 00:03:27.630]  And you need to stop.
[00:03:28.531 --> 00:03:32.133]  Even Henry Kissinger came out last week and says, OK, we need to make a peace deal.
[00:03:32.153 --> 00:03:33.094]  This needs to stop now.
[00:03:34.435 --> 00:03:38.677]  But the neocons and others, they want a big war.
[00:03:39.157 --> 00:03:53.309]   So if you thought World War II was bad, killing over 100 million people, 20-something million Russians, 20-something million Germans, the lion's share, Well, you ain't seen nothing yet, and we are sleepwalking into this.
[00:03:53.329 --> 00:04:00.494]  You know, they just had World War I relatively soon, shortly before World War II, in which tens of millions died.
[00:04:02.715 --> 00:04:04.136]  And they still had that giant war.
[00:04:05.377 --> 00:04:07.439]  World War I was supposedly the war to end all wars.
[00:04:08.319 --> 00:04:10.681]  So you had a population aware of how bad war is.
[00:04:10.741 --> 00:04:11.381]  It still happened.
[00:04:12.802 --> 00:04:18.106]  Imagine now, where we've got people that just watch Netflix all day and believe that men can have babies.
[00:04:19.178 --> 00:04:22.881]  And all the rest of this while we are sleepwalking into Armageddon.
[00:04:24.362 --> 00:04:25.903]  That's just one of the stats we've got.
[00:04:27.144 --> 00:04:29.185]  All hell broke loose in Dallas yesterday.
[00:04:29.906 --> 00:04:31.547]  Alex Stein is going to be joining us and others.
[00:04:32.288 --> 00:04:42.075]  They had a grooming, pedo, drag queen storytime celebration where they had little kids like trophies at an adult stripper gay bar.
[00:04:43.487 --> 00:04:45.648]  And some patriots showed up and all hell broke loose.
[00:04:45.668 --> 00:04:51.191]  That ties into Satanism demystified and the heart of the problem when we come back.
[00:04:52.171 --> 00:04:53.792]  And then of course other big reports here.
[00:04:54.492 --> 00:04:54.712]  U.S.
[00:04:54.752 --> 00:04:59.814]  Social Security and Medicare approach insolvency warn the trustee boards.
[00:05:01.055 --> 00:05:07.458]  Defending the Republic from enemies foreign and domestic.
[00:05:07.298 --> 00:05:14.298]  It's Alex Jones.
[00:05:14.298 --> 00:05:22.298]   Make no mistake, my friends, we are living in an incredibly historic time, a true crossroads in the future of humanity.
[00:05:22.955 --> 00:05:25.856]  We'll put that headline back on screen for TV viewers.
[00:05:25.896 --> 00:05:29.617]  I'll read it out for radio listeners because it says it all.
[00:05:30.617 --> 00:05:33.618]  Emergency Sunday broadcast.
[00:05:34.338 --> 00:05:40.799]  Putin officially threatens to nuke Western cities if NATO continues escalation in Ukraine.
[00:05:42.440 --> 00:05:42.780]  Wow!
[00:05:45.302 --> 00:05:48.443]  We'll be covering that at the bottom of the hour in about 25 minutes from now.
[00:05:50.423 --> 00:05:55.065]  We've got the Davos Group announcing world government and what is going to be in that world government.
[00:05:55.485 --> 00:05:58.826]  And they've released 10 statements about the world you live in.
[00:05:59.506 --> 00:06:02.307]  You couldn't make up something more dystopic and nightmarish.
[00:06:03.376 --> 00:06:15.186]  That's coming up next segment as the Bilderberg Group, on hiatus for two years, that's the secret group that founded Dabos, meets in DC at the Grand Orient Hotel.
[00:06:15.246 --> 00:06:22.732]  We've got a lot of exclusive intel and information on that as we identify who is orchestrating this worldwide crisis.
[00:06:23.733 --> 00:06:42.814]   And then on the economic front, the trustees Of Social Security and Medicare, two different boards have come out last week, got no coverage except in the Epoch Times, and said that U.S.
[00:06:42.854 --> 00:06:48.078]  Social Security and Medicare are approaching insolvency, warns trustees.
[00:06:48.118 --> 00:06:51.280]  That means going bankrupt, kaput, with the inflation.
[00:06:51.621 --> 00:06:52.862]  And believe me, it's already done.
[00:06:54.159 --> 00:07:27.427]   Ultra massive information and then you have the head of the Commerce Department asked on national television on the Sunday news show What are you gonna do about 79% of the baby formula being totally sold out across the country as high as 90% in some areas And she didn't even respond to that and just sidestepped the question I mean it is Believable to be living in this, and I'm here to tell you, I'd be a liar if I told you that things were about to get better.
[00:07:27.787 --> 00:07:28.928]  They're going to get a lot worse.
[00:07:30.049 --> 00:07:31.249]  At least we know it's coming.
[00:07:32.590 --> 00:07:40.615]  You know, the last car wreck I was in, thank God I hadn't been in one in a long time, was 12 years ago.
[00:07:40.635 --> 00:07:49.100]  I was driving back, visiting family in Fredericksburg, Texas, where my uncle and aunt lived, and then moved to East Texas.
[00:07:50.700 --> 00:07:56.464]  There were a bunch of storms forming in between Austin and Fredericksburg.
[00:07:56.484 --> 00:08:04.910]  I remember my great, it wasn't my great grandmother, but my great wonderful grandmother saying, you know, I want to get in the car and I want to go.
[00:08:04.930 --> 00:08:07.732]  I got a feeling the storms can be bad.
[00:08:08.172 --> 00:08:09.013]  You need to leave too.
