[00:00:00.069 --> 00:00:02.670]  For all intents and purposes, America is dead.
[00:00:04.151 --> 00:00:05.192]  The Republic is gone.
[00:00:05.252 --> 00:00:08.774]  But unlike a human, when they die, they're dead.
[00:00:08.794 --> 00:00:12.896]  An idea or a system can be rebooted or resurrected from the dead.
[00:00:14.257 --> 00:00:23.542]  But if you don't admit the country is gone, and what's left of it being sacked and looted in a hostile, globalist, World Government takeover, you're a fool.
[00:00:24.858 --> 00:00:37.287]  And if you don't recognize that as above so below, the attacks you see on the wide scale against our infrastructure, our culture, our families, our very lives, is directed directly at you and I on the bottom.
[00:00:38.468 --> 00:00:38.788]  All right.
[00:00:39.849 --> 00:00:44.132]  This is undoubtedly the biggest news since the founding of the country in 1776.
[00:00:45.594 --> 00:00:51.218]  And the plan they're running here in America is being duplicated across the world.
[00:00:52.631 --> 00:00:58.094]  Except for Communist China that's even further ahead than us and our controllers are duplicating what China's done.
[00:01:00.315 --> 00:01:44.370]   Now we have congressional documents, we have leaked documents, we have four-year documents that have all come out in lawsuits and in other ways confirming that under Obama, big tech, big banks, big media with foundations right down to the grassroots have set up Spy networks in churches, in businesses, in universities, in charity organizations, so that they have access and placement, placement and access in every facet of life.
[00:01:45.210 --> 00:01:45.970]  They're motivated.
[00:01:46.550 --> 00:01:47.770]  They believe they're on a winning team.
[00:01:48.790 --> 00:01:57.302]   That's why you see the coming out of the pedophilia, the coming out of All of the incredible tyranny is because they have gone operational.
[00:01:57.342 --> 00:01:58.943]  They are at war with everybody.
[00:02:03.826 --> 00:02:08.068]  Rallying patriots worldwide in defense of human liberty.
[00:02:07.968 --> 00:02:14.968]  is Alex Jones.
[00:02:14.968 --> 00:02:27.608]  [music]
[00:02:27.734 --> 00:02:30.116]  You better believe you got one!
[00:02:32.158 --> 00:02:37.062]  From the front lines of the Information War, it's Alex Jones.
[00:02:37.262 --> 00:02:37.942]  Life?
[00:02:37.802 --> 00:02:46.802]  [Music]
[00:02:46.802 --> 00:02:47.802]  Knife?
[00:02:47.802 --> 00:02:49.802]  What knife?
[00:02:49.802 --> 00:02:53.802]  Are you suggesting this is a knife I have in my hand?
[00:02:54.291 --> 00:02:56.852]  Have you gone mad, my sane husband?
[00:02:57.312 --> 00:02:58.933]  There was a knife, but I lost it.
[00:02:59.953 --> 00:03:01.414]  Remember what the FBI did last week?
[00:03:01.774 --> 00:03:06.336]  They said crime has gone down in the last year and a half by 2%.
[00:03:06.556 --> 00:03:10.098]  Of course, crime on average is up about 50% around the country.
[00:03:10.378 --> 00:03:12.439]  Some areas it's up four-fold, some of the blue cities.
[00:03:12.659 --> 00:03:13.539]  Everybody knows that.
[00:03:13.559 --> 00:03:14.820]  There's a crime wave.
[00:03:15.080 --> 00:03:22.803]  In fact, in July, transit crime was up nearly 57% compared to July of last year.
[00:03:23.003 --> 00:03:29.546]  The FBI just doesn't count crime in America's largest 50-plus cities.
[00:03:30.147 --> 00:03:37.570]  So they don't process the crime numbers from Chicago or LA or New York.
[00:03:38.576 --> 00:03:39.337]  Or Miami.
[00:03:40.097 --> 00:03:40.837]  Or Houston.
[00:03:41.338 --> 00:03:42.058]  Or Dallas.
[00:03:42.779 --> 00:03:43.639]  Or Detroit.
[00:03:44.239 --> 00:03:45.400]  Or San Antonio.
[00:03:45.860 --> 00:03:46.561]  Or Oakland.
[00:03:46.981 --> 00:03:47.761]  Or Seattle.
[00:03:48.322 --> 00:03:48.942]  Or Portland.
[00:03:49.242 --> 00:03:52.364]  They just say right there, oh big headline, crime's actually down.
[00:03:53.005 --> 00:03:53.765]  Since Biden got in.
[00:03:53.945 --> 00:04:05.694]   Then you go read The fine print, they go, we no longer process statistics out of the largest cities, which is where the majority of people live, and where the majority of the crime's happening.
[00:04:05.874 --> 00:04:10.698]  That's as big a gaslighting as Daryl Brooks saying, I'm not Daryl Brooks.
[00:04:11.218 --> 00:04:24.068]  Mr. Brooks, you are well aware that the reasons documents are being... Billions in taxpayer money in America alone, exact same program was run in Europe, and the UK, and Australia, and Canada, and New Zealand, all the same coordinated UN control.
[00:04:24.748 --> 00:04:26.769]  This is a time for science and solidarity.
[00:04:26.588 --> 00:04:31.468]   Anybody that government big pharma said censor, from talk show host to medical doctors to
[00:04:31.468 --> 00:04:36.069]   mothers and fathers that lost their children or loved ones from the shots, must be silenced.
[00:04:36.069 --> 00:04:40.028]  This is a time for science and solidarity.
[00:04:40.028 --> 00:04:43.749]  Yet the global misinformation epidemic is spreading.
[00:04:43.749 --> 00:04:47.509]  Harmful health advice and snake oil solutions are proliferating.
[00:04:48.161 --> 00:04:50.003]  Falsehoods are filling the airwaves.
[00:04:50.743 --> 00:04:53.426]  Wild conspiracy theories are infecting the internet.
[00:04:54.307 --> 00:04:58.751]  Hatred is going viral, stigmatizing and vilifying people and groups.
[00:04:59.832 --> 00:05:02.574]  The world must unite against this disease too.
[00:05:03.720 --> 00:05:05.201]  And the vaccine is trust.
[00:05:05.461 --> 00:05:13.768]  I remember last year, a college athlete in great health had myocarditis and a heart attack and had to have a heart ablation and almost died.
[00:05:14.188 --> 00:05:19.592]  I am in the hospital right now with heart complications from the COVID-19 vaccine.
[00:05:20.733 --> 00:05:26.957]  And I want to inform as many people as I can about the risks from taking the vaccine that I wish someone would have told me.
[00:05:26.977 --> 00:05:31.081]  And the doctor at the hospital said the shot caused it, the Pfizer shot caused it.
[00:05:31.841 --> 00:05:34.763]  And they censored him and took him off Instagram when his video had 5 million views.
[00:05:35.063 --> 00:05:45.289]  And then the UN was quoted in Yahoo News, and they said, well, we're the UN, we're an advisory panel, and we told them to take his channel down, even though what the young man said is true and his doctor told the truth.
