[00:00:00.000 --> 00:00:05.599]  [Music]
[00:00:05.599 --> 00:00:08.320]  Well, here we are, ladies and gentlemen, in the year...
[00:00:08.389 --> 00:00:10.193]  It is Sunday, January 2nd.
[00:00:14.878 --> 00:00:24.503]  2022 and we're going to be live here for the next four hours on this very special Sunday night transmission.
[00:00:25.343 --> 00:00:38.170]  Dr. Robert Malone, the inventor of mRNA technology and the holder of literally dozens of top patents, has been involved at the highest levels of big pharma and government in previous drug and vaccine approval.
[00:00:39.497 --> 00:00:47.342]  Has given a stunning three-hour interview with Joe Rogan that has gone mega viral and is really waking people up.
[00:00:47.803 --> 00:00:58.490]  And the day after Joe interviewed Robert Malone while he was in town, our own Christy Lee interviewed him in an in-depth hour-plus interview that is now at Bandot Video.
[00:00:58.530 --> 00:01:07.581]   So today, even though I'm right here in Austin, Texas and ready to go on, I asked her to come in and host the special edition of the Sunday show.
[00:01:07.581 --> 00:01:10.341]  Then Harrison Smith comes in with Sunday Live at 6 p.m.
[00:01:10.341 --> 00:01:13.100]  He's got a lot of huge news as well that he actually broke.
[00:01:13.100 --> 00:01:15.500]  But this Robert Malone interview is so huge.
[00:01:15.500 --> 00:01:22.141]   And he also said some things on the Joe Rogan podcast that he didn't say to Christie Lee,
[00:01:22.141 --> 00:01:27.480]   but he said a lot of stuff he didn't say on the huge Rogan podcast that he did say to Christie Lee.
[00:01:27.480 --> 00:01:30.181]  And that's why this is so important.
[00:01:30.181 --> 00:01:36.181]   He talked about being multi-dimensionally aware of their multi-faceted globalist great reset takeover
[00:01:36.181 --> 00:01:42.300]   and how he sees how all the pieces come together for the cashless society, the global medical ID, all of it.
[00:01:42.300 --> 00:01:52.300]  [BLANK_AUDIO]
[00:01:43.430 --> 00:01:48.271]  He talked about being red-pilled to the fact that this is a dimensional attack.
[00:01:48.371 --> 00:01:50.091]  And that's something Elon Musk has talked about.
[00:01:50.111 --> 00:01:56.713]  That's something I've been talking about, obviously, from the very beginning of being on air, because that's what the globalists are aware of.
[00:01:56.753 --> 00:01:58.453]  This is very important information.
[00:01:58.993 --> 00:02:02.674]  And also, Dr. Peter McCullough was in the studio with me for over two hours Friday.
[00:02:02.694 --> 00:02:04.014]  Did an incredible job.
[00:02:04.054 --> 00:02:05.215]  That's posted to Bandai Video.
[00:02:05.255 --> 00:02:08.555]  I'll be playing excerpts tomorrow on my weekday show.
[00:02:08.575 --> 00:02:11.096]  But this is such a huge interview.
[00:02:12.148 --> 00:02:15.169]  The things he talked about are so incredibly important.
[00:02:15.449 --> 00:02:18.490]  I wanted to air it tonight here on the Sunday broadcast.
[00:02:19.010 --> 00:02:24.852]  And I wanted to ask you all to share the live links and to share the interview because people are really hungry for the truth.
[00:02:24.912 --> 00:02:43.044]   And as I've said a thousand times, a thousand times conservatively in the last couple of years, if we do not expose the globalist Great Reset Build Back Better agenda, that it's a planetary corporate authoritarian takeover, then we have no chance of defeating any of their systems.
[00:02:43.124 --> 00:03:02.829]  But there's a global awakening that it's corporate fascist systems using liberalism and wokeism as political correct speech control and we realize that they are openly bringing in to our world the cashless society social credit score system through our phones and then through implantable chips.
[00:03:02.909 --> 00:03:04.189]  It's all been announced by Klaus Schwab.
[00:03:04.870 --> 00:03:17.413]   If we come together and have an epiphany that they are designing a system to cut off resources To bring humanity to its knees and force depopulation and war, if we have that epiphany, it's game over.
[00:03:17.793 --> 00:03:28.236]  And I gotta tell you, all of the top scientists and doctors and people we talked to on air, and yes, some of the other huge names, you know who they are, folks.
[00:03:29.556 --> 00:03:36.638]  One of the names out there is a very well-known individual who had a uncle that was President of the United States.
[00:03:37.658 --> 00:03:39.099]  He is getting more and more hardcore.
[00:03:40.177 --> 00:03:50.304]  And understands exactly what is happening and we now have a very, very, very good shot of stopping the globalists.
[00:03:50.324 --> 00:03:52.745]  This is so exciting and I'm so proud of all you.
[00:03:52.765 --> 00:04:01.211]  I want to thank you for your past support because literally you are owed the thanks and the credit for the fact that we've got any hope of beating this.
[00:04:01.251 --> 00:04:02.031]  We've got more than hope.
[00:04:02.051 --> 00:04:06.875]  We've got a damn good chance because the globalists can only carry this out if people aren't aware of what's really happening.
[00:04:07.595 --> 00:04:09.636]  So, this is so critical.
[00:04:10.256 --> 00:04:11.857]  Red-pilled Dr. Robert Malone.
[00:04:11.877 --> 00:04:14.717]  Talk about the Great Reset, the New World Order, the endgame.
[00:04:15.138 --> 00:04:18.879]  And all the other scientists I talked to, they've known for over a year that's what's happening.
[00:04:19.019 --> 00:04:20.359]  They've concurred with my analysis.
[00:04:20.760 --> 00:04:21.660]  They've just been scared.
[00:04:21.700 --> 00:04:22.820]  But Malone isn't scared.
[00:04:23.200 --> 00:04:27.482]  Their attempt to silence him, their attempt to censor him, has blown up in their face.
[00:04:28.002 --> 00:04:29.983]  And now, humanity is awakening.
[00:04:30.423 --> 00:04:32.904]  The answer to the Great Reset is the Great Awakening.
[00:04:33.164 --> 00:04:36.765]  The answer to the New World Order, built back better, is the New Renaissance.
[00:04:37.145 --> 00:04:38.266]  Infowars.com.
[00:04:38.306 --> 00:04:46.215]  Tomorrow's news today will go to break, and then Christy Lee takes over with powerful excerpts from the interview, a lot of breaking news, and so much more today.
[00:04:46.235 --> 00:04:51.000]  And then Harrison Smith tonight, who broke the fact that they're denying white people monoclonal antibodies.
[00:04:51.020 --> 00:04:51.721]  That's not confirmed.
[00:04:51.741 --> 00:04:54.965]  Mainstream News has new breaking info coming up as well.
[00:04:55.005 --> 00:04:56.927]  So stay with us and share those live links.
[00:04:56.987 --> 00:04:57.828]  God bless and good luck.
[00:04:59.224 --> 00:05:03.188]  It's Sunday, January 2nd, 2022.
[00:05:03.809 --> 00:05:09.274]  This is a special edition of the Alex Jones Show with investigative journalist Christy Lee.
[00:05:09.635 --> 00:05:16.742]  We now take you live to the Central Texas Command Center in the heart of the resistance with massive breaking news and information.
[00:05:20.973 --> 00:05:22.614]  Wow, what an introduction!
[00:05:22.634 --> 00:05:23.914]  That is great.
[00:05:23.954 --> 00:05:27.415]  Tomorrow's news today is how this starts out and isn't that the truth?
[00:05:27.456 --> 00:05:29.936]  We're seeing that over and over again.
[00:05:30.317 --> 00:05:57.053]   We're seeing news predicted and then coming true and it's all starting here and then the mainstream news is catching up and I should know as spending multiple years, 20 years in traditional news journalism before being able to escape to a place of truth and that is my motto for 2022 is that What is true will come out in 2022 and that is the hope and the prayer and what a journey it's been.
[00:05:57.113 --> 00:05:58.034]  It's been a wild ride.
[00:05:58.054 --> 00:06:04.301]  We're going to be showing you clips of the interview with Dr. Malone that we had right after Joe Rogan.
[00:06:04.662 --> 00:06:05.663]  Again, what a wild ride.
[00:06:05.683 --> 00:06:06.204]  Couldn't believe.
[00:06:06.624 --> 00:06:07.506]  That that'll happen.
[00:06:07.786 --> 00:06:09.148]  We'll be showing you clips of that.
[00:06:09.208 --> 00:06:11.112]  Have a lot of other news to share.
[00:06:11.492 --> 00:06:16.821]  Hopefully talking to another fighter, the OG of independent news, maybe in the next hour.
[00:06:17.202 --> 00:06:19.065]  But we're going to get to that in just a moment.
[00:06:19.105 --> 00:06:19.706]  But here's the thing.
[00:06:20.777 --> 00:06:30.462]  Maybe some people haven't quite caught on to or aren't willing to dedicate three hours to watching the Joe Rogan and Dr. Malone interview, even though they should, because it's all fascinating.
[00:06:31.002 --> 00:06:34.724]  And I mean, I had to do it while doing other things, but I did get through the whole three hours.
[00:06:34.784 --> 00:06:41.528]  Maybe they don't have time necessarily for the hour plus, but maybe they do have time for about 15 minutes.
[00:06:41.828 --> 00:06:49.392]  And once they get a taste of what was said by Dr. Malone, maybe they will then dedicate the time to listen to the full three hours or the hour and 15 minutes.
[00:06:50.052 --> 00:06:53.573]  That was broadcast that I had with him here in studio at InfoWars.
[00:06:54.114 --> 00:07:01.776]  So we want to encourage you to share the highlights version if people just aren't willing to sit and listen for the extended versions just yet.
[00:07:01.796 --> 00:07:10.100]  We want to make sure that you share this video and without further ado, let's play the first half of this video so you know what you can put out there for your friends and family.
[00:07:10.120 --> 00:07:25.495]   It's been a series of epiphanies that have Have made me realize that there's no upside to just being circumspect and trying to be a nice guy in this environment.
[00:07:26.116 --> 00:07:38.805]  This is full on media warfare, information warfare, political warfare, 21st century, like we've never seen before, and coordinated globally.
[00:07:40.379 --> 00:07:52.742]  The other thing for me has been the personal journey of coming to terms with what the World Economic Forum really represents.
[00:07:54.937 --> 00:07:56.459]  And I really resisted that.
[00:07:56.619 --> 00:08:01.223]  You know, people initially were coming to me talking about the Great Reset.
[00:08:01.243 --> 00:08:02.865]  I was like, oh, this is crazy talk.
[00:08:04.666 --> 00:08:04.946]  You know?
[00:08:04.966 --> 00:08:06.768]  That sounds like a conspiracy theory.
[00:08:06.788 --> 00:08:08.510]  It sure sounds like a conspiracy theory.
[00:08:08.790 --> 00:08:09.090]  Yeah.
[00:08:09.450 --> 00:08:10.211]  Great Reset!
[00:08:10.291 --> 00:08:11.973]  Yeah, but then it's all documented.
[00:08:12.713 --> 00:08:14.275]  And then you see it being deployed.
[00:08:15.576 --> 00:08:20.040]  And a group of Canadians on a podcast the other day sent me some links from WEF.
[00:08:21.542 --> 00:08:27.308]  To a site, this is one of the last things I tweeted before.
[00:08:27.328 --> 00:08:43.323]  And it had a extremely detailed map of all of the policy positions and the actions that the WEF was taking for a huge range of topics, not the least of which is COVID-19.
[00:08:44.504 --> 00:08:56.792]  And it's kind of a, it's a public document that clearly states, everybody that's in our little clique, in our club, these are the things that we will think, these are the things that we will say, this is how we will act.
[00:08:57.492 --> 00:09:00.614]  And that one was kind of like the icing on the cake.
[00:09:00.694 --> 00:09:02.755]  That was, that was, oh, here it is.
[00:09:03.656 --> 00:09:05.417]  You know, this is, they're proud of it.
[00:09:06.017 --> 00:09:06.638]  They don't hide it.
[00:09:07.418 --> 00:09:09.519]  This is, this is the vision.
[00:09:10.420 --> 00:09:13.782]  It is a full-on globalist totalitarian vision.
[00:09:14.646 --> 00:09:16.412]  I'm with the money in control.
[00:09:16.432 --> 00:09:19.623]  And and the whole.
[00:09:20.768 --> 00:09:32.110]  I did a lot of political science when I was an undergraduate in the early 80s and I had read things like about books about transnationalism in the New World Order.
[00:09:32.770 --> 00:09:35.231]  I found that fascinating but confusing.
[00:09:35.711 --> 00:09:37.011]  How could this possibly happen?
[00:09:38.251 --> 00:09:46.953]  And now to see it playing out in real time and in a way in which national sovereignty governments are increasingly irrelevant.
[00:09:49.464 --> 00:09:54.486]  Yeah, that's, you know, that's the thing that folks got to wake up about.
[00:09:54.526 --> 00:09:55.946]  This is not about the vaccine.
[00:09:55.966 --> 00:09:58.627]  The vaccine is a symptom.
[00:10:00.168 --> 00:10:00.888]  It's much bigger.
[00:10:02.248 --> 00:10:18.730]   And that's a really hopeful message going into the new year, is that there's a growing cohort of people That are increasingly aware of how thoroughly we've been manipulated.
[00:10:18.750 --> 00:10:21.096]  So you'd say you've been redpilled?
[00:10:22.188 --> 00:10:24.750]  Uh, in, like, multi-dimensional red pills.
[00:10:25.510 --> 00:10:29.552]  It's, you know, it's, it's, uh, I thought I was red-pilled.
[00:10:29.893 --> 00:10:39.438]  You know, I, I, well, I, I've been on the inside for so long and seen Tony Fauci's machinations for so long.
[00:10:40.079 --> 00:10:46.242]  It's how I, you know, I, my, that's my origin story, was the initial AIDS crisis starting in 83.
[00:10:48.274 --> 00:10:49.895]  When I was at Davis.
[00:10:50.936 --> 00:10:53.197]  So I saw the hardball politics.
