[00:00:00.000 --> 00:00:13.500]  [Music]
[00:00:13.500 --> 00:00:15.500]  We're live.
[00:00:15.534 --> 00:00:20.039]  Saturday, February 19th, 2022, on the verge of thermonuclear war.
[00:00:20.298 --> 00:00:22.298]  Tell about it to him now.
[00:00:22.298 --> 00:00:25.298]  The most banned network in the world.
[00:00:25.298 --> 00:00:34.298]   The bottom line on nuclear weapons is that when the president gives the order, it must be followed.
[00:00:34.570 --> 00:00:42.232]  There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
[00:00:42.492 --> 00:00:44.593]  As president, I will make it clear.
[00:00:45.473 --> 00:00:50.236]  That the United States will treat cyber attacks just like any other attack.
[00:00:50.776 --> 00:00:56.099]  We will be ready with serious political, economic, and military responses.
[00:00:56.199 --> 00:00:59.181]  They're voting for peace on planet Earth if they vote for Trump.
[00:00:59.761 --> 00:01:02.563]  But if they vote for Hillary, it's war.
[00:01:02.603 --> 00:01:05.164]  We came, we saw, he died.
[00:01:07.583 --> 00:01:09.605]  With her, you'll end up in World War III.
[00:01:09.945 --> 00:01:13.428]  I want the Iranians to know that if I'm the president, we will attack Iran.
[00:01:13.628 --> 00:01:21.554]  Right now, Senator, for us to control all of the airspace in Syria would require us to go to war against Syria and Russia.
[00:01:23.442 --> 00:01:23.902]  The U.S.
[00:01:23.942 --> 00:01:27.544]  military has just raised the threat level to DEFCON 2.
[00:01:27.924 --> 00:01:35.528]  Meanwhile, Hillary Clinton is still threatening Russia with military action following unconfirmed reports of further hacking.
[00:01:35.909 --> 00:01:38.250]  It's like she's not even concerned about the repercussions.
[00:01:38.330 --> 00:01:42.312]  Of course not, because she's... Hang on guys, there's a really loud noise.
[00:01:42.972 --> 00:01:46.995]  Alright, looks like we're having a little bit of technical difficulties.
[00:01:47.015 --> 00:01:49.216]  We'll try to get Leanne back on in a few minutes.
[00:01:52.875 --> 00:01:57.275]  When the president gives the order, it must be followed.
[00:01:57.275 --> 00:01:58.775]  [splash]
[00:01:58.775 --> 00:02:01.674]  [radio chatter]
[00:02:01.674 --> 00:02:05.075]  [music playing]
[00:02:05.075 --> 00:02:08.875]  [music playing]
[00:02:08.875 --> 00:02:28.774]   There are millions now waking up to the fact that they have been used in some sort
[00:02:28.774 --> 00:02:31.875]  of nefarious scientific experiment.
[00:02:32.184 --> 00:02:35.851]  And many are suffering serious physical side effects as a result.
[00:02:36.823 --> 00:02:49.317]  We can clearly see in the evidence presented by Dr. Yeadon's crew at HowBadIsMyBatch.com that different batches of the same vaccine are being deployed and monitored on a set schedule.
[00:02:50.118 --> 00:02:55.925]  And studies from New Zealand and Spain have shown that there is cutting-edge nanotech in the Pfizer vaccine.
[00:02:56.926 --> 00:02:58.928]  It is a massive human experiment.
[00:02:59.429 --> 00:03:07.616]  It's killing people, injuring people, and destroying people's immune, neurological, cardiovascular, and reproductive systems.
[00:03:08.417 --> 00:03:12.982]  People who trusted their government, and people who trusted the pharmaceutical industry.
[00:03:14.355 --> 00:03:17.196]  Trust is a beautiful thing with someone close.
[00:03:17.936 --> 00:03:20.176]  But not with strangers we see on the television.
[00:03:20.516 --> 00:03:23.077]  And there is never a good reason to trust your government.
[00:03:23.817 --> 00:03:35.280]  When a bloated government's main concern is profit and war, then psychopaths with degrees will be funded to research and develop more efficient ways of killing and controlling people.
[00:03:35.940 --> 00:03:38.861]  This has been going on for a long, long time.
[00:03:40.241 --> 00:03:41.842]  In 1932, the U.S.
[00:03:41.902 --> 00:03:45.883]  Public Health Service began the Tuskegee Syphilis Experiment.
[00:03:46.543 --> 00:03:52.565]  Patients were lied to about being treated for syphilis and were unknowingly kept sick and made worse.
[00:03:53.846 --> 00:04:00.008]  During World War II, the Russians were using unsuspecting political prisoners to test lethal poisons on.
[00:04:01.288 --> 00:04:01.828]  The U.S.
[00:04:02.048 --> 00:04:03.989]  tested mustard gas on soldiers.
[00:04:05.854 --> 00:04:09.595]  The Japanese tested biological weapons on Chinese prisoners.
[00:04:10.535 --> 00:04:18.638]  And the infamous Angel of Death, Dr. Joseph Mengele, was performing all sorts of horrific experiments on people in the concentration camps.
[00:04:19.778 --> 00:04:27.581]  Researchers at Vanderbilt University gave pregnant mothers radioactive iron, in what they were told were vitamin drinks.
[00:04:29.051 --> 00:04:38.417]  In the 1950s, Dr. William Sweet was funded by the government to inject unsuspecting patients at Massachusetts General Hospital with uranium.
[00:04:39.478 --> 00:04:44.040]  Immunology expert Chester Southam injected prisoners in Ohio with cancer.
[00:04:44.701 --> 00:04:51.685]  The University of California experimented on newborns by freezing them and injecting air into their brains.
[00:04:52.486 --> 00:04:57.589]  Israeli doctors killed tens of thousands of Arab children with radiation poisoning.
[00:04:58.695 --> 00:05:05.137]  And in Montreal, Canada, Dr. Ewan Cameron was treating hundreds of patients with the same bizarre procedure.
[00:05:05.837 --> 00:05:19.342]  Whether they were seeking a remedy for schizophrenia, depression, or an injured leg, Dr. Cameron treated them all by putting them into a chemical coma for up to months at a time, while subjecting their bodies to electroshock.
[00:05:20.302 --> 00:05:28.648]  And just a few years prior to this, Dr. Cameron was invited to the Nuremberg trials for a psychiatric evaluation of Rudolf Hess.
[00:05:30.230 --> 00:05:45.221]  Perhaps the darkest and most prevalent experiment on humanity prior to COVID-19 is MKUltra, an endless web of inhumane projects primarily involving trauma-based mind control and the torture of children.
[00:05:46.841 --> 00:06:01.790]  While legacy media often shows you the lurid sex and drugs aspect of MKUltra, they don't show you the congressional testimony of victims who were kept in cages, raped, and tortured as children in part of the U.S.
[00:06:01.830 --> 00:06:04.052]  government's human radiation experiments.
[00:06:04.412 --> 00:06:12.077]  I was a subject in radiation as well as mind control and drug experiments performed by a man I knew as Dr. Green.
[00:06:13.163 --> 00:06:16.644]  The first significant memory took place at Kansas City University in 1966.
[00:06:18.645 --> 00:06:21.586]  Don Ebner took me there by plane when my mom was out of town.
[00:06:22.707 --> 00:06:26.488]  I was in what looked like a laboratory and there seemed to be other children.
[00:06:27.228 --> 00:06:31.830]   I was strapped down, naked, I was Brett Eagle, on a table, on my back.
[00:06:32.470 --> 00:06:35.671]  Dr. Green had electrodes on my body, including my head.
[00:06:36.311 --> 00:06:45.334]  He used what looked like an overhead projector and repeatedly said he was burning different images into my brain while a red light flashed aimed at my forehead.
[00:06:45.994 --> 00:06:50.055]  I felt drugged because he had given me a shot before he started the procedure.
[00:06:50.796 --> 00:06:52.836]  When it was over, he gave me another shot.
[00:06:53.797 --> 00:06:58.078]  The next thing I remember, I was with my grandparents again in Tucson, Arizona.
[00:06:59.210 --> 00:07:00.190]  I was four years old.
[00:07:01.171 --> 00:07:07.814]  The victims were given an apology by a smirking President Clinton, which is more than most victims have ever gotten.
[00:07:08.794 --> 00:07:09.955]  Nothing has changed.
[00:07:10.455 --> 00:07:17.278]  These are only a few of the many illegal human experiments that we know of, and there has never been any justice.
[00:07:18.018 --> 00:07:22.500]  As it stands now, Big Pharma is well protected from any liability.
[00:07:23.220 --> 00:07:29.004]  Governments, corporations, and strangers on TV do not deserve our trust.
[00:07:29.784 --> 00:07:35.728]  Their role should be to serve humanity and endure our eternal scrutiny and vigilance.
[00:07:37.970 --> 00:07:42.130]  Reporting for InfoWars, this is Greg Reese.
[00:07:42.130 --> 00:08:06.130]   To kill and control a brief history of unlawful human experiments by major governments in the last hundred years.
[00:08:06.194 --> 00:08:10.196]  It went live just a few hours ago at Bandot Video in the Gregg Reese section.
[00:08:11.617 --> 00:08:15.259]  It's Saturday, February 19th, 2022.
[00:08:16.079 --> 00:08:19.921]  It is 2.07, now 2.08 Central Standard Time.
[00:08:20.001 --> 00:08:22.522]  We are live, teleprompter free.
