[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:22.640]  InfoWars, the most banned network in the world.
[00:00:22.519 --> 00:00:34.519]  [Music]
[00:00:34.519 --> 00:00:41.519]   From the front lines of the information war, it's Alex Jones.
[00:00:41.519 --> 00:00:44.519]  It's Saturday, December 10th.
[00:00:44.968 --> 00:00:50.209]  The year is 2022, and this is an emergency transmission.
[00:00:50.870 --> 00:01:03.374]  I'm asking all of you to take the streams of this from 4Wars.com and Bandot Video, and the archive of it once it's Bandot Video, and share this Saturday, December 10th, worldwide emergency transmission.
[00:01:04.754 --> 00:01:26.210]   We are about to interview the Global Health Alliance, Wuhan whistleblower, the former chief scientist, the vice president of the EcoHealth Alliance that ran the whole operation with the COVID development and the rollout.
[00:01:26.290 --> 00:01:28.691]  This is absolute smoking gun information.
[00:01:28.731 --> 00:01:34.513]  We're interviewing him for an hour, commercial free, coming up in 20 minutes.
[00:01:35.533 --> 00:01:42.451]   Dr. Andrew G. Huff, former EcoHealth Alliance Vice President and Senior Scientist.
[00:01:42.451 --> 00:01:48.052]   And he's the guy where 90% of the info that's all been proven to be right came out from an incredible,
[00:01:48.052 --> 00:01:54.533]   incredible story, incredible information, the truth about Wuhan, how it uncovered the biggest lie in history.
[00:01:54.533 --> 00:02:01.891]   That is coming up in T-minus 20 minutes, then Steve Quayle to talk about the Russia escalation,
[00:02:01.891 --> 00:02:07.293]   what's happening with the currency, the economy, and so much more today.
[00:02:07.296 --> 00:02:13.421]  And I know the heart of people, the core of people that tune in regularly are super informed, some of you more than I am.
[00:02:13.921 --> 00:02:23.626]   But remember, our main job, my job, I think it should be your job if you so to take this mission, Is to get this information out to as many people as you can.
[00:02:23.666 --> 00:02:24.729]  So take clips of the show.
[00:02:25.049 --> 00:02:25.470]  Cut it up.
[00:02:25.570 --> 00:02:26.172]  Re-upload it.
[00:02:26.252 --> 00:02:26.613]  Share it.
[00:02:27.314 --> 00:02:28.377]  Share the live feed.
[00:02:29.359 --> 00:02:30.461]  I don't care what you do.
[00:02:31.815 --> 00:02:49.827]  Just get this information out, because the public is so hungry for the truth right now, and their minds and souls are so open for the truth, and so our most important work, even though we've all done incredible work together, this is one family, pro-human family, our most important work is now happening and is to come.
[00:02:50.667 --> 00:02:54.090]  Okay, let me just give you a prelude of what's coming up.
[00:02:54.946 --> 00:02:55.726]  With Dr. Huff.
[00:02:56.247 --> 00:03:03.831]  Huge article and key video clips on InfoWars.com with Senator Johnson's ongoing hearings.
[00:03:04.472 --> 00:03:10.315]  Doctors and victims detail massive death and adverse reactions from the so-called COVID vaccines.
[00:03:11.276 --> 00:03:17.480]  Super critical report with Dr. Peter McCullough and others right there for you.
[00:03:17.520 --> 00:03:18.660]  Just devastating.
[00:03:19.501 --> 00:03:21.182]  Meanwhile, undercover video.
[00:03:22.648 --> 00:03:25.970]  World Health Summit member admits global lockdown's not based in science.
[00:03:26.011 --> 00:03:27.792]  No, it's all about control.
[00:03:29.993 --> 00:03:31.414]  It's all about power.
[00:03:31.655 --> 00:03:34.937]  That's also on InfoWars.com.
[00:03:35.618 --> 00:03:38.240]  And then all the different illegal gain-of-function going on.
[00:03:38.280 --> 00:03:44.024]  Even Forbes says, gain-of-function experiments at Boston University create a deadly new COVID-strained virus.
[00:03:44.924 --> 00:03:46.345]  Who thought this was a good idea?
[00:03:46.406 --> 00:03:48.587]  That's all coming up.
[00:03:48.627 --> 00:03:50.909]  Well, the depopulationist thought.
[00:03:52.318 --> 00:03:59.041]  But this is a good idea to give them total power and control on their road of depopulating us.
[00:03:59.101 --> 00:04:03.083]  Now, I want to hit how they're getting away with all this by information control.
[00:04:03.443 --> 00:04:07.704]  And now that information control is now being massively exposed as well.
[00:04:08.305 --> 00:04:11.306]  And here's some other news before we go to our two guests today.
[00:04:12.086 --> 00:04:15.988]  And here is Margaret Johnston.
[00:04:17.717 --> 00:04:24.103]  On China's hesitancy to use mRNA vaccine technology at Senator Johnson's hearings.
[00:04:24.323 --> 00:04:25.104]  Here's that clip.
[00:04:25.764 --> 00:04:28.867]  Can you share that with the committee?
[00:04:28.967 --> 00:04:31.049]  Your point of view on where China could be going?
[00:04:32.008 --> 00:04:35.370]  Well, I'm very concerned about where China's going.
[00:04:36.591 --> 00:04:51.759]  I have many good friends in China, and I look at the zero COVID policy and the effect that's had on human rights of people being forced to stay home for months on end.
[00:04:52.100 --> 00:04:57.703]  The Uyghurs have been home since August without adequate food replenishment.
[00:04:58.843 --> 00:05:02.144]  And so I've been concerned about that.
[00:05:03.004 --> 00:05:10.607]  Now we're seeing that the National Health Commission is starting to ease up on some of the COVID restrictions.
[00:05:10.867 --> 00:05:16.068]  That's good to see in terms of the zero COVID constraints.
[00:05:16.629 --> 00:05:23.431]  But the really concerning thing is that they haven't got vaccines that will protect their population.
[00:05:23.951 --> 00:05:27.532]  Most of their seniors are not fully vaccinated.
[00:05:28.112 --> 00:05:31.133]  The vaccines they are using are less than effective.
[00:05:31.854 --> 00:05:41.778]  And it seems that they it's been offered to them, but they have not accepted to accept the mRNA vaccines from the West.
[00:05:42.879 --> 00:05:46.801]  Xi Jinping is very much invested in his zero COVID policy.
[00:05:47.100 --> 00:05:52.100]  and doesn't want it seems to take vaccines from the West.
[00:05:52.100 --> 00:05:55.800]   They're going to have to do it or there are going to be millions of deaths
[00:05:55.800 --> 00:06:00.600]   and it's really going to put a big strain on their hospital system.
[00:06:00.600 --> 00:06:01.401]  [BEEP]
[00:06:01.401 --> 00:06:07.401]   Okay, so I confused a bunch of other clips I've got from Senator Johnson's hearings in Canada
[00:06:07.401 --> 00:06:10.401]   where they're pushing shots saying you've got to have them or you're not safe
[00:06:10.401 --> 00:06:14.300]   even though they admit they want you to take six shots a year that erases your immune system
[00:06:14.300 --> 00:06:16.000]  and doesn't offer protection.
[00:06:16.000 --> 00:06:22.201]   But there she is saying China won't take the shots and Xi Jinping won't give the mRNA shots
[00:06:22.201 --> 00:06:24.201]  which she's saying well their shots don't work.
[00:06:24.274 --> 00:06:24.894]  None of them work.
[00:06:25.294 --> 00:06:27.654]  It's a prion crystal growing in the body.
[00:06:27.995 --> 00:06:38.777]  And we see the footage, we'll air this in a moment with audio, of them dragging elderly people out of their houses to forcibly inject them, and in many cases just take them away to camps.
[00:06:38.597 --> 00:06:48.597]  Here's the clip.
[00:06:48.597 --> 00:06:55.597]   The clip shows a woman who is trying to get her husband to come out of the water.
[00:06:55.597 --> 00:07:05.597]   The woman is trying to get her husband to come out of the water.
[00:07:05.597 --> 00:07:12.597]   The woman is trying to get her husband to come out of the water.
[00:07:12.597 --> 00:07:22.597]  [BLANK_AUDIO]
[00:07:15.322 --> 00:07:16.223]  Yeah, they're not stupid.
[00:07:16.243 --> 00:07:17.164]  They know what's going on.
[00:07:18.585 --> 00:07:19.305]  They're not dumb.
[00:07:20.266 --> 00:07:21.187]  They know what's happening.
[00:07:21.827 --> 00:07:25.190]  Remember Joe Biden telling us it's 100% effective and everybody should be forced to take it.
[00:07:25.210 --> 00:07:26.511]  He's getting tired of the unvaccinated.
[00:07:26.531 --> 00:07:27.512]  Everybody's sick.
[00:07:28.112 --> 00:07:30.174]  That's also what Rod Stewart said.
[00:07:30.214 --> 00:07:31.495]  Now his son got the shot.
[00:07:31.635 --> 00:07:32.436]  Well, we know what happened.
[00:07:33.016 --> 00:07:40.382]  Jill Biden, the most important thing you can do to prepare for the holidays is get your updated COVID vaccine.
[00:07:40.502 --> 00:07:42.344]  It's not a vaccine.
[00:07:42.804 --> 00:07:43.785]  Let's go ahead and play that clip.
[00:07:44.486 --> 00:07:51.908]  The most important thing you can do to prepare for your holidays is to get your updated COVID vaccine.
[00:07:53.388 --> 00:07:57.849]  And if you get it now, you'll be protected in time for winter holiday gatherings.
[00:07:59.690 --> 00:08:04.431]  So we just showed you the vaccine police forcibly dragging people off to be injected in China.
[00:08:04.951 --> 00:08:06.151]  We know this is all UN run.
[00:08:06.191 --> 00:08:07.231]  They've tried this in Australia.
[00:08:07.271 --> 00:08:08.232]  They're trying it in Canada.
[00:08:08.632 --> 00:08:09.392]  They're trying it here.
[00:08:09.432 --> 00:08:19.679]   But us pesky Americans didn't bend over as bad as everybody else and as Limbing-like and sheep-like, as we've become in many respects.
[00:08:19.699 --> 00:08:21.900]  We're still the best house in a bad neighborhood.
[00:08:21.920 --> 00:08:27.465]  But here's a chilling mainstream media ABC News report out of Chicago.
[00:08:27.865 --> 00:08:34.630]  School calls police on boy with autism for missing vaccine records.
[00:08:34.650 --> 00:08:38.593]  So they're implying it's the law to take shots, which it's not in any state in the country.
[00:08:39.631 --> 00:08:40.252]  Supreme Court rulings.
[00:08:40.772 --> 00:08:48.321]  But they act like not having the records can make you truant, so then they kick you out of school, but then they trigger truancy laws.
[00:08:49.082 --> 00:08:54.429]  So here they are bullying an autistic young man, probably has it from previous shots.
[00:08:54.929 --> 00:08:56.892]  Evidence is overwhelming that's the main cause of it.
[00:08:57.487 --> 00:09:00.767]  that and a cocktail of pesticides and things in the food.
[00:09:00.767 --> 00:09:04.527]   And because of that, now they call the police to intimidate everybody.
[00:09:04.527 --> 00:09:09.326]   And I've seen them do this with mainly black communities in Maryland and in Illinois and places.
[00:09:09.326 --> 00:09:14.206]   In Baltimore and Chicago, we've had guests on over the years.
[00:09:14.390 --> 00:09:15.291]  You've seen the newscast.
[00:09:15.972 --> 00:09:16.492]  It's everywhere.
[00:09:17.112 --> 00:09:22.616]  But they'll say, at school opening today, the police were there to make sure people follow the law and give their children the shots.
[00:09:22.636 --> 00:09:24.698]  Because many of these parents didn't give the shots.
[00:09:24.938 --> 00:09:28.640]  They'd have police dogs there and scaring everyone and telling them it's the law.
[00:09:29.221 --> 00:09:31.802]  All color of law, criminal activity.
[00:09:32.303 --> 00:09:39.659]   And the health departments don't get their funding and the schools don't get their funding unless they're 97% Poisoned.
[00:09:40.221 --> 00:09:47.600]  So they incentivize bounties on their heads, just like if you intimate somebody with a respirator, which kills you when you have COVID.
[00:09:48.450 --> 00:09:49.111]  Doesn't help you?
[00:09:49.371 --> 00:09:53.254]  Well, you get $50,000-plus as a bounty to kill.
[00:09:53.674 --> 00:10:00.740]  Well, thousands of dollars of federal funding to schools, up to $3,000 on average, is directly tied to the quote, immunization records.
[00:10:01.220 --> 00:10:03.482]  None of this has anything to do with infectious diseases.
[00:10:03.782 --> 00:10:12.589]  It's all about population control, with the sperm counts plunging, the cancer rates exploding, and Bill Gates, who says he wants to depopulate us, running the entire operation.
[00:10:12.850 --> 00:10:14.351]  Here's the Chicago News Report.
[00:10:15.168 --> 00:10:23.936]  Cheryl Robb, the parents of the 8-year-old boy tell me their son has all of his shots and it was just a matter of getting the paperwork transferred over to the school nurse.
[00:10:24.316 --> 00:10:30.402]  But they say the school took an extreme measure, calling the police on their son for not having his shot records.
[00:10:30.942 --> 00:10:41.607]  Shanita and Timothy Rhodes say they moved to Country Club Hills to give their children a good life and solid education, especially for their youngest son, Tamir, who has autism.
[00:10:41.767 --> 00:10:46.289]  Tamir was diagnosed with autism right before the pandemic started.
[00:10:46.389 --> 00:10:52.072]  He's very loving and kind and he makes a friend wherever he goes.
[00:10:52.332 --> 00:10:56.074]  I try to give him a better life, a normal life.
[00:10:56.354 --> 00:11:02.822]  But this couple says October 17th was anything but normal for Tamir at Meadowview Intermediate School.
[00:11:03.122 --> 00:11:07.928]  Mrs. Rhodes says she got a call from the school nurse requesting her son's vaccine records.
[00:11:08.289 --> 00:11:15.858]  She says she informed the nurse that her son's previous school was within the district and that they should have all of his shot records on file.
[00:11:16.078 --> 00:11:19.361]  Can you just call over there, call the nurse, and obtain his records?
[00:11:20.182 --> 00:11:23.024]  And to my dismay, she said, no, that's not my job.
[00:11:23.484 --> 00:11:29.209]  Mrs. Rhodes says she had planned to call her son's former school that day to get his medical records faxed over.
[00:11:29.629 --> 00:11:32.212]  But she said she had to step into a work meeting first.
[00:11:32.672 --> 00:11:38.837]  While she was in that meeting, she says she got a call from a Country Club Hills police officer who was at her home.
