[00:00:00.000 --> 00:00:17.000]  [Music]
[00:00:17.683 --> 00:00:18.864]  But you must know all this.
[00:00:18.884 --> 00:00:20.884]  You don't need government missions for years.
[00:00:21.364 --> 00:00:25.966]  Now the people of one Texas town are out to expose what they call a conspiracy.
[00:00:26.326 --> 00:00:30.088]  There was a black helicopter spraying some white powder.
[00:00:30.308 --> 00:00:30.908]  It's bizarre.
[00:00:30.968 --> 00:00:31.968]  It's like an invasion.
[00:00:32.289 --> 00:00:34.910]  What's behind this helicopter hell?
[00:00:36.470 --> 00:00:41.892]  Now the strange sightings that have a lot of people in the Lone Star State coming up with a lot of conspiracy theories.
[00:00:42.432 --> 00:00:46.674]  Steve Langford reports on the helicopters and health problems that have hit Austin.
[00:00:48.852 --> 00:00:49.753]  It's the sound.
[00:00:50.293 --> 00:00:51.914]  It sounds just like a tornado.
[00:00:52.555 --> 00:00:55.376]  They were so loud that they shook the windows.
[00:00:56.517 --> 00:00:57.938]  That's how they know they're back.
[00:00:57.958 --> 00:00:59.099]  It was huge.
[00:00:59.519 --> 00:01:02.161]  You could see the machine gun mounts on them and everything.
[00:01:02.281 --> 00:01:02.941]  And they were black.
[00:01:04.182 --> 00:01:05.983]  The black helicopters.
[00:01:06.324 --> 00:01:08.805]  Nine children all came down sick at the same time.
[00:01:09.245 --> 00:01:11.347]  The whole side of my car was just covered with dead mats.
[00:01:14.683 --> 00:01:20.429]  Austin, Texas is a peaceful, laid-back kind of place, just like its favorite son, Willie Nelson.
[00:01:21.370 --> 00:01:23.793]  At least it used to be.
[00:01:23.973 --> 00:01:26.376]  Until the black helicopters arrived.
[00:01:26.816 --> 00:01:27.457]  It's bizarre.
[00:01:27.497 --> 00:01:28.458]  It's like an invasion.
[00:01:29.381 --> 00:01:36.687]  Suddenly, people all over Austin started seeing them, with some saying they've been harassed and maybe even poisoned by the things.
[00:01:37.148 --> 00:01:41.491]  I can confirm black helicopters are swarming all over Texas and the rest of the U.S.
[00:01:41.531 --> 00:01:45.094]  harassing citizens, police, anybody that gets in their way.
[00:01:45.335 --> 00:01:47.937]  Black helicopters, the strike force, the New World Order.
[00:01:48.784 --> 00:01:58.610]  Alex Jones is a popular radio talk show host with Austin's KJFK, and he's been investigating and reporting on the mysterious black helicopter phenomenon for years.
[00:01:59.291 --> 00:02:03.213]  It reads like a science fiction novel, but it's really happening.
[00:02:04.205 --> 00:02:10.286]  Until recently, the government, the military, and law enforcement had denied the very existence of black helicopters.
[00:02:10.466 --> 00:02:13.867]  But now, authorities can see there really are such things.
[00:02:14.247 --> 00:02:16.087]  Yes, black helicopters are real.
[00:02:16.507 --> 00:02:17.988]  They're here to take care of you.
[00:02:18.588 --> 00:02:20.908]  They're for anti-terrorist training.
[00:02:21.748 --> 00:02:26.189]  But Jones and others suspect the black helicopters are the real terrorists.
[00:02:26.729 --> 00:02:29.930]  You're talking about SS Cavalry right here in America.
[00:02:30.610 --> 00:02:42.742]  The sinister looking unmarked choppers have been reported buzzing homes, following motorists, landing unannounced in schoolyards, and even dropping a mysterious white dust on Austin neighborhoods.
[00:02:43.262 --> 00:02:45.004]  It smears like paint.
[00:02:46.215 --> 00:02:51.717]  Norma Ruble says her car was covered with the stuff after a black helicopter flew over her house.
[00:02:51.737 --> 00:02:54.497]  Looked like somebody took a spray painter and sprayed it.
[00:02:54.938 --> 00:03:00.639]  City officials examined the mysterious substance and declared it cedar ash from a nearby forest fire.
[00:03:00.999 --> 00:03:02.580]  There's no way it looked like cedar ash.
[00:03:03.180 --> 00:03:06.901]  And she says nobody can explain what else she found on her car.
[00:03:07.541 --> 00:03:09.102]  Thousands of dead gnats.
[00:03:09.522 --> 00:03:10.262]  Something killed them.
[00:03:11.244 --> 00:03:17.427]  Meanwhile, others who have seen the black helicopters fly over their homes say the dust might have poisoned them.
[00:03:17.808 --> 00:03:20.909]  All of my kids and myself all got sick with stomach trouble.
[00:03:21.450 --> 00:03:24.471]  And the Hopkins family suspects a government cover-up.
[00:03:25.011 --> 00:03:28.073]  I think most people would like to be able to just say, well, our government would never do that.
[00:03:28.453 --> 00:03:30.755]  Alex Jones insists it would.
[00:03:31.215 --> 00:03:33.036]  They've tested what's been sprayed out of the helicopters.
[00:03:33.076 --> 00:03:37.018]  It has salmonella and other type bacteria that you would find in garbage.
[00:03:38.078 --> 00:03:43.903]  Jones suspects it's all part of secret government preparations for a possible state of emergency.
[00:03:44.244 --> 00:03:48.267]  We see a lot of indicators that the military is preparing for martial law.
[00:03:49.689 --> 00:03:51.410]  And Jones is not alone.
[00:03:51.911 --> 00:03:57.396]  Government has more control than they need and I think that the black helicopters probably have something to do with it.
[00:03:58.116 --> 00:04:00.318]  We're in the equivalent of 1936 Germany.
[00:04:01.159 --> 00:04:04.302]  Hitler's just now getting his power and they're getting ready to really clamp down.
[00:04:09.111 --> 00:04:10.231]  All right, Austin, Texas.
[00:04:10.452 --> 00:04:11.172]  We are live.
[00:04:11.292 --> 00:04:13.653]  It is Monday, July 19th, 1999.
[00:04:13.773 --> 00:04:16.674]  I've got a lot of news stories.
[00:04:16.754 --> 00:04:21.796]  In fact, I'll tell you why I have a lot of stories tonight.
[00:04:21.836 --> 00:04:30.539]  That's because over the last few weeks I've been thinking, my gosh, I only talk about whatever news happened on whatever particular Monday I'm doing a program on.
[00:04:31.900 --> 00:04:38.182]  Then I realized there's so much important news, and since I'm only doing one live-access television program now, that the public has not gotten
[00:04:39.218 --> 00:04:40.238]  So it's very important.
[00:04:40.299 --> 00:04:41.919]  And I'm being given a birthday cake.
[00:04:43.540 --> 00:04:45.861]  Uh... Well, thank you.
[00:04:45.881 --> 00:04:46.761]  What is this?
[00:04:46.801 --> 00:04:49.483]  Alright, I didn't even know about this.
[00:04:50.743 --> 00:04:51.203]  Okay.
[00:04:51.944 --> 00:04:52.644]  That's good.
[00:04:53.144 --> 00:04:54.285]  Good job, Mike and Alex.
[00:04:54.325 --> 00:04:54.965]  Police State 2000.
[00:04:55.465 --> 00:04:56.526]  Death to the New World Order.
[00:04:56.546 --> 00:04:57.126]  Who made this?
[00:04:58.887 --> 00:04:59.307]  You did?
[00:04:59.327 --> 00:04:59.367]  No!
[00:04:59.627 --> 00:04:59.787]  Scott!
[00:04:59.807 --> 00:05:00.047]  Scott did?
