[00:00:02.546 --> 00:00:02.867]  We're good.
[00:00:35.074 --> 00:00:37.258]  Welcome to InfoWars Nightly News.
[00:00:37.418 --> 00:00:38.440]  It's Thursday, November 8, 2012.
[00:00:38.640 --> 00:00:42.005]  This is Mike Adams, the health ranger, filling in tonight.
[00:00:42.406 --> 00:00:44.470]  And here's a look at what we have straight ahead for you.
[00:00:47.560 --> 00:00:50.863]  Tonight, on the InfoWars Nightly News, the U.N.
[00:00:50.923 --> 00:00:54.145]  and President Obama use the Second Amendment as target practice.
[00:00:54.705 --> 00:00:59.029]  Then, the Feds refuse to take their sticky fingers off the sticky green.
[00:00:59.469 --> 00:01:01.270]  Can the will of the people prevail?
[00:01:01.831 --> 00:01:04.813]  And Alex Jones can't avoid the Obamanoids.
[00:01:05.433 --> 00:01:06.274]  God, you're nuts!
[00:01:07.035 --> 00:01:09.396]  You are a freakin' quacko, you know that?
[00:01:09.416 --> 00:01:10.157]  Mm-hmm, you bet.
[00:01:10.377 --> 00:01:11.418]  Crazy like a fox, too.
[00:01:11.478 --> 00:01:12.138]  You're a quacko!
[00:01:12.158 --> 00:01:12.298]  Mm-hmm.
[00:01:12.999 --> 00:01:16.582]  All that and more, coming up on the InfoWars Nightly News.
[00:01:27.591 --> 00:01:30.093]  All right, we've got one heck of a show lined up for you tonight.
[00:01:30.233 --> 00:01:33.615]  Lots of interviews and special reports straight ahead, as you just saw.
[00:01:33.695 --> 00:01:37.898]  Now, the first issue, first story for tonight, is the rise of Obamianism.
[00:01:38.638 --> 00:01:40.039]  And why do we call it Obamianism?
[00:01:40.079 --> 00:01:45.863]  Because, of course, we are seeing a wave of communist type of mentality now emerging in the American culture.
[00:01:46.363 --> 00:01:51.947]  There has been a vote of confidence, you might say, for communistic type of economic policies.
[00:01:52.327 --> 00:01:54.969]  But more importantly, we're seeing the rise of violent rhetoric.
[00:01:55.529 --> 00:02:05.417]  That also indicates that we may be looking at a type of communism-oriented so-called cultural revolution in the years ahead if we let these people continue to promote violence and hate.
[00:02:06.117 --> 00:02:07.298]  And racism, of course.
[00:02:07.318 --> 00:02:08.519]  Divide and conquer strategies.
[00:02:08.559 --> 00:02:09.400]  That's what they're good at.
[00:02:09.440 --> 00:02:14.384]  So be on the watch out for signs of communism in America.
[00:02:14.744 --> 00:02:16.406]  It is actually coming back.
[00:02:16.966 --> 00:02:22.308]  And we need to be on the lookout for it so that we can prevent it and restore liberty and freedom in America.
[00:02:22.648 --> 00:02:26.210]  That was more of a commentary than a news piece, but we do have news stories for you here.
[00:02:26.830 --> 00:02:32.352]  First, we have a story about the liberal media and the White House owing an apology to the preppers.
[00:02:32.812 --> 00:02:40.375]  As I said in this article, preppers are the new prophets, and those who live in a state of denial about preparedness are the new homeless.
[00:02:41.115 --> 00:02:45.696]  We don't mean to blame people who've been victims of Hurricane Sandy, but there are a lot of people who didn't need to be victims.
[00:02:46.117 --> 00:02:49.958]  They simply failed to prepare, and thus they became victims.
[00:02:50.298 --> 00:02:51.078]  They didn't have to be.
[00:02:51.418 --> 00:03:10.484]  If they'd had stored food and water filters and stored water, emergency medical supplies, communications, even a backyard camp stove to boil water and cook food, then, you know, they wouldn't have become emergency victims in a dire situation requiring a government bailout, in a sense, a government rescue, a FEMA rescue.
[00:03:11.104 --> 00:03:26.106]  And I believe that because Preppers have been attacked by the liberal media for so many years, and by the White House as well, which says that Preppers are, in essence, terrorists, I think the liberal media and the White House owes Preppers a massive apology.
[00:03:26.727 --> 00:03:30.510]  I should say, we're sorry for calling you kooks and conspiracy theorists.
[00:03:30.890 --> 00:03:31.991]  Turns out, you were right!
