[00:00:06.305 --> 00:00:06.385]  Yeah.
[00:00:39.167 --> 00:00:45.390]  It's August 1st, 2012, it's Paul Joseph Watson, and this is InfoWars Nightly News, coming up on the show tonight.
[00:00:48.472 --> 00:01:02.139]  Tonight, Iran says expect war within weeks, as the Iranian War Council prepares for retaliation against what they expect will be a major conflict with the United States.
[00:01:03.348 --> 00:01:04.509]  Then, busted!
[00:01:04.950 --> 00:01:09.294]  A Photoshop forgery is used to sell the war on Syria.
[00:01:09.715 --> 00:01:13.198]  Plus, ABC's new drama demonizes militias.
[00:01:13.699 --> 00:01:17.923]  And NATO says we need to attack Syria to fight Al-Qaeda.
[00:01:18.444 --> 00:01:20.066]  Al-C-I-A-E-D-A, that is.
[00:01:20.646 --> 00:01:29.919]  And finally, author and investigative journalist Dave Krieger joins us in studio to expose the mortgage scandal created by big banks.
[00:01:30.540 --> 00:01:34.646]  All that and more up next on the InfoWars Nightly News.
[00:01:45.097 --> 00:01:51.204]  Top story tonight, Kony 2012 style PR stunt to sell war on Syria.
[00:01:51.224 --> 00:02:01.796]  A mercenary who was previously embedded with US troops and also fought with Libyan rebels is set to produce a documentary film in an effort to propagandize for the invasion of Syria.
[00:02:02.276 --> 00:02:16.001]  Drawing his inspiration from Kony 2012, the infamous viral video that drew widespread criticism for its role in using manipulative techniques to grease the skids for US military intervention in Africa.
[00:02:16.381 --> 00:02:18.302]  And this is on InfoWars.com today.
[00:02:18.842 --> 00:02:21.703]  So we have our next potential, Jason Russell.
[00:02:22.574 --> 00:02:38.088]  You know, he of Kony 2012 naked mania meltdown fame, set to launch this new public relations hoax to convince the world of the sanctity of the glorious al-Qaeda backed Syrian rebels, half of which aren't even Syrian.
[00:02:38.549 --> 00:02:41.512]  And he goes by the name of Matthew Van Dyke.
[00:02:42.232 --> 00:02:47.354]  He's a 33-year-old American filmmaker who was embedded with the U.S.
[00:02:47.414 --> 00:02:58.498]  military in Iraq and also fought on the same side as Libyan rebels who, of course, themselves were commanded by al-Qaeda-affiliated forces in the guise of the LIFG.
[00:02:59.761 --> 00:03:19.713]  So, you know, he was actually also imprisoned by Gaddafi for six months during that conflict, but he did such a fantastic job of helping to bring freedom to Libya, where out-of-control sectarian thugs now roam around imprisoning, torturing and killing black Libyans in their thousands.
[00:03:20.473 --> 00:03:25.296]  You know, where the Al-Qaeda flag flies high over Libyan courthouses.
[00:03:26.516 --> 00:03:31.245]  But he's now keen, this filmmaker, on giving Syria a dose of the same medicine.
[00:03:32.048 --> 00:03:34.369]  And he's actually out asking for donations.
[00:03:34.709 --> 00:03:56.957]  He wants to make anything up to $100,000 to create this documentary film that will generate, quote, in his words, a public relations campaign, end quote, to sell global opinion on the need to basically increase support for the Al-Qaeda-backed Libyan rebels in overthrowing Assad and greasing the skids for this NATO military intervention.
[00:03:58.021 --> 00:04:13.799]  And in his press release Van Dyck actually mentions by name Kony 2012, says it's basically the template and that he wants to use the same techniques and promotional methods to sell his film about the sanctity of the glorious Syrian rebels.
[00:04:14.775 --> 00:04:28.218]  The problem with that of course is, as we documented at the time, back at the start of this year, Kony 2012 was widely derided and debunked because it was basically a PR stunt.
[00:04:28.318 --> 00:04:38.040]  It used emotionally manipulative techniques, dumbed down propaganda to whip up public support for further US military intervention in Africa.
[00:04:38.940 --> 00:04:50.430]  It was a trick, it was a stunt, and it was generously supported by all the trendies on Facebook and Twitter, which is why it went mega viral, you know, over 70 million views on YouTube.
[00:04:51.651 --> 00:05:03.901]  But when they actually showed Kony 2012 to Ugandans, you know, the supposed victims of Joseph Kony, despite the fact that Kony hadn't been in the country for six years, didn't mention that in the film, kept that quiet,
[00:05:05.051 --> 00:05:11.560]  The reaction from the Ugandans, they rioted and started throwing rocks at the cinema projection screen.
[00:05:11.800 --> 00:05:18.949]  So even the very people that it was supposedly aimed at helping in Uganda could see right through it as a propaganda stunt.
[00:05:19.867 --> 00:05:27.714]  And of course you had the infamous mental breakdown of the director, Russell himself, you know, his infamous naked drug-fueled mania.
[00:05:29.195 --> 00:05:40.064]  And now we've got a template of that for Syria with this Van Dyck character who says he's going to do the same thing, $100,000 to create a viral propaganda film to sell the NATO war on Syria.
[00:05:41.331 --> 00:05:42.692]  And what's he trying to accomplish?
[00:05:42.712 --> 00:05:52.118]  Well, he tells us in his own press release, he plans to portray the Syrian rebels as, quote, in a very human, moving, and distinctive way.
[00:05:52.959 --> 00:06:08.510]  Now that's despite the fact that the Syrian rebels and their Al-Qaeda commanders, with NATO there and special forces on the ground, have been caught in massacres, bombings, and just over the past couple of days, summary executions of captured prisoners.
[00:06:09.150 --> 00:06:15.953]  So they're the people who he wants to portray in a human, loving, moving way with this Coney 2012 style propaganda film.
[00:06:17.219 --> 00:06:36.327]  So, you know, as the world begins to see the true face of the Syrian rebels and their al-Syiada backers, get ready for another Kony 2012-style public relations stunt to characterize the rebels as angelic, democratic freedom fighters, when of course, as we know, they're nothing of the sort.
[00:06:37.008 --> 00:06:39.989]  And sticking with Syria now, new spin!
[00:06:40.069 --> 00:06:42.110]  Attack Syria to fight al-Qaeda!
[00:06:42.450 --> 00:06:43.931]  This is also in 4Wars.com.
[00:06:44.531 --> 00:07:02.605]  We are now clearly entering a new phase in the propaganda war with regard to Syria, heralded by the NATO-aligned establishment now using the presence of Al-Qaeda fighters in the country, many of whom were airlifted into Syria by NATO powers, as a justification to launch a wider military assault.
[00:07:03.566 --> 00:07:07.449]  And this story concerns a RAND Corporation report which was published recently.
[00:07:08.382 --> 00:07:09.944]  Also appeared in the Wall Street Journal.
[00:07:10.424 --> 00:07:17.411]  And it actually cites the presence of Al-Qaeda fighters in Syria as a justification for US military intervention.
[00:07:17.431 --> 00:07:24.277]  Of course, the thing that it doesn't mention is the fact that those same Al-Qaeda members who helped NATO overthrow Gaddafi
[00:07:24.998 --> 00:07:39.505]  in Libya were airlifted from Libya into Syria by NATO powers and in fact now there's even more documentation about how all these Libyan mercenaries are coming into Aleppo to help the so-called Syrian rebels in that fight.
[00:07:40.065 --> 00:07:50.930]  So this is all documented that NATO powers under the guise of the puppet transitional Libyan government got all these fighters that helped them kill and overthrow Gaddafi transport them into Syria.
[00:07:51.892 --> 00:07:57.355]  And of course, they were all under the banner of the LIFG and it's offshoots, which is Al-Qaeda.
[00:07:57.535 --> 00:08:00.877]  They were the second biggest contingent in Iraq, killing US troops.
[00:08:01.498 --> 00:08:08.462]  So now they're saying, they've gone beyond denying that Al-Qaeda's, you know, merely running the rebels in Syria.
[00:08:08.482 --> 00:08:15.486]  They're openly admitting it, but now using their presence as a reason for intervention, even though they put them there in the first place.
[00:08:17.247 --> 00:08:19.329]  And this RAND report goes on to claim that
[00:08:20.287 --> 00:08:29.155]  You know, the peaceful democratic rebels, the grassroots rebels in Syria denounce the Al-Qaeda presence among them, and they want nothing to do with them.
[00:08:30.195 --> 00:08:41.185]  But then you read a Guardian article which has been doing the rounds big style in the past couple of days, because it's quite a glowing report about how Al-Qaeda is now running the insurgency in Syria.
[00:08:42.026 --> 00:08:46.810]  You know, remember, Al-Qaeda are now the good guys, Oceania was never at war with Eurasia,
[00:08:48.317 --> 00:08:51.361]  Al-Qaeda terrorism in Syria is good terrorism.
[00:08:51.461 --> 00:08:52.803]  Anywhere else it's bad terrorism.
[00:08:52.843 --> 00:08:54.104]  If it's in Syria, it's good.
[00:08:55.045 --> 00:09:04.037]  So now the Guardian admits that far from the FSA and Al-Qaeda being opposite forces, far from Al-Qaeda merely hijacking the trouble,
[00:09:05.555 --> 00:09:08.198]  Al-Qaeda is directing the FSA rebels.
[00:09:08.218 --> 00:09:10.901]  Here's a quote from an Al-Qaeda fighter in Syria.
[00:09:21.152 --> 00:09:23.033]  These are the Democratic Freedom Fighters.
[00:09:23.593 --> 00:09:37.459]  Our main talent is in the bombing operations, said former FSA rebel, turned Al-Qaeda commander, Abu Quda, adding that Al-Qaeda fighters meet, quote, every day with Syrian rebels.
[00:09:37.819 --> 00:09:42.341]  So they meet with Syrian rebels every day, teach them how to make bombs,
[00:09:43.061 --> 00:09:47.684]  Then you see the attacks on government buildings, the assassinations of political leaders in Syria.
[00:09:48.205 --> 00:09:48.905]  But no!
[00:09:49.526 --> 00:09:57.751]  Syria and Al-Qaeda, they're not working together, because they need to prolong that myth, to use the presence of Al-Qaeda in Syria as a reason to invade.
[00:09:58.292 --> 00:10:07.078]  So while they're denying it, the very FSA rebel turned Al-Qaeda commander in Syria admits they meet every day and they make bombs with each other.
[00:10:09.116 --> 00:10:12.939]  So, I mean, add to it, you know, Ambassador Susan Rice.
[00:10:12.999 --> 00:10:16.782]  Remember her quote after one of the attacks on the government building in Damascus?
[00:10:17.822 --> 00:10:21.965]  She threatened Assad with more terror attacks unless he stepped down.
[00:10:22.486 --> 00:10:31.692]  And then a couple of weeks ago, when the top Syrian officials were assassinated, the White House came out and lauded the fact that they were assassinated.
[00:10:31.732 --> 00:10:34.575]  They didn't say this is an act of terrorism, we shouldn't commend it.
[00:10:34.975 --> 00:10:35.936]  They lauded the fact.
[00:10:36.775 --> 00:10:43.444]  So, Al-Qaeda carrying out bombings applauded by the White House, Al-Qaeda teaching Syrian rebels how to make bombs, i.e.
[00:10:43.464 --> 00:10:43.785]  these.
[00:10:44.466 --> 00:10:47.650]  But, we need to invade Syria because of Al-Qaeda.
[00:10:47.851 --> 00:10:49.393]  Doesn't seem to make sense, does it?
[00:10:49.753 --> 00:10:53.218]  It's like, you know, they gave Saddam the WMDs which he used.
[00:10:54.019 --> 00:10:58.141]  And then said, oh, by the way, we need to invade Iraq, because Saddam's got WMDs!
[00:10:58.842 --> 00:11:08.707]  Of course, the only difference is that unlike WMDs in Iraq, there really are Al-Qaeda fighters in Syria, and they're running the show, they're training the rebels how to make bombs.
[00:11:09.248 --> 00:11:11.549]  But the rebels are great, Al-Qaeda's still bad.
