[00:00:04.667 --> 00:00:05.227]  We're good.
[00:00:36.829 --> 00:00:38.771]  Welcome to the InfoWars Nightly News.
[00:00:38.991 --> 00:00:39.672]  I'm David Knight.
[00:00:40.052 --> 00:00:43.836]  It's Tuesday, December 11th, 2012, and here are our top stories.
[00:00:46.898 --> 00:00:49.301]  Tonight on the InfoWars Nightly News...
[00:00:50.336 --> 00:00:53.800]  Super Humans and Super Cities, the NWO's vision of 2030.
[00:00:53.880 --> 00:01:00.247]  Then, the Pentagon plans to build laser-equipped drones within the next five years.
[00:01:00.467 --> 00:01:03.871]  And transit authorities admit they record your conversations.
[00:01:04.131 --> 00:01:06.353]  But I'm sure you have nothing to hide.
[00:01:06.714 --> 00:01:09.677]  All that and more, coming up on the Info Wars Nightly News.
[00:01:20.575 --> 00:01:24.417]  Well, if there's any doubt that Big Brother is watching you, take a look at this next story.
[00:01:24.497 --> 00:01:29.319]  Public buses across the country are quietly adding microphones to record passenger conversations.
[00:01:30.280 --> 00:01:43.127]  Transit authorities in cities across the country are quietly installing microphone-enabled surveillance systems on public buses that would give them the ability to record and store private conversations according to the documents outlined by a news outlet.
[00:01:43.847 --> 00:01:47.849]  This raises serious questions about eavesdropping without a warrant.
[00:01:48.706 --> 00:02:02.330]  Cities that have installed the system or have taken steps to procure them include San Francisco, California, Eugene, Oregon, Traverse City, Michigan, Columbus, Ohio, Baltimore, Maryland, Hartford, Connecticut, and Athens, Georgia.
[00:02:02.930 --> 00:02:11.993]  Now this was stopped temporarily in Boston as civil liberties groups raised concerns about this and they just decided that they would put up warning signs and continue on with it anyway.
[00:02:13.373 --> 00:02:18.295]  Now, putting monitors on buses and light posts and cameras everywhere doesn't get your attention.
[00:02:18.335 --> 00:02:24.358]  If that's not enough to satisfy the insatiable appetite of the government to watch everything that you do, take a look at what they're doing now.
[00:02:24.398 --> 00:02:27.699]  They're extending this to getting access to private cameras.
[00:02:28.739 --> 00:02:32.621]  The Charlotte-Mecklenburg Police want to now monitor private cameras.
[00:02:33.476 --> 00:02:45.098]  In a bid to expand its surveillance network, Charlotte-Mecklenburg Police want to connect to private businesses' cameras, which would allow officers to monitor malls, gas stations, and banks across the country.
[00:02:45.638 --> 00:02:52.579]  These cameras would also collect more images of people who haven't done anything wrong, and they would store the video on police servers for weeks.
[00:02:53.300 --> 00:02:59.441]  The cameras, the automatic license plate readers, and a gunshot detection network known as ShotSpotter
[00:03:01.604 --> 00:03:04.590]  Give 21st century crime tools to these people.
[00:03:05.171 --> 00:03:10.702]  Now, these are the same people that don't want us to film even the outside of their buildings.
[00:03:11.263 --> 00:03:13.728]  Take a look at what Alex Jones has to say about that.
[00:03:16.365 --> 00:03:18.466]  Why don't you decide to join the Republic?
[00:03:18.966 --> 00:03:31.890]  Why don't you decide to join the First Amendment and stand with George Washington and Thomas Jefferson instead of trying to intimidate Americans one by one that we don't have the right to come here?
[00:03:44.741 --> 00:03:50.608]  Police arrest folks all over the country for filming them in public, no matter how many times state and federal courts say it's constitutional.
[00:03:51.349 --> 00:03:53.872]  And federal buildings, they'll say, don't videotape.
[00:03:54.112 --> 00:03:56.736]  Even if it's the middle of downtown Austin, like, we're terrorists.
[00:03:57.837 --> 00:03:58.458]  It's ridiculous.
[00:03:58.478 --> 00:04:01.702]  You could go to Google Earth or Google Street View and see all of this.
[00:04:02.853 --> 00:04:07.816]  It's all about teaching you that you're bad, and that you're a suspect, and that you've done something wrong.
[00:04:07.856 --> 00:04:10.398]  It's all an act of domination by an out-of-control government.
[00:04:10.999 --> 00:04:14.801]  It's like telling black folks to sit at the back of the bus, or the TSA sticking their hands down your pants.
[00:04:14.821 --> 00:04:17.203]  So, we've sent reporters down to the NSA.
[00:04:17.863 --> 00:04:19.324]  They take other reporters' footage.
[00:04:19.364 --> 00:04:20.185]  They didn't take ours.
[00:04:20.225 --> 00:04:21.886]  We told them about lawsuits, and they knew about them.
[00:04:22.066 --> 00:04:23.547]  You know, they knew they'd been losing lawsuits.
