[00:00:04.036 --> 00:00:04.116]  Yeah.
[00:00:36.991 --> 00:00:37.832]  Good evening, everyone.
[00:00:37.892 --> 00:00:39.976]  Welcome to the InfoWars Nightly News.
[00:00:40.136 --> 00:00:42.860]  It is Thursday, June 14th, 2012.
[00:00:43.641 --> 00:00:46.446]  Here's a quick look at what we have lined up for you this evening.
[00:00:50.340 --> 00:00:57.923]  Tonight, it's the rise of the spy drones, as the FAA predicts 30,000 drones in operation in U.S.
[00:00:57.943 --> 00:00:58.804]  skies by 2020.
[00:00:58.904 --> 00:01:00.884]  Then, the U.S.
[00:01:00.964 --> 00:01:05.786]  expansion of secret intelligence operations in Africa unfolds.
[00:01:06.347 --> 00:01:10.708]  Plus, a special report on the hidden dangers of nuclear technology.
[00:01:11.269 --> 00:01:14.290]  That's up next on the InfoWars Nightly News.
[00:01:25.208 --> 00:01:37.172]  All that and more coming up during the next 30 minutes or so, but first let's jump right into our top headlines as we begin this evening with a report from the Washington Post as the U.S.
[00:01:37.332 --> 00:01:40.913]  expands secret intelligence operations in Africa.
[00:01:41.354 --> 00:01:45.435]  They're establishing a network of air bases to spy on terrorists.
[00:01:45.855 --> 00:01:47.136]  That's right, just terrorists.
[00:01:47.556 --> 00:01:50.657]  The operations have intensified in recent months
[00:01:51.377 --> 00:01:56.078]  As this is part of the growing shadow war against Al-Qaeda affiliates.
[00:01:56.558 --> 00:02:00.779]  More like Al-Cieda affiliates and other militant groups.
[00:02:01.219 --> 00:02:07.841]  The surveillance is overseen by US Special Operations Forces and private military contractors.
[00:02:08.281 --> 00:02:09.561]  No big surprise there.
[00:02:09.961 --> 00:02:13.082]  And of course they're also there to train the African troops.
[00:02:13.682 --> 00:02:18.303]  And now they have spy drones to track down the boogeyman, Kony.
[00:02:18.763 --> 00:02:22.886]  The infamous fugitive leader of the Lord's Resistance Army.
[00:02:23.367 --> 00:02:31.133]  So the militarization of Africa under the Obama administration escalates and expands throughout the continent.
[00:02:31.633 --> 00:02:32.854]  No big surprise there.
[00:02:32.934 --> 00:02:34.555]  I guess we didn't see that one coming, right?
[00:02:35.316 --> 00:02:37.578]  Now, speaking of drones, a U.S.
[00:02:37.658 --> 00:02:41.021]  congressman is demanding justification for U.S.
[00:02:41.141 --> 00:02:41.861]  drone strikes.
[00:02:42.262 --> 00:02:51.349]  In fact, 26 congressmen sent a letter to Barack Obama demanding a legal justification for the drone strikes.
[00:02:51.669 --> 00:03:00.115]  This was led by Congressman Dennis Kucinich, who says that the drone strikes could significantly increase risk of killing innocent civilians
[00:03:00.936 --> 00:03:05.822]  And those with no relationship to a potential attack on the U.S.
[00:03:06.302 --> 00:03:07.163]  No kidding, the U.S.
[00:03:07.223 --> 00:03:16.895]  always says that they only target militants, but we all know by reading reports that the majority of people who get killed in these drone strikes are indeed civilians.
[00:03:17.475 --> 00:03:19.578]  That includes men, women, and children.
[00:03:20.708 --> 00:03:29.713]  Well, the move toward a cashless society has taken root in India, as smart cards have been introduced by none other than the World Bank.
[00:03:30.153 --> 00:03:34.435]  This is to replace their cash system and help workers save money.
[00:03:35.836 --> 00:03:37.697]  The project has been going on since 2008.
[00:03:38.897 --> 00:03:42.339]  It requires fingerprint scans of all 10 fingers.
[00:03:43.079 --> 00:03:50.223]  This could very well be the prototype for the total cashless control grid that the globalists have been planning worldwide.
[00:03:51.667 --> 00:03:57.471]  As you know, a couple weeks ago back in Chantilly, Virginia, at the Bilderberg meeting, there was a couple that were paired up there.
[00:03:57.691 --> 00:04:05.416]  One was the head of the European Union's Digital Agenda Administrators, her title, that's Nellie Crows.
[00:04:05.977 --> 00:04:11.200]  She was paired up with General Keith Alexander, and he's the head of the NSA and U.S.
[00:04:11.260 --> 00:04:11.820]  Cybercom.
[00:04:12.181 --> 00:04:16.684]  Together, they are developing ways to establish a mandatory electronic ID system
[00:04:19.306 --> 00:04:22.768]  Of course this is in the name of internet security and safe commerce.
