[00:00:03.166 --> 00:00:03.587]  We're good to go.
[00:00:35.649 --> 00:00:37.611]  Welcome to InfoWars Nightly News.
[00:00:37.771 --> 00:00:44.836]  I'm your host Rob Due, and today's date is Tuesday, May 29, 2012, and here's just a sneak peek at what we have coming up.
[00:00:45.217 --> 00:00:56.506]  A lot of innocent dead civilians, little children, mamas, daddies.
[00:00:59.451 --> 00:01:03.053]  To go to bed each night with that blood on your hands, I don't see how they can do it.
[00:01:03.674 --> 00:01:08.957]  Except the Bilderberg rationale for wars is we need the population control.
[00:01:08.978 --> 00:01:11.639]  They're now yelling that we'll run out of earth in 30 years.
[00:01:12.140 --> 00:01:13.541]  We've got to control the population.
[00:01:13.841 --> 00:01:18.004]  One way to control the population is for young men to die in wars.
[00:01:18.544 --> 00:01:23.708]  An InfoWars exclusive interview with Bilderberg investigator Jim Tucker.
[00:01:24.088 --> 00:01:28.551]  Then, TSA Viper teams are now patrolling music festivals.
[00:01:29.051 --> 00:01:34.656]  As the federal government is hell-bent on keeping America safe from the dangerous terrorist.
[00:01:35.217 --> 00:01:43.444]  Plus, it's escape from New York as the high-taxing empire loses 3.4 million residents in 10 years.
[00:01:43.905 --> 00:01:52.813]  And drones are shot down over Texas in another explosive and exciting episode of Prison Planet TV's Brothers in Arms.
[00:01:53.473 --> 00:01:59.040]  All that plus full-spectrum coverage of Bilderberg 2012 from Chantilly, Virginia.
[00:01:59.600 --> 00:02:02.684]  Up next on the InfoWars Nightly News.
[00:02:13.831 --> 00:02:15.532]  And you know what our top story is going to be.
[00:02:15.832 --> 00:02:17.753]  It's Bilderberg 2012 Chantilly 3.0.
[00:02:17.793 --> 00:02:20.035]  That's where we're going to go fight the globalists.
[00:02:20.075 --> 00:02:29.080]  And right now, as we speak, Alex Jones, Aaron Dykes, Rob Jacobson, and Richard the Driver are heading up there, and they're going to be kicking some globalist butt.
[00:02:29.540 --> 00:02:31.040]  You know, this is where we have to go.
[00:02:31.060 --> 00:02:32.441]  This is where we have to make our stand.
[00:02:32.461 --> 00:02:39.662]  So if you're watching this or you're listening to my voice right now, get out there to Chantilly and let's show them that we know where the power brokers are.
[00:02:40.182 --> 00:02:45.483]  Check out Paul Joseph Watson's article, Alex Jones banned from Bilderberg Hotel calls for press mob.
