[00:00:03.655 --> 00:00:03.976]  We're good.
[00:00:35.851 --> 00:00:36.392]  Good evening.
[00:00:36.733 --> 00:00:38.678]  It's Monday, October the 15th of 2012.
[00:00:39.319 --> 00:00:43.508]  I'm David Ortiz, and here's what we have in store for you tonight.
[00:00:47.401 --> 00:01:00.535]  Tonight, Obama supporters threaten to riot if Mitt Romney wins the presidential election, raising the prospect of civil unrest if Obama fails to secure a second term.
[00:01:01.136 --> 00:01:08.164]  Then, an early morning SWAT team raid on an alleged meth house produced no meth lab or arrest.
[00:01:08.544 --> 00:01:13.891]  But instead left a 12-year-old girl badly burned by a flashbang grenade.
[00:01:14.531 --> 00:01:23.121]  Plus, conservative radio host and Breitbart editor Dana Loesch is the latest victim of a TSA grope-down in Phoenix.
[00:01:23.662 --> 00:01:27.206]  That's coming up next on the InfoWars Nightly News.
[00:01:37.543 --> 00:01:38.224]  Welcome back.
[00:01:38.264 --> 00:01:42.767]  Well, a new study shows that global warming may not be occurring after all.
[00:01:43.428 --> 00:01:49.753]  According to the Daily Mail, a report was recently released by Met Office that shows that
[00:01:50.802 --> 00:01:55.183]  For the past 16 years, the world stopped getting warmer.
[00:01:55.463 --> 00:01:58.284]  That's according, again, to this report by Met Office.
[00:01:59.104 --> 00:02:06.066]  According to the Daily Mail, the figures, which have triggered debate among climate scientists, reveal that from the beginning of 1997 until August 2012,
[00:02:09.907 --> 00:02:13.071]  There was no discernible rise in aggregate global temperatures.
[00:02:13.752 --> 00:02:25.065]  This means that the plateau or pause in global warming has now lasted for about the same time as the previous period when temperatures rose from 1980 to 1996.
[00:02:25.826 --> 00:02:29.230]  Before that, temperatures had been stable or declining for about 40 years.
[00:02:31.087 --> 00:02:38.050]  So there you have another report that says that, you know, the scientific community seems to be conflicted on this issue.
[00:02:38.790 --> 00:02:51.415]  This report is saying that temperatures haven't risen for quite a while, about 16 years, yet don't tell that to the liberal left, don't tell that to a far-left comedian, Bill Maher, who insists that if you don't believe in global warming, you're a dummy.
[00:02:52.176 --> 00:03:00.406]  Don't tell that to Al Gore, despite the fact that he's made over a hundred million dollars scaring the public.
[00:03:00.446 --> 00:03:02.889]  They keep on wanting to perpetrate this lie.
[00:03:03.610 --> 00:03:06.093]  However, once again, this report disputes that.
[00:03:06.353 --> 00:03:09.057]  Here's what is really concerning is that regardless of whether
[00:03:09.777 --> 00:03:11.799]  Global warming is occurring or not.
[00:03:12.299 --> 00:03:18.505]  Our politicians here at home are creating legislation to pass global taxes.
[00:03:19.345 --> 00:03:20.727]  Global carbon taxes.
[00:03:20.827 --> 00:03:24.049]  Mitt Romney says he supports a global carbon tax.
[00:03:24.189 --> 00:03:25.390]  So does Barack Obama.
[00:03:25.931 --> 00:03:35.239]  So regardless of the news and the data that continues to come in, our politicians continue to push forward on this issue.
[00:03:36.880 --> 00:03:37.601]  In other news,
[00:03:39.016 --> 00:03:48.362]  In an article written today by Paul Joseph Watson on InfoWars.com, the headline reads, New Threats to Riot if Obama Loses Election.
[00:03:49.043 --> 00:04:03.052]  According to the article, despite the issue receiving national media attention, Obama supporters continue to threaten to riot if Mitt Romney wins the presidential election, raising the prospect of civil unrest if Obama fails to secure a second term.
[00:04:03.892 --> 00:04:19.445]  The new threats continue to dominate Twitter, and the vast majority make no reference to the media's coverage of the issue over the last week, illustrating the fact that they are a legitimate expression of how many Obama voters plan to respond if Romney comes out on top.
[00:04:19.705 --> 00:04:27.432]  So there you go, you've got a report from Paul Joseph Watson that says the loving left, who's always claiming that other people are racist,
[00:04:28.488 --> 00:04:32.230]  Um, threatening to riot because that's really what's going to bring us together, isn't it?
[00:04:32.290 --> 00:04:33.551]  As a country, it's riots.
[00:04:34.151 --> 00:04:38.874]  And let's look at some of these Twitter posts and see what they say from the loving, not racist left.
[00:04:39.694 --> 00:04:44.617]  Um, we got some right here that says, if Romney win, we should start a riot.
[00:04:44.977 --> 00:04:45.177]  Wow.
[00:04:45.217 --> 00:04:47.478]  That, that, if that doesn't say tolerance, I don't know what does.
[00:04:47.718 --> 00:04:48.779]  Let's go down to the next one.
[00:04:49.531 --> 00:04:53.474]  From Libby, if Romney becomes president, let's start a riot.
[00:04:54.035 --> 00:04:55.336]  Riot, riot, riot.
[00:04:55.356 --> 00:04:57.458]  It's Alex talked about it during his show today.
[00:04:57.878 --> 00:05:01.641]  How, you know, you hear that on the radio all the time in news pieces.
[00:05:02.562 --> 00:05:04.604]  Riot, that there's the possibility of a riot.
[00:05:04.884 --> 00:05:07.826]  But let's go, let's see another one of those Twitter posts.
[00:05:08.207 --> 00:05:11.470]  I heard Mitt Romney trying to take away food stamps.
[00:05:11.990 --> 00:05:14.672]  If he do, I'ma start a riot.
[00:05:15.173 --> 00:05:16.274]  I'ma start a riot.
[00:05:17.014 --> 00:05:24.538]  Now I wonder what MSNBC would say, what the yuppies on MSNBC would say, what the poverty pimps would say if a hillbilly said that.
[00:05:25.039 --> 00:05:29.841]  If you had a bunch of hillbillies saying, you know, if Obama wins we need to start a riot.
[00:05:30.922 --> 00:05:34.084]  But of course the left gets away with this all the time.
[00:05:35.257 --> 00:05:37.298]  And, um, it's quite a shame.
[00:05:37.999 --> 00:05:48.125]  But, you know, they're always the one pushing racial politics, and, as you can see, they're basically insinuating a lot of their supporters that a riot could very well be a possibility.
[00:05:48.825 --> 00:05:54.929]  What we need to do as people is not torch our communities, obviously, but focus on the people that have you on food stamps.
[00:05:55.449 --> 00:06:02.554]  And that's the globalists, that's the Federal Reserve, that's the bankers, that's the corporate bankers, and yes, both candidates are owned by the banks.
