[00:00:04.619 --> 00:00:04.919]  We're good.
[00:01:11.633 --> 00:01:15.075]  Welcome, this is the 4th of July edition of the Ask Alex.
[00:01:15.415 --> 00:01:19.116]  We are taking your questions in the Ask Alex group from Planet InfoWars.
[00:01:19.256 --> 00:01:21.498]  I'm here with our guest, Alex Jones.
[00:01:21.718 --> 00:01:24.819]  Alex, one of the questions comes to you from GirlWarrior.
[00:01:24.959 --> 00:01:26.380]  Pretty legit username.
[00:01:27.060 --> 00:01:35.665]  I heard from a friend that when you're not home, the utilities company can come by your house and have the authority to switch to the new smart meter without your permission.
[00:01:35.685 --> 00:01:36.506]  What are your thoughts?
[00:01:36.626 --> 00:01:43.150]  Yeah, just like the federal government has the authority to ship guns into Mexico and hand grenades and cocaine back in, they don't have the authority.
[00:01:43.750 --> 00:01:44.931]  They just do it criminally.
[00:01:45.892 --> 00:01:48.814]  And that is exactly what is happening.
[00:01:49.654 --> 00:01:52.236]  With the United Nations saying it commands our military now.
[00:01:53.036 --> 00:02:00.841]  That's what's happening with all of these power grabs, with the TSA, who aren't even sworn officers, out of their federal jurisdiction, groping people.
[00:02:01.642 --> 00:02:04.804]  That's what tyranny is, is just a giant power grab.
[00:02:05.965 --> 00:02:06.885]  And that's what they're doing.
[00:02:07.546 --> 00:02:14.890]  And first they lied and said the smart meters weren't going to be tracking us or controlling our temperature or interfacing with other appliances.
[00:02:14.950 --> 00:02:15.731]  Now they admit it.
[00:02:16.511 --> 00:02:18.473]  And a lot of jurisdictions,
[00:02:20.287 --> 00:02:21.309]  And different municipalities.
[00:02:21.329 --> 00:02:22.671]  People have beaten the smart meters.
[00:02:23.212 --> 00:02:24.815]  So, it's a propaganda name.
[00:02:25.216 --> 00:02:26.157]  It's a smart meter.
[00:02:26.197 --> 00:02:33.390]  You just tell the utility company that you don't want it and you get together with your city and tell them you're not going to have these systems.
[00:02:34.440 --> 00:02:42.602]  So people need to explain, hey, we're not against technology, we don't like the back doors and the dual use that all these things have.
[00:02:42.642 --> 00:02:43.662]  And the mis-marketing of it.
[00:02:44.242 --> 00:02:48.083]  And then they're charging us for the products as well through our bills.
[00:02:48.483 --> 00:02:54.504]  You know, it's like a cell phone has all this tech in it to spy on us that we end up paying for as part of the cost.
[00:02:55.204 --> 00:02:57.784]  All of this stuff is having back doors built into it.
[00:02:58.044 --> 00:03:01.045]  The entire architecture of technology is to control populations.
[00:03:03.103 --> 00:03:12.810]  Well, the next question actually comes to you from Travis, and he says, have we gotten to the bottom of who's responsible for chemtrails and geoengineering so we can ask them to stop?
[00:03:13.431 --> 00:03:17.814]  Is there some sort of, like, you can pinpoint it to this person, this company, this
[00:03:19.332 --> 00:03:28.920]  Well, it's the DARPA-controlled network of colleges and federal departments like the Department of Energy, these giant bureaucracies.
[00:03:29.160 --> 00:03:37.648]  They don't call it chemtrails in their documents, but they hide in plain view that, oh, we have semi-classified and classified programs about high-altitude aerosol programs.
[00:03:38.188 --> 00:03:44.412]  And then you can pull up articles where NASA says the Earth's 20-plus percent darker now, because less sunlight's hitting us and all this news.
[00:03:45.513 --> 00:03:52.237]  So, no, I mean, it's hidden behind national security, but there's all these icebergs sticking up out of the water.
