[00:00:04.298 --> 00:00:04.578]  We're good.
[00:00:36.758 --> 00:00:38.000]  Welcome, ladies and gentlemen.
[00:00:38.080 --> 00:00:39.982]  Today is Tuesday, June 12, 2012.
[00:00:41.905 --> 00:00:45.931]  This is the InfoWars Nightly News, and I'm your host, Aaron Dykes.
[00:00:49.454 --> 00:00:57.417]  Tonight, more troubling signs of an economic collapse as the EU discusses limiting withdrawals from ATM machines.
[00:00:57.838 --> 00:01:11.683]  Then, the people of North Dakota go to the polls to decide if the state should abolish property taxes, a measure predictably opposed by the State Chamber of Commerce, agribusiness, government unions, and the politicians.
[00:01:12.084 --> 00:01:17.746]  And of course, the establishment media is right there to demonize the Measure 2 proposal.
[00:01:18.126 --> 00:01:22.853]  Plus, a $175 million drone crashes in Maryland.
[00:01:23.193 --> 00:01:27.379]  And Adam Kokesh visits Aaron Dykes via video Skype.
[00:01:27.579 --> 00:01:31.184]  But we had to bleep out much of the mother****** conversation.
[00:01:31.544 --> 00:01:34.488]  That's up next on the InfoWars Nightly News.
[00:01:45.455 --> 00:01:50.639]  Tonight in the news, the European Union is planning a police state type lockdown.
[00:01:50.759 --> 00:02:02.988]  Kurt Nemo has the story about how European Union apparatchiks are planning currency controls in the event that Greece leaves the Euro ahead of their vote coming up next week on June 17th.
[00:02:04.349 --> 00:02:08.950]  It is basically a scare tactic, but also another excuse for greater control.
[00:02:09.350 --> 00:02:12.571]  It's all being coordinated, of course, at the European Commission level.
[00:02:12.891 --> 00:02:16.732]  They're recommending everything from clamping down to ATMs and more.
[00:02:17.012 --> 00:02:22.473]  It's, of course, also in the Associated Press and other big wire news services.
[00:02:22.893 --> 00:02:25.774]  EU movement of money and people can be limited.
[00:02:26.434 --> 00:02:38.101]  While the EU discusses, quote, limiting ATM withdrawals, on the one hand, this is the kind of bank holiday stuff Gerald Cilente and other economic experts have been talking about for literally years now.
[00:02:38.541 --> 00:02:43.684]  On the other hand, it is, what can we do to the people to make them not want countries to leave the Europe?
[00:02:43.744 --> 00:02:48.027]  It's to turn public tide against going against the EU, which is
[00:02:48.527 --> 00:03:01.634]  Obviously authoritarian, they're openly so, and they're sending a signal to smaller nations not to buck the system, just to accept the austerity, accept the wage controls and everything else that comes with it.
[00:03:02.015 --> 00:03:09.919]  Well, what does that have to do with new border checks in European countries where they purposefully open up the borders, but now want to close them back down?
[00:03:10.299 --> 00:03:11.479]  It's all very interesting.
