[00:00:02.261 --> 00:00:02.801]  We're good.
[00:00:35.100 --> 00:00:40.644]  Good evening and welcome to InfoWars Nightly News on this April 20, 2012 edition.
[00:00:40.844 --> 00:00:42.566]  I'm your host, Paul Joseph Watson.
[00:00:42.926 --> 00:00:50.232]  Tonight, on the InfoWars Nightly News, our story on mandatory black boxes in cars is making waves in the mainstream media.
[00:00:50.392 --> 00:00:59.038]  Paul Joseph Watson covers this, and he shows you the law where by 2015, every car in America will have a black box that will track and trace you.
[00:00:59.299 --> 00:01:02.681]  Plus, 29 ways the government is now wasting your money.
[00:01:03.081 --> 00:01:04.042]  Included in that list?
[00:01:04.342 --> 00:01:05.003]  Studying white
[00:01:05.103 --> 00:01:07.345]  Chimps throw poop.
[00:01:09.106 --> 00:01:15.450]  Also, new insights of CIA involvement in the JFK assassination, like we didn't know that already.
[00:01:15.830 --> 00:01:23.055]  And Rob Dew sits down with Stuart Rhodes, head of Oath Keepers, to discuss the NDAA and other ways our freedoms are being taken.
[00:01:23.376 --> 00:01:26.238]  All this and more on the InfoWars Nightly News.
[00:01:26.678 --> 00:01:30.040]  We take you now to London, England and Paul Joseph Watson.
[00:01:39.713 --> 00:01:41.674]  Okay, folks, let's get straight to the news.
[00:01:41.954 --> 00:01:48.258]  First headline tonight, Bill allowing IRS to revoke passports described as, quote, Stalinist.
[00:01:48.598 --> 00:02:08.050]  The Moving Ahead for Progress in the 21st Century Act, Mark 21, is so crammed full of unconstitutional provisions that even the mainstream media is up in arms, with an Investors Business Daily editorial describing the section that allows the IRS to revoke passports of accused tax delinquents as, quote, Stalinist.
[00:02:08.570 --> 00:02:22.919]  And this, of course, is the legislation, or at least one part of it, we'll go on to discuss others later, which empowers the IRS to suspend travel rights of American citizens simply accused of owing $50,000 or more in back taxes to the IRS.
[00:02:26.841 --> 00:02:29.522]  And you've heard our take on it over the past week or so.
[00:02:29.962 --> 00:02:35.405]  This is what Investors Business Daily, a prominent mainstream newspaper, had to say.
[00:02:35.425 --> 00:02:37.846]  That's not me saying that.
[00:02:37.906 --> 00:02:39.647]  That's not Alex Jones saying that.
[00:02:39.667 --> 00:02:43.748]  That's a typically mainstream, middle-of-the-road newspaper saying that.
[00:02:55.066 --> 00:03:07.697]  And they go on basically to describe this IRS provision as the biggest threat to mobility rights since the domination of Eastern Europe by the Communist Party and the Berlin Wall.
[00:03:08.577 --> 00:03:20.808]  And it's basically, they say, a recreation of Stalin's internal passport system whereby Soviet comrades weren't allowed to leave their area of residence without permission from the government.
[00:03:21.650 --> 00:03:26.293]  And this is what's being drafted into law under this new bill if it gets past the House.
[00:03:27.334 --> 00:03:27.774]  Quote!
[00:03:28.234 --> 00:03:47.686]  There remain few things more prized than American citizenship, yet now our ever-expanding leviathan of a government is forcing Americans abroad out, and it might soon build its own Berlin Wall, restricting our freedom of world travel, as Reagan put it, even when there is no conviction from a court, states the editorial.
[00:03:47.807 --> 00:03:49.588]  And they make the connection, of course, that
[00:03:50.208 --> 00:03:55.390]  The recent news that Americans in record numbers are renouncing their citizenship for this exact reason.
[00:03:55.430 --> 00:03:58.131]  The Fed's praying into their financial affairs.
[00:03:58.732 --> 00:04:02.673]  And this ties into our next story, which is about the same bill.
[00:04:03.193 --> 00:04:09.016]  Forbes writer scoffs at InfoWars' freak-out on mandatory black boxers.
