[00:00:34.616 --> 00:00:34.836]  We're good.
[00:01:07.381 --> 00:01:09.322]  It's Tuesday, July 3rd, 2012.
[00:01:10.363 --> 00:01:18.188]  I'm Alex Jones, and this is yet another original edition of InfoWars Nightly News.
[00:01:18.508 --> 00:01:19.589]  Strap yourselves in!
[00:01:22.836 --> 00:01:24.517]  Tonight, the U.S.
[00:01:24.577 --> 00:01:32.683]  sends a large number of warships to the Persian Gulf as the Iranian parliament drafts a bill to block oil shipments.
[00:01:33.143 --> 00:01:38.107]  Then, a Homeland Security report lists liberty lovers as terrorists.
[00:01:38.587 --> 00:01:39.848]  Are you on the list?
[00:01:40.269 --> 00:01:57.142]  Plus, a massive fraud is exposed by two Merck scientists, as they claim the vaccine manufacturer falsified test data, spiked blood samples with animal antibodies, and say the Merck vaccine actually promoted mumps and measles outbreaks.
[00:01:57.503 --> 00:01:59.705]  The shocking court documents revealed.
[00:02:00.085 --> 00:02:01.706]  All that, plus Washington, D.C.
[00:02:01.726 --> 00:02:06.991]  investigative journalist Wayne Madsen, up next on the InfoWars Nightly News.
[00:02:18.735 --> 00:02:24.921]  And we are back serving up the antidote to the vicious cobra poison of the New World Order.
[00:02:25.061 --> 00:02:28.784]  Free humanity versus this 1984 system.
[00:02:29.164 --> 00:02:34.569]  The spirit of 1776 versus the system of the New World Order.
[00:02:34.589 --> 00:02:41.215]  And we all know heart and spirit and passion and goodness will overcome this control freak grid.
[00:02:41.595 --> 00:02:42.997]  Again, Wayne Madsen coming up.
[00:02:43.477 --> 00:02:44.558]  A big 50-minute
[00:02:46.782 --> 00:02:51.146]  50 minute Ask Alex Jones, because there were so many questions and they were so good.
[00:02:51.166 --> 00:02:55.030]  In fact, that's going to air after the news, or is it coming up after Madsen?
[00:02:56.514 --> 00:02:57.935]  After the news and then Madsen.
[00:02:57.975 --> 00:03:02.319]  So, hey, we're busting our butts here over two-hour transmission, wasn't it?
[00:03:02.619 --> 00:03:05.862]  Two hours, 20 minutes or something that we've got budgeted out here.
[00:03:06.243 --> 00:03:09.285]  Let's move to the news and video clips very quickly here.
[00:03:10.466 --> 00:03:10.746]  U.S.
[00:03:10.786 --> 00:03:13.789]  sends a large number of warships and planes to the Persian Gulf.
[00:03:13.809 --> 00:03:17.552]  They're also sending, I say there because the globalists, the bankers, have occupied us.
[00:03:18.573 --> 00:03:27.855]  Into the Mediterranean, diminished Syria, following a move by Iran to blunt a EU-imposed oil embargo that went into effect on Sunday.
[00:03:28.255 --> 00:03:36.798]  The New York Times reported that the Pentagon has moved significant military reinforcements into the Persian Gulf to send a message to Iran.
[00:03:36.898 --> 00:03:41.979]  So, big escalations ahead of an October surprise for Mr. Obama.
[00:03:42.739 --> 00:03:51.710]  Now, stop the presses here, because a rights group funded by the Globalist says Syria might be torturing people.
[00:03:51.730 --> 00:03:52.150]  And you know what?
[00:03:52.170 --> 00:03:53.011]  I don't like governments.
[00:03:53.252 --> 00:03:54.293]  They're usually corrupt and evil.
[00:03:54.834 --> 00:03:55.955]  They might be torturing people.
[00:03:56.436 --> 00:03:56.796]  What is that?
[00:03:57.156 --> 00:03:57.477]  Like a video?
[00:03:57.637 --> 00:03:58.378]  We're good to go.
[00:04:20.319 --> 00:04:21.280]  So should we be invaded?
[00:04:21.300 --> 00:04:23.201]  Oh, by what, the UN?
[00:04:23.281 --> 00:04:24.162]  I'm of the same bankers?
[00:04:24.702 --> 00:04:35.669]  Again, this is a new world order we're dealing with, so there is that, you know, conflict of interest there, that hypocrisy, that oxymoron, that paradox, whatever you want to call it, of having that.
[00:04:36.069 --> 00:04:42.153]  Now, let's look at who the police and military are being taught are the terrorists on this eve of July 4th.
[00:04:43.194 --> 00:04:47.675]  I remember 12 years ago getting manuals that the FBI uses that made national news at the time.
[00:04:47.695 --> 00:04:51.216]  They confirmed it was their saying, if you stop somebody and they mention the Constitution, they're a terrorist.
[00:04:51.557 --> 00:04:53.857]  Or if they've got to get us out of the UN sticker, they're a terrorist.
[00:04:54.417 --> 00:04:56.298]  Or if they talk about freedom, they're a terrorist.
[00:04:56.378 --> 00:04:58.459]  Or if they talk about the Second Amendment, they're a terrorist.
[00:04:59.059 --> 00:05:00.059]  I mean, they're just a terrorist.
[00:05:00.099 --> 00:05:04.700]  If you don't love absolute tyranny, if you don't love Kim Jong-il and North Korea, you're a terrorist.
[00:05:05.161 --> 00:05:07.241]  If you like living like they do in North Korea, you're a good guy.
[00:05:07.721 --> 00:05:12.503]  But it's diametrically opposed 180 degrees from what our republic was founded on.
[00:05:13.143 --> 00:05:21.406]  Doesn't mean our Republic ever reached what it was founded on, but it came somewhat close and made more wealth and freedom than any country ever saw, so we're now a bunch of decadent slobs.
