[00:00:04.613 --> 00:00:05.234]  Big Brother.
[00:00:05.914 --> 00:00:06.955]  Mainstream media.
[00:00:07.696 --> 00:00:08.817]  Government cover-ups.
[00:00:09.458 --> 00:00:10.278]  You want answers?
[00:00:11.039 --> 00:00:11.960]  Well, so does he.
[00:00:12.600 --> 00:00:16.184]  He's Alex Jones on the GCN Radio Network.
[00:00:16.784 --> 00:00:20.888]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.441 --> 00:00:37.768]  Well, fresh off of Dave Mustaine on the show yesterday with his official international response to saying the mass shootings could have been staged by the criminals that staged Fast and Furious.
[00:00:37.788 --> 00:00:42.071]  You know them as the Obama administration.
[00:00:43.612 --> 00:00:47.937]  And then we had Richard Belzer along with Christopher Walken yesterday.
[00:00:48.738 --> 00:00:54.144]  On the heels of that, you can only go up one level, to quote Spinal Tap, from 10 to 11.
[00:00:54.184 --> 00:00:56.827]  I said, well, why not just make it louder and make it 10?
[00:00:56.967 --> 00:00:57.668]  It's just 11.
[00:00:58.729 --> 00:01:00.671]  And R11 is Max Keiser.
[00:01:00.731 --> 00:01:00.991]  All right.
[00:01:01.291 --> 00:01:02.292]  Max is a funny guy.
[00:01:02.312 --> 00:01:03.172]  I like him.
[00:01:03.813 --> 00:01:05.935]  You know, he'd be a nice, fun guy to hang around and drink beer with.
[00:01:07.296 --> 00:01:13.500]  But I shouldn't open the interview up joking around with him or that'll set the tone and then it'll disintegrate very rapidly with the two of us.
[00:01:13.780 --> 00:01:15.982]  And I am in a kind of a joking mood today.
[00:01:16.062 --> 00:01:16.923]  Don't ask me why.
[00:01:18.284 --> 00:01:19.225]  Well, actually, I know why.
[00:01:19.285 --> 00:01:21.126]  All work and no play makes Jack a dull boy.
[00:01:21.146 --> 00:01:25.930]  I actually got to go wakeboarding yesterday evening with some friends that took me out.
[00:01:25.950 --> 00:01:27.351]  I want to thank them for that.
[00:01:29.196 --> 00:01:30.077]  And I feel energized.
[00:01:30.097 --> 00:01:31.618]  I feel like I was on a week-long vacation.
[00:01:32.158 --> 00:01:33.379]  Now I have many vacations.
[00:01:33.419 --> 00:01:35.000]  Three-hour periods every once in a while.
[00:01:35.480 --> 00:01:38.863]  So we're going to be talking about the big news with Max Keiser.
[00:01:40.644 --> 00:01:53.472]  When we come back from break, we're going to get into the talk of QE3, the rapidly deteriorating situation since we had him on a week ago, less than a week ago, doing nothing to MF Global, what precedent this sets.
[00:01:54.353 --> 00:01:57.035]  We're going to talk about it all with Max Keiser today.
[00:01:58.561 --> 00:02:01.502]  And we're also going to look at a bunch of the different military developments and more.
[00:02:02.062 --> 00:02:04.903]  And the new combat robots to occupy our cities.
[00:02:05.223 --> 00:02:10.224]  Pentagon developing autonomous humanoid robots to perform evacuation operations like Katrina.
[00:02:10.264 --> 00:02:11.404]  That means gun confiscations.
[00:02:12.305 --> 00:02:13.785]  So talk about Skynet.
[00:02:13.885 --> 00:02:14.285]  It's here.
[00:02:14.705 --> 00:02:16.826]  And police departments are getting Homeland Security blimps.
[00:02:17.846 --> 00:02:26.329]  It's all very nice, so it's all part of, well, it's all part of our tax money and the playing army on the disheveled, overtaxed American people.
[00:02:26.569 --> 00:02:28.010]  But it's the same thing worldwide happening.
[00:02:28.710 --> 00:02:31.491]  Max Keiser, tell us, tell us what's front and center on your plate.
[00:02:31.511 --> 00:02:34.412]  We're going to come back and launch the official interview here.
[00:02:34.472 --> 00:02:43.635]  Max Keiser, syndicated radio host, TV host, maxkeiser.com, a one-stop shop for all things financial, crystal ball, gazing.
[00:02:44.216 --> 00:02:44.976]  Good to have you here with us.
[00:02:45.632 --> 00:02:47.373]  Hey Alex, great to be with you.
[00:02:47.594 --> 00:02:58.021]  And just continuing on the theme that we established a few months ago, just trying to pick the exact date of when you have this global fiat money collapse.
[00:02:58.102 --> 00:03:01.284]  I've said April of next year is the outside chance of that happening.
[00:03:01.324 --> 00:03:02.405]  Any time between now and then?
[00:03:03.145 --> 00:03:09.810]  And just try to figure out where the seismic shocks are in the system, what'll trigger the event.
[00:03:10.170 --> 00:03:11.872]  So I'm looking at a couple of different things.
[00:03:12.472 --> 00:03:17.936]  And as I mentioned on the last show, I've done some more work looking into Japan.
[00:03:17.956 --> 00:03:20.198]  You know, Japan is a very interesting
