[00:00:01.783 --> 00:00:02.043]  We're good.
[00:00:34.505 --> 00:00:36.108]  It's the InfoWars Nightly News.
[00:00:36.209 --> 00:00:38.653]  Today's date, June 5th, 2012.
[00:00:39.415 --> 00:00:42.141]  I'm your host Rob Due, and here's a little look at what we have coming up today.
[00:00:47.073 --> 00:00:52.837]  Just to be straight about it, you would sanction a strike before you would tolerate a nuclear Iran?
[00:00:52.958 --> 00:00:53.178]  Yes.
[00:00:53.498 --> 00:00:56.100]  And I think that we need to begin to prepare people for that.
[00:00:56.260 --> 00:01:05.428]  Vice Presidential frontrunner Mark Rubio tells the elite CFR that the American people should be prepared for a war with Iran.
[00:01:07.017 --> 00:01:16.925]  Then, a terror scare in Minneapolis as the airport is shut down after TSA workers discover a water purification device?
[00:01:17.585 --> 00:01:18.246]  Seriously?
[00:01:18.806 --> 00:01:28.874]  And five TSA workers are fired and 38 suspended at Southwest Florida International Airport for failing to perform random screening.
[00:01:29.214 --> 00:01:36.720]  Plus, the ends justify the means as police illegally round up and handcuff 40 innocent bystanders.
[00:01:37.080 --> 00:01:39.782]  After a bank robbery in Aurora, Colorado.
[00:01:40.143 --> 00:01:43.506]  And finally, a Rossum bombshell from Mike Adams.
[00:01:43.866 --> 00:01:48.750]  As lab test evidence against Healthy Family Farms are found invalid.
[00:01:49.030 --> 00:01:50.992]  And allegations unsupportable.
[00:01:51.292 --> 00:01:53.414]  All that, plus tonight's top headlines.
[00:01:53.794 --> 00:01:56.537]  Up next, on the InfoWars Nightly News.
[00:02:03.780 --> 00:02:07.943]  First up, it's more calls for warmongering from Mark Rubio this time.
[00:02:08.103 --> 00:02:14.528]  He's a vice presidential candidate in the wings, possibly for Mitt Romney, if Mitch Daniels doesn't beat him out.
[00:02:14.969 --> 00:02:16.610]  Here's an article from Paul Joseph Watson.
[00:02:16.650 --> 00:02:19.952]  Rubio, we need to prepare people for war with Iran.
[00:02:20.533 --> 00:02:26.317]  He was asked by moderator Richard Stengel, would you sanction a strike before we tolerate a nuclear Iran?
[00:02:26.457 --> 00:02:27.458]  And he said, yes.
[00:02:28.179 --> 00:02:30.901]  I think we would need to prepare people for that.
[00:02:30.941 --> 00:02:32.122]  The Florida senator responded.
[00:02:32.442 --> 00:02:33.283]  Here's that clip now.
[00:02:34.604 --> 00:02:40.349]  Just to be straight about it, but you would sanction a strike before you would tolerate a nuclear Iran?
[00:02:40.469 --> 00:02:43.652]  Yes, and I think that we need to begin to prepare people for that.
[00:02:44.373 --> 00:02:54.122]  He also said, we should prepare our allies in the world for the reality that unfortunately if all else fails, preventing a nuclear Iran may tragically require a military solution.
[00:02:54.923 --> 00:02:56.064]  And guess who he's going to want to send?
[00:02:56.084 --> 00:02:59.186]  He's going to want to send your sons and daughters, your cousins, your brothers,
[00:02:59.847 --> 00:03:03.710]  Maybe even your fathers out to fight and kill people in Iran.
[00:03:03.930 --> 00:03:04.170]  Why?
[00:03:04.230 --> 00:03:06.452]  Because they may or may not have nuclear weapons.
[00:03:06.732 --> 00:03:09.955]  And it's been proven that they don't have nuclear weapons.
[00:03:10.055 --> 00:03:14.719]  But we're going to go in and we've got to fight Iran because they're a rogue nation and they're not in with the New World Order.
[00:03:15.019 --> 00:03:16.360]  So we must take them down.
[00:03:16.760 --> 00:03:17.501]  Remember that, people.
[00:03:17.541 --> 00:03:18.522]  We must take them down.
[00:03:19.656 --> 00:03:21.577]  Moving on, there's some other sad news.
[00:03:22.098 --> 00:03:26.901]  Poland rises as investigation accuses Russia of plane crash assassination of government.
[00:03:27.022 --> 00:03:35.268]  You remember back in April 10, 2010, it was the plane crash that killed the Polish president and 95 others of his cabinet.
[00:03:35.908 --> 00:03:42.233]  And now, about two years ago, much of the senior government was wiped out in a Russian plane crash.
[00:03:42.353 --> 00:03:46.977]  The consequences linger today and may prove a defining moment in Poland's history.
[00:03:48.078 --> 00:03:56.883]  Now, going back, we have an article from Kurt Nemo, April 12, 2010, talking about, you know, different people writing about conspiracy theories.
[00:03:58.324 --> 00:04:12.771]  In this article, he says, not only did Poland decline to be a victim of the Bankster loan-sharking operation, Poland's central bank had the audacity to offer the IMF a loan to help other countries overcome the effects of the global crisis, the AFP reported on March 29, 2010.
[00:04:13.432 --> 00:04:16.013]  Poland was the only member of the 27-nation European Union
[00:04:17.734 --> 00:04:25.556]  To have experienced growth in 2009 and the IMF forecast that the economy would expand by 2.75% this year and 3.25% in 2011.
[00:04:27.617 --> 00:04:39.100]  Well, once you get rid of the entire cabinet and the president, well then you can come in and send your minions in, most likely from Goldman Sachs or other large banking institutions, to help change the course of that country.
[00:04:39.540 --> 00:04:42.841]  You've got Poland, a proud country with proud people.
[00:04:43.821 --> 00:04:51.346]  We're the first to be invaded in World War II, and now they've had, you know, two years later, they're finally investigating this crash.
[00:04:51.766 --> 00:04:58.210]  Now we're going to show you a video that was circulated on the internet many times, and people made digital enhancements.
[00:04:58.230 --> 00:05:03.173]  This is one we found with the digital enhancements, and it has English subtitles.
[00:05:03.573 --> 00:05:08.236]  So here we go, we're going to roll that, and this is an eyewitness video just after the plane crashed.
[00:06:06.711 --> 00:06:07.292]  Holy shit!
[00:06:07.412 --> 00:06:08.033]  Everyone back!
[00:06:08.073 --> 00:06:09.013]  Get out of here!
[00:06:09.114 --> 00:06:09.694]  Holy shit!
[00:06:29.244 --> 00:06:39.107]  So there you can look at the video for yourself and with the digital enhancements you definitely see people running around, you can hear gunshots, they have the translation there.
[00:06:39.788 --> 00:06:50.871]  I don't know if the translation is 100% correct, but let me tell you, if the Russians are involved in killing the entire Polish cabinet, or the majority of it, I mean there has to be some serious repercussions for that.
[00:06:51.752 --> 00:06:52.432]  Moving on to more!
[00:06:53.559 --> 00:06:54.480]  Military news.
[00:06:54.640 --> 00:06:54.900]  U.S.
[00:06:54.920 --> 00:06:57.861]  hopes stealth ship will answer a rising China.
[00:06:58.361 --> 00:07:01.823]  A super stealthy warship that could underpin the U.S.
[00:07:02.123 --> 00:07:11.008]  Navy's China strategy will be able to sneak up the coastline virtually undetected and pound targets with electromagnetic railguns right out of a sci-fi movie.
[00:07:12.230 --> 00:07:24.180]  But at more than 3 billion a pop, critics say that the new DDG-1000 destroyer sucks away funds that could be used for better killing operations and killing more brown people around the world.
[00:07:25.401 --> 00:07:33.948]  With the first of the new ships set to be delivered in 2014, the stealth destroyer is being heavily promoted by the Pentagon as one of the most advanced destroyers in history.
[00:07:33.968 --> 00:07:39.653]  So there you go, we're going to spend 3 billion a pop on a ship to go kill more people around the world.
[00:07:39.893 --> 00:07:40.534]  It makes you wonder.
[00:07:41.943 --> 00:07:42.684]  How did we get here?
[00:07:42.724 --> 00:07:47.648]  How did we get to this place where war is the constant meme?
[00:07:47.708 --> 00:07:49.929]  If we're not at war, we're talking about going to war.
[00:07:49.969 --> 00:07:53.752]  And if we're finishing up a war, we're looking where else we could go.
[00:07:54.633 --> 00:08:01.699]  We're starting war fronts coming up on 10 countries now, if you count all the little skirmishes that we're involved with.
[00:08:02.139 --> 00:08:04.160]  Not counting the hundreds of bases across the world.
[00:08:04.997 --> 00:08:05.798]  Where is it going to end?
[00:08:06.158 --> 00:08:10.201]  Well, John Bowne made a special report here, and it's called The War Machine.
[00:08:10.782 --> 00:08:19.069]  And it talks about the propaganda, how it started off back then, you know, trying to get people to sell their businesses, sell their personal businesses to go and join the war effort.
[00:08:19.609 --> 00:08:21.931]  It was going to teach people new skills, but what was it really doing?
[00:08:21.971 --> 00:08:27.216]  It was really ensnaring people into this giant web of killing other people across the world.
[00:08:27.236 --> 00:08:28.437]  So let's roll that right now.
[00:08:34.414 --> 00:08:35.374]  The war machine.
[00:08:36.174 --> 00:08:37.355]  A goldmine for the elite.
[00:08:37.935 --> 00:08:39.375]  A duty for the average citizen.
[00:08:39.815 --> 00:08:46.597]  Well-executed war propaganda is key to the overall psyop to push the world into war.
[00:08:47.077 --> 00:08:54.319]  The fog of fervent nationalism causes a man to give up his family business and join the effort with little questioning.
[00:08:54.739 --> 00:08:56.379]  I've got a nice little store built up.
[00:08:56.579 --> 00:08:57.499]  What shall I do with it?
[00:08:57.820 --> 00:08:59.540]  Well, maybe you can sell it.
[00:09:00.268 --> 00:09:09.370]  As their establishments are transferred to folk without critical skills, many small businessmen discover they can... The war machine feeds on the success of the individual.
[00:09:09.610 --> 00:09:14.751]  Suddenly, opportunity springs up for a black man in a segregated society.
[00:09:15.391 --> 00:09:17.491]  Do you want to learn one of these jobs, Hubert?
[00:09:18.311 --> 00:09:19.711]  Well, then that's the one for me!
[00:09:21.312 --> 00:09:25.973]  In government schools all over the country, such workers train for jobs of vital importance.
[00:09:26.793 --> 00:09:28.333]  Day and night classes are conducted.
[00:09:28.925 --> 00:09:37.813]  To these free schools also come men who have lost their jobs... Disguised as opportunity, the war machine integrates the individual into a system.
[00:09:38.153 --> 00:09:39.034]  Call upon women.
[00:09:40.875 --> 00:09:46.380]  At first, women go into service jobs, releasing men for the army and for war industries.
[00:09:47.301 --> 00:09:50.844]  Out of 50 million women at the beginning of the war, 10 million were working.
[00:09:52.233 --> 00:09:57.516]  In war towns all over the United States, women are called upon to leave their homes and take jobs.
[00:09:58.036 --> 00:10:05.039]  Among our young unmarried women... What better way to process eugenics than to incorporate the females into the war machine?
[00:10:05.119 --> 00:10:07.801]  Factory work is usually no more difficult than housework.
[00:10:07.861 --> 00:10:10.022]  And our enemy is blanketed with hate speech.
[00:10:10.442 --> 00:10:11.362]  You'll see ruins.
[00:10:12.883 --> 00:10:13.783]  You'll see flowers.
[00:10:13.803 --> 00:10:17.905]  You'll see some mighty pretty scenery.
[00:10:17.945 --> 00:10:18.946]  Don't let it fool you.
[00:10:20.538 --> 00:10:21.859]  You are in enemy country.
[00:10:22.580 --> 00:10:23.140]  Be alert.
[00:10:23.880 --> 00:10:24.941]  Suspicious of everyone.
[00:10:25.762 --> 00:10:26.622]  Take no chances.
[00:10:26.642 --> 00:10:30.385]  You are up against something more than tourist scenery.
[00:10:30.805 --> 00:10:32.547]  You are up against German history.
[00:10:33.812 --> 00:10:34.392]  It isn't good.
[00:10:34.432 --> 00:10:37.733]  Of course, we were defending our liberties in World War II.
[00:10:38.333 --> 00:10:45.075]  But the war machine's targeting of individual liberties quickened into the monstrosity we are experiencing today.
[00:10:45.996 --> 00:10:47.956]  Our indifference is multiplied.
[00:10:48.576 --> 00:10:54.298]  As we become indoctrinated into a culture of death, the nationalism is removed.
[00:10:54.878 --> 00:10:57.359]  A globalist mind frame has been injected.
