[00:00:02.677 --> 00:00:02.977]  We're good.
[00:00:34.744 --> 00:00:36.085]  Welcome, ladies and gentlemen.
[00:00:36.165 --> 00:00:42.429]  Today is Monday, June 18, 2012, but we won't be bringing you the Infowars Nightly News tonight.
[00:00:42.869 --> 00:00:45.251]  Yes, things are heating up for a war with Syria.
[00:00:45.291 --> 00:00:46.631]  There's tensions with Russia.
[00:00:47.072 --> 00:00:53.676]  Yes, Obama has begun unprecedented executive overreach by bypassing Congress.
[00:00:53.936 --> 00:00:58.679]  We're going to keep reporting on all that stuff on the radio show, but we are taking a pit stop this week.
[00:00:59.119 --> 00:01:02.661]  We had an overwhelming response, as you know, to the reporter contest.
[00:01:03.141 --> 00:01:17.707]  Alex is going to spend a lot of time to find those who are going to qualify for the top 20 videos, the top 10 videos, and then later next week we will announce winners for the male reporter and the female reporter in that contest.
[00:01:18.148 --> 00:01:22.970]  Meanwhile, though, there's a whole new contest to stop Dictator Obama
[00:01:23.590 --> 00:01:30.592]  It's to create posters, post them in your area, and do a bunch of activism to warn people that things are getting out of hand.
[00:01:30.913 --> 00:01:38.035]  That story's up tonight on InfoWars.com, along with the video that I'll be finishing as soon as I finish this report right here.
[00:01:38.135 --> 00:01:39.015]  So stay with us.
[00:01:39.335 --> 00:01:45.417]  Don't forget about PlanetInfoWars.com or PrisonPlanet.tv, and we will be back next week.
[00:01:45.758 --> 00:01:49.899]  In the meantime, enjoy some vintage Alex Jones reports, and stay tuned.
[00:01:51.587 --> 00:01:54.508]  This is a test of the emergency alert system.
[00:01:57.128 --> 00:02:02.390]  Executive Order 10995 allows the government to seize and control the communication media.
[00:02:02.810 --> 00:02:06.811]  Our nation is at war against a far-reaching network of violence and hatred.
[00:02:07.131 --> 00:02:08.331]  Training camps have been struck.
[00:02:08.792 --> 00:02:09.592]  Leaders eliminated.
[00:02:09.972 --> 00:02:10.852]  Plots disrupted.
[00:02:11.452 --> 00:02:16.354]  And all those involved in the attempted act of terrorism must know, you too will be held to account.
[00:02:16.854 --> 00:02:17.494]  Think about it.
[00:02:18.277 --> 00:02:26.562]  Fifteen years ago, we allowed the federal government to hardwire emergency takeover systems of all major communications and media in the United States.
[00:02:26.962 --> 00:02:31.264]  Now the federal government's coming out in the open and admitting what was already in their internal documents.
