[00:00:01.169 --> 00:00:01.830]  Big Brother.
[00:00:02.490 --> 00:00:03.871]  Mainstream Media.
[00:00:04.511 --> 00:00:05.311]  You want answers?
[00:00:06.092 --> 00:00:06.952]  Well, so does he.
[00:00:07.632 --> 00:00:11.334]  He's Alex Jones on the GCN Radio Network.
[00:00:11.834 --> 00:00:15.896]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.470 --> 00:00:50.782]  Coming to you from Florida, I'm on the road, broadcasting worldwide on over 100 A&F affiliates, simulcasting on XM Channel 166, and of course, blasting out via the internet at PrisonPlanet.com, PrisonPlanet.tv, and InfoWars.com.
[00:00:51.222 --> 00:00:56.726]  I'm Alex Jones, your host, and we're going to be live here for the next three hours.
[00:00:56.806 --> 00:00:59.989]  Now, in studio back in Austin, Texas today,
[00:01:00.649 --> 00:01:03.431]  We're going to have Sheriff Richard Mack in studio.
[00:01:03.992 --> 00:01:18.204]  So he'll be sitting in my seat for those that are watching PrisonPlanet.TV and breaking down the huge success with his idea to get hundreds of sheriffs together out in Colorado last month.
[00:01:19.265 --> 00:01:27.736]  And to have them discuss standing up against the out-of-control federal expansion and power grab that's going on, the usurpation of our republic.
[00:01:28.337 --> 00:01:34.745]  And this has sent the ADL, Southern Primary Law Center, federal government, Denver Post, into conniption fits.
[00:01:38.208 --> 00:01:47.453]  The sheriffs may actually, through the people of the law, try to reclaim their jurisdiction and power from the foreign banks that have hijacked the nation through the criminal federal government.
[00:01:48.413 --> 00:01:57.978]  Also, as you know, he's suing the Southern Poverty Law Center for saying that he's called their violence against police, which is comical.
[00:01:58.558 --> 00:02:01.120]  I mean, anybody that knows Sheriff Mack knows that's ridiculous.
[00:02:01.140 --> 00:02:03.481]  And he kept telling them, you better retract this.
[00:02:04.341 --> 00:02:06.643]  And when they finally did, it wasn't to the full extent.
[00:02:07.503 --> 00:02:09.085]  And so he's suing him.
[00:02:09.105 --> 00:02:11.447]  We'll see how that lawsuit is going.
[00:02:11.927 --> 00:02:13.829]  You know, the ADL's lost lawsuits before.
[00:02:14.990 --> 00:02:23.238]  The ADL was set up, of course, to defend a group of gangsters who were getting in trouble.
[00:02:23.318 --> 00:02:27.282]  And then they would just politically go after anybody that went after the group of organized criminals.
[00:02:27.843 --> 00:02:28.643]  And you can go look that up.
[00:02:29.878 --> 00:02:43.602]  ...of the ADL, it's a historical fact, but somehow they train the police department, so does the Southern Property Law Center, they get to write up the reports, the feds then give the local departments, demonizing constitutionalists, the founding fathers, Ron Paul.
[00:02:44.002 --> 00:02:57.927]  You read these reports, they're very cartoonish, but it actually creates a self-fulfilling prophecy when the police then go out and attack constitutionalists, or go out and engage constitutionalists from a perspective of somebody's an enemy.
[00:02:58.737 --> 00:03:00.318]  And then they actually get a fight back.
[00:03:01.519 --> 00:03:02.859]  And I hope you stay on the air here.
[00:03:02.899 --> 00:03:08.303]  There is just a typhoon-level storm hitting right now, and lightning and thunder.
[00:03:08.323 --> 00:03:14.206]  I don't know if you can hear that, but we had a pretty good connection yesterday here in Florida, and we hope it continues.
[00:03:15.026 --> 00:03:18.468]  But it's simple.
[00:03:18.528 --> 00:03:24.532]  If I walked up to somebody walking down the street and bowed up to them and acted aggressive, they'd probably bow back up.
[00:03:26.274 --> 00:03:33.340]  I've seen people that have bad attitudes in life and think everybody's out to get them and they just get along with nobody because it's almost what they're looking for.
[00:03:33.840 --> 00:03:34.961]  It's what they're expecting.
[00:03:35.481 --> 00:03:36.742]  And so I've got a better idea.
[00:03:37.003 --> 00:03:51.014]  How about the American people and the police and the military not beat each other's throats and just sit back, take a deep breath, and really look at who runs the federal government and who is preparing these reports that they're giving you.
[00:03:51.815 --> 00:03:53.416]  Now the military I know is woken up.
[00:03:53.836 --> 00:03:55.438]  To the great extent they're awake.
[00:03:56.838 --> 00:03:58.099]  And the rest of them are waking up fast.
[00:03:58.419 --> 00:03:59.680]  The police are starting to wake up.
[00:03:59.740 --> 00:04:04.764]  It's not as fast moving or as deep as with the military, but it will happen.
[00:04:05.305 --> 00:04:06.666]  Thanks to all of your work out there.
[00:04:06.686 --> 00:04:13.711]  I mean, I've talked to a lot of people, you know, who actually have Ron Paul stickers on their cars and the police tell them, all right, you're speeding.
[00:04:13.731 --> 00:04:14.312]  Here's a warning.
[00:04:14.352 --> 00:04:15.693]  By the way, I like your Ron Paul sticker.
[00:04:17.250 --> 00:04:19.552]  And I've experienced things like that myself.
[00:04:19.572 --> 00:04:22.375]  I mean, I'm not really somebody who even is bashing the police.
[00:04:22.455 --> 00:04:37.188]  I'm bashing police that are out of their jurisdiction, out of their authority, who are on power trips, who are crazed, or who are so scared of the public that they constantly turn, not even... all hills and the mountains.
[00:04:37.268 --> 00:04:37.629]  And this is...
[00:04:39.210 --> 00:04:40.412]  Anyway, I haven't gotten to the news.
[00:04:40.913 --> 00:04:42.175]  Huge broadcast coming up.
[00:04:42.256 --> 00:04:45.501]  Huge news on Obama pitching the race card and more.
[00:04:46.163 --> 00:04:46.884]  Right here in Florida.
[00:04:47.325 --> 00:04:48.146]  It's all coming up.
[00:04:48.226 --> 00:04:48.827]  Stay with us.
[00:04:48.847 --> 00:04:49.448]  We'll be right back.
[00:04:49.809 --> 00:04:51.151]  Big transmission today.
[00:04:54.943 --> 00:04:59.166]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:04:59.486 --> 00:04:59.766]  Number 1.
[00:05:00.407 --> 00:05:03.549]  New climate legislation could easily double or triple your electric bill.
[00:05:03.829 --> 00:05:04.389]  Number 2.
[00:05:04.690 --> 00:05:09.233]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:09.573 --> 00:05:10.033]  It's true.
[00:05:10.313 --> 00:05:14.876]  Total government control of electricity in the name of smart grid technology is coming.
[00:05:15.197 --> 00:05:15.737]  Number 3.
[00:05:16.017 --> 00:05:19.299]  In some areas of the country, the power grid is dangerously overloaded.
[00:05:19.599 --> 00:05:23.282]  And now, new socialist legislation is only compounding the problem.
