[00:00:02.847 --> 00:00:03.128]  We're good.
[00:00:36.058 --> 00:00:37.439]  Welcome to this edition.
[00:00:37.940 --> 00:00:50.831]  It is the 20th of November, 2012, and we are about to air this amazing interview, over an hour long, with G. Edward Griffin, best-selling author, researcher, and patriot.
[00:00:50.872 --> 00:00:55.676]  And this is the Collectivist Conspiracy with G. Edward Griffin.
[00:00:55.976 --> 00:00:57.738]  Tomorrow night, Charlotte Isserby,
[00:00:58.118 --> 00:00:58.398]  Thank you.
[00:01:45.177 --> 00:01:45.878]  I'm Ed Griffin.
[00:01:46.158 --> 00:01:46.658]  I'm a writer.
[00:01:46.678 --> 00:01:50.002]  I write controversial works.
[00:01:50.542 --> 00:01:52.003]  I think they're very important works.
[00:01:52.764 --> 00:01:57.969]  I deal with such topics as banking history, health issues,
[00:02:00.311 --> 00:02:01.452]  United Nations, U.S.
[00:02:01.492 --> 00:02:05.997]  foreign policy, kind of topics where people get all heated up because they have strong opinions.
[00:02:06.678 --> 00:02:12.204]  But I consider myself to be a researcher and I try to be a historian as best I can.
[00:02:13.065 --> 00:02:15.787]  So I deal with facts, mostly, not in opinions.
[00:02:17.320 --> 00:02:18.981]  I've been doing this most of my adult life.
[00:02:19.521 --> 00:02:28.505]  I started becoming interested in issues of this nature in 1959, and by 1960 I was really revved up to it.
[00:02:28.605 --> 00:02:36.848]  I left my employment with a large insurance company and went in full time in doing writing and speaking on these topics.
[00:02:37.847 --> 00:02:47.553]  The growth of the Tea Party movement and the left-right paradigm, they're all sort of intertwined, and yet there are very separate intellectual threads that need to be followed in all of that.
[00:02:48.154 --> 00:02:53.257]  I think, first of all, it's important to talk about and understand this left-right paradigm.
[00:02:53.317 --> 00:02:54.398]  What is this all about?
[00:02:56.109 --> 00:03:09.858]  Most of us, including myself for certain, in my younger years I was brought up thinking that you had to choose, if you were smart at least, you would have to choose politically between being on the right or the left.
[00:03:09.898 --> 00:03:22.126]  You had to have a political view and I thought that in those days I thought that the extreme right would be something like fascism or Nazism and on the extreme left of course you would have
[00:03:22.626 --> 00:03:25.807]  Communism, or socialism, just a little bit short of that.
[00:03:26.368 --> 00:03:30.569]  So that was the paradigm that I was taught, and it seemed to make sense at the time.
[00:03:31.349 --> 00:03:50.197]  But as I became more involved in these issues and learned more about them, I began to realize that the basic philosophy between the so-called extreme left people, and communists and socialists, and the so-called philosophy on the right of the fascists and the Nazis was really the same.
[00:03:51.499 --> 00:03:52.219]  How can this be?
[00:03:52.279 --> 00:03:54.100]  They're supposed to be opposites of each other.
[00:03:54.120 --> 00:04:03.063]  And then I began to realize that there is something more common to all of these philosophies that was left out of my training and education.
[00:04:03.684 --> 00:04:05.944]  And that was the ideology of collectivism.
