[00:00:04.991 --> 00:00:05.331]  We're good.
[00:01:12.611 --> 00:01:15.994]  The United States was founded on July 4th, 1776 in resistance to the hegemonic
[00:01:37.731 --> 00:01:43.616]  despotic, tyrannical rule of King George III and the abuse against the colonies.
[00:01:45.037 --> 00:01:53.243]  And most of the British Parliament was against going to war with their fellow Englishmen because the king was unpopular there as well.
[00:01:53.964 --> 00:01:59.188]  It was known that he was a German king, his father being brought over to rule England.
[00:02:00.269 --> 00:02:02.571]  These people could barely speak English.
[00:02:02.811 --> 00:02:06.274]  Nothing against Germans, but you don't see me going over to Germany to rule them.
[00:02:07.472 --> 00:02:15.375]  The very essence of July 4th and 1776 is resistance to the disgusting House of Windsor.
[00:02:15.775 --> 00:02:21.397]  They didn't get that name until around World War I, because before that they were known as the Saxe-Coburg-Gothas.
[00:02:21.777 --> 00:02:22.858]  Notice that we hear their names.
[00:02:22.978 --> 00:02:24.098]  Prince William.
[00:02:24.558 --> 00:02:25.939]  You never hear his last name, do you?
[00:02:26.279 --> 00:02:33.962]  The slave public, many other than England, who support these people, don't even know their last names, because they don't want you knowing their last names.
[00:02:34.542 --> 00:02:36.123]  Three times in the last three years,
[00:02:36.963 --> 00:02:42.328]  The Parliament in Canada hasn't done what the Queen of England wants, so she suspended them.
[00:02:43.069 --> 00:02:44.129]  Shut down the Parliament.
[00:02:44.490 --> 00:02:46.652]  Happened in the late seventies in Australia.
[00:02:47.032 --> 00:02:53.398]  This is a tyrannical group pushing eugenics, population reduction, all the carbon taxes.
[00:02:54.018 --> 00:02:59.924]  Prince Philip, the Queen's husband, another German royal prince, is a supporter of eugenics, his cousin.
[00:03:00.624 --> 00:03:04.288]  Who was the prince married to the Queen of the Netherlands.
[00:03:04.428 --> 00:03:05.609]  Unadmitted Nazi.
[00:03:05.710 --> 00:03:06.971]  Unadmitted eugenicist.
[00:03:07.411 --> 00:03:12.597]  The point is, these are the most filthy, degenerate people you can imagine.
[00:03:12.617 --> 00:03:16.801]  She owns more than half of Canada, more than half the land in England, and then she's paid
[00:03:17.722 --> 00:03:20.687]  by the government for her palaces and all the rest of it.
[00:03:20.807 --> 00:03:21.549]  It's disgusting.
[00:03:21.589 --> 00:03:26.617]  And to watch US television fawning Fox, CNN, CBS, all of them.
[00:03:26.998 --> 00:03:27.799]  Oh, it's so wonderful.
[00:03:28.040 --> 00:03:30.343]  No one in America can wait until next week.
[00:03:30.584 --> 00:03:31.585]  The way they're hyping it.
[00:03:35.655 --> 00:03:36.836]  One week until the Royal Wedding.
[00:03:36.856 --> 00:03:37.956]  This is exciting stuff.
[00:03:37.996 --> 00:03:41.178]  I mean, it's hard to... I mean, the energy is just palpable.
[00:03:41.658 --> 00:03:45.080]  Young couples get married, they're just hoping that some bank will be nice enough to give them a mortgage.
[00:03:45.120 --> 00:03:45.340]  Yeah.
[00:03:45.680 --> 00:03:47.601]  These folks have a number of palaces to pick from.
[00:03:48.242 --> 00:03:52.244]  NBC News is launching a free Royal Wedding app for the iPad.
[00:03:52.984 --> 00:03:56.846]  This is truly a love story that captures everybody's attention.
