[00:00:40.332 --> 00:00:41.233]  Good evening, everyone.
[00:00:41.313 --> 00:00:43.676]  This is the Info Wars Nightly News.
[00:00:43.856 --> 00:00:44.958]  I'm Darren McBreen.
[00:00:45.058 --> 00:00:47.341]  It is Thursday, October 4th, 2012.
[00:00:48.042 --> 00:00:49.584]  Here's a quick look at what's coming up.
[00:00:53.940 --> 00:01:03.890]  Tonight, on the InfoWars Nightly News, Federal Court rules in favor of indefinite detention of people just accused of being terrorists.
[00:01:04.811 --> 00:01:09.216]  And then, Obama-backed Syrian rebels are burning the U.S.
[00:01:09.276 --> 00:01:09.736]  flag.
[00:01:10.477 --> 00:01:14.621]  And finally tonight, Melissa Melton sits down with Rosa Kory.
[00:01:15.462 --> 00:01:22.668]  Author of Behind the Green Mask, to discuss the impact we're having against the warlords of Agenda 21.
[00:01:23.368 --> 00:01:27.572]  All this and more on tonight's InfoWars Nightly News.
[00:01:38.109 --> 00:01:49.511]  And we begin this evening with an alarming setback in the fight against the National Defense Authorization Act, as a federal court has just ruled in favor of indefinite detention of U.S.
[00:01:49.591 --> 00:01:50.111]  citizens.
[00:01:50.851 --> 00:01:53.672]  So the NDAA controversy continues.
[00:01:53.872 --> 00:02:00.493]  A federal appeals court ruled in favor of the Obama administration's blatantly unconstitutional law.
[00:02:01.093 --> 00:02:06.174]  They can once again detain anyone the government considers a threat forever.
[00:02:07.045 --> 00:02:17.634]  And I can imagine the look on some of our audience's faces right now, as many of you are probably thinking to yourselves, wait a minute, I thought that this indefinite detention of U.S.
[00:02:17.694 --> 00:02:21.157]  citizens, I thought this provision was blocked permanently.
[00:02:21.937 --> 00:02:22.898]  So what the hell happened?
[00:02:23.218 --> 00:02:31.205]  Well, it was permanently blocked beginning last month by a district judge who rightfully declared the law unconstitutional.
[00:02:31.645 --> 00:02:37.888]  You may recall that we, well, we were all very happy to report a victory against the NDAA.
[00:02:38.709 --> 00:02:49.614]  Last month, District Judge Catherine Forrest said in her ruling, First Amendment rights have already been harmed and will be harmed by the prospect of the law being enforced.
[00:02:50.175 --> 00:02:53.476]  And she permanently blocked the NDAA provision.
[00:02:53.977 --> 00:02:54.497]  Permanently.
[00:02:54.517 --> 00:03:00.320]  Well, as it turns out, permanently, under the twisted Obama administration,
[00:03:01.090 --> 00:03:02.212]  Equals about one month.
