[00:00:01.830 --> 00:00:02.970]  We've got it.
[00:00:03.130 --> 00:00:08.872]  This transmission is coming to you.
[00:00:08.972 --> 00:00:13.113]  Waging war on corruption.
[00:00:13.353 --> 00:00:18.935]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:26.098 --> 00:00:28.439]  We see the earth from here.
[00:00:29.820 --> 00:00:40.886]  It is infested with parasite bureaucrats and corporate kleptocrats that use monopoly systems to shut down their competition and suck the population dry.
[00:00:40.946 --> 00:00:48.730]  And, well, we see the people of the planet waking up and kicking the hind ends of parasites off this planet.
[00:00:50.151 --> 00:00:51.152]  Thank you for joining us.
[00:00:51.332 --> 00:00:53.875]  It is already the 26th day of August 2012.
[00:00:54.335 --> 00:00:58.939]  It is Sunday and we're going to be here for the next two hours.
[00:01:00.242 --> 00:01:03.965]  And I do intend to start going to your phone calls at the bottom of the hour.
[00:01:03.985 --> 00:01:07.147]  I'll give the number out coming up in the next segment.
[00:01:07.247 --> 00:01:29.982]  And as usual, we have a veritable cornucopia of absolutely enlightening, informative, thought-provoking, and well, quite frankly, angering news and information that we are going to be running down here today with you, all of the great viewers out there that are tuning in.
[00:01:31.863 --> 00:01:37.067]  Via the radio, you're listening and obviously watching at PrisonPlanet.TV.
[00:01:38.148 --> 00:01:44.053]  Now, up until the moment I went live here, this constantly happens.
[00:01:44.113 --> 00:01:44.913]  I'm all focused.
[00:01:44.973 --> 00:01:45.974]  I know what I want to cover.
[00:01:46.034 --> 00:01:47.515]  I know what issue I want to get into.
[00:01:48.196 --> 00:01:54.421]  And then, I see something out there on the street that totally takes me in another direction.
[00:01:56.130 --> 00:02:05.016]  You remember the gentleman, the West Point grad with no criminal record who filmed police roughing up women so they arrested him?
[00:02:05.956 --> 00:02:08.758]  Well now he got pulled over and filmed the police he got arrested.
[00:02:08.778 --> 00:02:09.939]  We've got that type of news.
[00:02:10.279 --> 00:02:14.202]  Where just all over the Western world you get arrested for filming the government servants.
[00:02:15.570 --> 00:02:33.198]  And when I went to the Zilker Park this morning, that's been free since it was set up over a hundred years ago by a prominent Austinite that dedicated his land, Mr. Zilker, when you go down there now, they are charging you to even get into the park.
[00:02:34.098 --> 00:02:36.039]  People can say, well, government needs money.
[00:02:38.620 --> 00:02:40.001]  Government needs money.
[00:02:42.982 --> 00:02:43.703]  Well, no, it doesn't.
[00:02:44.659 --> 00:02:53.605]  Because all over the country we see fines, fees, regulations, taxes being raised on us, but the big ultra-rich, they're exempt.
[00:02:53.765 --> 00:02:58.588]  And we pay for their million-dollar stadiums, or we pay for their Formula One tracks.
[00:02:59.869 --> 00:03:05.132]  And studies have been done showing it doesn't even really bring money to the economy, because it brings it only to select insiders.
[00:03:05.652 --> 00:03:09.695]  I saw reports where the Olympics cost $14 billion for the people of England.
[00:03:10.609 --> 00:03:14.513]  Eight billion plus was siphoned off to friends of the Olympic Committee.
[00:03:15.814 --> 00:03:18.357]  It's all a giant boondoggle, all a giant scam.
[00:03:21.680 --> 00:03:26.745]  And people need to understand the banks are really being robbed in this country.
[00:03:27.884 --> 00:03:29.165]  In a different way than we think.
[00:03:29.745 --> 00:03:33.527]  Our local banks are being shut down by the big mega banks.
[00:03:34.348 --> 00:03:42.213]  The big mega banks are exempt from taxation, exempt from regulation, and they're the ones pushing and selling this whole new world order.
[00:03:42.233 --> 00:03:50.217]  But the point I want to make is, the only crime going on out there is not just the stuff you hear about on the news.
[00:03:51.838 --> 00:03:53.099]  Bank robbers are stupid.
[00:03:54.240 --> 00:03:55.621]  That's a high-risk job.
[00:03:55.981 --> 00:03:57.522]  But if you can get into government,
[00:03:59.318 --> 00:04:13.722]  And you can get into the bureaucracy, you can rob the people blind, because there's a culture now across the world, government just unifies its criminal activity to where it's a seamless wall of corruption.
[00:04:14.762 --> 00:04:24.845]  I saw a report today where in a small town where people are going bankrupt and the economy is collapsing in Illinois, there is a government bureaucrat
[00:04:25.902 --> 00:04:44.102]  paid half a million dollars a year to do quote ten jobs and it isn't ten jobs and the person gets five months of sick days off not counting a couple more months of vacation time so they work like four months out of the year and get half a million dollars
[00:04:46.772 --> 00:04:55.966]  And I've seen cases like that all over the country where you'll have a shitty manager getting $890,000 a year while they're taking little old ladies' houses for property taxes.
[00:04:56.747 --> 00:04:57.308]  It's wrong.
[00:04:57.368 --> 00:04:57.969]  We'll be right back.
[00:05:02.688 --> 00:05:10.375]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:05:10.795 --> 00:05:14.439]  Alex and his staff have used these pure soap products for years.
[00:05:14.879 --> 00:05:21.685]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:05:22.185 --> 00:05:25.008]  See them on the web at 5starsoap.com.
[00:05:25.208 --> 00:05:29.710]  Or call 800-340-7091 for a free catalog.
[00:05:30.030 --> 00:05:35.692]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:05:35.972 --> 00:05:41.073]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:05:41.394 --> 00:05:43.014]  This is an amazing deal.
[00:05:43.374 --> 00:05:47.916]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:05:48.596 --> 00:05:56.259]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[00:06:04.623 --> 00:06:08.685]  You are listening to an InfoWars.com Frontline Report.
[00:06:11.206 --> 00:06:15.128]  If you are receiving this transmission, you are the resistance.
[00:06:22.719 --> 00:06:31.266]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:32.807 --> 00:06:38.532]  It certainly is, and I want to thank all of you for joining us on this Sunday transmission.
[00:06:39.313 --> 00:06:42.015]  There is no doubt I am the hardest working man in radio.
[00:06:43.396 --> 00:06:45.778]  I am here Monday through Friday, 12 noon to 3 p.m.
[00:06:45.858 --> 00:06:48.400]  Eastern, back Sundays 5 to 7 Eastern.
[00:06:49.947 --> 00:06:52.850]  Or 4 to 6 Central, 11 a.m.
[00:06:52.870 --> 00:06:53.350]  to 2 p.m.
[00:06:53.390 --> 00:06:53.730]  Central.
[00:06:53.971 --> 00:06:57.714]  And then we come back Sundays, again with the 4 to 6 transmission.
[00:06:57.754 --> 00:07:04.380]  We also have the weeknight InfoWars Nightly News, 7 o'clock Central Standard Time.
[00:07:04.800 --> 00:07:14.768]  The television show, 7 o'clock Central, 8 o'clock Eastern, that streams out every night and is already picked up by some cable systems, not just here in the U.S., but in England, from the National Cable System.
[00:07:15.629 --> 00:07:16.369]  Two hours a week.
[00:07:16.770 --> 00:07:17.470]  Very exciting.
[00:07:17.490 --> 00:07:19.711]  Haven't even officially launched that out on the cable yet.
[00:07:20.071 --> 00:07:24.614]  Find out more at PrisonPlanet.tv or InfoWarsNews.com.
[00:07:25.434 --> 00:07:25.774]  Okay.
[00:07:26.114 --> 00:07:26.394]  Wow.
[00:07:26.575 --> 00:07:27.275]  Where to start?
[00:07:27.495 --> 00:07:29.496]  I am again in total overload right now.
[00:07:30.156 --> 00:07:36.860]  First off, Isaac, the big hurricane, could rival Hurricane Katrina and the amount of damage it could cause.
[00:07:37.540 --> 00:07:41.082]  And it's set to hit, I guess, Louisiana, Mississippi, and other areas.
[00:07:42.529 --> 00:07:46.290]  I'm wondering, will they confiscate everyone's guns again?
[00:07:46.310 --> 00:07:54.374]  Not let people get out on the highways, not let people leave their homes, or make them go to a sports stadium to be raped, and then have the FBI command the U.S.
[00:07:54.414 --> 00:07:55.314]  Army to take the guns.
[00:07:56.527 --> 00:07:59.168]  Because the government is so nice and friendly.
[00:07:59.468 --> 00:08:01.028]  No, we have a predatory government.
[00:08:01.408 --> 00:08:04.589]  Also, I said this a few days ago.
[00:08:05.009 --> 00:08:12.131]  I don't normally get into tabloid news headlines unless there's a teaching moment in it all to show propaganda.
[00:08:12.731 --> 00:08:15.051]  I saw the Prince Harry photos.
[00:08:15.211 --> 00:08:16.992]  You've seen them in Vegas.
[00:08:17.192 --> 00:08:18.712]  They're not playing strip billiards.
[00:08:19.533 --> 00:08:25.374]  Without getting graphic, he has a woman bent over and he's clearly engaged in an act of intercourse.
[00:08:26.863 --> 00:08:31.446]  Again, I'm not a rocket scientist, but I know what I'm seeing.
[00:08:32.307 --> 00:08:42.394]  And it is now being reported by WYNN-TV, report Prince Harry Vegas scandal could get much worse, more serious than strip billiards.
[00:08:48.298 --> 00:08:50.140]  And it goes on from there.
[00:08:51.442 --> 00:08:54.244]  In fact, the headline ends over at DrudgeReport.com at that point.
[00:08:54.925 --> 00:09:14.899]  This is how the Las Vegas Review Journal, and I guess they were at, I thought that was an acronym for the TV stations, Las Vegas Review Journal, reports that billionaire hotel developer Steve Wynn picked up the tab for Prince Harry's stay last week, lends credence to scuttlebutt that he's unhappy with his security team.
[00:09:15.640 --> 00:09:18.042]  Yeah, no kidding that they let the photos get out.
[00:09:19.909 --> 00:09:22.830]  Boy, the people that will release those photos are going to have accidents.
[00:09:22.891 --> 00:09:23.771]  You better believe that.
[00:09:25.972 --> 00:09:29.994]  The royal family puts on this whole act like they're nice and they're friendly.
[00:09:31.655 --> 00:09:32.936]  That they care about everybody.
[00:09:33.576 --> 00:09:35.017]  That they're sweet and harmless.
[00:09:35.817 --> 00:09:38.158]  No, it's a giant criminal organization.
