[00:00:00.964 --> 00:00:01.485]  We've got it.
[00:00:01.525 --> 00:00:07.973]  This transmission is coming to you.
[00:00:08.053 --> 00:00:12.199]  Waging war on corruption.
[00:00:12.439 --> 00:00:18.046]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:22.779 --> 00:00:31.612]  We see the Earth, this beautiful planet, infested with control freaks who have combined themselves into organized gangs.
[00:00:32.622 --> 00:00:35.244]  And they've taken control of most of our governments and corporations.
[00:00:35.304 --> 00:00:39.947]  It's time we awaken to the real threat and restore liberty planet-wide.
[00:00:39.967 --> 00:00:42.829]  What I call 1776 worldwide.
[00:00:43.670 --> 00:00:44.410]  Thank you for joining us.
[00:00:44.490 --> 00:00:46.311]  We are live, ladies and gentlemen.
[00:00:46.912 --> 00:00:49.093]  It is Sunday, the 20th day of May 2012.
[00:00:49.213 --> 00:00:54.317]  We are accelerating towards Bilderberg 2012.
[00:00:56.947 --> 00:00:59.630]  And it is in Chantilly, Virginia, where they held it four years ago.
[00:00:59.650 --> 00:01:01.311]  I've confirmed that through two different sources.
[00:01:02.012 --> 00:01:04.274]  To my knowledge, it never moved a venue.
[00:01:04.494 --> 00:01:12.961]  They may, though, because there is massive protest being prepared, and a bunch of mainstream media are covering it, Politico and others, today.
[00:01:13.942 --> 00:01:18.266]  And they admit they're real, and they do shape policy, but we're still conspiracy theorists.
[00:01:19.096 --> 00:01:28.860]  I'm still a conspiracy theorist for being right, for reporting on it for 17 years, for being accurate, for being there four years ago when Obama and Hillary were inside making a deal.
[00:01:29.140 --> 00:01:31.661]  When national news was, where have they gone for a day?
[00:01:31.962 --> 00:01:33.002]  We're there calling media.
[00:01:33.222 --> 00:01:34.203]  They're here, Bilderberg.
[00:01:34.223 --> 00:01:35.503]  They're like, we're not allowed to report on that.
[00:01:37.404 --> 00:01:38.504]  But Bilderberg has no power.
[00:01:39.385 --> 00:01:41.566]  Media wasn't allowed to report on it.
[00:01:41.586 --> 00:01:46.628]  I was told that from national news sources.
[00:01:48.328 --> 00:01:49.969]  But they don't have any power.
[00:01:50.650 --> 00:01:51.811]  So that is coming up.
[00:01:51.851 --> 00:01:54.393]  Bilderberg Agenda attracts national exposure.
[00:01:55.133 --> 00:01:59.777]  Politico, Rubio, and the Bilderberg Conspiracy all at Infowars.com right now.
[00:02:01.238 --> 00:02:08.804]  Every day, most of the news in here is stuff I've IM'd or already read or looked at before I get into the office, but every day they give me stacks of stuff now I hadn't seen yet.
[00:02:10.085 --> 00:02:11.226]  Here's the London Independent.
[00:02:13.227 --> 00:02:17.731]  Britain arrested in Thailand after being found with roasted human babies.
[00:02:19.467 --> 00:02:24.950]  A whole bunch of them roasted and wrapped in gold leaf to be sold to rich people for satanic rituals.
[00:02:25.631 --> 00:02:28.612]  It's like, used to I saw this every few months, now it's every two days.
[00:02:29.133 --> 00:02:30.713]  Remember one a few days ago last week?
[00:02:31.074 --> 00:02:36.457]  Thousands of pills filled with powdered human baby flesh discovered by customs officials in South Korea?
[00:02:37.037 --> 00:02:40.499]  I'm gonna tie that in with this little stack first when we come back.
[00:02:41.812 --> 00:02:42.813]  Normalcy bias.
[00:02:42.953 --> 00:02:46.596]  How does that tie in with Stockholm Syndrome and learned helplessness?
[00:02:46.616 --> 00:02:53.861]  Because people develop these psychological labels which have a lot of reality based in them.
[00:02:53.901 --> 00:02:54.842]  They're not just theories.
[00:02:55.382 --> 00:02:58.965]  They've been demonstrated and observed and are real syndromes.
[00:03:02.253 --> 00:03:07.238]  The syndromes, a lot of times in college, you know, they have debates about, what do you think of this theory or that theory?
[00:03:07.539 --> 00:03:09.581]  And so many times it's a combo of both.
[00:03:10.061 --> 00:03:11.463]  That's full spectrum analysis.
[00:03:11.503 --> 00:03:20.032]  But to understand how people go into tyrannies, how they put up with more and more, how societies fall, we're going to be looking at normalcy bias.
[00:03:25.859 --> 00:03:30.200]  Stockholm syndrome and learned helplessness coming up.
[00:03:30.600 --> 00:03:34.281]  Now it ties into the roasted baby traffic, which is big.
[00:03:34.441 --> 00:03:37.162]  I mean, why is he in trouble for some roasted babies?
[00:03:37.242 --> 00:03:45.004]  I mean, the Journal of Pediatrics, you know, says we should give our kids mercury.
[00:03:45.044 --> 00:03:45.864]  It's good for their brains.
[00:03:46.604 --> 00:03:51.145]  The Journal of Bioethics has come out and said, kill kids up to age three and kill grandma.
[00:03:51.725 --> 00:03:52.566]  Bill Gates says that.
[00:03:52.586 --> 00:03:53.486]  I mean, what's wrong with that?
[00:03:54.884 --> 00:03:55.784]  That's the idea.
[00:03:56.844 --> 00:04:04.906]  Well, the problem was they weren't a big cosmetic maker in France putting melted down babies in their products or Pepsi with fetus flavoring.
[00:04:05.287 --> 00:04:06.567]  Yeah, I first saw that two years ago.
[00:04:06.587 --> 00:04:07.127]  I didn't believe it.
[00:04:07.147 --> 00:04:08.167]  Then it came out in court.
[00:04:08.307 --> 00:04:08.867]  It was true.
[00:04:09.508 --> 00:04:12.608]  And the federal regulators said, yeah, shareholders can't block this.
[00:04:12.628 --> 00:04:14.889]  There's nothing like fetus flavoring.
[00:04:16.789 --> 00:04:29.458]  Remember I said about two weeks ago on air, I said it's like the golden child, where that demon is trying to feed the child the blood of a kid they've sacrificed under the oatmeal, and the demon says, you will eat it!
[00:04:30.659 --> 00:04:36.824]  And then sure enough, here they are in satanic rituals, wanting to be infected by it and eat the roasted babies.
[00:04:37.644 --> 00:04:39.586]  And it's all in the article, London Independent.
