[00:00:08.173 --> 00:00:12.294]  Waging war on corruption.
[00:00:12.554 --> 00:00:17.936]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:34.867 --> 00:00:42.171]  It's Sunday, the 6th day of May, 2012.
[00:00:42.652 --> 00:00:49.616]  I'm Alex Jones, your host, and we're going to be live here for the next two hours.
[00:00:50.436 --> 00:00:55.479]  And I shall return, Lord willing, tomorrow at 11 a.m.
[00:00:55.699 --> 00:01:01.503]  Central Standard Time, 12 noon, Eastern, with the weekday transmission.
[00:01:03.922 --> 00:01:11.388]  Big shakeups in Europe as the people try to get out of the grasp of the banksters, but I'm afraid that's not going to be the case.
[00:01:12.949 --> 00:01:14.371]  But it's a step in the right direction.
[00:01:14.391 --> 00:01:15.351]  At least they're struggling.
[00:01:15.852 --> 00:01:16.793]  They're fighting back.
[00:01:17.693 --> 00:01:18.754]  Sarkozy's out.
[00:01:18.834 --> 00:01:20.796]  Merkel has slid more in Parliament.
[00:01:21.957 --> 00:01:24.018]  Part of the government's out in Greece.
[00:01:24.119 --> 00:01:30.123]  The establishment is calling everyone extremist who doesn't bow down to the foreign banks running their countries.
[00:01:30.844 --> 00:01:31.505]  All of that
[00:01:32.699 --> 00:01:33.660]  is coming up today.
[00:01:33.760 --> 00:01:36.041]  Also, UN expert calls for U.S.
[00:01:36.542 --> 00:01:37.883]  return of native lands.
[00:01:38.423 --> 00:01:40.244]  Boy, that is certainly rich.
[00:01:41.845 --> 00:01:54.735]  The UN, we have these articles, it's even in the New York Times, but they say it's a good thing they're doing it, is in Latin America and in Africa and areas of Asia, mowing people down for the UN to take people's property.
[00:01:55.675 --> 00:01:59.218]  And the UN is a colonial modern force.
[00:02:00.820 --> 00:02:06.344]  And the only reason they're stirring up the Southwest, saying it belongs to Mexico, and the only reason the U.N.
[00:02:06.424 --> 00:02:10.346]  is stirring up Native groups in this country, is to have Balkanization.
[00:02:10.766 --> 00:02:12.147]  I will assure those groups, the U.N.
[00:02:12.227 --> 00:02:13.788]  is never going to come give you anything.
[00:02:14.589 --> 00:02:18.091]  It's run by the very big banks that want to break this country up.
[00:02:18.391 --> 00:02:26.156]  They want to create a super-state, the North American Union, on record, while fragmenting the sub-regions.
[00:02:26.316 --> 00:02:28.838]  That's the great game, divide and conquer.
[00:02:30.586 --> 00:02:34.530]  Also, Senator says Fukushima fuel pond is a national security issue for America.
[00:02:34.590 --> 00:02:34.990]  No kidding.
[00:02:35.030 --> 00:02:40.035]  It'll be 85 Chernobyls if Reactor 4 completely melts down.
[00:02:40.055 --> 00:02:42.237]  There's already been partial meltdowns at 5 of the 6.
[00:02:42.818 --> 00:02:43.999]  Already much bigger than Chernobyl.
[00:02:44.319 --> 00:02:46.441]  They estimate conservatively 10 times.
[00:02:48.163 --> 00:02:50.345]  Massive radiation increases here in the U.S.
[00:02:50.365 --> 00:02:52.667]  We're right across the Pacific, but it blows right in.
[00:02:53.735 --> 00:02:56.936]  FDA, EPA just says raise the level, save the radiation, safe.
[00:02:57.617 --> 00:03:02.299]  Hey, we can't use DU up until 2000 and, uh, up until 1991.
[00:03:02.679 --> 00:03:03.859]  We'll just say it's safe.
[00:03:04.120 --> 00:03:05.220]  You know, wave a magic wand.
[00:03:05.260 --> 00:03:20.867]  In fact, I had some friends in studio the other day who'd never been in studio and they had never, uh, I guess they missed the one show where I waved the magic Al Gore wand on air.
[00:03:21.769 --> 00:03:24.363]  And they reached down to the table and they said, what is this?
[00:03:26.893 --> 00:03:29.134]  I was quick to say, no, no, a listener mailed it, look.
[00:03:29.794 --> 00:03:31.274]  Look, look, right here, it has a tag on it.
[00:03:32.035 --> 00:03:35.596]  I'm not secretly, you know, dressing up like a showgirl here behind the scenes or anything.
[00:03:37.036 --> 00:03:37.876]  It was so funny.
[00:03:38.257 --> 00:03:41.538]  This looks crazy for a guy, especially to have under the counter.
[00:03:41.558 --> 00:03:43.678]  Like I have magic powers, I'm Gandalf or something.
[00:03:43.998 --> 00:03:46.539]  Gandalf meets Governor Rick Perry.
[00:03:46.939 --> 00:03:50.260]  Man, bear, pig, Al Gore's magic wand.
[00:03:50.820 --> 00:03:53.001]  Wave it a couple of times and you've saved the Earth.
[00:03:53.221 --> 00:03:54.321]  CO2 problem.
[00:03:55.002 --> 00:03:55.902]  So, anyways.
[00:03:57.208 --> 00:03:57.789]  Side issue.
[00:03:58.229 --> 00:03:59.390]  Hey, here's something else.
[00:03:59.470 --> 00:04:03.014]  My daughter, age 7, does these wild drawings.
[00:04:03.034 --> 00:04:04.976]  She used to do this one before I left the house today.
[00:04:04.996 --> 00:04:06.658]  She does much more elaborate, even better than this one.
[00:04:07.579 --> 00:04:08.560]  And we frame them.
[00:04:09.120 --> 00:04:09.521]  I love them.
[00:04:10.081 --> 00:04:12.203]  But she said, oh, will you show it on air today?
[00:04:13.211 --> 00:04:15.012]  So I don't think this is one of her best.
[00:04:15.252 --> 00:04:17.514]  Still interesting, but I'll show it because I told her I would.
[00:04:17.534 --> 00:04:20.196]  I think I ought to bring this in and show you her really good stuff.
[00:04:20.596 --> 00:04:22.558]  The black and white ones when she does are just amazing.
[00:04:23.038 --> 00:04:25.159]  Okay, you tuned in to get news and information.
[00:04:25.219 --> 00:04:28.582]  Plus, most people listening on the radio, they're saying, nice magic wand.
[00:04:28.602 --> 00:04:30.063]  You just told us about fruitcake.
[00:04:30.703 --> 00:04:33.845]  And, uh, nice, uh, you know, uh, drawing by your daughter.
[00:04:33.865 --> 00:04:37.368]  Hey, you know what?
[00:04:38.677 --> 00:04:43.242]  We're going to be back in 60 seconds after this break where some stations join us.
[00:04:43.682 --> 00:04:44.884]  And I'm plunging in.
[00:04:45.604 --> 00:04:48.968]  And it's a big broadcast and we have an in-studio guest coming up.
[00:04:48.988 --> 00:04:49.549]  Tell you about that.
[00:05:02.125 --> 00:05:09.792]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:05:10.232 --> 00:05:13.856]  Alex and his staff have used these pure soap products for years.
[00:05:14.316 --> 00:05:21.122]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:05:21.622 --> 00:05:24.105]  See them on the web at 5starsoap.com.
[00:05:24.625 --> 00:05:29.128]  Or call 800-340-7091 for a free catalog.
[00:05:29.469 --> 00:05:35.133]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:05:35.413 --> 00:05:40.517]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:05:40.817 --> 00:05:42.439]  This is an amazing deal.
[00:05:42.799 --> 00:05:47.422]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:05:48.023 --> 00:05:50.505]  See them on the web at 5starsoap.com
[00:05:51.065 --> 00:05:55.690]  Or call 800-340-7091 for a free catalog.
[00:06:04.038 --> 00:06:08.101]  You are listening to an InfoWars.com Frontline Report.
[00:06:10.624 --> 00:06:14.527]  If you are receiving this transmission, you are the Resistance.
[00:06:22.108 --> 00:06:30.690]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:32.630 --> 00:06:46.912]  We are transmitting worldwide, blasting out on the AM and FM dial, simulcasting at infowars.com and prisonplanet.tv with the free audio streams and podcast, WWCR Global Shortwave and weekdays, noon to 3 Eastern.
[00:06:46.932 --> 00:06:49.073]  We're also, of course, on XM Channel 166.
[00:06:50.433 --> 00:06:51.734]  They're not picking up the Sunday show.
[00:06:51.754 --> 00:06:53.836]  I need to get around to lobbying them to do that.
[00:06:54.296 --> 00:06:57.219]  Again, thank you so much for joining us.
[00:06:57.740 --> 00:07:10.150]  We have a special in-studio guest, Chris Emery, who's an investigative journalist, researcher, co-producer, and narrator of A Noble Lie, in studio for the last 45 minutes of the second hour.
[00:07:10.231 --> 00:07:11.251]  Hoppy Heidelberg.
[00:07:11.932 --> 00:07:28.899]  Who was one of the grand jurors that blew the whistle on government-sponsored terror in the first, you know, more modern-stage terror attack, Oklahoma City, 1995, that was used to bring in what we now know as the modern police state.
[00:07:29.479 --> 00:07:37.683]  He died last week after a long battle with cancer, and I conducted what I know of as the last interview with Hoppe, and we re-aired that
[00:07:38.483 --> 00:07:41.104]  on InfoWars Nightly News Friday.
[00:07:41.184 --> 00:07:50.485]  By the way, InfoWars Nightly News is Monday through Friday, 7 o'clock Central, 8 o'clock Eastern at PrisonPlanet.tv and InfoWarsNews.com.
[00:07:51.866 --> 00:07:53.846]  Okay, where to start?
[00:07:55.907 --> 00:08:02.988]  We're seeing show trials of Khalid Sheikh Mohammed and the media keeps saying the man who did 9-11 is having his trial.
