[00:00:02.961 --> 00:00:03.181]  We're good.
[00:00:35.367 --> 00:00:37.631]  Welcome to the InfoWars Nightly News.
[00:00:37.732 --> 00:00:45.005]  I'm your host, Rob Due, and today's date is Wednesday, October 3rd, 2012, and here's a little look at what's coming up in tonight's edition.
[00:00:48.567 --> 00:00:59.176]  Tonight on the InfoWars Nightly News, Rob Dew speaks with three-time Emmy Award winning journalist Amber Lyon about the censorship of her documentary filmmaking.
[00:00:59.697 --> 00:01:04.321]  Plus, why are there only two candidates in the presidential debates?
[00:01:04.661 --> 00:01:07.424]  All that and more on the InfoWars Nightly News.
[00:01:17.745 --> 00:01:23.832]  We start off tonight with a pathetic attempt by the BBC to create a reality conspiracy show.
[00:01:24.573 --> 00:01:35.366]  And basically what they're trying to do is appeal to the young children and tell them that, hey, here's some older people that think, you know, there's conspiracy theories and that the government wants to kill people.
[00:01:36.378 --> 00:01:44.345]  And we're going to prove that they're wrong by building strawman arguments and not letting the people who have information talk, or at least editing that information out.
[00:01:44.885 --> 00:01:55.854]  And this is all based on a Paul Joseph Watson interview he did with one John Scobie of We Are Change Birmingham, and the title of the article is, 7-7 Bombings, Conspiracy Road Trip Debunked.
[00:01:56.906 --> 00:02:12.144]  John was one of the members of the crew, you can see him there on the left, and they go out with comedian Andrew Maxwell, and they take the kids on a five day trip, driving around, looking at different locations, and basically trying to prove to them that yes, it is possible that
[00:02:13.513 --> 00:02:23.078]  You know, some men, some Al-Qaeda backed men went in and bombed some subway trains and a bus and they weren't running drills on that same day.
[00:02:23.118 --> 00:02:24.739]  That's all crazy coincidence.
[00:02:25.339 --> 00:02:26.820]  And so we're going to go to a clip now.
[00:02:27.280 --> 00:02:32.883]  These are basically excerpts out of the interview that Paul did with John Scobie from We Are Change Birmingham.
[00:02:32.903 --> 00:02:33.944]  Let's go to that clip right now.
[00:02:34.505 --> 00:02:37.768]  I would say that it wasn't an investigation into the truth.
[00:02:38.269 --> 00:02:46.396]  It was an attack, a reality show to attack people who have views which don't agree with the government.
[00:02:46.496 --> 00:02:56.005]  They've changed their tactics, kind of, because the old BBC conspiracy shows from five, six years ago were about the BBC going out and trying to attack the conspiracy theories.
[00:02:56.406 --> 00:02:59.529]  Now they're doing it through so-called conspiracy theorists
[00:02:59.929 --> 00:03:03.012]  Because nobody trusts the BBC to do it directly.
[00:03:03.332 --> 00:03:13.602]  So in getting people to recant their ideas, the viewer sees it and thinks, oh, they really believed in this, now they don't, that must mean it's not true.
[00:03:13.882 --> 00:03:15.724]  And that's the process that we saw with the programme.
[00:03:17.406 --> 00:03:19.947]  Just go through some of the things that they edited out.
[00:03:19.967 --> 00:03:32.452]  First of all, I will say that they changed the narration of the show and actually would cut elements, you know, cut two minutes from here or 30 seconds from there, put them together and in the show it made it look like it was all part of the same conversation.
[00:03:32.692 --> 00:03:36.074]  They did put a load of us, uh, footage of us eating.
[00:03:36.374 --> 00:03:43.420]  And footage of us on the bus having a row, which they had previously promised wouldn't go into the programme.
[00:03:43.860 --> 00:04:04.117]  What I said, which I thought was important, was around Operation Gladio, which of course was a NATO state-behind army after the Second World War, which was, you know, we now know it has been declassified through the ex-Italian Prime Minister, etc, that they blew up.
[00:04:04.637 --> 00:04:10.201]  Buses, trains, um, you know, they're involved with blowing up schools and things like that.
[00:04:10.481 --> 00:04:14.904]  And so this is historical fact, this is historical record, this is not conspiracy theory.
[00:04:15.285 --> 00:04:18.307]  And there is huge amounts of documentation to back this all up.
[00:04:18.927 --> 00:04:23.370]  And I said to the researchers, the cameraman, the director, this is really important.
[00:04:23.390 --> 00:04:32.437]  The only reason I'm going on the show is because I just, I know you're going to edit it and it's not going to be great, but I just want one or two of these little bits of substance to please get in there
[00:04:32.717 --> 00:04:37.899]  So that the British people can have a choice in terms of the information that they see on this subject.
[00:04:38.939 --> 00:04:46.782]  And I thought, the amount of times that I talked about Gladio, Al-Qaeda being funded by the CIA, being given $6 billion in 1989 through to 1992,
[00:04:52.302 --> 00:05:01.569]  The fact that Al-Qaeda were shipped in or flown in to fight proxy wars in Bosnia in the early 90s.
[00:05:02.149 --> 00:05:04.511]  I thought that some of this has got to get in there.
[00:05:04.871 --> 00:05:08.894]  And as I was watching it last night, I realised none of this is getting in there, John.
[00:05:09.315 --> 00:05:13.238]  I also spoke about Operation Northwoods, which I thought was important.
[00:05:15.215 --> 00:05:22.519]  When they came to me and first asked me to take part, they said, what are your two most important things, issues, that stand out for you?
[00:05:22.839 --> 00:05:30.943]  I took the fact that the CCTV footage after King's Cross, there is none of it, and obviously in the most surveilled city in the world, that's
[00:05:31.383 --> 00:05:32.604]  That's mighty strange.
[00:05:33.184 --> 00:05:39.407]  And I also, um, took the issue with Peter Power and his training exercise by his consultants.
[00:05:40.108 --> 00:05:57.637]  Um, and then I also tied that all into, um, there was the panorama, which was round about 12, 14 months before, uh, Terror on the Tube, which Peter Power took part in, and they, they, they, they forgot to mention that bit, um, strangely, when I was talking, when I was discussing it with them.
[00:05:57.897 --> 00:05:59.518]  I also tried to put forth
[00:06:00.619 --> 00:06:14.350]  The understanding that I have about 9-11, which was that Mayor Giuliani was running a drill that day, or that weekend, which envisaged World Trade Center 7 being evacuated, Tripod 2.
[00:06:14.610 --> 00:06:26.981]  So I spoke about all these facts on numerous occasions with numerous individuals, and it appears that they just all disappeared, and none of these issues were important, according to the Director, obviously.
[00:06:28.769 --> 00:06:29.590]  So there you have it.
[00:06:29.670 --> 00:06:41.078]  He was trying to bring up Operation Gladio, Northwoods, and the fact that Peter Powers was running these exercises of the exact same trains and buses being hit at the exact same time.
[00:06:41.098 --> 00:06:43.319]  It's all coincidence, though, of course.
[00:06:43.339 --> 00:06:47.142]  You know, there's no way anybody could have possibly planned these bombings.
[00:06:48.002 --> 00:06:50.105]  And which brought up a neat point.
[00:06:50.125 --> 00:07:04.200]  We've been covering the 7-7 bombings lately and back in July we covered, we put on a clip of John Loftus basically talking about how the Al-Qaeda member that they were blaming for all these bombings was an actual member of MI6.
[00:07:04.561 --> 00:07:05.662]  So let's go to that clip now.
[00:07:06.727 --> 00:07:16.736]  They were headed by, you know, the Captain Hook, the imam in London, the Thamesbury Mosque, without the M. He was the head of that organization.
[00:07:17.436 --> 00:07:20.319]  Now, his assistant was a guy named Aswat.
[00:07:21.080 --> 00:07:23.241]  Haroon Rashid Aswat.
[00:07:24.002 --> 00:07:24.783]  Who they picked up.
[00:07:25.343 --> 00:07:25.723]  Yeah.
[00:07:25.843 --> 00:07:31.447]  Aswat is believed to be the mastermind of all the bombings in London.
[00:07:31.807 --> 00:07:34.869]  On the 7-7 and 7-21, this is the guy, we think.
[00:07:35.329 --> 00:07:46.517]  This is THE guy, and what's really embarrassing is that the entire British police are out chasing him, and one wing of the British government, MI6, or the British Secret Service, has been hiding him.
[00:07:46.977 --> 00:07:51.860]  And this has been a real source of contention between CIA, Justice Department, and Britain.
[00:07:52.140 --> 00:07:53.821]  MI6 has been hiding him.
[00:07:53.841 --> 00:07:56.522]  Are you saying that he has been working for them?
[00:07:56.542 --> 00:07:58.623]  Oh, I'm not saying it.
[00:07:58.983 --> 00:08:03.505]  This is what the Muslim Sheikh said in an interview in a British newspaper back in 2001.
[00:08:03.545 --> 00:08:05.286]  So he's a double agent?
[00:08:05.626 --> 00:08:06.026]  Or was?
[00:08:06.066 --> 00:08:07.007]  He's a double agent.
[00:08:07.147 --> 00:08:08.448]  He's working for them.
[00:08:08.868 --> 00:08:09.568]  So there you have it.
[00:08:09.628 --> 00:08:11.609]  We produced tons of documentaries.
[00:08:11.729 --> 00:08:12.750]  Alex definitely has.
[00:08:12.790 --> 00:08:13.890]  You check out Terror Storm.
[00:08:13.930 --> 00:08:17.152]  He goes all into the 7-7 bombings and how it was a total farce.
[00:08:17.492 --> 00:08:18.912]  And it was planned by the government.
[00:08:18.972 --> 00:08:19.833]  And you could just, you could
[00:08:20.493 --> 00:08:21.494]  Don't believe me?
