[00:00:03.933 --> 00:00:04.133]  We're good.
[00:00:36.357 --> 00:00:37.178]  Good evening, everyone.
[00:00:37.218 --> 00:00:39.460]  This is the InfoWars Nightly News.
[00:00:39.600 --> 00:00:40.521]  I'm Darren McBreen.
[00:00:40.641 --> 00:00:41.802]  It is Friday, July 27, 2012.
[00:00:41.942 --> 00:00:43.524]  Here's a quick look at what's coming up.
[00:00:48.899 --> 00:00:57.962]  Tonight, on the InfoWars Nightly News, Darren McBreen follows up on yesterday's bombshell about the UN gun treaty that does ban guns.
[00:00:58.522 --> 00:01:05.044]  We focus on Article 15, which is a gateway for foreign troops to enforce the UN's gun-grabbing treaty.
[00:01:05.524 --> 00:01:10.426]  Plus, the Second Amendment wins an altercation in a Salt Lake City grocery store.
[00:01:10.786 --> 00:01:15.167]  Then, before the suspect could find another victim, a citizen with a gun stopped the madness.
[00:01:15.507 --> 00:01:22.652]  Also, we have confirmed reports straight from Big Sis that she is using drones for our, quote, public safety.
[00:01:23.152 --> 00:01:27.395]  And Aaron Dyke sits down with Fleshing Out Skull & Bones author Chris Milligan.
[00:01:27.715 --> 00:01:30.177]  This is a marathon interview you won't want to miss.
[00:01:30.818 --> 00:01:34.940]  All this and more on tonight's InfoWars Nightly News.
[00:01:45.931 --> 00:01:52.754]  All that and more coming up during the next hour, but we begin this evening with the Trojan horse that is the U.N.
[00:01:52.954 --> 00:01:53.994]  Arms Trade Treaty.
[00:01:54.694 --> 00:01:56.215]  The document has been leaked.
[00:01:56.375 --> 00:01:59.916]  We have analyzed it thoroughly, and it does ban guns.
[00:02:00.416 --> 00:02:03.738]  Aaron Dykes posted a detailed analysis of the treaty.
[00:02:03.758 --> 00:02:06.519]  You can see it right there on InfoWars.com.
[00:02:06.919 --> 00:02:07.979]  Please read the article.
[00:02:08.119 --> 00:02:12.281]  Spread this information to everyone you know who values our Second Amendment.
[00:02:12.941 --> 00:02:16.443]  Because the effort to disarm America is underway.
[00:02:16.703 --> 00:02:19.485]  We're going to take a look at some of the specifics in the treaty.
[00:02:19.905 --> 00:02:20.826]  Gun registries.
[00:02:21.226 --> 00:02:23.687]  That's a list of everyone who owns a firearm.
[00:02:23.867 --> 00:02:29.451]  The UN will naturally have access to all this information, along with our own corrupt government.
[00:02:30.191 --> 00:02:46.420]  They want a list of background checks, they want to control the import and export of firearms of all types, small arms included, and the treaty also obligates states to establish national control systems.
[00:02:47.472 --> 00:02:56.258]  So there is no specific provision for individual persons, individual gun owners, contained in this dangerous treaty.
[00:02:57.159 --> 00:03:00.201]  And you know the mainstream media is going to do everything they can to cover this up.
[00:03:00.241 --> 00:03:04.044]  They've already launched their aggressive propaganda campaign.
[00:03:04.545 --> 00:03:06.506]  And right here, here's an article today.
[00:03:06.826 --> 00:03:09.228]  This is a whitewash article from AP.
[00:03:10.689 --> 00:03:12.430]  Which includes a fact-check.
[00:03:12.730 --> 00:03:15.271]  Treaty Unlikely to Curb U.S.
[00:03:15.371 --> 00:03:16.792]  Gun Rights is the title.
[00:03:17.332 --> 00:03:31.758]  And I tell you what, you put the establishment media fact-check side-by-side to our analysis, and next, you know, put it next to the actual document itself, and there's no doubt about it, this treaty is about complete disarmament of the American people.
[00:03:32.518 --> 00:03:37.761]  If you still don't believe it, or if you're not totally convinced by now, wait, there's more.
[00:03:38.161 --> 00:03:39.342]  We're going to go over some more, folks.
[00:03:39.362 --> 00:03:40.183]  I mean, this is huge.
[00:03:40.263 --> 00:03:44.845]  I can't stress enough how vitally important all this information is.
[00:03:45.386 --> 00:03:48.627]  Because we are talking about the last line of defense.
[00:03:48.928 --> 00:03:50.989]  The battle line has been drawn.
[00:03:51.489 --> 00:03:52.069]  Let's go back.
[00:03:52.089 --> 00:03:54.471]  I want to take a look at some more of this Article 15.
[00:03:55.171 --> 00:03:59.614]  And here it is, Article 15, International Assistance.
[00:04:01.641 --> 00:04:12.601]  In fulfilling the obligation of this treaty, and that means after Obama signs it and it gets passed in the Senate, the United States will be considered obligated to the UN.
[00:04:13.482 --> 00:04:14.824]  Never thought I'd live to see the day.
[00:04:15.967 --> 00:04:31.222]  but uh... article fifteen goes on to say that other states when they say other states or let's say they say uh... state parties what they really mean is other countries so state parties shall afford one another to
