[00:00:04.360 --> 00:00:05.677]  Yeah.
[00:00:40.468 --> 00:00:41.408]  Good evening, everyone.
[00:00:41.468 --> 00:00:43.969]  This is the InfoWars Nightly News.
[00:00:44.150 --> 00:00:45.090]  I'm Darren McBreen.
[00:00:45.210 --> 00:00:46.451]  It is Friday, August 24, 2012.
[00:00:46.591 --> 00:00:48.032]  Here's a quick look at what's coming up.
[00:00:53.550 --> 00:01:03.733]  Tonight on the Info Wars Nightly News, Alex Jones speaks with Stuart Rhodes about the Brandon Robb case and what it means for veterans everywhere.
[00:01:04.153 --> 00:01:10.615]  Plus, Jakari Jackson explores two new shooting events, one in New York and one in Mexico.
[00:01:11.075 --> 00:01:19.388]  Then, Darren McBrain sits down with military veteran Kristen Megan to discuss the growing political dissent among veterans.
[00:01:19.908 --> 00:01:23.634]  All that and more tonight on the InfoWars Nightly News.
[00:01:32.682 --> 00:02:00.568]  And we begin this evening with another tragic shooting where ten people have been gunned down just outside the Empire State Building in New York City and apparently the shooting took place after an argument between co-workers obviously got out of control and somehow ten people ended up getting shot including the shooter who died by the way and some say you know the guy was walking around with a sawed-off shotgun so crazy things going on in New York
[00:02:00.868 --> 00:02:10.751]  And there are even some rumors and reports coming in that say that the police may have shot and injured people who somehow got caught in the crossfire.
[00:02:10.812 --> 00:02:13.973]  So innocent people may have been caught in the crossfire and killed by police.
[00:02:14.393 --> 00:02:17.154]  Some interesting developments going on there in New York.
[00:02:17.454 --> 00:02:20.575]  For more on this story, we take you now to Jakari Jackson.
[00:02:22.896 --> 00:02:23.396]  Thanks Darren.
[00:02:23.616 --> 00:02:26.197]  This is Jakari Jackson reporting for the InfoWars Nightly News.
[00:02:26.557 --> 00:02:29.118]  Now as Darren alluded to, we do have a very serious situation.
[00:02:29.574 --> 00:02:30.214]  We're good to go.
[00:02:30.254 --> 00:02:30.675]  We're good to go.
[00:02:49.062 --> 00:02:54.445]  As Johnson attempted to flee the scene, a construction worker across the street alerted two police officers.
[00:02:54.845 --> 00:02:59.648]  As Johnson pulled out a .45 caliber pistol, the officers opened fire, killing Johnson.
[00:03:00.208 --> 00:03:02.710]  It was unclear if Johnson managed to shoot a round.
[00:03:03.050 --> 00:03:05.151]  Now, this is a very important segment of the article.
[00:03:05.171 --> 00:03:08.973]  It says, it was unclear if Johnson was able to fire a round.
[00:03:09.193 --> 00:03:09.694]  We'll continue.
[00:03:10.174 --> 00:03:13.756]  Nine others were wounded or grazed in an exchange of gunfire.
[00:03:14.349 --> 00:03:17.671]  Now we see here it seems to be maybe some confusion in the article.
[00:03:18.392 --> 00:03:22.735]  You can't have an exchange of gunfire if there's no exchange by two different parties.
[00:03:23.035 --> 00:03:25.377]  But we'll continue on because this story is developing.
[00:03:25.397 --> 00:03:30.900]  There's a lot of he said, she said, so we actually went to another article to give you the best and most updated information.
[00:03:31.421 --> 00:03:33.922]  This article from the Natural Society.
[00:03:34.263 --> 00:03:38.966]  Headline, Empire State Building shooting wrongly hyped as a mass shooting by the media.
[00:03:39.766 --> 00:03:43.549]  The Empire State Building shooter appears to only have had a single target
[00:03:44.093 --> 00:03:55.255]  The bulk of the wounded suspects seems like it was the result of a chaotic incident a police fire intended for Johnson, with potentially all the injuries reportedly as a result of police fire.
[00:03:55.736 --> 00:04:02.077]  Like I said, this is a developing and up-to-date story, and we're trying to give you the best information we can here on the InfoWars Nightly News.
