[00:00:07.005 --> 00:00:07.285]  We're good.
[00:00:39.781 --> 00:00:41.523]  It's Friday, June 15, 2012.
[00:00:43.705 --> 00:00:50.092]  I'm Alex Jones, and this is yet another original edition of InfoWars Nightly News.
[00:00:50.553 --> 00:00:51.253]  Straight ahead.
[00:00:54.895 --> 00:01:00.980]  Tonight, unconstitutional wars, Obamacare, the National Defense Authorization Act.
[00:01:01.341 --> 00:01:02.041]  It's official.
[00:01:02.281 --> 00:01:04.864]  The presidency is now a dictatorship.
[00:01:05.344 --> 00:01:10.949]  Then, the founder of We Are Changed, Luke Radowski, confronts Rand Paul about Bilderberg.
[00:01:11.369 --> 00:01:15.673]  Plus, the Obama war machine announces the invasion of Syria.
[00:01:15.993 --> 00:01:21.258]  And James Wesley Rawls joins Alex to discuss the impending economic collapse.
[00:01:21.798 --> 00:01:24.747]  That's up next on the InfoWars Nightly News.
[00:01:35.998 --> 00:01:38.140]  First off, tonight, it's official.
[00:01:38.440 --> 00:01:41.282]  The presidency is now a dictatorship.
[00:01:41.882 --> 00:01:45.465]  And Obama can come or go, or even resign, which would be nice.
[00:01:46.045 --> 00:01:48.267]  But they replaced him with Mitt Romney, which wouldn't be nice.
[00:01:48.687 --> 00:01:49.988]  So it's a Hobson's choice.
[00:01:50.388 --> 00:01:51.849]  Catch-22, as they say.
[00:01:52.369 --> 00:01:54.031]  Damned if you do, damned if you don't.
[00:01:54.411 --> 00:01:55.191]  No way out.
[00:01:55.492 --> 00:01:56.672]  Rockin' a hard place.
[00:01:57.053 --> 00:01:58.194]  Out of the fire into...
[00:01:58.894 --> 00:01:59.394]  The oven.
[00:01:59.414 --> 00:02:01.035]  A few more cliches.
[00:02:01.616 --> 00:02:02.276]  What do we do?
[00:02:02.356 --> 00:02:06.839]  We get rid of the New World Order, the Globalist, the private Federal Reserve that runs these puppets.
[00:02:07.259 --> 00:02:13.162]  But he's come out and said he will legalize any of the illegal aliens he wants anytime in a jobs program.
[00:02:13.202 --> 00:02:15.924]  But citizens can go straight to Hades.
[00:02:16.384 --> 00:02:20.367]  But he also launches wars without Congressional approval.
[00:02:21.147 --> 00:02:22.409]  And saying the UN is the boss.
[00:02:22.449 --> 00:02:24.992]  He shuts down power plants that aren't owned by his buddies.
[00:02:26.273 --> 00:02:30.598]  He ships guns into Mexico and blames it on his enemies and says they're allowed to engage in perjury.
[00:02:30.898 --> 00:02:33.882]  He gives waivers to his buddies on the health care plan.
[00:02:34.182 --> 00:02:35.283]  Thousands of big companies.
[00:02:36.024 --> 00:02:37.165]  So there it is, it's official.
[00:02:37.205 --> 00:02:39.026]  The presidency, now a dictatorship.
[00:02:39.466 --> 00:02:48.132]  We've got to admit that this country is in trouble to ever be able to start reversing what's happened in this nation.
[00:02:48.752 --> 00:02:53.015]  All right, shifting gears out of that, we now move to Obama.
[00:02:53.055 --> 00:02:55.616]  War machine announces invasion of Syria.
[00:02:56.176 --> 00:03:00.319]  And I see these comments at Infowars.com like, Alex, where's the invasion?
[00:03:00.359 --> 00:03:01.400]  You said it was happening.
[00:03:02.000 --> 00:03:14.313]  Well, I mean, I know they called the bombing of Libya peace bombs and put Al-Qaeda in there, and I know they say Al-Qaeda's good, and I know I'm bad because I don't like them, but it's on record they've got Al-Qaeda blowing up military and police stations.
[00:03:14.333 --> 00:03:18.077]  I'm not saying Assad's some great guy, but compared to Al-Qaeda, he's a good guy.
[00:03:19.417 --> 00:03:24.400]  We're trying to overthrow the country and now they're all over the news saying invade, bomb, boots on the ground.
[00:03:24.720 --> 00:03:26.781]  Every time I walk by a television it's on the news.
[00:03:27.202 --> 00:03:30.604]  CNN, MSNBC, Fox, same message.
[00:03:31.044 --> 00:03:31.484]  Says the U.S.
[00:03:31.504 --> 00:03:36.988]  military has completed its own planning for how American troops would conduct a variety of operations against Syria.
[00:03:37.628 --> 00:03:39.129]  But they'll just say it's not war.
[00:03:39.689 --> 00:03:43.771]  And then they say they're going to put Al-Qaeda in charge to kill the Jews and expel the Christians.
[00:03:43.831 --> 00:03:46.012]  So, it is certainly in your face.
[00:03:46.052 --> 00:03:50.134]  And I'm unpatriotic because I don't support Al-CIA.
[00:03:50.334 --> 00:03:50.714]  Duh!
[00:03:51.335 --> 00:03:52.495]  Al-Qaeda's CIA.
[00:03:52.635 --> 00:03:53.035]  Duh!
[00:03:53.656 --> 00:03:54.436]  Al-CIA.
[00:03:54.536 --> 00:03:54.996]  Duh!
[00:03:55.036 --> 00:03:56.537]  I mean, it's just... Duh!
[00:03:57.057 --> 00:03:57.437]  Duh!
[00:03:57.457 --> 00:04:00.079]  We've got a studio audience out there tonight.
[00:04:00.119 --> 00:04:00.999]  Hello, children.
[00:04:01.019 --> 00:04:03.200]  Hello, yes.
[00:04:04.441 --> 00:04:04.621]  Hey!
[00:04:06.556 --> 00:04:08.057]  Obama cares about everybody, folks.
[00:04:08.077 --> 00:04:08.997]  He's a good guy.
[00:04:09.737 --> 00:04:21.662]  By the way, Axelrod has come out in a video interview that we have linked at InfoWars.com, and he says that they will restrict free speech in their next administration, but Mitt Romney's bought and paid for it with the same folks.
[00:04:21.702 --> 00:04:22.322]  Maybe he'll try.
[00:04:23.263 --> 00:04:25.664]  But we've got, well, Mitch McConnell.
[00:04:26.784 --> 00:04:35.092]  Coming out and saying that America was built on free speech, the most important part of the Bill of Rights, and so we need to define speech and defend speech we don't like.
[00:04:35.892 --> 00:04:39.436]  And they went on to break all of that down.
[00:04:39.816 --> 00:04:48.104]  Kind of like the Republicans shut down the Dixie Chicks and Rage Against the Machine when they had anti-war music or made anti-war statements in 2003.
[00:04:48.904 --> 00:04:51.227]  You Republicans are just as bad as Obama.
[00:04:52.219 --> 00:04:56.861]  Again, yeah, I don't like Obama, but he's not the evil dog.
[00:04:57.461 --> 00:05:00.703]  See, Obama is like a turd from a dog.
[00:05:01.383 --> 00:05:02.523]  So is Mitch McConnell.
[00:05:03.004 --> 00:05:03.964]  So is Mitt Romney.
[00:05:04.024 --> 00:05:08.126]  So, I don't want to sit here and discuss the droppings all day and how much I hate them.
[00:05:08.486 --> 00:05:09.486]  I don't like dog droppings.
[00:05:09.506 --> 00:05:11.067]  You ever get up and you got dog step in it?
[00:05:11.087 --> 00:05:14.148]  It's like, aw, man, I would have let you out if you wouldn't have done that.
[00:05:14.188 --> 00:05:14.528]  Come on.
[00:05:14.909 --> 00:05:15.309]  I'm cool.
[00:05:15.649 --> 00:05:18.290]  So I'm not mad at a teleprompter reading dog droppings.
[00:05:19.415 --> 00:05:21.758]  Whether it's Mitt Romney or Barack Obama.
[00:05:22.499 --> 00:05:24.041]  These guys are all circling the drain.
[00:05:24.461 --> 00:05:26.404]  I want to go after the actual dog.
[00:05:27.265 --> 00:05:29.588]  I can use more scatological jokes if you'd like.
[00:05:29.628 --> 00:05:31.570]  I mean, it's only because it's accurate.
[00:05:31.590 --> 00:05:33.032]  I've got a repertoire of...
[00:05:34.378 --> 00:05:41.385]  Lexicons dealing with semantical expressions and Shakespearean colloquialisms.
[00:05:41.765 --> 00:05:45.429]  But I think it's more important to really cut down to what we're talking about.
[00:05:45.829 --> 00:05:47.251]  Obama is a dropping.
[00:05:47.271 --> 00:05:48.832]  So are the others.
[00:05:50.993 --> 00:05:51.934]  As long as they're puppets.
[00:05:51.954 --> 00:05:58.941]  That's why it's sad to see Rand Paul moving from being a maverick statesman and saying compromise with droppings.
[00:05:59.801 --> 00:06:02.944]  I mean, you know, and we got some video of some confrontations of that coming up.
[00:06:03.905 --> 00:06:04.926]  But we can laugh all day.
[00:06:04.966 --> 00:06:06.468]  These guys are waging war against us.
[00:06:06.508 --> 00:06:07.268]  They mean business.
[00:06:07.849 --> 00:06:11.392]  And it is serious, serious, serious tyranny.
[00:06:12.313 --> 00:06:13.756]  Another article with Lord Obama.
[00:06:14.258 --> 00:06:17.124]  Obama makes election year change in deportation policy.
[00:06:17.144 --> 00:06:22.776]  I already mentioned the whole dictatorial thing, but there's the Associated Press, where he will decide if you can stay here.
[00:06:24.332 --> 00:06:31.136]  Continuing, Obama trade document leaked, revealing new corporate powers and broken campaign promises.
[00:06:31.556 --> 00:06:32.536]  And yeah, U.S.
[00:06:32.576 --> 00:06:35.338]  companies domestically have basically no way to operate.
[00:06:35.358 --> 00:06:41.501]  If you're a foreign globalist in China or India or Mexico, you're above the law and can't operate, so that'll cause all the jobs to leave.
[00:06:41.941 --> 00:06:48.205]  The leaked document has been posted on the website of Citizens Trade Campaign, a long-time critic of the administration's trade objectives.
[00:06:49.145 --> 00:06:51.666]  And of course, Obama's response is, arrest whoever leaked this.
[00:06:52.026 --> 00:06:56.748]  They don't ever deny it, they just say, arrest everyone who's not a terrorist like they are.
[00:06:58.229 --> 00:06:59.789]  Continuing, U.S.
[00:07:00.010 --> 00:07:02.651]  to landlord, shut down pot shops or lose your property.
[00:07:02.891 --> 00:07:06.472]  Doesn't matter if California says you can have medical dispensaries of marijuana.
[00:07:06.832 --> 00:07:09.213]  Doesn't matter if marijuana is an important part of our economy.
[00:07:09.253 --> 00:07:10.994]  Doesn't matter if it's less dangerous than alcohol.
[00:07:11.414 --> 00:07:11.934]  Doesn't matter.
[00:07:12.115 --> 00:07:15.696]  They're saying, no judge, no jury, federal government, not even the U.S.
[00:07:15.736 --> 00:07:17.577]  This headline's wrong out of Huffington Post business.
[00:07:18.177 --> 00:07:20.158]  But the bankers that hijacked our country are.
[00:07:20.458 --> 00:07:23.818]  We're going to take your business if you let somebody sell marijuana out of it.
[00:07:24.239 --> 00:07:30.860]  Kind of like in Seattle where the cops have taken more than half the bars and end up owning them themselves because they sell drugs to themselves in the bathrooms.
[00:07:31.400 --> 00:07:32.541]  Decriminalize now.
[00:07:32.901 --> 00:07:35.501]  Take the police state's favorite tool away.
[00:07:35.982 --> 00:07:37.662]  And I don't smoke, Mary Jane.
[00:07:38.002 --> 00:07:41.103]  And I say decriminalize for those of you that say we're a bunch of weedheads.
[00:07:42.923 --> 00:07:45.024]  Me, I like antioxidant grape juice myself.
[00:07:45.692 --> 00:07:49.096]  All right, let's continue on with the other articles here.
[00:07:49.777 --> 00:07:50.217]  Police.
[00:07:51.419 --> 00:07:53.601]  Man tries to board plane with explosive.
[00:07:54.262 --> 00:08:00.409]  Probably somebody caught one of their operatives doing a drill because he's given a misdemeanor for trying to take the explosives on the aircraft.
[00:08:01.155 --> 00:08:04.416]  It says, we confirm he didn't have any intent to use them on the plane.
[00:08:04.456 --> 00:08:05.496]  Well, that's fine.
[00:08:06.016 --> 00:08:10.218]  Said Lieutenant Nathan Garbay of Redmond Police.
[00:08:10.938 --> 00:08:16.099]  As far as we're knowing, he's knowingly knew he had them and forgot them.
[00:08:16.859 --> 00:08:18.260]  That has yet to be confirmed.
[00:08:18.320 --> 00:08:20.520]  So, I guess everything is fine.
[00:08:20.860 --> 00:08:22.921]  Continuing here, foreign holdings of U.S.
[00:08:22.981 --> 00:08:24.061]  debt hit record high.
[00:08:24.341 --> 00:08:25.922]  That's how the banksters won us.
[00:08:28.356 --> 00:08:29.877]  And again, our country wouldn't even be in debt.
[00:08:30.558 --> 00:08:35.002]  90 plus percent of what we pay is derivatives to keep the banks propped up.
[00:08:35.502 --> 00:08:42.228]  The $15 trillion that we owe to China and the private Federal Reserve, that's just maneuvering us into bankruptcy.
[00:08:43.975 --> 00:08:50.417]  They've signed us on to 600 plus trillion of the 1.5 quadrillion in garbage that Goldman Sachs and J.P.
[00:08:50.437 --> 00:08:50.937]  Morgan made.
[00:08:51.217 --> 00:08:53.657]  We can pay off the 14, 15 trillion any time.
[00:08:54.117 --> 00:08:58.178]  But it's all about China and everybody putting us down and teaching us that we're garbage.
[00:08:58.519 --> 00:08:59.419]  Foreign demand for U.S.
[00:08:59.439 --> 00:09:01.699]  Treasury securities rose a record high in April.
[00:09:02.019 --> 00:09:09.881]  China, the largest buyer of Treasury debt, increased its holdings slightly after trimming them for two straight months because the globalists are busy imploding Europe.
[00:09:10.161 --> 00:09:11.342]  So China's moving out of that.
[00:09:11.382 --> 00:09:12.562]  But Europe falls.
[00:09:13.362 --> 00:09:14.642]  We go up, but then fall.
[00:09:15.443 --> 00:09:26.026]  So it's like two guys jumping out of an airplane, and one guy's falling further without a parachute, and the other guy's above him going, hey, I'm not hitting the ground as early as you are.
[00:09:26.046 --> 00:09:28.747]  They're like, ah, you're going to splat!
[00:09:28.767 --> 00:09:30.628]  And the guy's like, well, you're 20 feet above me.
[00:09:31.688 --> 00:09:32.628]  Doesn't matter, I'm trendy.
[00:09:34.189 --> 00:09:35.229]  I get to watch you splat.
[00:09:36.670 --> 00:09:39.031]  Like one split second, you hear the head bust like a melon.
[00:09:39.751 --> 00:09:39.951]  Boom!
[00:09:40.981 --> 00:09:41.982]  It's like, Ack!
[00:09:42.342 --> 00:09:44.043]  But it's okay, you're trending, and that's all that matters.
[00:09:44.583 --> 00:09:48.225]  Okay, this is teleprompter-free news, ladies and gentlemen, and never forget it.
[00:09:51.066 --> 00:09:52.447]  We take you now to Clandethu.
[00:09:52.687 --> 00:09:54.808]  No, this actually isn't Starship Troopers.
[00:09:55.188 --> 00:09:57.129]  We're not having Tarpley the Brain Bug on right now.
[00:09:57.629 --> 00:10:02.972]  Let's go ahead and go to Dr. Adam Spartacus, his codename Weishaupt, founder of the Illuminati.
[00:10:03.532 --> 00:10:10.516]  Of all the means I know to lead men, the most effectual is a concealed mystery.
[00:10:11.834 --> 00:10:14.257]  The anchoring of the mind is irresistible.
[00:10:14.677 --> 00:10:16.439]  Oh, come into our secret society.
[00:10:16.459 --> 00:10:18.441]  Oh, give us money and dues.
[00:10:18.702 --> 00:10:20.564]  Oh, it's too powerful for you to understand.
[00:10:21.004 --> 00:10:23.106]  And really all you're being done is ripped off.
[00:10:24.268 --> 00:10:28.592]  That's why they get all the elites into perverted and weird stuff where normal people never get sick of the same thing.
[00:10:29.233 --> 00:10:30.314]  I never get sick of...
[00:10:31.431 --> 00:10:33.152]  My beautiful, voluptuous wife.
[00:10:33.192 --> 00:10:35.053]  I never get sick of cheese enchiladas.
[00:10:35.093 --> 00:10:38.756]  I never get sick of swimming in a nice big lake or water skiing.
[00:10:38.776 --> 00:10:42.078]  I never get sick of my wonderful children playing in the yard.
[00:10:42.338 --> 00:10:43.599]  I never get sick of normal stuff.
[00:10:43.619 --> 00:10:49.583]  It's what Madison Avenue wants to make you feel inadequate to sell you cultural death so you'll buy into all their poisons.
[00:10:50.924 --> 00:10:52.905]  Take Prozac, drink sodium fluoride.
[00:10:53.306 --> 00:10:56.688]  Hey, China says it's good to have mercury in your child's formula.
[00:10:57.548 --> 00:11:01.191]  But God forbid we don't lock up all the people that smoke marijuana.
[00:11:01.880 --> 00:11:07.966]  All right, we take you now to two different clips of Luke Radowsky and others confronting Rand Paul.
[00:11:08.566 --> 00:11:12.890]  He used to talk to, in fact the first clip we should play is a year ago.
[00:11:13.411 --> 00:11:23.139]  He talks to Rand Paul and he talks about the Federal Reserve, the New World Order, the Bilderberg Group, and how I woke Senator Paul up to the Bilderberg Group.
[00:11:23.159 --> 00:11:24.160]  Senator Paul says that.
[00:11:24.921 --> 00:11:34.383]  And then we've got clips coming up after that, excerpts of just yesterday with Luke and others talking to him about the Bilderberg Group, and he will not discuss it with them.
[00:11:34.883 --> 00:11:38.184]  So we're really seeing Rand going establishment.
[00:11:38.224 --> 00:11:39.164]  It's very, very sad.
[00:11:39.684 --> 00:11:49.527]  After these clips, the old clip and the new clip, we'll go to break and come back with our guest on the survival of the republic and how to prepare yourself and your family.
[00:11:50.267 --> 00:11:50.727]  Stay with us.
[00:11:55.128 --> 00:11:59.773]  We actually, our organization confronted Ben Bernanke on his ties with the Bilderberg Group as well.
[00:11:59.813 --> 00:12:01.855]  Do you know anything about the Bilderberg Group?
[00:12:02.476 --> 00:12:03.958]  Only what I've learned from Alex Jones.
[00:12:05.099 --> 00:12:09.203]  Do you know, for the people who don't know what's going on, can you tell people who are the Bilderberg Group?
[00:12:09.564 --> 00:12:10.645]  If you feel comfortable doing so.
[00:12:10.725 --> 00:12:20.691]  Yeah, well I'm not probably the world's expert on it, but I think it's people who get together, who are very wealthy people, who I think manipulate and use government to their own personal advantage.
[00:12:21.011 --> 00:12:29.255]  And I think that's the biggest thing that would help us combat this, is that they want to make it out like they're just to help humanity, and world government will be good for humanity.
[00:12:29.556 --> 00:12:30.136]  But guess what?
[00:12:30.416 --> 00:12:32.357]  World government's good for their pocketbook.
[00:12:32.498 --> 00:12:36.140]  They're very wealthy and they use government to make more money for themselves.
[00:12:36.520 --> 00:12:38.082]  And that's where you expose them.
[00:12:38.482 --> 00:12:41.524]  And I think ultimately, people are talking about that with the Federal Reserve.
[00:12:41.964 --> 00:12:48.709]  Expose the people through an audit, maybe like Goldman Sachs and different banks that are making a lot of money off the U.S.
[00:12:48.749 --> 00:12:52.172]  taxpayer through these special deals they're getting with the Federal Reserve.
[00:12:52.592 --> 00:12:55.254]  Hey Senator Paul, my name is Luke of We Are Change.
[00:12:55.834 --> 00:13:04.939]  We had an interesting conversation before about the Bilderberg Group and knowing what you know, how can you support Mitt Romney when The Guardian reported he was at the Bilderberg meeting?
[00:13:05.720 --> 00:13:09.041]  We're having a private conversation right now.
[00:13:09.101 --> 00:13:11.123]  You can make an appointment to stop by.
[00:13:12.184 --> 00:13:23.518]  I know you, it's a comfortable question, I know you know a lot about the Bilderberg Group, and we just want to know, why would you endorse, I know you're playing politics, but is politics really that dirty?
[00:13:24.439 --> 00:13:29.726]  That... Um, Jeff, we're waiting on your back from Jessica right now, do you want to call her and see?
[00:13:30.066 --> 00:13:32.347]  Ran, the Bilderberg group is a very serious group.
[00:13:32.367 --> 00:13:44.230]  A lot of people have a lot of questions about your endorsement of Romney and I think the Bilderberg one is very pointy and also Goldman Sachs, when I interviewed you, you called for an audit.
[00:13:44.891 --> 00:13:48.952]  Did you find out that Romney was able to get back into the department?
[00:13:50.814 --> 00:13:53.396]  Hey Rand, Abby Martin from Media Roots.
[00:13:53.436 --> 00:13:54.897]  I just wanted to ask you one quick question.
[00:13:56.658 --> 00:13:58.219]  You know, your endorsement for Mitt Romney.
[00:13:58.659 --> 00:13:59.920]  People have a lot of questions about it.
[00:13:59.940 --> 00:14:02.221]  I just wanted to see your opinion on it.
[00:14:04.142 --> 00:14:11.047]  What do you think about all of Ron Paul's followers and just your father's movement catering to the establishment that's shut you guys out for so long?
[00:14:13.828 --> 00:14:16.390]  Are you concerned with what this is going to do for the liberty movement as a whole, sir?
[00:14:18.624 --> 00:14:22.648]  Sir, Romney endorses all of the policies that you've been voting against for so long.
[00:14:23.468 --> 00:14:24.149]  NDAA.
[00:14:25.130 --> 00:14:25.650]  Drones.
[00:14:26.831 --> 00:14:28.813]  He wants to expand the military to twice its size.
[00:14:30.134 --> 00:14:31.315]  Do you have any comment on that, sir?
[00:14:31.876 --> 00:14:35.118]  Your endorsement of him just blanketly says that all those policies should be enacted.
[00:15:04.258 --> 00:15:07.341]  Christy Hightower here for PlanetInfoWars.com.
[00:15:07.801 --> 00:15:09.342]  You patriots sure are talking.
[00:15:10.283 --> 00:15:15.227]  Have you ever given it a second thought when an employee asks to see your receipt as you leave a store?
[00:15:16.008 --> 00:15:16.228]  No?
[00:15:16.809 --> 00:15:18.810]  Well, welcome to what we call prison training.
[00:15:19.131 --> 00:15:21.212]  Do what you're told, don't think twice.
