[00:00:02.517 --> 00:00:02.677]  Yeah.
[00:00:35.498 --> 00:00:36.762]  Welcome, ladies and gentlemen.
[00:00:36.802 --> 00:00:39.068]  Welcome to the InfoWars Nightly News.
[00:00:39.128 --> 00:00:40.772]  Today is Tuesday, July 17, 2012.
[00:00:40.832 --> 00:00:42.296]  I'm your host, Aaron Dykes.
[00:00:47.509 --> 00:00:56.939]  Tonight, outrage after local news channel helps public identify gun owners using a system similar to that identifying sex offenders.
[00:00:57.700 --> 00:01:02.445]  Then, Iceland has hired an ex-cop to hunt down the bankers that wrecked its economy.
[00:01:03.166 --> 00:01:07.070]  And, the Pentagon releases comics for globalist domination.
[00:01:07.811 --> 00:01:17.438]  All this, plus we replay a special interview from Jeffrey Smith, one of the leading food safety and genetically modified researchers in the country.
[00:01:17.998 --> 00:01:21.340]  Grab your pencil and paper because you won't want to miss this interview.
[00:01:21.841 --> 00:01:24.923]  All this and more on the InfoWars Nightly News.
[00:01:36.089 --> 00:01:42.013]  Tonight in the news, outrage after a local news station helps the public identify gun owners.
[00:01:42.233 --> 00:01:53.902]  It's as if they're sexual offenders and there's a registry showing where their homes are located, what streets they live on, as WRAL in Raleigh, North Carolina has a whole database
[00:01:54.282 --> 00:01:54.883]  We're good to go.
[00:02:09.614 --> 00:02:13.897]  This is a liberal thing the government has allowed to go on and they should rein it in.
[00:02:14.337 --> 00:02:18.660]  And how really concealed weapons owners are the dangerous people.
[00:02:18.700 --> 00:02:22.042]  That they're somehow criminals or suspected criminals.
[00:02:22.603 --> 00:02:25.545]  And so you've got concerned resident David Knight.
[00:02:25.585 --> 00:02:27.906]  He's actually one of our reporter contest entries.
[00:02:28.246 --> 00:02:29.187]  He was towards the top.
[00:02:29.227 --> 00:02:30.448]  He almost won the contest.
[00:02:30.788 --> 00:02:34.331]  He sent us an email warning that all those street numbers are not shown yet.
[00:02:35.151 --> 00:02:38.474]  They point out that most of the carry permits are rural areas.
[00:02:38.994 --> 00:02:41.856]  On my road, for example, there's only four addresses.
[00:02:41.936 --> 00:02:45.719]  On other roads where you could find on there, there's maybe one or two homes.
[00:02:45.799 --> 00:02:56.347]  Basically tipping off criminals to where there's weapons in the home and where there isn't, and allowing them to be persecuted by people who are terrified of firearms, despite the Second Amendment.
[00:02:56.667 --> 00:03:07.051]  This information has only previously been available through written requests to the State's Bureau of Investigation, but now it's being publicized in effort to basically demonize gun ownership.
[00:03:07.352 --> 00:03:18.516]  Knight says the news station's act of helping the public identify gun owners is an attempt to name and shame while suggesting the Second Amendment advocates pose a threat akin to sex offenders, which is ridiculous.
[00:03:18.997 --> 00:03:19.377]  However,
[00:03:20.117 --> 00:03:36.899]  This article out of North Carolina cites the New York Times, which is totally demonized concealed carry, made a case study of North Carolina to try to convince the public that those who hold weapons are the criminals, when of course, real criminals don't register their guns, they don't buy them on the market.
[00:03:37.259 --> 00:03:38.840]  They don't go through background checks.
[00:03:39.241 --> 00:03:50.249]  But you've got Gail McNeil, Executive Director of North Carolinians Against Gun Violence, claiming that concealed weapons permit holders are not as law-abiding as they appear to be.
[00:03:50.629 --> 00:03:57.014]  And then they link to the New York Times report from December 2011, where they say, guns in public and out of sight.
[00:03:57.514 --> 00:04:03.779]  And they highlight the story of one individual who randomly shot at a biker because he was hogging up too much of the road.
[00:04:04.139 --> 00:04:05.981]  Really shooting at him without any reason.
[00:04:06.041 --> 00:04:08.463]  Now, he pled guilty to assault with a deadly weapon.
[00:04:08.483 --> 00:04:10.545]  I assume he's in prison.
[00:04:10.806 --> 00:04:17.412]  But they directly link him to more than 240,000 concealed carry permit owners in North Carolina.
[00:04:17.752 --> 00:04:21.296]  And they say, while it's a small percentage of them, many of them are criminals.
[00:04:21.696 --> 00:04:30.060]  And it goes on to cite 2,400 permit holders, 1% of that number, as having been convicted of felonies or misdemeanors.
[00:04:30.380 --> 00:04:36.743]  But then they go on to explain that of 2,400, really only 200 were convicted of felonies, and 10 of those, 10 people were murderers among 240,000 concealed permit carriers.
[00:04:36.763 --> 00:04:39.365]  I wonder what the number is among the general public.
[00:04:46.755 --> 00:04:53.060]  But they just want you to think, these are the criminals, these are the people who are going to commit crimes, so they're trying to create a scare about it.
[00:04:53.120 --> 00:04:54.801]  In fact, in the W.A.R.L.
[00:04:54.961 --> 00:05:02.887]  article, Peggy Elrod, who's basically a gun shop owner, says some of them believe this is the criminal element, people who train to use guns.
[00:05:03.427 --> 00:05:09.128]  So you've got the whole permit process, which turns the right to bear arms into a so-called privilege.
