[00:00:07.861 --> 00:00:08.161]  We're good.
[00:00:40.547 --> 00:00:44.932]  So joining us right now is Gerald Cilente.
[00:00:45.052 --> 00:00:49.416]  And Gerald, tell us exactly where you are in Ireland and what you're doing over there.
[00:00:50.959 --> 00:01:11.882]  Alex, I'm in Dublin, Ireland at the One World Chronicle Conference, and I just flew in from Munich two days ago, and I want to let you know that in Germany and in Ireland, everyone has been telling me, when you talk to Alex, tell him what great fans we are!
[00:01:16.519 --> 00:01:25.282]  Well, very humbling, and I want to say hi to the hundreds of thousands of people that are tuning in one way or another right now just to this special internet transmission.
[00:01:25.322 --> 00:01:31.784]  So, thank you, Gerald, and say that I'd love to drink a pint with all those great men and women there in the background.
[00:01:32.625 --> 00:01:37.666]  He said he would love to have a pint with all of you great men and women over there in the background.
[00:01:41.367 --> 00:01:43.148]  Oh man, I'm glad we decided to do this.
[00:01:43.669 --> 00:01:47.271]  Again, Gerald, tell us what you're doing over in Ireland and then give us your call.
[00:01:47.311 --> 00:01:57.117]  I know you've been saying Obama for months and it's neck and neck, but a lot of the pundits are saying it looks like four more years of the man of peace who's launching all these wars.
[00:01:58.288 --> 00:02:04.570]  Well, what I'm doing, I was just at a metals conference in Munich and the One World Chronicle conference over here in Ireland.
[00:02:04.590 --> 00:02:06.550]  They have a number of issues that they're dealing with.
[00:02:07.210 --> 00:02:11.531]  One of them, of course, is the bailouts of the banks, which are totally illegal.
[00:02:12.051 --> 00:02:18.673]  They're just taking the money from the people and giving it to the banks when there's actually no deal made at all between the banks that
[00:02:19.033 --> 00:02:23.655]  You know what their risk would be, and then shaking down the people for all the money.
[00:02:24.035 --> 00:02:28.917]  So there's a real, you know how I've been talking, Alex, about direct democracy?
[00:02:29.358 --> 00:02:32.199]  Well, Direct Democracy Ireland is taking hold.
[00:02:32.539 --> 00:02:34.460]  DirectDemocracy.ie.
[00:02:34.860 --> 00:02:36.220]  The people are fed up with it.
[00:02:37.461 --> 00:02:39.282]  Look what's going on in the states.
[00:02:39.722 --> 00:02:43.104]  As you know, this is the first time I have not voted in an election.
[00:02:43.504 --> 00:02:46.066]  Who could call this a democratic election?
[00:02:46.366 --> 00:02:48.507]  These clowns can't even count the votes.
[00:02:48.787 --> 00:02:50.248]  The whole game is rigged.
[00:02:50.488 --> 00:02:52.009]  The systems are breaking down.
[00:02:52.029 --> 00:02:54.230]  The people in Ireland are feeling it.
[00:02:54.250 --> 00:02:58.673]  They want no part of it anymore, and they're ready to rise up against it.
[00:02:59.213 --> 00:03:23.303]  And so what I'm over here talking about is the collapse of the currencies, the breakup of the European Union eventually, but more importantly, Ireland joining with Switzerland to start moving forth with true democracy where the people will have the right to vote rather than it being controlled by the gangs that are controlling it now.
[00:03:28.717 --> 00:03:34.903]  We've had some of our reporters here in Austin and polling places, like you just said, are broken down, not working.
[00:03:35.203 --> 00:03:39.567]  We're getting reports of things flipped from Obama to Romney, Romney to Obama.
[00:03:40.928 --> 00:03:45.192]  We're like eight days into the hurricane on the East Coast, where you'd normally be, Gerald.
[00:03:46.253 --> 00:03:49.096]  And still, you know, government can't and won't help the people.
[00:03:50.677 --> 00:03:52.439]  Where do you see this insanity going?
[00:03:53.592 --> 00:03:54.393]  It's collapsing.
[00:03:54.433 --> 00:03:55.353]  The collapse is around us.
[00:03:55.373 --> 00:03:57.235]  You know what no one's talking about with New York?
[00:03:57.495 --> 00:03:59.197]  And you know me, I'm a Bronx New Yorker.
[00:03:59.217 --> 00:03:59.957]  I know the gig.
[00:04:00.458 --> 00:04:05.042]  The entire infrastructure of the United States is in collapse.
[00:04:05.382 --> 00:04:11.367]  And you get all these big-mouth politicians over there, shooting off their fat traps, saying about
[00:04:11.747 --> 00:04:14.089]  How we're going to be there for the people.
[00:04:14.349 --> 00:04:16.410]  And don't forget that we're there for you.
[00:04:16.730 --> 00:04:19.912]  The entire United States infrastructure is collapsing.
[00:04:20.193 --> 00:04:30.359]  We know the data coming out from the engineers that are saying it's going to cost an estimated $13 trillion just to get the thing back on track.
[00:04:30.640 --> 00:04:33.261]  That doesn't mean moving it into the 21st century.
[00:04:33.541 --> 00:04:35.623]  The entire nation is in collapse.
