[00:00:02.486 --> 00:00:02.807]  We're good.
[00:00:35.145 --> 00:00:36.526]  Good evening, ladies and gentlemen.
[00:00:36.566 --> 00:00:41.448]  I'm Aaron Dykstra, host on this InfoWars Nightly News for Wednesday, May 9, 2012.
[00:00:43.169 --> 00:00:45.150]  Tonight, U.S.
[00:00:45.290 --> 00:00:50.693]  Army admits re-education camp manual not intended for public release.
[00:00:51.234 --> 00:00:56.396]  Public Affairs Director falsely claims document does not apply within the United States.
[00:00:56.777 --> 00:00:58.678]  But we've got proof that it does.
[00:00:59.827 --> 00:01:04.830]  Then, Congressional Democrats introduce amendment to outlaw self-defense.
[00:01:05.290 --> 00:01:10.253]  Meanwhile, the UK bans self-defense expert from entering the country.
[00:01:10.653 --> 00:01:14.855]  And the CIA catches itself in a new underwear bomb plot.
[00:01:15.215 --> 00:01:18.277]  Another manufactured hoax from beginning to end.
[00:01:18.937 --> 00:01:29.703]  And World Net Daily's Chelsea Schilling joins us via video Skype to discuss Facebook's selective censorship and their inability to stop rampant pedophilia groups.
[00:01:30.204 --> 00:01:33.766]  All that and more on the InfoWars Nightly News.
[00:01:46.650 --> 00:01:47.810]  Welcome ladies and gentlemen.
[00:01:47.951 --> 00:01:53.073]  We are also going to cover a brief history of false flag terrorism tonight, so stay with us.
[00:01:53.373 --> 00:02:05.298]  But first in the news, the ongoing story concerning the internment and resettlement document leaked from the Army has not only been confirmed, but a spokesperson has come forward to say it was indeed
[00:02:05.738 --> 00:02:07.880]  Not intended for public release.
[00:02:08.240 --> 00:02:10.442]  Paul Joseph Watson, of course, has the story.
[00:02:10.802 --> 00:02:15.085]  Public Affairs Director falsely claims the document does not apply within the U.S.
[00:02:15.405 --> 00:02:23.031]  We've covered that at length over the past several days about how various quotes show it also applies within the continental United States.
[00:02:23.351 --> 00:02:33.619]  There's use of Social Security numbers and a reference to agencies including FEMA and Homeland Security that operate legally only within the U.S.
[00:02:34.239 --> 00:02:44.763]  And so we have the Fort Leonard Wood Public Affairs Director, Tiffany Wood, who's provided the first official response to this internment and resettlement document.
[00:02:45.203 --> 00:02:46.043]  A shocking U.S.
[00:02:46.103 --> 00:03:00.228]  Army document that outlines the implementation of re-education camps, admitting the manual was not intended for public release, and claiming its provisions only apply outside the United States, a completely disproved position
[00:03:00.968 --> 00:03:02.048]  As exposed by the language.
[00:03:02.468 --> 00:03:12.291]  Now, this also is interesting because Fort Leonard Wood is the location of FEMA camps we exposed some two or three months ago there in Missouri.
[00:03:12.311 --> 00:03:14.491]  Let's flash back to that story.
[00:03:14.611 --> 00:03:17.472]  Sources exposed FEMA training camp in Missouri.
[00:03:17.492 --> 00:03:25.974]  An anonymous source sent us photos to Infowars.com of a FEMA training camp at Fort Leonard Wood, Missouri, and we've got
[00:03:26.454 --> 00:03:41.819]  The sign there that says training area Camp Charlie mock internment facility and also you see there are pictures of the camps and so they are certainly training to intern people and here we have the document proving that it not only has to do with various types of
[00:03:42.259 --> 00:03:47.083]  Foreign enemies, but may well have to do with so-called domestic enemies as well.
[00:03:47.564 --> 00:04:08.181]  And our great researchers at the PrisonPlanet.tv forum have further dug into this terrible and ominous document showing how it's not only to be used within the continental United States for politically motivated civilian internees, but that they will also be targeting militias or other armed groups with opinions contrary to that of the government.
[00:04:08.661 --> 00:04:09.742]  You can see that for yourself.
[00:04:09.802 --> 00:04:10.823]  It's a long posting.
[00:04:10.863 --> 00:04:16.587]  It's on the Prison Planet Forum, where you can just pull up the actual document itself and read about it.
[00:04:16.967 --> 00:04:23.211]  But just more just sick information continues to pile up that there is a de facto war against the American people.
[00:04:23.532 --> 00:04:35.220]  Political dissidents will be silenced first through the chilling effect of various policies, and possibly silenced through actually being detained, that is, inside these facilities.
[00:04:35.600 --> 00:04:36.701]  You can see where they're training.
[00:04:36.761 --> 00:04:51.027]  We've exposed all the other documents for contracting labor, how KBR built the camps starting back in 2006, how they've resurrected old mothballed camps, including some of the camps used to intern Japanese American citizens during World War II.
[00:04:51.348 --> 00:04:52.528]  What a sad legacy.
[00:04:52.928 --> 00:04:53.749]  What a sad fact.
[00:04:53.769 --> 00:04:59.191]  They're using continuity of government excuses to resurrect these things and help them go live.
[00:04:59.592 --> 00:05:00.312]  Just sick.
[00:05:00.612 --> 00:05:04.334]  But now we want to turn to the latest case of false flag terror.
[00:05:04.654 --> 00:05:10.225]  Where the CIA has caught itself in another false flag bombing, the new underwear bombing episode.
[00:05:10.506 --> 00:05:15.515]  Let's go now to the video Alex did yesterday to expose this new case.
[00:05:19.261 --> 00:05:20.201]  Thank you for joining us.
[00:05:20.602 --> 00:05:32.566]  Tonight we have more confirmation on top of the mountain of evidence that most terror worldwide in the last 30 years or so has been provocateured or staged.
[00:05:33.187 --> 00:05:36.108]  Now you know the Gulf of Tonkin was staged to get us into Vietnam in 64.
[00:05:36.148 --> 00:05:37.168]  That's been declassified.
[00:05:37.188 --> 00:05:43.951]  And Operation Ajax, the US and British governments used radical Muslim extremists to overthrow the government of
[00:05:45.402 --> 00:05:48.505]  Iran, while claiming they were actually fighting those groups.
[00:05:48.905 --> 00:05:50.187]  This is done over and over again.
[00:05:50.227 --> 00:05:56.032]  You know Al Qaeda and the Taliban was created by the CIA, working with the Pakistanis, the Israelis and Brits.
[00:05:56.713 --> 00:05:59.295]  All of this is on record, but we learn it decades later.
[00:06:00.496 --> 00:06:05.541]  Back with the 7-7 bombings six, seven years ago, it came out on Fox News.
[00:06:05.581 --> 00:06:06.282]  Look this up.
[00:06:06.662 --> 00:06:08.164]  They had FBI agents that went public.
[00:06:09.645 --> 00:06:18.036]  And reported, I'm about to get into the new news, but I want to give you some background here, and reported on the fact that a SWAT, the leader of the 7-7 bombing, was a MI-6.
[00:06:21.804 --> 00:06:33.471]  Asset and there's our original article with a link to the Fox News video Terror expert and it goes over the entire report There's Fox News with FBI agent Loftus breaking it down.
[00:06:33.511 --> 00:06:34.852]  It was also the London Independent.
[00:06:35.432 --> 00:06:39.895]  Okay Continuing with this information ladies and gentlemen
[00:06:40.675 --> 00:06:46.122]  Paul Watson has the news breaking at PrisonPlanet.com and Infowars.com.
[00:06:46.642 --> 00:06:59.277]  This just happened yesterday, and we told you, underwear bomber too, but instead of just setting up a patsy, they just say, we don't know who he is or where he is, but we found some underwear with a firecracker, so give all your rights up and Obama's going to save you.
[00:06:59.778 --> 00:07:04.601]  Well now, Al-Qaeda bomber was a CIA informant.
[00:07:04.921 --> 00:07:05.962]  PrisonPlanet.com.
[00:07:06.002 --> 00:07:06.382]  But wait!
[00:07:06.962 --> 00:07:18.149]  Here's the Huffington Post and the Associated Press are reporting Al-Qaeda bomb plot would-be bomber was CIA informant.
[00:07:19.129 --> 00:07:21.871]  And it just goes on from there.
[00:07:22.331 --> 00:07:25.053]  We're told naked body scanners, TSA on the streets.
[00:07:25.093 --> 00:07:26.494]  But what happened two credits ago?
[00:07:27.372 --> 00:07:31.433]  The Christmas Day bomber, Muttalib, we had the eyewitnesses on first.
[00:07:31.833 --> 00:07:35.154]  Kurt Haskell and his wife saw the U.S.
[00:07:35.194 --> 00:07:37.314]  government getting him on the plane without a passport.
[00:07:37.874 --> 00:07:43.755]  A month and a half later, questioned in Congress, the Undersecretary of State, Mr. Kennedy, admitted an unnamed U.S.
[00:07:43.795 --> 00:07:48.816]  intelligence agency told us to get him a visa and get him on that aircraft without a passport.
[00:07:49.357 --> 00:07:49.777]  Boom!
[00:07:49.817 --> 00:07:51.417]  That was staged.
[00:07:51.437 --> 00:07:51.817]  7-7.
[00:07:52.117 --> 00:07:52.497]  Boom!
[00:07:52.577 --> 00:07:55.158]  Commanded and run by an MI6 operative.
[00:07:55.558 --> 00:07:55.998]  On record.
[00:07:56.818 --> 00:07:59.060]  The guys that were part of it thought they were part of a drill.
[00:07:59.520 --> 00:08:02.722]  They were anti-Muslim extremists and they were blown up on the trains and those buses.
[00:08:03.263 --> 00:08:03.843]  Or that bus.
[00:08:04.243 --> 00:08:07.446]  And the government was running a drill of the exact targets being attacked at the same time.
[00:08:07.826 --> 00:08:11.949]  That's Peter Powers, the head of visor consultancy, admitting that on ITN and BBC.
[00:08:12.189 --> 00:08:12.850]  Look it up!
[00:08:13.450 --> 00:08:14.250]  And it gets worse.
[00:08:14.871 --> 00:08:26.517]  Five years ago, members of SAS assigned to MI6 in Iraq dressed up like Wahhabis killing Shiites to get sectarian warfare going on between the two groups.
[00:08:26.777 --> 00:08:28.078]  I could keep giving you examples.
[00:08:28.558 --> 00:08:29.819]  These aren't theories.
[00:08:30.279 --> 00:08:31.660]  These aren't facts.
[00:08:31.760 --> 00:08:33.421]  So now they just say, hey,
[00:08:34.361 --> 00:08:51.487]  We had a threat of a deadly firecracker, give all your rights up, but instead of having some drugged up patsy like Muttalib, you know, drug rolling him onto the plane, who actually thinks he's part of Al-Cieda, they just make up this new guy and say, oh my gosh, it's so sophisticated, it's so deadly, it's so evil.
[00:08:51.507 --> 00:08:54.728]  Of course, they were reporting yesterday, US thinks underwear bomber,
[00:08:56.735 --> 00:08:59.736]  Built bomb with Al-Qaeda in Yemen, oh my gosh.
[00:08:59.897 --> 00:09:02.138]  US sends airport security guy to other countries.
[00:09:02.438 --> 00:09:05.079]  Yeah, buy the naked body scanners to keep you safe.
[00:09:05.139 --> 00:09:07.600]  The new domestic police state arms race.
[00:09:08.161 --> 00:09:11.262]  All of this, absolute pure bull.
[00:09:12.623 --> 00:09:21.147]  We never see modern cases of where these hyped up terror attacks weren't provocateured or purely absolutely staged.
[00:09:22.047 --> 00:09:24.188]  We know that the so-called hijackers of 9-11
[00:09:25.868 --> 00:09:26.510]  We're trained at U.S.
[00:09:26.550 --> 00:09:27.271]  military bases.
[00:09:27.672 --> 00:09:28.875]  That was even in AP Newsweek.
[00:09:29.316 --> 00:09:31.561]  But we're supposed to ignore all that information.
