[00:00:02.122 --> 00:00:02.402]  We're good.
[00:00:35.136 --> 00:00:37.099]  Welcome to the InfoWars Nightly News.
[00:00:37.159 --> 00:00:37.880]  It is May 22, 2012.
[00:00:40.064 --> 00:00:43.349]  I'm your host, John Bowne, and here's what we have for you tonight.
[00:00:46.972 --> 00:00:51.318]  Tonight, the United States of China, America for sale.
[00:00:51.758 --> 00:01:04.994]  International bankers conjure up the plan to collapse both the American economy and the Chinese central bank in order to establish their long-awaited plans for a one-world currency and government.
[00:01:06.229 --> 00:01:21.805]  Then, a major development in the probe of Barack Obama's eligibility for the Arizona 2012 presidential ballot, as Sheriff Joe sends his cold case posse investigators to Honolulu in search of a valid birth certificate.
[00:01:22.426 --> 00:01:26.649]  Plus, the TSA goes undercover to interrogate bus riders.
[00:01:27.129 --> 00:01:41.439]  The voice of resistance radio and founding member of Houston Freethinkers, Derek Brose, joins us in studio to break down the TSA's latest partnership with the Metro Transit Authority in Houston, Texas.
[00:01:42.060 --> 00:01:47.524]  All that plus more of tonight's top stories up next on the InfoWars Nightly News.
[00:01:59.696 --> 00:02:09.845]  All that and more on the InfoWars Nightly News, but let's begin with the first story about the Chinese, the United States of China, America for sale.
[00:02:10.445 --> 00:02:21.935]  The People's Bank of China is the Chinese central bank and has more financial assets than any other single public institution in the world ever.
[00:02:23.280 --> 00:02:30.085]  As a result of depreciation and diminishing American credit ratings, China has sought to hold other currencies and asset classes.
[00:02:30.585 --> 00:02:43.954]  This strain on Sino-American relations undoubtedly is the reason we are now hearing the bombshell news that the United States Treasury, for the first time in history, is directly selling government bonds to a foreign government.
[00:02:44.634 --> 00:02:52.740]  This means the Central Bank of China now has an exclusive purchasing arrangement not available to any other central bank in the world.
[00:02:53.620 --> 00:03:03.242]  The report disclosing this ultra-secret relationship suggests China now has a direct electronic computer link to the Treasury auction system.
[00:03:03.982 --> 00:03:08.983]  No public announcement was made and no warnings were given to primary Treasury dealers.
[00:03:10.224 --> 00:03:15.605]  No Federal Reserve cartel member or Treasury official is willing to comment on this.
[00:03:16.513 --> 00:03:29.116]  Due to its perversion of American sovereignty, which we're going to get into a lot more perversion of American sovereignty in the news coming up, but it's also resulting in a national security risk.
[00:03:29.497 --> 00:03:45.721]  Make no mistake, what is being conjured up here is the collapse of both the American economy and the Chinese central bank to ensure they both line up at the international banker trough and accept a brand new, shiny world government.
[00:03:47.301 --> 00:03:58.149]  Moving on to Arizona, where Arizona's Maricopa County Sheriff Joe Arpaio has dispatched his cold case posse investigators to Hawaii today.
[00:03:58.770 --> 00:04:05.575]  Arpaio is responding to the efforts of Arizona State Ken Bennett to acquire a legitimate
[00:04:06.335 --> 00:04:09.417]  Copy of Obama's birth certificate from the Hawaii Department of Health.
[00:04:09.957 --> 00:04:22.324]  You may recall that in September of 2011, Sheriff Arpaio commissioned former Bergen County, New Jersey investigator Mike Zullo and a team of volunteers to investigate the authenticity of the birth certificate.
[00:04:22.864 --> 00:04:27.947]  Zullo announced in March that they had probable cause that the document is a forgery.
[00:04:28.527 --> 00:04:40.614]  Our own research at Infowars immediately, upon first inspection, found that the document appears to be a photocopy taken from state records and printed on official green paper.
[00:04:41.034 --> 00:04:46.377]  However, when the government released PDFs taken into the image editing program Adobe Illustrator,
[00:04:46.857 --> 00:04:53.525]  We discover a number of separate elements that reveal the document is not a single scan on paper, as one might surmise.
[00:04:53.926 --> 00:05:02.516]  Elements are placed in layers or editing boxes over the scan in green textured paper, which is to say, at the very least, very unusual.
[00:05:03.564 --> 00:05:09.106]  When sections of the document are enlarged significantly, we discover glaring inconsistencies.
[00:05:09.687 --> 00:05:13.048]  For instance, it appears the date stamped on the document has been altered.
