[00:00:04.872 --> 00:00:04.952]  Yeah.
[00:01:17.867 --> 00:01:21.731]  One of the most anticipated movies in a long time is about to come out.
[00:01:22.332 --> 00:01:23.834]  The Dark Knight Rises.
[00:01:24.434 --> 00:01:32.003]  Get ready because we are going to leak, spoil, and decode the new Batman film that's coming out.
[00:01:36.715 --> 00:01:40.357]  We're gonna get into the meaning behind the meaning, the secrets behind the secrets.
[00:01:40.897 --> 00:01:48.300]  But first understand, this is one of the most successful propaganda franchises out there, selling tyranny.
[00:01:49.560 --> 00:01:59.349]  For all of you that say it's just a movie, for more than 50 years the Department of Defense has paid and financed for most major action films.
[00:01:59.990 --> 00:02:07.817]  They all have a unified propaganda message, shelling you on the idea that you're powerless.
[00:02:08.755 --> 00:02:16.381]  And that you can't protect yourself, only shadowy groups, by violating your rights and liberties, can keep you safe.
[00:02:16.921 --> 00:02:27.970]  Throughout the Batman franchise, any vigilantes, other than Batman, are powerless, pathetic, fat, stupid, or psychopathic.
[00:02:29.191 --> 00:02:35.556]  To understand the conclusion of the Dark Knight series, we first have to go back to the beginning.
[00:02:36.900 --> 00:02:45.795]  In Batman Begins, a secret society known as the League of Shadows, led by Ra's al Ghul, played by Liam Neeson.
[00:02:46.818 --> 00:02:55.547]  ...seeks to put a poisonous psychotropic drug in the water supply to drive Gotham, the archetypal New York, into total insanity.
[00:02:56.068 --> 00:02:58.831]  Then he will bring order out of the chaos.
[00:02:59.592 --> 00:03:07.080]  And as all informed people know, governments have been fluoridating water supplies for more than 60 years, causing brain damage and cancer.
[00:03:08.311 --> 00:03:14.034]  So we see here in the first installment a revelation of the method or the power structure showing you how they operate.
[00:03:14.374 --> 00:03:18.737]  That there are secret societies that manipulate for good and bad.
[00:03:19.217 --> 00:03:30.203]  Bruce Wayne, the aristocrat, the banker, the globalist has his secretive system and then there's the evil outlanders trying to come in and take over.
[00:03:32.071 --> 00:03:36.814]  In part two, Batman the Dark Knight, we're introduced to the Joker.
[00:03:37.415 --> 00:03:40.037]  Now let's analyze the underlying messages here.
[00:03:41.438 --> 00:03:49.003]  He is a non-conformist, a libertarian type who makes his own clothes and burns money.
[00:03:49.023 --> 00:03:50.304]  Nothing.
[00:03:51.084 --> 00:03:53.806]  No matches on prints, DNA, dental.
[00:03:54.167 --> 00:03:55.728]  Clothing is custom, no labels.
[00:03:56.417 --> 00:04:01.081]  He doesn't go along with the mainline, consumerist, corporate culture.
[00:04:01.541 --> 00:04:11.549]  And so, he's got to be a murdering psychopath who enjoys blowing up hospitals, bridges, ships, and killing police officers.
[00:04:13.302 --> 00:04:34.802]  But our hero, the rich banker industrialist Bruce Wayne, have developed a system to hack into cell phones and use them to create a sonar system that can give them a three-dimensional view of what's happening by using Defense Department technology they were developing to hack into all the cell phones and use them as audio
[00:04:35.422 --> 00:04:44.330]  Microphone systems, they're able to save the city because they violate everyone's rights and spy on them without warrants.
[00:04:45.484 --> 00:05:02.338]  So again, it aids and abets and gives comfort to criminal elements in the NSA who on record are spying on the American people and using all of our appliances from smart meters to computers to smartphones to spy on us.
[00:05:02.879 --> 00:05:06.181]  All of it is pro-tyranny propaganda.
[00:05:07.783 --> 00:05:12.527]  We now move from Part 2 to Part 3, The Dark Knight Rises.
[00:05:14.110 --> 00:05:16.633]  So let's start decoding The Dark Knight Rises.
[00:05:17.274 --> 00:05:19.497]  Number one, look at the name.
[00:05:19.598 --> 00:05:21.660]  The Dark Knight Rises.
[00:05:22.622 --> 00:05:25.806]  And we're told that he's willing to give it all up.
[00:05:26.407 --> 00:05:27.428]  You've given them everything.
[00:05:33.044 --> 00:05:34.945]  Oh, you've already given these people so much.
[00:05:35.505 --> 00:05:37.126]  I haven't given everything.
[00:05:37.146 --> 00:05:51.093]  So, he's this Christ figure, this dark Christ who is fighting the evil secret society led by Bane, who is coming to destroy Babylon, the beautiful city.
[00:05:52.110 --> 00:05:53.651]  Here's a few juicy spoilers.
[00:05:54.531 --> 00:05:57.353]  Batman gets his back broken in a fight with Bane.
[00:05:58.114 --> 00:06:08.900]  At the end, as Bane is dying, we learn that he's a Darth Vader character who can't survive without the mask, which is the recurring cyborg archetype that humanity can't live without machines.
[00:06:10.321 --> 00:06:11.241]  Who is Bane?
[00:06:11.662 --> 00:06:13.142]  He's a symbolic demon.
[00:06:13.763 --> 00:06:14.523]  A destroyer.
[00:06:14.843 --> 00:06:16.845]  A symbol of the Hegelian dialectic.
[00:06:17.765 --> 00:06:18.806]  Order out of chaos.
[00:06:20.305 --> 00:06:22.988]  To the conscious mind, these symbols don't register.
[00:06:23.569 --> 00:06:28.816]  To the subconscious, they are clear commands, just like you're a computer.
[00:06:31.363 --> 00:06:40.006]  The power of Hollywood, the power of images, the program the mind is not debated and the Pentagon and Madison Avenue know that.
[00:06:40.346 --> 00:06:54.450]  Remember back in 1975 when for more than two years the beaches were almost empty in the United States and areas of Europe and Australia because people were so scared that a giant shark was going to eat them?
[00:06:55.510 --> 00:06:58.833]  Psychological warfare chiefs certainly paid attention to that.
[00:06:59.354 --> 00:07:14.549]  Even though on average less than five people die a year from great white shark attacks worldwide, people would not go in the water and were demanding shark patrols and more lifeguards for a non-existent threat.
[00:07:15.149 --> 00:07:18.613]  That's what these movies do, not just these Batman films.
[00:07:19.313 --> 00:07:33.922]  Every one of these films has terrorists blowing up major cities constantly to create the psychological illusion that there's big sharks out there that want to eat you and there's terrorists under every table that want to attack you and your family.
[00:07:34.582 --> 00:07:37.443]  And you notice at the end of Jaws, the shark has been killed.
[00:07:37.923 --> 00:07:38.704]  He's been defeated.
[00:07:39.164 --> 00:07:41.885]  But still, the beaches remained empty.
[00:07:42.605 --> 00:07:45.066]  You are being subconsciously programmed.
[00:07:45.366 --> 00:07:58.131]  When you go in one of these movies and just turn yourself over to it and suspend a disbelief, you become a willing victim to have your mind literally programmed in that key fear state.
[00:07:58.851 --> 00:08:03.533]  Because when the mind is in that fear state, it is wide open to be reprogrammed.
[00:08:04.133 --> 00:08:07.175]  And now in the new film, we see the football game blown up.
[00:08:07.595 --> 00:08:09.797]  We see the police helpless.
[00:08:10.577 --> 00:08:22.626]  If the state doesn't take every right we've got, and turn our children against us, and set up highway checkpoints, and launch 30,000 armed drones, and listen to our phone calls, then none of us are safe.
[00:08:23.186 --> 00:08:30.391]  Because the non-existent threat of Osama Bin Laden, and Al-Syedah, and Bane are gonna get us.
[00:08:31.923 --> 00:08:39.821]  The key to understanding why the social engineers want males in an arrested development junior high mentality state is simple.
[00:08:41.243 --> 00:08:58.126]  Through thousands of films and video games, we are bombarded with the idea that threats always come in the form of a giant evil monster or terrorist who openly announces themselves, not through slow cultural death.
[00:08:59.127 --> 00:09:05.248]  And men are presented with an idea of Arnold Schwarzenegger, the Herculean figure, or somebody like Batman.
[00:09:06.374 --> 00:09:11.036]  Defeating the enemy all by themselves because the public is powerless.
[00:09:12.057 --> 00:09:15.499]  That's why now when I talk to so many men, they say, oh, you're such a hero.
[00:09:15.559 --> 00:09:17.140]  You go out and confront politicians.
[00:09:17.180 --> 00:09:19.221]  You go out and, you know, fight for freedom.
[00:09:19.501 --> 00:09:20.461]  I'm glad you're there.
[00:09:20.701 --> 00:09:21.322]  What do you mean?
[00:09:21.462 --> 00:09:22.903]  I'm just an average person like you.
[00:09:23.843 --> 00:09:26.524]  We're not fighting big green Martians from Mars.
[00:09:26.785 --> 00:09:32.908]  We're not fighting, you know, shadowy groups like Bain, unless you talk about the private fellow reserve that's hijacked this country.
[00:09:33.328 --> 00:09:35.789]  We're fighting the New World Order.
[00:09:36.390 --> 00:09:48.376]  We're fighting a corporate takeover system with regulations and red tape that doesn't announce itself as an enemy, but it just oozes in with bureaucracy to dominate and usurp our lives.
[00:09:48.656 --> 00:09:52.478]  We're fighting the UN and Agenda 21 and a federal government
[00:09:52.938 --> 00:09:56.101]  Bought and paid for by foreign interests engaging in treason.
[00:09:57.502 --> 00:10:10.732]  When you're conscious or awake, aware, watching, when you don't suspend your disbelief, you see the programming, the manipulation, the hypnotic suggestions right there like it's written on the wall.
[00:10:11.353 --> 00:10:18.819]  But when you're unconscious, like a general population, you are wide open to be victimized by this programming.
[00:10:19.599 --> 00:10:23.640]  Hey, I like a good action, adventure, and movie as much as the next person.
[00:10:23.660 --> 00:10:28.181]  There's nothing wrong with enjoying a film if you're aware of the implanted images.
[00:10:29.241 --> 00:10:34.003]  But it's important that people become conscious of the manipulation that's going on.
[00:10:34.443 --> 00:10:46.526]  So please, share this presentation with your friends and family, and visit InfoWars.com forward slash Batman, where we've posted some other examples of brainwashing that are taking place in our culture.
[00:11:04.628 --> 00:11:06.671]  It's August 31st, 2010.
[00:11:06.731 --> 00:11:10.535]  Three days from now, Machete is going to premiere in theaters across North America.
[00:11:11.617 --> 00:11:22.690]  Going back about three months ago, Hispanic members of Robert Rodriguez's film crew here in Austin, Texas contacted me and said they were really concerned about the film's message and that it was very, very divisive.
[00:11:23.476 --> 00:11:27.017]  And then it would reflect badly on Hispanics, not just create racial division.
[00:11:27.417 --> 00:11:31.819]  Then I got a copy of the script, the script that they used for the film.
[00:11:32.659 --> 00:11:45.123]  And it is a race war that bills white people as the devil, and Mr. Trejo, the star, Machete, or Machete, as a folk hero who they then pray and worship at the end of the film.
[00:11:45.603 --> 00:11:51.628]  And it's got gringos out sacrificing, you know, crucifying Catholic priests, killing Hispanic children.
[00:11:51.968 --> 00:11:52.708]  It's over the top.
[00:11:52.748 --> 00:11:55.350]  It's like a Hispanic version of Birth of the Nation.
[00:11:55.370 --> 00:11:58.012]  I mean, this is really dangerous stuff.
[00:12:05.458 --> 00:12:11.883]  And then, Rodriguez told Ain't It Cool News that, OK, I had too much tequila, and I am going to cut some stuff out of the film.
[00:12:11.943 --> 00:12:13.044]  It could cause some problems.
[00:12:13.871 --> 00:12:24.017]  And I thought, wow, that was my job, was just simply to point out to him that people on his own crew were concerned, and that he should think about what he's doing, because this could cause racial conflict.
[00:12:24.437 --> 00:12:27.539]  I'm all for his First Amendment, but I have my First Amendment right to criticize it.
[00:12:28.019 --> 00:12:31.061]  And I said, let's wait and see what comes out when the film's released.
[00:12:31.621 --> 00:12:38.285]  Well, then I happen to be in a hamburger place with my kids Saturday, and I see the front page of The Statesman.
[00:12:38.985 --> 00:12:41.146]  Dealing with the film Machete.
[00:12:41.426 --> 00:12:44.667]  Commission must decide if Machete qualifies for funds.
[00:12:45.367 --> 00:12:48.368]  And they've got yours truly Alex Jones quoted in here.
[00:12:48.988 --> 00:12:53.670]  And the producer of the film is in the newspaper saying that we made it up that we have the script.
[00:12:54.150 --> 00:12:58.872]  Really we made up the Arizona trailer with all those big stars saying those things.
[00:12:59.592 --> 00:13:01.073]  We made up that we got the script.
[00:13:01.133 --> 00:13:07.595]  We made it up that Robert Rodriguez told Any Cool News that he did cut stuff out because it was racially incendiary.
[00:13:12.332 --> 00:13:27.799]  Now I don't know what film is being released on Friday, but I am concerned about the fact that it's going to hype people up to go out and commit acts of violence with all the stuff going on in Arizona.
[00:13:28.359 --> 00:13:33.942]  So we're going to find out this weekend whether or not Rodriguez has put out his race war film.
[00:13:34.682 --> 00:13:41.024]  And we're going to find out if this guy is a total opportunist, because what this does is it plays on fears of immigrants.
[00:13:41.604 --> 00:13:48.987]  It tries to export America-phobia that does go on in Mexico to the rest of Latin America.
[00:13:49.427 --> 00:14:02.552]  All over Central and South America and on the island of Puerto Rico, they are putting up these big posters with an image of a bloody machete in a hand dripping with blood saying, everyone with machete.
[00:14:03.783 --> 00:14:05.265]  Like it's a political uprising.
[00:14:05.325 --> 00:14:13.173]  And if you know Central and South America and Mexico's history, the machete is the symbol of the peasant uprising because they've been disarmed.
[00:14:13.193 --> 00:14:16.596]  They're not allowed to own guns, so they use their farm implements.
[00:14:17.137 --> 00:14:21.942]  The machete is kind of like the pitchfork in European lore because they were disarmed.
[00:14:22.302 --> 00:14:29.567]  And so here's Rodriguez with a worldwide promotion of this in the streets of Latin American cities with an image of a blood-dripping machete.
[00:14:30.067 --> 00:14:38.914]  And then when you go see the film, at least from what the script says, it's all about evil gringos that must die because they're oppressing the Raza, or the race.
[00:14:39.614 --> 00:14:52.760]  And it's also come out that the Ford Foundation, the Bill and Melinda Gates Foundation, the Rockefeller Foundation, and others have given billions of dollars total to this liberation theology at the universities, not just here in the United States, but all over the world.
[00:14:53.180 --> 00:14:57.342]  So the system wants Hispanics, whites, and blacks to beat each other's throats.
[00:14:57.942 --> 00:15:01.884]  And they don't want Hispanics to feel like they're Americans and become pro-Second Amendment.
[00:15:02.444 --> 00:15:03.885]  No, it's got to be a machete.
[00:15:03.925 --> 00:15:05.846]  Do you get the anti-gun message here?
[00:15:07.099 --> 00:15:13.923]  In so many horror movies and films, the people are always preyed upon by the criminals or the zombies because they don't have guns.
[00:15:14.263 --> 00:15:17.385]  Hollywood will not show that image of people with guns defending themselves.
[00:15:18.185 --> 00:15:23.448]  So we've got Robert Rodriguez blurring the lines between politics and his race war film.
[00:15:24.088 --> 00:15:32.416]  And then having his surrogates, the producer, in the statesman saying, there's none of this in the script, none of this is going on, this is crazy.
