[00:00:06.582 --> 00:00:08.704]  Big Brother.
[00:00:08.704 --> 00:00:11.486]  Mainstream media.
[00:00:11.486 --> 00:00:14.028]  Government cover-ups.
[00:00:14.028 --> 00:00:16.030]  You want answers?
[00:00:16.030 --> 00:00:17.931]  Well, so does he.
[00:00:17.931 --> 00:00:27.439]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:00:27.439 --> 00:00:29.240]  Welcome, my friends, welcome.
[00:00:29.240 --> 00:00:33.264]  Thank you all for joining us on this April 1st, 2012 Sunday transmission.
[00:00:36.764 --> 00:00:41.067]  And no, there's not going to be any April Fool's jokes today, so don't be looking for that.
[00:00:41.067 --> 00:00:47.432]  We've got too much serious information going on in this society to play games with people.
[00:00:47.432 --> 00:00:53.637]  But we do have a very special premiere transmission for you this Sunday.
[00:00:53.637 --> 00:00:57.760]  We're going to be airing some segments that have not been on the radio yet.
[00:00:59.177 --> 00:01:06.159]  Namely, my analysis of the occultic slash off-world systems that the elite believe in.
[00:01:06.159 --> 00:01:08.740]  I'm not saying I believe in it, it's what they believe in.
[00:01:08.740 --> 00:01:14.301]  Just like pygmies believe in worshipping rocks and plants as animists, doesn't mean I believe in that.
[00:01:14.301 --> 00:01:23.104]  But as a sociologist, anthropologist, as someone trying to understand what the globalists are doing, what the psychopaths are doing, I study it and our discoveries about
[00:01:23.624 --> 00:01:28.632]  This upcoming Ridley Scott film, Prometheus, are nothing less than amazing.
[00:01:28.632 --> 00:01:34.822]  That's going to be a little 10-minute piece coming up later in the transmission.
[00:01:34.822 --> 00:01:37.667]  Well, I guess at the end of this hour is when we're going to be airing that.
[00:01:39.446 --> 00:01:45.532]  Also, I interviewed rock legend Billy Corrigan, founder of the Smashing Pumpkins, and also prolific songwriter.
[00:01:45.532 --> 00:01:50.997]  It's been a really popular interview that we aired last week for PrisonPlanet.tv viewers.
[00:01:50.997 --> 00:01:55.942]  That's going to premiere here on the radio for all to be able to hear it.
[00:01:55.942 --> 00:02:01.167]  I did an incredible interview last Thursday, just a couple days ago, with David Icke.
[00:02:02.705 --> 00:02:05.788]  And that was only for PrisonPlanet.tv viewers.
[00:02:05.788 --> 00:02:09.411]  From time to time I like to air stuff, especially here on the Sunday Show.
[00:02:09.411 --> 00:02:12.254]  That was probably the best interview I've ever done with him.
[00:02:12.254 --> 00:02:14.436]  And he talked about a wide range of subjects.
[00:02:14.436 --> 00:02:18.579]  David Icke's coming up, that kind of dovetails with the whole Prometheus situation.
[00:02:19.602 --> 00:02:22.983]  We're going to be doing David Icke in the last two segments of the second hour.
[00:02:22.983 --> 00:02:24.443]  And Dave Mustaine!
[00:02:24.443 --> 00:02:26.524]  We did an in-depth interview a few weeks ago.
[00:02:26.524 --> 00:02:27.764]  Again, very, very popular.
[00:02:27.764 --> 00:02:29.225]  A big news maker.
[00:02:29.225 --> 00:02:30.105]  And why is that important?
[00:02:30.105 --> 00:02:32.046]  It got people talking about real issues.
[00:02:32.046 --> 00:02:37.908]  You know, when people find out these celebrities are listeners, their entire fan base starts tuning in to what we're doing.
[00:02:37.908 --> 00:02:45.570]  And it just shows the solidarity of Liberty Lovers and that there's so many people awake and concerned with what's happening.
[00:02:47.137 --> 00:02:49.279]  On our planet today.
[00:02:49.279 --> 00:02:51.460]  So that is coming up as well.
[00:02:51.460 --> 00:02:53.602]  But it is April 1st.
[00:02:53.602 --> 00:02:56.464]  Hard to believe we're already into the fourth month of 2012.
[00:02:56.464 --> 00:02:59.927]  The fourth month of 2012.
[00:02:59.927 --> 00:03:06.712]  That is all coming up today and more on this special Sunday edition.
[00:03:06.712 --> 00:03:11.475]  Look, I didn't really cover the Trayvon Martin thing very much in the last week or two.
[00:03:11.475 --> 00:03:12.356]  I covered it a little bit.
[00:03:13.311 --> 00:03:15.674]  And I said, look, it's a media high pokes.
[00:03:15.674 --> 00:03:17.036]  I'm sad what happened to him.
[00:03:17.036 --> 00:03:19.539]  We don't know the full story.
[00:03:19.539 --> 00:03:24.606]  But the media is trying to create a race war here.
[00:03:24.606 --> 00:03:27.389]  And now it's becoming clearer and clearer.
[00:03:27.389 --> 00:03:29.892]  Every time I walk by the three or four televisions.
[00:03:31.434 --> 00:03:37.539]  I say three or four, because sometimes one of them and none, that are on different so-called news channels, ABC, CBS, NBC.
[00:03:37.539 --> 00:03:40.941]  You know, we watch the nightly news and we're here sometimes to monitor it.
[00:03:40.941 --> 00:03:46.145]  But Fox is on, CNN, MSNBC, CNBC.
[00:03:46.145 --> 00:03:47.206]  That's all they're talking about!
[00:03:47.970 --> 00:03:51.493]  Not the depression, not the dollar devaluation, none of it.
[00:03:51.493 --> 00:03:54.156]  And it's tens of thousands of people marching in L.A.
[00:03:54.156 --> 00:03:58.740]  and in Florida and Spike Lee, you know, giving out.
[00:03:58.740 --> 00:04:01.102]  It's one thing to Twitter somebody's house and say, go get them.
[00:04:01.102 --> 00:04:02.684]  That's bad enough.
[00:04:02.684 --> 00:04:05.026]  And if I did that, I'd be arrested.
[00:04:05.026 --> 00:04:07.868]  But now, twittering the wrong people's house?
[00:04:09.074 --> 00:04:25.822]  And the media playing into this and trying to build it up and then media matters saying Matt Drudge of DrudgeReport.com is a racist because he posted one of the more recent photos of Trayvon sporting the grill and all that and you know older and bigger.
[00:04:26.721 --> 00:04:35.085]  And then of course it turned out it was a real photo, but it's just, it's crazy how the system is engaged in divide and conquer.
[00:04:35.085 --> 00:04:44.669]  So I'm going to come back, hit that a little bit, and we're going to get into the Billy Cornigan, the breakdown of Prometheus, the David Icke.
[00:04:44.669 --> 00:04:47.031]  All of this is going to be quite a transmission.
[00:04:47.031 --> 00:04:51.333]  I want to say great job to the crew as well in here on Sunday getting this together.
[00:04:51.333 --> 00:04:51.793]  Stay with us.
[00:05:00.925 --> 00:05:07.569]  When you're out on the road, the last place you want to be is on the road.
[00:05:07.569 --> 00:05:12.712]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:05:12.712 --> 00:05:21.436]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:05:21.436 --> 00:05:25.519]  They sew pride in every stitch.
[00:05:25.519 --> 00:05:27.820]  Guarantee you'll love the way they fit.
[00:05:39.598 --> 00:05:41.739]  We turn jeans inside out.
[00:05:41.739 --> 00:05:43.520]  Diamond Gusset Jeans.
[00:05:43.520 --> 00:05:46.401]  Made in the USA with unparalleled quality.
[00:05:46.401 --> 00:05:50.644]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[00:05:50.644 --> 00:05:53.045]  So you can ride all day with confidence.
[00:05:53.045 --> 00:05:55.746]  Order yours at gusset.com.
[00:05:55.746 --> 00:05:57.327]  Diamond Gusset Jeans.
[00:05:57.327 --> 00:05:58.107]  Got it.
[00:05:58.107 --> 00:05:58.968]  Others don't.
[00:06:05.501 --> 00:06:09.004]  Oh yeah!
[00:06:09.004 --> 00:06:11.285]  Live from Austin, Texas.
[00:06:11.285 --> 00:06:12.706]  Broadcasting Worldwide.
[00:06:12.706 --> 00:06:13.787]  Hit me!
[00:06:13.787 --> 00:06:21.472]  It's Alex Jones.
[00:06:21.472 --> 00:06:28.417]  50,000 unstoppable watts!
[00:06:28.417 --> 00:06:35.002]  It's hard to turn that off.
[00:06:38.180 --> 00:06:41.802]  Clutch going there for you, ladies and gentlemen.
[00:06:41.802 --> 00:06:43.003]  Shout out to those guys.
[00:06:43.003 --> 00:06:47.385]  All right, we really do have a big transmission lined up for you today.
[00:06:47.385 --> 00:06:50.547]  Very, very proud of what we've got here for you.
[00:06:50.547 --> 00:06:57.831]  Once a month or so, I like to do a Sunday show, and it is April Fool's, but there won't be any joking here on this Sunday, April 1st.
[00:06:57.831 --> 00:07:05.296]  Sometimes, once a month, every five weeks or so, on average, we like to have a show where I take clips
[00:07:05.856 --> 00:07:16.965]  Special news reports, special interviews from InfoWars Nightly News that airs five nights a week, seven o'clock central at InfoWarsNews.com or PrisonPlanet.tv.
[00:07:16.965 --> 00:07:18.866]  It's already on British television.
[00:07:18.866 --> 00:07:20.768]  It's already on some cable systems here in the U.S.
[00:07:20.768 --> 00:07:22.269]  without us even trying.
[00:07:22.269 --> 00:07:25.391]  I've been beta testing in the last eight months and it is subscription.
[00:07:25.391 --> 00:07:28.434]  Members get it first and get nine years of stuff I've posted there.
[00:07:28.434 --> 00:07:29.715]  It's nine years in April.
[00:07:29.715 --> 00:07:34.919]  It's now, in a couple days, it'll be nine years we've had PrisonPlanet.tv up and operating and
