[00:00:06.499 --> 00:00:10.701]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:11.321 --> 00:00:12.142]  You want answers?
[00:00:12.922 --> 00:00:13.763]  Well, so does he.
[00:00:14.463 --> 00:00:18.045]  He's Alex Jones on the GCN Radio Network.
[00:00:18.645 --> 00:00:22.787]  And now, live from Austin, Texas, Alex Jones.
[00:00:29.830 --> 00:00:32.352]  Hello, welcome to the Alex Jones Show.
[00:00:33.656 --> 00:00:35.058]  I am not Alex Jones.
[00:00:35.619 --> 00:00:40.504]  I am the guest host today, Friday, July 27th, in the year 2012.
[00:00:40.845 --> 00:00:42.847]  I am Holland van den Nieuwenhoff.
[00:00:44.409 --> 00:00:49.495]  I am joined also by my fellow guest co-host, Chris Emery.
[00:00:50.885 --> 00:00:51.746]  Thanks for having us.
[00:00:51.926 --> 00:00:54.968]  I want to thank the staff with AJ Productions.
[00:00:54.988 --> 00:00:58.190]  This is actually quite an honor to be here, and it's awesome.
[00:00:58.310 --> 00:00:59.011]  It's a great opportunity.
[00:00:59.031 --> 00:01:02.994]  We're going to have a lot of good information for you folks, so stay with us through 2 o'clock.
[00:01:03.234 --> 00:01:03.874]  Yeah, exactly.
[00:01:04.154 --> 00:01:11.740]  We were on the show earlier in the week, and afterwards Alex asked us to guest host, and it is our honor and pleasure to fill in for him.
[00:01:12.060 --> 00:01:15.282]  This is actually, you know, somewhat of a dream of mine.
[00:01:15.322 --> 00:01:20.226]  I've been listening to Alex Jones since 1999 when I first got out of the Marine Corps.
[00:01:20.987 --> 00:01:24.511]  Here in Austin when I lived here listening on the old KLBJ.
[00:01:25.152 --> 00:01:32.762]  And now here I am several years later guest hosting One Day for Alex Jones and I can take this off the bucket list.
[00:01:32.902 --> 00:01:33.283]  I've done it.
[00:01:34.417 --> 00:01:58.179]  But we are here, we are, if you don't know, we are the producers of the movie A Noble Lie, Oklahoma City 1995, which is the deconstruction of the official story of the Oklahoma City bombing, and it's the culmination of 16 years of active resistance to the official story by the truth seekers in Oklahoma City and around the country and the globe, people who have been involved in the story from the beginning.
[00:01:59.587 --> 00:02:06.972]  Fighting the Info War, the agenda that was tried to push down the throat of the American people following the Oklahoma City bombing.
[00:02:07.752 --> 00:02:11.535]  And of course, A Noble Lie is available at the Info Shop.
[00:02:11.715 --> 00:02:12.896]  Highly advise you pick it up.
[00:02:13.016 --> 00:02:21.162]  It's, as I have been told time and time again, the best expose of the Oklahoma City bombing produced thus far.
[00:02:21.882 --> 00:02:27.406]  And Chris Emery is the narrator and producer, but he is the voice of A Noble Lie.
[00:02:27.566 --> 00:02:27.787]  Chris?
[00:02:28.604 --> 00:02:35.587]  It was basically 12 years in the making, and we used a lot of the information in the Bombing Investigation Committee.
[00:02:35.948 --> 00:02:43.831]  Folks, if you really want a good review, at least what they call a primer of the case, please go ahead and get a copy of this.
[00:02:44.291 --> 00:02:46.132]  You will be amazed at the information on there.
[00:02:46.713 --> 00:02:54.076]  We're looking at doing a follow-up for the next anniversary in 2013 to add more clips, extended interviews.
[00:02:54.716 --> 00:02:57.618]  So next year is even going to be, we're taking the next step.
[00:02:58.378 --> 00:03:01.500]  And, uh, this thing is sold absolutely amazing.
[00:03:02.101 --> 00:03:04.983]  21 different countries, uh, foreign countries, very well here in the U.S.
[00:03:05.643 --> 00:03:08.485]  Thanks, of course, in large part to, uh, Alex Jones and his staff.
[00:03:08.825 --> 00:03:22.455]  It was a huge, um, uh, uh, jumpstart on it, and we were very honored to be, uh, accepted at four different film festivals in a five-month period of capturing the best picture feature documentary honor at the Bare Bones Film Festival in Oklahoma.
[00:03:23.255 --> 00:03:25.218]  And so it's just taken off like great guns.
[00:03:25.899 --> 00:03:29.523]  And the information, I guess, is what really speaks for itself.
[00:03:29.783 --> 00:03:31.545]  And I was very honored to work with the film crew.
[00:03:32.186 --> 00:03:36.771]  Yes, it was very pleasing to see the reception by the like-minded community.
[00:03:36.811 --> 00:03:38.894]  That was very pleasing to see that they approved of our efforts.
[00:03:39.534 --> 00:03:43.099]  And they appreciated the information that we had to show them about the bombing.
[00:03:43.599 --> 00:03:54.468]  Well, we've also experienced some recognition from the filmmaking industry itself, which is pleasing to know that we did produce a very good product.
[00:03:54.809 --> 00:03:57.591]  And it's been recognized in several film festivals and won awards.
[00:03:58.291 --> 00:04:00.653]  And so I think that
[00:04:01.634 --> 00:04:16.313]  One of the primary reasons that we tried to get the documentary out in this time, right before the year 2012, was not just to expose the lie that is the official story of Oklahoma City, but to expose the methodology of the false flag attack.
[00:04:16.933 --> 00:04:25.256]  That because people who are guilty, perpetrators who are still walking around, are not held accountable, by definition it will happen again.
[00:04:25.276 --> 00:04:26.816]  It has happened again.
