[00:00:06.141 --> 00:00:06.321]  Yeah.
[00:00:41.632 --> 00:00:45.476]  Good evening and welcome, ladies and gentlemen, to the InfoWars Nightly News.
[00:00:45.576 --> 00:00:46.858]  I'm your host, Aaron Dykes.
[00:00:46.918 --> 00:00:49.000]  Today is Thursday, November 29th, 2012.
[00:00:54.051 --> 00:01:01.353]  Tonight on the Info Wars Nightly News, the Senate of Illinois defeats the governor's sneaky attempt to ban assault weapons.
[00:01:01.973 --> 00:01:06.374]  Then, Al Qaeda's Pentagon dinner guest was part of a catch and release program.
[00:01:07.294 --> 00:01:11.135]  And a sheriff becomes an internet icon for standing up for the Bill of Rights.
[00:01:12.175 --> 00:01:15.476]  All that and more coming up on the Info Wars Nightly News.
[00:01:26.047 --> 00:01:38.378]  Last week, of course, was Thanksgiving, a time for Americans across the country to recall and give thanks for their family, their many blessings, for the freedoms we were granted in this country that were enumerated by the Constitution.
[00:01:38.778 --> 00:01:49.168]  But of course, during that opt-out week at the TSA, it was also a time to scratch our heads and wonder why we still have to go through these ridiculous security measures being patted down,
[00:01:49.748 --> 00:01:55.289]  Hands being put into pants, genitals being grabbed, all supposedly to catch a terrorist.
[00:01:55.850 --> 00:02:01.611]  And that just brings us to our top story tonight, which may have a lot of you scratching your head a bit dizzied.
[00:02:02.011 --> 00:02:09.693]  New documents show that Al Qaeda's Pentagon dinner guest was part of a catch-and-release program that of course is Anwar al-Awlaki.
[00:02:10.093 --> 00:02:14.254]  A new judicial watch lawsuit reveals evidence that Bush, Obama,
[00:02:14.654 --> 00:02:38.253]  Clinton for that matter operated shady deals with terrorists and so Steve Watson has the story explaining how these documents were obtained by the accountability group Judicial Watch and confirmed that the US-born Islamic cleric Anwar al-Awlaki, said to be the former leader of Al-Qaeda in the Arabian Peninsula, was arrested and held in Yemen at the behest of the embassy before being released again.
[00:02:38.833 --> 00:02:39.174]  Further,
[00:02:39.594 --> 00:02:41.596]  He was invited to the U.S.
[00:02:41.656 --> 00:02:48.263]  Embassy in Yemen March 24, 2011, just six months before he was allegedly killed in a drone strike.
[00:02:48.683 --> 00:02:56.891]  Now these documents also corroborate reports that suggest al-Awlaki had been arrested around that time in connection with an al-Qaeda plot to kidnap a U.S.
[00:02:56.931 --> 00:02:57.672]  government official.
[00:02:58.232 --> 00:03:03.134]  However, his arrest in 2006 was followed by a release in 2007.
[00:03:03.635 --> 00:03:20.343]  And you go back in time and follow the crazy history around Anwar al-Awlaki and other alleged hijackers, alleged terrorists, as they're again released, as they're let into the country despite being on watch lists, as they're granted visas, as they're allowed to travel back and forth
[00:03:20.903 --> 00:03:31.126]  All while Americans and regular tourists are treated like criminals and scum in prison lines at airports and now increasingly at bus stations, train depots, you name it.
[00:03:31.567 --> 00:03:35.728]  Now this report about al-Awlaki being officially invited to the U.S.
[00:03:35.788 --> 00:03:43.310]  Embassy in Yemen, of course, follows the revelations that were revealed in October of 2010 at Fox News.
[00:03:43.451 --> 00:03:47.292]  Exclusive al-Qaeda leader dined at the Pentagon just months after 9-11.
[00:03:48.332 --> 00:04:03.222]  Now, that was in early 2002, just a little bit after the September 11 attacks, when Al-Awlaki had been interviewed multiple times by the FBI and other investigative authorities because of his connections to at least three of the 9-11 hijackers.
[00:04:03.662 --> 00:04:08.826]  Now, he was detained, he was questioned, but he was let go, and this happened over and over again.
[00:04:08.866 --> 00:04:10.647]  There's just several rounds of this.
[00:04:10.667 --> 00:04:14.890]  I believe the latest time was in September 2007, when FBI agents had him
[00:04:18.172 --> 00:04:22.093]  Under their detainment, but decide to let him go.
[00:04:22.213 --> 00:04:24.614]  Just something we can expect from these terrorists.
[00:04:24.674 --> 00:04:36.076]  And the reason for it is because people like Tony Schaefer, Lieutenant Colonel Anthony Schaefer, who helped blow the whistle on much of the intelligence behind 9-11, he said that Al Lockhee was a triple agent.
[00:04:36.416 --> 00:04:41.137]  Webster Tarpley, the historian, has called him a patsy and a double agent, and on and on.
[00:04:41.177 --> 00:04:43.418]  These people work for the Pentagon.
[00:04:43.438 --> 00:04:47.279]  They work for the actual appearance that there's terrorism around the world.
[00:04:47.739 --> 00:04:50.420]  They play out these roles in their fictional scenarios.
[00:04:50.721 --> 00:05:01.026]  They pose for the pictures to help spread the xenophobia and Islamic fear while conditioning Americans for the real attack, the assault on our Bill of Rights, on our freedom here in this country.
[00:05:01.446 --> 00:05:03.487]  And I'm thankful for every freedom we still have.
[00:05:03.868 --> 00:05:07.730]  And I'm outraged at the fact that this is how real terrorists get treated.
[00:05:08.760 --> 00:05:10.561]  And Americans are considered scum.
[00:05:10.942 --> 00:05:14.684]  I could go on, but I won't, but it's important news to check out at InfoWars.com.
[00:05:15.065 --> 00:05:26.233]  Meanwhile, the Illinois Senate has defeated the governor's sneaky attack to introduce an assault weapons ban into legislation in the state of Illinois, where Barack Obama is from.
[00:05:26.753 --> 00:05:37.001]  It is Governor Pat Quinn who attempted to rewrite a Senate bill without letting the measure first be heard by the legislature, but it was stopped by State Senator David Luchfield
[00:05:37.401 --> 00:05:41.862]  Who is a Republican and so they've been battling there in the Illinois Statehouse.
[00:05:42.222 --> 00:05:44.522]  Today's a good day for the Second Amendment in Illinois.
[00:05:44.542 --> 00:05:53.164]  We have scored a victory against short-sighted Chicago anti-gun policies, Luchfield said in the Illinois Review on Wednesday.
[00:05:53.244 --> 00:06:00.965]  The governor overstepped his reach when he decided to rewrite that Senate bill and impose an assault weapons ban without the measure first being heard by the legislature.
[00:06:01.485 --> 00:06:04.026]  It was supposed to be legislation to allow
[00:06:04.526 --> 00:06:05.427]  I think?
