[00:00:05.085 --> 00:00:05.266]  Yeah.
[00:00:41.050 --> 00:00:44.332]  Welcome, ladies and gentlemen, to the InfoWars Nightly News.
[00:00:44.352 --> 00:00:45.852]  I'm your host, Aaron Dykes.
[00:00:45.932 --> 00:00:48.053]  Today is Wednesday, August 29th, 2012.
[00:00:52.793 --> 00:01:01.038]  Tonight, on the InfoWars Nightly News, Aaron Dyke speaks with activist Derek Brose about his recent run-in with the TSA in Tampa.
[00:01:01.299 --> 00:01:06.502]  Plus, BR1.com's Kalen Ockerman talks about his anti-globalist artwork.
[00:01:06.962 --> 00:01:12.066]  Then, the exploitation of Hurricane Isaac, all in the name of expanding the police state.
[00:01:12.786 --> 00:01:16.249]  All that and more, coming up on the InfoWars Nightly News.
[00:01:24.505 --> 00:01:41.120]  We have breaking news tonight as Hurricane Isaac, which has now been downgraded to a tropical storm, has indeed caused massive flooding in Louisiana, not in the concentrated New Orleans area, but about an hour or so outside of that area in the Plackermans Parish.
[00:01:41.560 --> 00:01:47.667]  We've been in touch with our source, Charles in Louisiana, and we have a number of updated news items for you.
[00:01:48.048 --> 00:01:59.862]  They are planning to evacuate the area, and we've been told that the 8-foot levee has definitely been overwhelmed by water, and our reports from Charles in Louisiana indicate the levee itself may have broken.
[00:02:00.342 --> 00:02:09.407]  And furthermore, the authorities are considering breaching the levee on purpose to try to divert the water and end the flooding that is going on in that area.
[00:02:09.788 --> 00:02:21.495]  Now apparently this levee was never improved after Hurricane Katrina because it was so far outside of the main New Orleans area, thus it never got the improvements, but it is certainly taking a serious blow now.
[00:02:22.435 --> 00:02:29.761]  Now our source in New Orleans, in the New Orleans area that is, is still in the midst of that hurricane slash tropical storm.
[00:02:29.801 --> 00:02:32.784]  That's going to be ongoing for another 18 to 24 hours.
[00:02:33.144 --> 00:02:37.868]  So we're going to get further updates from Charles in Louisiana if he still has phone service.
[00:02:37.908 --> 00:02:40.491]  They had difficulty getting that phone service earlier.
[00:02:40.831 --> 00:02:46.356]  They've been trying to reach our office and give us details about the dusk curfew that has been set.
[00:02:46.776 --> 00:03:00.145]  Not only in the Plaquemines Parish area, not only in New Orleans, but all the way up to the Baton Rouge area, which is well north into the heart of Louisiana, and basically all the areas in between.
[00:03:00.566 --> 00:03:06.069]  And police in particular have been emphasizing in their media reports that they're going to keep law and order.
[00:03:06.730 --> 00:03:08.211]  Now we know what happened last time.
[00:03:08.271 --> 00:03:14.375]  There was gun confiscation even in the areas that weren't flooded, and we really hope that's not what they have in mind again.
[00:03:14.955 --> 00:03:15.316]  However,
[00:03:15.996 --> 00:03:23.622]  This is another situation where they're using any emergency pretext at all to roll in National Guard and other troops.
[00:03:23.682 --> 00:03:33.750]  They're going to blur the line once again of Posse Comitatus until everyone is acclimated to this occupation inside our country, the former Republic of the United States.
[00:03:34.251 --> 00:03:40.196]  Despite the fact that Isaac is a Category 1 hurricane, Curt Nema writes in his article, New Orleans Mayor Mitch
[00:03:40.936 --> 00:03:48.518]  Landrieu said the city had dodged a bullet, and the Army National Guard had dispatched thousands of troops to Louisiana.
[00:03:48.998 --> 00:04:01.520]  Now, Governor Bobby Jindal has basically earmarked 8,000 troops for a 180-day period, and they have another 35,000 troops and plenty of aircraft standing by to occupy that zone.
[00:04:02.100 --> 00:04:05.861]  And again, Charles in Louisiana went down during Hurricane Katrina,
[00:04:06.261 --> 00:04:20.872]  Back in 2005 as a volunteer, as did so many other good people in that community, they've been told this time you will stay in your homes, you will be arrested if you go out after dusk because there's a curfew blanketing all of the Louisiana area.
[00:04:21.153 --> 00:04:27.477]  They've been told they don't want ordinary volunteers, they just want police and military and other so-called officials.
[00:04:27.978 --> 00:04:33.122]  Now what's disgusting here is how communities used to help each other when there was natural disasters.
[00:04:33.442 --> 00:04:35.804]  But now we have learned to accept the big
[00:04:36.244 --> 00:04:47.129]  Federal government driven control, even though they've only proven time and time again, they bungle the situation, they respond late, and they cause people to be hurt, killed, robbed from, stealed.
[00:04:47.449 --> 00:04:48.190]  They're not helping.
[00:04:48.979 --> 00:05:00.123]  They're preventing people from helping again by design and once again they did confiscate guns in Hurricane Katrina so we're going to sound the alarm here again not to confiscate the guns.
[00:05:00.503 --> 00:05:09.706]  Troops whether National Guard or other divisions do not obey orders to confiscate America's weapons which is protected under the Second Amendment
[00:05:11.328 --> 00:05:18.818]  Of course, the Oath Keepers have been trying to get that message out to as many military personnel as possible and we hope they hear this call as well.
[00:05:19.198 --> 00:05:24.185]  But once again, we have this breaking news that they are preparing to evacuate in that New Orleans area.
[00:05:25.387 --> 00:05:37.975]  And I would just add, too, that Charles in Louisiana, I just got off the phone with him a few minutes ago, pointed out that they were beginning to lock down the city, issue the curfew orders, and tell people not to even go out on the streets.
[00:05:38.275 --> 00:05:40.436]  There's no gas, there's no food available.
[00:05:40.877 --> 00:05:44.859]  All this happened when there wasn't even rain, before there was ever strong winds.
[00:05:45.239 --> 00:05:48.001]  This was a pre-planned event, so we're going to see how it plays out.
[00:05:48.301 --> 00:05:52.584]  But they have certainly worked against the best interests of the American people before.
[00:05:53.024 --> 00:05:57.228]  Now we will turn to the RNC convention underway in Tampa, Florida.
[00:05:57.288 --> 00:06:05.114]  The big circus, the big show to anoint Mitt Romney and have this staged election against Barack Obama, his controlled opposition.
[00:06:05.474 --> 00:06:15.682]  Now Ron Paul shouldn't have been a story in this mix in particular because they worked so hard to censor him and shut him out of the process leading up to this convention.
[00:06:16.043 --> 00:06:19.766]  And yet here he is, several big stories, the biggest of which
[00:06:20.146 --> 00:06:30.080]  Is that the TSA decided to harass Ron Paul and his wife and his aides as they left Tampa yesterday in their private plane.
[00:06:30.781 --> 00:06:36.589]  Now they were at the small airport of Clearwater Florida right outside Tampa in the area
[00:06:37.029 --> 00:06:48.775]  And they were told that no one would be allowed to leave until there was an extensive search of all their credentials and identifications, but then also of the plane itself, which they explicitly searched for explosives.
[00:06:49.195 --> 00:06:49.515]  Why?
[00:06:49.875 --> 00:07:01.561]  Because those TSA agents were there to harass Ron Paul and directly made the insinuation that his plane could be used as an explosive missile device to attack Mitt Romney.
[00:07:01.961 --> 00:07:03.161]  Oh, this really happened.
[00:07:03.762 --> 00:07:06.123]  Here it is on the Lou Rockwell blog.
[00:07:06.483 --> 00:07:09.606]  Kurt Nemo, of course, has the story on the top of InfoWars.
[00:07:09.987 --> 00:07:12.930]  TSA harasses Ron Paul and his wife in Florida.
[00:07:13.230 --> 00:07:14.351]  But here's this detail.
[00:07:14.792 --> 00:07:24.041]  One of the pilots noted that the plane, full of aviation fuel, was already a bomb, as the several TSA agents indicated that they had to check this plane
[00:07:24.421 --> 00:07:28.663]  Specifically for explosives because Mitt Romney was in the area.
[00:07:29.004 --> 00:07:35.267]  This is Ron Paul who was accused by many critics for not even attacking Mitt Romney through his words and rhetoric enough.
[00:07:35.647 --> 00:07:44.572]  And now here he is being manhandled by the TSA on the pretext that he would be somehow a physical threat in his private plan against Mitt Romney.
[00:07:44.972 --> 00:07:47.133]  And they're a little phony parade at the RMC.
[00:07:47.573 --> 00:07:53.416]  Well, this all ended when they insisted on patting down his wife Carol, who has a pacemaker.
[00:07:53.656 --> 00:07:59.739]  When she refused, the TSA agents began to get indignant, but one of their aides began filming the incident.
[00:07:59.839 --> 00:08:01.600]  They got nervous and incident...
[00:08:01.900 --> 00:08:02.140]  I think so.
[00:08:27.893 --> 00:08:37.683]  Then again, on the convention floor today, yesterday rather, a hot mic caught further evidence of the establishment's ongoing efforts to censor Ron Paul.
[00:08:38.024 --> 00:08:43.789]  Paul Joseph Watson's story hot mic catches Republican praising censorship of Ron Paul.
[00:08:44.170 --> 00:08:46.853]  And it was during the roll call at the convention yesterday
[00:08:47.413 --> 00:09:01.082]  The attendee was caught on a hot mic praising the fact that they had done a good job in blacking out Ron Paul when the mic apparently accidentally cut out the listing of Ron Paul's delegates after Mitt Romney's.
[00:09:01.443 --> 00:09:10.769]  Those delegates were re-read and entered into the official record, but the point being you had key officials who were nearby microphones or directly on microphones
[00:09:11.369 --> 00:09:13.430]  Being part of that cover-up openly.
[00:09:13.751 --> 00:09:14.971]  The quote was well done.
[00:09:15.091 --> 00:09:17.753]  Whoever controlled the microphone did a great job.
[00:09:17.773 --> 00:09:21.235]  There's no identification of that RNC individual.
[00:09:21.675 --> 00:09:34.123]  Again, this is the same RNC establishment, Republican Party, GOP establishment, who told us that if Ron Paul even won the Iowa caucus, it would ruin Iowa's reputation and hurt the Republican Party.
[00:09:34.483 --> 00:09:38.326]  That was all just to try to tell people you're not allowed to choose Ron Paul.
[00:09:38.346 --> 00:09:45.110]  Of course, he later won those delegates, but we're getting to the delegate situation as well, as they rewrote those rules.
[00:09:45.410 --> 00:09:53.095]  But first, let's take a look at the actual video of them praising the fact that Ron Paul's name had been censored out on the floor microphone.
[00:09:54.276 --> 00:10:01.080]  Three votes for Ron Paul.
[00:10:01.866 --> 00:10:03.487]  Well done.
[00:10:03.507 --> 00:10:07.130]  Whoever controlled the microphone did a great job.
[00:10:07.670 --> 00:10:12.734]  Could I please have the state of Georgia repeat your vote count?
[00:10:13.855 --> 00:10:16.076]  Yes you can, Madam Secretary.
[00:10:16.096 --> 00:10:20.720]  72 delegate votes for Mitt Romney.
[00:10:21.500 --> 00:10:26.344]  We have three for Ron Paul and one undecided.
[00:10:29.028 --> 00:10:32.510]  Oh, whoever controlled this sham of an election sure did a good job.
[00:10:32.550 --> 00:10:36.473]  Well, they had a lot of hands making light work in that effort.
[00:10:36.893 --> 00:10:55.926]  Now, you can imagine how much work must have gone on behind the scenes to make sure that all the threats from Ron Paul delegates of making a stink, of making their voices heard, of trying to nominate him from the floor wouldn't happen so Romney could have this graceful parade celebrating the general election larger sham.
[00:10:56.326 --> 00:10:59.107]  Now, part of that was the changing of the GOP rules.
[00:10:59.507 --> 00:11:01.748]  Joe Wolverton at New American has the story.
[00:11:01.968 --> 00:11:19.053]  RNC disenfranchises Paul delegates, rigs the rules to nominate Romney, and so they've changed some of their technical memorandum rules, which disbarred a number of Ron Paul's delegates, even though he had nowhere near the number at this point in time to get the delegation.
[00:11:19.413 --> 00:11:23.494]  In particular, 10 of Maine's 24 delegates were locked out of the process.
[00:11:23.974 --> 00:11:28.076]  You recall some of the shenanigans that went on with the main vote as well, I'm sure.
[00:11:28.676 --> 00:11:32.818]  And they were thus prevented from voting for Ron Paul from the floor.
[00:11:33.378 --> 00:11:42.042]  In protest, those main delegates walked out of the Tampa Bay Times Forum, leaving them, in essence, to just play their predetermined winner game.
[00:11:42.062 --> 00:11:43.702]  And you can imagine that happens.
[00:11:44.162 --> 00:11:50.085]  And this is, once again, reason why political parties were always warned about by our founding fathers.
[00:11:50.405 --> 00:11:52.567]  They're not part of our constitutional process.
[00:11:52.587 --> 00:11:54.068]  They're not part of American laws.
[00:11:54.468 --> 00:12:02.954]  They make their own internal rules, so it's no surprise to see them rigging the game so that Romney can look like the clear winner with no real competition.
[00:12:03.414 --> 00:12:08.517]  Now, on the other hand, there's been a big influence from the grassroots people, from the constitutional voices.
[00:12:08.898 --> 00:12:10.879]  The system has heard that message.
[00:12:11.239 --> 00:12:18.224]  They've locked you out of the official dog and pony show, but we're still affecting the national debate, not only through Ron Paul,
[00:12:18.544 --> 00:12:21.286]  But through hundreds and hundreds of important issues.
[00:12:21.706 --> 00:12:23.567]  So just keep up your work at a local level.
[00:12:23.947 --> 00:12:29.651]  I don't think we're gonna get the answer through the national presidential election political process anyway.
[00:12:31.024 --> 00:12:41.211]  In other news, a congressman has called for more research into the safety of airport x-ray scanners of the naked body scanners over the radiation issue.
[00:12:41.591 --> 00:12:47.395]  It's the Long Island congressman, Steve Israel, and he has indeed made his voice heard.
[00:12:47.756 --> 00:12:58.403]  He says, I have a high regard for the TSA, but I also know when government says, trust us and we don't have to open this up to more scrutiny, that's exactly when you should open it up to more scrutiny.
[00:12:58.843 --> 00:13:05.546]  That's what he told WCBS 880 Long Island Bureau Chief and went on to make other comments.
[00:13:05.626 --> 00:13:07.127]  Certainly this is a good move.
[00:13:07.487 --> 00:13:10.849]  I don't know about praising TSA as being otherwise upstanding.
[00:13:10.909 --> 00:13:13.610]  They're pretty much full of scandal from bottom to top.
[00:13:14.050 --> 00:13:21.014]  They should start firing from the top, including the Homeland Security Big Sis Chief and the umbrella organization over it.
[00:13:21.454 --> 00:13:25.075]  But at least it's good that they're going to be looking into these body scanners.
[00:13:25.095 --> 00:13:30.656]  They've already had cancer clusters where they first installed the body scanners at Boston Logan.
[00:13:30.976 --> 00:13:33.917]  A number of those TSA employees are being hurt and harmed.
[00:13:34.277 --> 00:13:48.841]  And as much as this is harmful to not only our civil liberties, but the actual lives and bodies of frequent travelers, you've got to imagine this probably affects TSA workers who are there eight hours a day and have to go through that security as well even more.
[00:13:49.301 --> 00:13:51.783]  But look at this Orwellian point in time we've reached.
[00:13:51.943 --> 00:13:53.924]  Yes, we need to focus on the body scanners.
[00:13:54.304 --> 00:14:01.169]  But he says, we do have an obligation to make sure that our security is safe and that people know it's safe.
[00:14:01.229 --> 00:14:01.909]  That's what Rep.
[00:14:02.049 --> 00:14:04.431]  Israel said in his comments today.
[00:14:04.771 --> 00:14:06.292]  But how Orwellian is that?
[00:14:06.372 --> 00:14:11.616]  Not only Benjamin Franklin's Prussian advice that giving up essential liberty for the
[00:14:12.396 --> 00:14:15.058]  Guys of security will not bring you security.
[00:14:15.418 --> 00:14:17.940]  Now the security itself must also be safe.
[00:14:17.960 --> 00:14:22.684]  So we have to have safety and security for the security that's supposed to keep us safe from the terrorists.
[00:14:23.264 --> 00:14:25.145]  Really, really strange moment we're at.
[00:14:25.686 --> 00:14:31.450]  I hope we can all just reflect on how paradoxical and nonsensical it is to keep our security safe now.
[00:14:32.614 --> 00:14:38.636]  At any rate, we will turn now to our quote of the day because we're facing such a police state presence in our country.
[00:14:38.976 --> 00:14:40.077]  We're being occupied.
[00:14:40.177 --> 00:14:41.958]  Our Constitution's trampled upon.
[00:14:42.398 --> 00:14:43.198]  So are the people.
[00:14:43.638 --> 00:14:44.979]  Well, have they warned about this?
[00:14:45.219 --> 00:14:45.519]  Yes.
[00:14:45.879 --> 00:14:46.900]  People saw this coming.
[00:14:47.300 --> 00:14:53.042]  One of them was General Douglas MacArthur, the famous American hero, and he wrote, quote,
[00:14:53.582 --> 00:14:55.945]  I'm concerned for the security of our great nation.
[00:14:56.386 --> 00:15:02.653]  Not so much because of the threat from without, but because of the insidious forces working from within.
[00:15:02.673 --> 00:15:04.515]  And you better believe that's true.
[00:15:04.555 --> 00:15:10.102]  You can look at any area you want, but TSA and these phony sham elections are a pretty good place to start.
[00:15:12.182 --> 00:15:26.174]  Furthermore, we have an update from the Marine who was kidnapped over his Facebook post talking about things like Bilderberg and 9-11 truth and how he was concerned about the destruction of the Constitution and the executive orders going on and thrown into a psych ward.
[00:15:26.514 --> 00:15:38.845]  Well, he's made his first public comments since being released after the judge acknowledged the fact they really had no factual basis to hold him on and that he's really just being persecuted and literally threatened with being brainwashed.
[00:15:39.790 --> 00:15:40.851]  Very alarming stuff.
[00:15:41.231 --> 00:15:52.638]  In his first public comment since being kidnapped by authorities over his political post on Facebook, former Marine Brandon Robb tells John Whitehead of the Rutherford Institute that he is scared for his country.
[00:15:53.018 --> 00:16:06.326]  His case went viral on the internet earlier this month, when on August 16th, a former Iraq and Afghanistan veteran was kidnapped from his home by police, FBI, and Secret Service agents and forcibly incarcerated.
[00:16:06.587 --> 00:16:08.628]  Let's take a look at some of the things he had to say.
[00:16:09.266 --> 00:16:09.926]  I go back again.
[00:16:09.986 --> 00:16:11.227]  You've served your country well.
[00:16:11.287 --> 00:16:12.488]  You're a businessman.
[00:16:12.528 --> 00:16:14.629]  You're an upstanding person in your community.
[00:16:15.350 --> 00:16:18.712]  How did this impact you physically and even mentally?
[00:16:18.972 --> 00:16:21.954]  How do you put it in a facility like that?
[00:16:23.154 --> 00:16:26.877]  You know, I'm pretty tough, so I roll with the punches.
[00:16:27.177 --> 00:16:30.839]  But it made me scared for my country.
[00:16:31.760 --> 00:16:35.402]  The idea that a man can be snatched out of his property
[00:16:37.483 --> 00:16:41.924]  Without being read as rights, I think, should be extremely alarming to all Americans.
[00:16:41.944 --> 00:16:51.646]  Well, you know, as we found out in this case, there are 20,000 of these civil commitments in Virginia alone, hundreds of thousands across the United States, where people are being picked up.
[00:16:52.366 --> 00:17:02.388]  In your own county, I was told by a reporter, just in the month of August, and it hadn't been completed yet, the month hadn't run its course, there were 20 people who had disappeared.
[00:17:03.008 --> 00:17:04.168]  In your own county like this?
[00:17:04.188 --> 00:17:04.789]  I heard that as well.
[00:17:05.149 --> 00:17:05.949]  That's scary.
[00:17:06.429 --> 00:17:07.149]  It's frightening.
[00:17:07.189 --> 00:17:08.470]  This is like you said, Orwell.
[00:17:08.530 --> 00:17:12.411]  It's like out of Orwell's books, Philip K. Dick books, science fiction.
[00:17:12.791 --> 00:17:18.953]  So, baby, what we're saying here is, and maybe correct me if you think I'm wrong, that fictions become fact.
[00:17:19.113 --> 00:17:20.974]  We're living in an Orwellian society.
[00:17:21.014 --> 00:17:21.494]  What do you think?
[00:17:22.116 --> 00:17:24.838]  Well, I can give you a perfect example that that's true.
[00:17:25.338 --> 00:17:33.204]  If you read 1984, George Orwell, in that society there was something called the Ministry of Truth.
[00:17:33.985 --> 00:17:41.711]  Bill Clinton very recently went on record and said that he believed there should be a Ministry of Truth in this country to monitor the content of the Internet.
[00:17:42.498 --> 00:17:45.560]  And it goes on from there, but certainly it is Orwellian.
[00:17:45.620 --> 00:17:49.683]  Probably among Brandon Robb's biggest offenses is the fact that he can read.
[00:17:49.703 --> 00:17:52.105]  Maybe he hasn't taken enough of his medication.
[00:17:52.145 --> 00:17:54.266]  We're getting to those stories in just a moment.
[00:17:54.306 --> 00:17:56.327]  But I also want to read this quote that he said.
[00:17:56.347 --> 00:17:58.309]  The truth is very powerful.
[00:17:58.789 --> 00:17:59.269]  I don't think so.
[00:18:20.680 --> 00:18:25.283]  Not just against this individual, that would be a big enough story, but to all kinds of veterans.
[00:18:25.563 --> 00:18:30.045]  They're supposed to be heroes when they go over and fight imaginary terrorists that get put in the meat grinder.
[00:18:30.325 --> 00:18:36.409]  But when they come home, they're a threat to the natural order of things because we're under a dictatorial takeover.
[00:18:36.749 --> 00:18:39.630]  And that's why they're persecuting numerous veterans.
[00:18:40.191 --> 00:18:47.234]  This John Whitehead of the Rutherford Institute has documented other cases, and I'm sure he's going to be coming forward with that information.
[00:18:47.575 --> 00:18:50.056]  Not sure if we're getting him on the show, but we're looking at that.
[00:18:50.576 --> 00:18:57.138]  Now, in health and technology news, which are merging more and more, a pill that treats and tells.
[00:18:57.718 --> 00:18:59.679]  Better put, a tattletale pill.
[00:19:00.199 --> 00:19:04.861]  And these, you've probably heard about these, they've been reported on since at least January.
[00:19:05.221 --> 00:19:12.043]  Edible microchips to alert mobile phones that pill's not taken, digital digestible pills that will allow doctors
[00:19:12.463 --> 00:19:12.663]  Yeah.
[00:19:42.903 --> 00:19:49.109]  At any rate, if you're having trouble remembering whether you took your pills on time, your medicine may soon have the answer for you.
[00:19:49.429 --> 00:19:59.598]  Pills from everything from the common cold to diabetes or cancer can be embedded with tiny, ingestible chips that track whether a patient is taking their medication on time.
[00:19:59.978 --> 00:20:04.182]  It goes on to detail the California-based Proteus Digital Health Firm,
[00:20:05.219 --> 00:20:08.200]  And they say, well, some patients may not like being tracked.
[00:20:08.601 --> 00:20:12.002]  Some patients may think it's Big Brother, but it's a good idea.
[00:20:12.022 --> 00:20:13.823]  And it doesn't mean you're a bad patient.
[00:20:14.143 --> 00:20:20.166]  It's just that we want to have accurate data and make sure you're fully medicated, just like one flew over the cuckoo's nest.
[00:20:20.866 --> 00:20:23.468]  And I've got a separate ad for a different firm.
[00:20:23.808 --> 00:20:25.809]  I hope you can pick this up on the document cam.
[00:20:25.849 --> 00:20:33.213]  This is from the Dasalt Systems, and they've got a similar nanotech pill that's going to help keep track of your medication.
[00:20:33.653 --> 00:20:38.476]  And it says, in the future, if we want to avoid surgery, can we swallow a robot?
[00:20:38.856 --> 00:20:45.140]  And this, again, is stuff that Ray Kurzweil and others talked about, where nanobots are going to be injected into our body.
[00:20:45.560 --> 00:20:47.602]  They're going to take care of the medical aspects.
[00:20:47.962 --> 00:20:55.728]  Natural cures, of course, will long since be banned by the time that we see these nanobots taking over and really telling us what's best.
[00:20:56.128 --> 00:21:01.753]  But what I found in this article that was the most interesting is this is yet another cockamamie idea.
[00:21:02.213 --> 00:21:09.860]  Promoted and funded by the Bill and Melinda Gates Foundation, now by far the largest philanthropy interest in the world.
[00:21:10.420 --> 00:21:28.716]  The Rockefeller Foundation, among others, merged most of their main issues with the Gates Foundation, who focus exclusively, well I shouldn't say exclusively, they focus predominantly on vaccines around the globe and GMO foods and all kinds of other things that are really strange ideas.
