[00:00:00.329 --> 00:00:03.270]  We've got it.
[00:00:03.410 --> 00:00:09.191]  This transmission is coming to you.
[00:00:09.271 --> 00:00:11.372]  Waging war on corruption.
[00:00:12.312 --> 00:00:19.234]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:27.517 --> 00:00:46.676]  Alright, we've got another extremely important broadcast lined up for you today.
[00:00:53.227 --> 00:00:57.314]  And we are going to be here for the next two hours.
[00:00:59.938 --> 00:01:02.982]  It is, of course, Sunday, the 12th day of February, 2012.
[00:01:10.649 --> 00:01:13.932]  And yes, I'll get into Whitney Houston dead.
[00:01:13.952 --> 00:01:17.535]  And it looks like it's from prescription drugs.
[00:01:18.455 --> 00:01:19.656]  And we'll go over some of the numbers.
[00:01:20.537 --> 00:01:23.880]  Prescription drugs, of course, kill a lot more people than illegal drugs do.
[00:01:23.920 --> 00:01:28.644]  There's different numbers out there, but it dwarfs them by more than 10 to 1 conservatively.
[00:01:29.844 --> 00:01:40.992]  Prescription drugs are one of the most dangerous things out there and not just the ones that supposedly get you high like opiates and some of the speed drugs out there like Adderall and Ritalin.
[00:01:41.673 --> 00:01:52.601]  No, it's just regular prescription drug interactions and even over-the-counter prescription drug interactions that we are talking about.
[00:01:54.690 --> 00:01:57.371]  And so we're going to be breaking all of that down today.
[00:01:58.172 --> 00:02:22.804]  Also, if you've wondered why they fired people like Glenn Beck at Fox News, and why they have gotten rid of Freedom Watch, and why you see people like the chipmunk who's got a weekend show coming out and endorsing Obama and saying he's a Christian and a man of the Lord,
[00:02:23.983 --> 00:02:25.183]  And that Obama's a great guy?
[00:02:25.283 --> 00:02:34.025]  It's because Rupert Murdoch is clearly being blackmailed by the criminal, gun-running, drug-dealing, money-laundering Justice Department.
[00:02:35.486 --> 00:02:45.908]  And there have now been a bunch more arrests made in England, and there's open talk of Rupert Murdoch being arrested, his son being arrested, who runs News Corp over in the UK, and a lot more.
[00:02:47.321 --> 00:02:49.643]  Of course, Mike Huckabee, I call him the chipmunk.
[00:02:51.425 --> 00:02:52.906]  I guess that's kind of my nickname for him.
[00:02:53.587 --> 00:03:00.573]  Kind of like my nickname for Janet Napolitano is Mr. Napolitano or Janet Dung Beetle Napolitano.
[00:03:00.593 --> 00:03:02.615]  So I shouldn't just address her as the Dung Beetle.
[00:03:03.276 --> 00:03:04.617]  Some people won't know what I'm talking about.
[00:03:04.657 --> 00:03:06.418]  The fake conservative chipmunk.
[00:03:07.363 --> 00:03:10.344]  They're to pacify libertarians and conservatives and Christians.
[00:03:11.384 --> 00:03:13.585]  Huckabee, of course, is saying how great Obama is.
[00:03:14.025 --> 00:03:15.445]  You're going to see a lot more of that.
[00:03:15.665 --> 00:03:16.906]  You're going to hear a lot more of that.
[00:03:16.926 --> 00:03:20.026]  Because it's all a mutual blackmail society.
[00:03:20.907 --> 00:03:24.528]  And yeah, News Corp is basically a private intelligence gathering operation.
[00:03:24.948 --> 00:03:26.068]  Always has been.
[00:03:27.328 --> 00:03:32.890]  And now British Arrest 8, an inquiry about Murdoch tabloid, paying off police.
[00:03:34.073 --> 00:03:38.654]  Which is just standard procedure for dirt and wiretaps and things.
[00:03:39.094 --> 00:03:41.795]  Who do you think puts wiretaps on your house for the tabloids?
[00:03:42.435 --> 00:03:46.817]  The Chinese jet pilot from the moon or the Keebler elves?
[00:03:47.837 --> 00:03:51.678]  Continuing here, a Sun journalist arrested as bribe probe widens.
[00:03:52.618 --> 00:03:54.819]  Rupert Murdoch's own Wall Street Journal reports.
[00:03:55.399 --> 00:03:57.560]  And now Murdoch's on a plane over there right now.
[00:03:57.880 --> 00:04:01.361]  News Corp faces renewed threat of prosecution in U.S.
[00:04:01.401 --> 00:04:02.481]  following Sun threats.
[00:04:03.720 --> 00:04:11.825]  And so that's why Fox News didn't cover in Fast and Furious all that white Peruvian flake the Justice Department's been caught shipping in.
[00:04:11.845 --> 00:04:13.326]  You know, that's in the federal courts.
[00:04:13.986 --> 00:04:15.247]  They've declared national security.
[00:04:15.767 --> 00:04:17.068]  That's all hiding in plain view.
[00:04:17.088 --> 00:04:20.290]  Chicago Tribune, El Paso Times, other papers have reported it.
[00:04:20.890 --> 00:04:28.335]  Murder for hire, eight federal agencies bringing drugs in, shipping guns all over the U.S., not just to Mexico, but also Honduras.
[00:04:28.975 --> 00:04:33.058]  So it's just different branches of mafia fighting with each other.
[00:04:34.199 --> 00:04:37.144]  We've got all of that coming up for you today as well.
