[00:00:02.441 --> 00:00:02.781]  We're good.
[00:00:34.528 --> 00:00:36.209]  It's Monday, April 23rd, 2012.
[00:00:36.250 --> 00:00:42.415]  I'm Alex Jones, and this is InfoWars Nightly News.
[00:00:42.755 --> 00:00:55.786]  Tonight, Alex explores the environmental dictatorship taking place on land, sea, air, and even in outer space, as he has breaking environmental news from Climate Depot's Mark Moreno.
[00:00:56.286 --> 00:01:02.430]  Then, are celebrities being targeted by the TSA to condition the public for invasive grope downs?
[00:01:02.911 --> 00:01:07.574]  Plus tonight's top stories and more on the InfoWars Nightly News.
[00:01:08.274 --> 00:01:10.696]  Again, thank you for joining us on this Monday edition.
[00:01:11.596 --> 00:01:17.681]  I look at the news as it unfolds, and it's like broadcasting during a war, because it is.
[00:01:18.161 --> 00:01:22.023]  Tiny, inbred, global elites waging war
[00:01:22.964 --> 00:01:32.176]  Against the natural order, against the free market with their attempt to establish a global monopoly of a handful of central banks known as the New World Order.
[00:01:32.897 --> 00:01:36.962]  And our first grouping of stories really will take up most of the evening.
[00:01:37.688 --> 00:01:41.150]  And it's the environmental global dictatorship being established.
[00:01:41.210 --> 00:01:58.160]  It is the Agenda 21 UN plan written by the megabanks on record to create global zoning to shut down human activity unless you're a global licensed entity, then you're completely exempt and can engage in any environmental crime you can imagine.
[00:01:59.001 --> 00:02:01.823]  It is about going after people for the air they breathe,
[00:02:02.883 --> 00:02:11.846]  What we exhale, this is a toxic waste, carbon dioxide, and it is about creating a total government state to impoverish and enslave the people.
[00:02:12.286 --> 00:02:21.389]  Here is Human Events, respected newspaper, getting into agenda 21, and it says, planning a vacation this summer to Miami's Biscayne Bay for a little fishing.
[00:02:21.950 --> 00:02:22.430]  It's banned.
[00:02:23.782 --> 00:02:24.783]  Having a boat banned.
[00:02:25.824 --> 00:02:29.907]  You are only allowed to go out to your knees in the water.
[00:02:30.407 --> 00:02:33.089]  Other beaches are being completely shut down.
[00:02:33.689 --> 00:02:36.631]  They're shutting down the California Sequoias.
[00:02:36.671 --> 00:02:37.792]  Can't drive into those.
[00:02:38.333 --> 00:02:40.034]  Huge areas of public lands.
[00:02:40.054 --> 00:02:42.275]  80 plus percent of the West is government land.
[00:02:42.836 --> 00:02:43.997]  Not really public though now.
[00:02:44.277 --> 00:02:51.202]  The bankers want you to get used to not using it so they can develop it and steal it and do other things and sign it away on the fake national debt.
[00:02:52.382 --> 00:02:52.583]  But
[00:02:53.243 --> 00:02:56.987]  They're saying you can't even enter many of these areas now.
[00:02:58.048 --> 00:03:02.192]  Again, you want to lounge on the soft sands of North Carolina's Outer Banks and read a novel?
[00:03:02.533 --> 00:03:03.594]  Fly a kite with the kids?
[00:03:03.954 --> 00:03:04.395]  Banned!
[00:03:04.795 --> 00:03:07.979]  No, no, no, it goes on to read.
[00:03:08.619 --> 00:03:11.520]  And they now have no trespassing signs going up in many areas.
[00:03:11.840 --> 00:03:12.600]  You're not allowed.
[00:03:13.160 --> 00:03:14.821]  Training you that you can't use it.
[00:03:15.161 --> 00:03:17.461]  Mark Moreno's coming up to talk about this.
[00:03:17.921 --> 00:03:18.701]  Big developments.
[00:03:19.462 --> 00:03:20.002]  It goes on.
[00:03:20.042 --> 00:03:31.525]  The Park Service that operates the Cape Hatteras National Seashore pledged to replace the no trespassing signs with new signs that will read, walk near the water's edge, stay below the high tide line.
[00:03:32.025 --> 00:03:36.726]  So, you're not allowed to get up high on the beach, you're not allowed to get
[00:03:37.446 --> 00:03:38.927]  More than over your knees in the water.
[00:03:39.267 --> 00:03:47.171]  You've got little narrow areas and there's going to be bureaucrats there to get in your face and to deal with all of this and it continues.
[00:03:47.691 --> 00:03:55.395]  Remember those maps we've shown you with right at half the country, the UN says, off limits in red.
[00:03:56.328 --> 00:03:59.769]  The UN Biological Diversity Assessment Maps.
[00:04:00.589 --> 00:04:07.712]  Core reservoirs and core corridors, because they also block around the reservoirs and lakes and rivers.
[00:04:08.372 --> 00:04:09.612]  Little to no human use.
[00:04:10.013 --> 00:04:10.433]  Yellow.
[00:04:10.773 --> 00:04:12.814]  Highly regulated-ish.
[00:04:13.494 --> 00:04:16.695]  And you've got other Constitution-free border zones.
[00:04:17.495 --> 00:04:20.078]  Then you've got normal use, you can barely find the green areas there.
[00:04:20.959 --> 00:04:22.801]  And in reservation, military reservation.
[00:04:22.861 --> 00:04:27.566]  So, a giant prison grid in America.
[00:04:27.586 --> 00:04:29.669]  And people are like, oh, they'll never implement that.
[00:04:30.009 --> 00:04:30.369]  Oh really?
[00:04:30.770 --> 00:04:34.874]  Multi-thousand dollar a day fines for dust in barns from hay?
[00:04:36.018 --> 00:04:42.843]  But if you want to put out some GMO crops that kill the bugs that we then feed to the humans, it kills bugs, but it's okay for you to eat.
[00:04:43.183 --> 00:04:43.764]  That's fine.
[00:04:43.804 --> 00:04:44.745]  That's not environmental.
[00:04:45.025 --> 00:04:49.648]  That's not an invasive genetic warfare species of bacteria or viruses.
[00:04:50.529 --> 00:04:51.290]  It continues.
[00:04:52.090 --> 00:04:53.491]  In California, Representative
[00:04:54.827 --> 00:05:05.874]  Devin Nunn says that by eliminating horseback rides to the backcountry, the National Park Service has essentially blocked the only access that many Americans, including those with disabilities and the elderly, have had to the wilderness.
