[00:00:03.695 --> 00:00:03.995]  We're good.
[00:00:35.396 --> 00:00:37.379]  Good evening and welcome, ladies and gentlemen.
[00:00:37.439 --> 00:00:39.482]  This is the InfoWars Nightly News.
[00:00:39.642 --> 00:00:40.944]  I'm your host, Aaron Dykes.
[00:00:40.984 --> 00:00:46.010]  Today is Monday, November 5th, 2012, just before the elections.
[00:00:49.178 --> 00:00:59.103]  Tonight, Lieutenant Colonel Anthony Schaefer drops a bombshell on Benghazi Gate, just one night before the 2012 presidential election.
[00:00:59.463 --> 00:01:03.285]  Plus, Hurricane Sandy is turning into Katrina 2.0.
[00:01:04.766 --> 00:01:08.868]  And Aaron Dykes previews the InfoWars special election coverage.
[00:01:09.168 --> 00:01:12.270]  That's coming up next, the InfoWars Nightly News.
[00:01:22.063 --> 00:01:24.265]  After the flood comes the freeze.
[00:01:24.605 --> 00:01:35.413]  There is new news about the northeastern storm expected to hit New Jersey and New York in the wake of Sandy as the aftermath has already been very chaotic.
[00:01:35.753 --> 00:01:43.839]  A very inappropriate response from FEMA as at least 40,000 people are without shelter, without homes at the moment.
[00:01:44.179 --> 00:01:51.627]  Particularly tens of thousands of public housing people who may be freezing in weather that may dip as low as the 20s.
[00:01:52.128 --> 00:01:56.933]  It may also bring more flooding, more freezing, and more destruction.
[00:01:57.014 --> 00:01:59.236]  Perhaps even a bigger FEMA response.
[00:01:59.576 --> 00:02:00.978]  This is in Zero Hedge.
[00:02:00.998 --> 00:02:05.363]  It's also been reported in the New York Times, in Reuters, in CBS.
[00:02:05.803 --> 00:02:16.630]  And other mainstream blogs about the potential effect of the new storm expected to hit Wednesday after the elections in the areas most hard-hit by Hurricane Sandy.
[00:02:16.990 --> 00:02:23.254]  Something to keep an eye on as we look to the fact that Sandy is now unfolding into a Katrina 2.0.
[00:02:24.575 --> 00:02:32.380]  Melissa Melton has that story rounding up all the news in the wake of that terrible storm that hit the Atlantic Eastern Coast.
[00:02:32.860 --> 00:02:48.528]  You've got the New York Times and the fact that they celebrated immediately after the hurricane hit how great FEMA was, how they were coming to the rescue, and yet we find in Breitbart, other outlets, how FEMA failed to even plan ahead for the basics of food and water.
[00:02:48.929 --> 00:02:50.229]  They ran out of water.
[00:02:50.409 --> 00:02:53.551]  That was on Drudge Report and other sites yesterday.
[00:02:53.571 --> 00:02:56.493]  It's not expected to arrive until today.
[00:02:56.553 --> 00:02:58.574]  They weren't able to distribute bottled water.
[00:02:58.934 --> 00:03:00.915]  They also didn't even do purchasing
[00:03:01.295 --> 00:03:01.855]  I think so.
[00:03:21.300 --> 00:03:24.663]  Because FEMA is the Federal Emergency Management Agency.
[00:03:24.983 --> 00:03:32.028]  Why didn't they plan ahead when it's their job, their critical mission, their mandate to protect the people most affected by this flooding?
[00:03:32.048 --> 00:03:39.274]  You've got gas shortages, fuel shortages, they're unable to heat things, and you've got people diving in dumpsters trying to find food.
[00:03:39.634 --> 00:03:44.979]  When FEMA, of all their roles, is supposed to be there to at least meet those basic needs, they didn't do it.
[00:03:45.120 --> 00:03:54.549]  Didn't they learn their lesson from Katrina, where we saw thousands and thousands of people without homes thrown into that terrible Superdome, which became a crime and cesspit?
[00:03:54.849 --> 00:03:59.294]  You had police on the bridges shooting people for trying to walk off the bridge and escape.
[00:03:59.614 --> 00:04:01.935]  You had the gun confiscations and everything else.
[00:04:02.335 --> 00:04:05.336]  Is that where the aftermath of Hurricane Sandy is heading?
[00:04:05.596 --> 00:04:28.244]  Well, we'll find out, but Melissa Melton also points out how FEMA's actual funding through congressional investigations and the Cox Newspaper Group study, they found that back in 1992 numbers, only about $243 million of FEMA's budget went to actual disaster relief, while almost $3 billion went to black ops.
[00:04:28.604 --> 00:04:54.731]  We've covered this extensively here at Infowars.com, how FEMA's real mission and Homeland Security's real mission is to build up the continuity of government systems, how to keep an illegitimate form of government going if they decide that the constitutional form of government can't survive because of any kind of disaster, natural disaster, man-made terrorism, fallout from civil unrest, if there's a big economic collapse, you name it.
[00:04:55.171 --> 00:04:57.892]  That's what that federal family is really here for.
