[00:00:03.012 --> 00:00:03.272]  We're good.
[00:00:36.021 --> 00:00:39.627]  Good evening, everyone, and welcome to the InfoWars Nightly News.
[00:00:39.767 --> 00:00:41.230]  I'm your host, Darren McBreen.
[00:00:41.330 --> 00:00:44.235]  It is Wednesday, April 25th, 2012.
[00:00:45.056 --> 00:00:47.781]  Here's a quick look at what we have lined up for you this evening.
[00:00:49.639 --> 00:00:52.140]  Tonight, on the InfoWars Nightly News.
[00:00:53.360 --> 00:00:56.601]  Child labor laws coming to a farm near you.
[00:00:57.041 --> 00:01:01.362]  The Obama administration aims to break the backbone of America.
[00:01:01.382 --> 00:01:08.783]  Plus, Alex Jones on the government wiretapping, and the surge of evil fouling up our republic.
[00:01:09.404 --> 00:01:13.725]  And Darren McBreen speaks with Farmageddon creator Kristen Canty.
[00:01:14.405 --> 00:01:15.645]  All that and more coming up.
[00:01:20.183 --> 00:01:23.186]  I have one of these because the government can't and won't protect you.
[00:01:23.747 --> 00:01:29.052]  And now, from deep in the heart of FEMA Region 6, your host, Darren McBrain.
[00:01:38.371 --> 00:01:45.154]  All that and more coming up during the next 30 minutes or so, but first let's move right on to our top headlines.
[00:01:45.554 --> 00:01:55.477]  This one out of the Daily Caller, as there is a proposal from the Obama administration to prevent children from having to do farm chores.
[00:01:55.938 --> 00:01:58.398]  I'm not making this up and this is not satire.
[00:01:58.759 --> 00:02:03.680]  It's actually drawing lots of criticism from rural district members of Congress.
[00:02:04.020 --> 00:02:05.061]  The headline reads,
[00:02:05.561 --> 00:02:11.086]  Rural kids, parents angry about Labor Department rule banning farm chores.
[00:02:11.507 --> 00:02:24.738]  The Department of Labor is poised to put the finishing touches on a rule that would apply child labor laws to children working on family farms, prohibiting them from performing a list of jobs that their own
[00:02:25.419 --> 00:02:27.180]  Well, on their own family's land.
[00:02:27.660 --> 00:02:33.924]  I mean, is there anything off-limits in which the federal government is intruding on our way of life?
[00:02:34.285 --> 00:02:35.025]  I mean, think about it.
[00:02:35.365 --> 00:02:39.348]  This is the beginning of the end of parental consent.
[00:02:39.828 --> 00:02:43.911]  It's no big surprise that the attack was waged on family farms.
[00:02:44.351 --> 00:02:49.154]  I mean, the feds are already trying to totally dominate and industrialize our food supply.
[00:02:49.654 --> 00:03:01.923]  And they're making criminals out of farmers who simply want to produce fresh fruit, vegetables, raw milk, anything non-GMO is being phased out and criminalized by our tyrannical government.
[00:03:02.383 --> 00:03:10.850]  And now they want to stop family farmers from passing on their farming skills to their own children and future generations.
[00:03:11.430 --> 00:03:14.632]  We'll certainly keep you posted as that story develops.
[00:03:15.473 --> 00:03:19.874]  Congressman said he was targeted for a grope down by the TSA.
[00:03:20.615 --> 00:03:22.275]  And I like that OTS, Marcos.
[00:03:22.915 --> 00:03:28.517]  It seems like every time we cover the news, there's a new TSA incident.
[00:03:28.597 --> 00:03:36.600]  Texas Representative Kiko Kenseiko, he says he was inappropriately touched in private areas during a run-in with the TSA.
[00:03:36.920 --> 00:03:40.941]  This was earlier this month at the San Antonio Airport.
[00:03:41.021 --> 00:03:44.462]  The agent was very aggressive in his pat-down.
[00:03:45.311 --> 00:03:51.994]  And he was patting me down where no one's supposed to go, and it got very uncomfortable, so I moved his hand away.
[00:03:53.415 --> 00:04:11.064]  So what basically happened, he was subjected to an aggressive pat-down, he made a big fuss about it, and now, every time he goes to the airport, he is targeted, they single him out, and they subject him to more pat-downs, and he's obviously not too happy about it, and I don't blame him, but that's the new freedom.
[00:04:12.253 --> 00:04:15.054]  Next we have a very short video clip from Alex Jones.
[00:04:15.114 --> 00:04:19.315]  Now this is about the NFL's New Orleans Saints wiretapping secrets.
[00:04:19.875 --> 00:04:26.896]  I mean, you know, why are the Saints getting in trouble for what Google and the federal government do every single day?
[00:04:27.436 --> 00:04:29.017]  Illegally, I might add.
[00:04:29.177 --> 00:04:29.837]  Let's take a look.
[00:04:30.317 --> 00:04:39.399]  Okay, one of the biggest stories in the country is how the New Orleans Saints are being investigated, not just for the bounties trying to hurt people,
[00:04:40.439 --> 00:04:47.505]  To knock them out of the game, but for planting bugs in the visiting team's offices when they came to play games.
[00:04:48.426 --> 00:04:52.148]  This would not be the first time stuff like this has gone on.
[00:04:53.670 --> 00:04:55.491]  Now, why am I covering this?
[00:04:56.612 --> 00:05:00.395]  Well, the media is all very indignant and angry at them and saying how horrible they are.
[00:05:00.575 --> 00:05:01.316]  I'm not defending them.
[00:05:01.336 --> 00:05:02.076]  I think it is bad.
[00:05:03.097 --> 00:05:07.941]  But here's Wired Magazine from a month ago, March 15th.
[00:05:09.474 --> 00:05:14.616]  Now, more than a month ago, CIA chief will spy on you through your dishwasher.
[00:05:14.636 --> 00:05:33.764]  And he gave a speech admitting that all the new technology in the last decade, including this cell phone I'm shooting this video on, they can dial in even when it's off and listen to you, and they do, and smart meters control your house and dial into the dishwashers, TVs, clock radios, and they make you pay for it when you buy it.
[00:05:33.804 --> 00:05:35.445]  The big corporations are all in bed with it.
[00:05:38.263 --> 00:05:40.324]  I can pull up articles for you.
[00:05:41.445 --> 00:05:54.091]  You can pull it up where Google admitted six years ago to their shareholders, in press releases, that they watch people, that's why I have this covered, little camera, they watch people and listen to the onboard microphones and cameras.
[00:05:54.551 --> 00:05:55.772]  And now it's come out that they are.
[00:05:55.792 --> 00:05:57.433]  And Betrayus admits it.
[00:05:57.893 --> 00:05:59.694]  So Google's not going to get in trouble.
[00:05:59.754 --> 00:06:02.115]  The CIA, who's not supposed to operate domestically, isn't.
[00:06:03.567 --> 00:06:07.951]  Obama when he launches wars without congressional approval and tells them, hey, he gets the authority from the UN.
[00:06:08.211 --> 00:06:09.052]  That's totally illegal.
[00:06:09.973 --> 00:06:15.298]  He's not going to get in trouble because the executive has been taken over by foreign corporations.
[00:06:15.318 --> 00:06:16.859]  There's been a corporate coup d'etat.
[00:06:17.500 --> 00:06:23.625]  You know, Senator Grassley right now is saying, oh my gosh, Russian spies may have tried to infiltrate with these hookers.
[00:06:24.346 --> 00:06:25.066]  Okay, great.
[00:06:25.487 --> 00:06:27.027]  The point is, you're banker spies.
[00:06:27.527 --> 00:06:30.029]  These senators, these congresspeople, they work for the bankers.
[00:06:30.749 --> 00:06:32.710]  Russia can go to hell as far as I'm concerned.
[00:06:32.790 --> 00:06:34.310]  I want my republic back!
[00:06:34.711 --> 00:06:44.015]  But stop dangling Russia and the Chai Koms in front of me and say, give my rights up or the Muslim extremists the CIA openly funds and is putting in charge in Libya and other countries.
[00:06:45.035 --> 00:06:49.757]  The real enemies, the Bilderberg Group, the New World Order, the power elite, they're the ones taking my freedoms.
[00:06:49.777 --> 00:06:51.578]  They're the ones trashing my country.
[00:06:51.878 --> 00:06:53.539]  They're the ones getting away with bloody murder.
[00:06:54.974 --> 00:06:56.415]  Like David Rockefeller right there.
[00:06:57.556 --> 00:07:02.560]  And we've learned the secret of Bilderberg Group set to meet in Virginia May 31st, June 3rd.
[00:07:02.600 --> 00:07:03.240]  That's big news.
[00:07:03.260 --> 00:07:03.981]  I'll be covering it.
[00:07:05.142 --> 00:07:06.723]  You better believe it and I'll be on site.
[00:07:07.223 --> 00:07:09.365]  Alex Jones signing off for InfoWars.com.
