[00:00:02.756 --> 00:00:02.836]  Yeah.
[00:00:35.211 --> 00:00:37.813]  It's Tuesday, May 8, 2012.
[00:00:38.953 --> 00:00:43.677]  I'm Alex Jones, and this is a special edition of InfoWars Nightly News.
[00:00:44.177 --> 00:00:48.380]  Coming up, government-sponsored terror caught red-handed.
[00:00:49.100 --> 00:00:53.643]  Tonight, the only eyewitness to Breitbart's death disappears.
[00:00:54.203 --> 00:01:04.330]  Following the suspected arsenic poisoning of a forensic technician in the Los Angeles County's coroner's office, the only eyewitness to Andrew Breitbart's death has now vanished.
[00:01:05.731 --> 00:01:15.634]  Then, the feds raid a domestic terrorist camp in Florida, and the hate crime suspects appear to have been produced by central casting at the FBI.
[00:01:16.054 --> 00:01:21.276]  Plus, the TSA releases video of pat-down confrontation with congressmen.
[00:01:21.616 --> 00:01:36.286]  Ron Paul's inspiring speech from the Texas State Capitol, and investigative reporter Wayne Madsen weighs in on the latest mutant seafood now being found in the Gulf of Mexico as a result of the BP oil spill.
[00:01:36.706 --> 00:01:40.389]  All that and more coming up on the InfoWars Nightly News.
[00:01:40.889 --> 00:01:46.173]  And now, from the Central Texas Command Center, deep behind enemy lines, Alex Jones.
[00:01:57.534 --> 00:01:58.494]  Thank you for joining us.
[00:01:58.875 --> 00:02:10.840]  Tonight we have more confirmation on top of the mountain of evidence that most terror worldwide in the last 30 years or so has been provocateured or staged.
[00:02:11.460 --> 00:02:14.381]  Now you know the Gulf of Tonkin was staged to get us into Vietnam in 64.
[00:02:14.421 --> 00:02:15.442]  That's been declassified.
[00:02:15.482 --> 00:02:22.225]  And Operation Ajax, the US and British governments used radical Muslim extremists to overthrow the government of
[00:02:23.678 --> 00:02:26.781]  Iran, while claiming they were actually fighting those groups.
[00:02:27.182 --> 00:02:28.463]  This is done over and over again.
[00:02:28.523 --> 00:02:34.309]  You know Al Qaeda and the Taliban was created by the CIA, working with the Pakistanis, the Israelis and Brits.
[00:02:35.009 --> 00:02:37.572]  All of this is on record, but we learn it decades later.
[00:02:38.773 --> 00:02:43.818]  Back with the 7-7 bombings six, seven years ago, it came out on Fox News.
[00:02:43.858 --> 00:02:44.559]  Look this up.
[00:02:44.939 --> 00:02:46.461]  They had FBI agents that went public.
[00:02:47.921 --> 00:02:56.292]  And reported, I'm about to get to the new news, but I'll give you some background here, and reported on the fact that a SWAT, the leader of the 7-7 bombing, was a MI-6.
[00:03:00.080 --> 00:03:11.769]  Asset and there's our original article with a link to the Fox News video Terror expert and it goes over the entire report There's Fox News with FBI agent Loftus breaking it down.
[00:03:11.789 --> 00:03:18.175]  It was also the London Independent, okay Continuing with this information ladies and gentlemen
[00:03:18.976 --> 00:03:24.401]  Paul Watson has the news breaking at PrisonPlanet.com and Infowars.com.
[00:03:24.922 --> 00:03:37.555]  This just happened yesterday and we told you, underwear bomber too, but instead of just setting up a patsy, they just say, we don't know who he is or where he is, but we found some underwear with a firecracker, so give all your rights up and Obama's going to save you.
[00:03:38.075 --> 00:03:42.877]  Well now, Al-Qaeda bomber was a CIA informant.
[00:03:43.197 --> 00:03:44.238]  PrisonPlanet.com.
[00:03:44.278 --> 00:03:44.658]  But wait!
[00:03:45.238 --> 00:03:56.423]  Here's the Huffington Post and the Associated Press are reporting Al-Qaeda bomb plot would-be bomber was CIA informant.
[00:03:57.404 --> 00:04:00.165]  And it just goes on from there.
[00:04:00.605 --> 00:04:03.326]  We're told naked body scanners, TSA on the streets.
[00:04:03.366 --> 00:04:04.767]  But what happened two credits ago?
[00:04:05.649 --> 00:04:09.710]  The Christmas Day bomber, Muttalib, we had the eyewitnesses on first.
[00:04:10.130 --> 00:04:13.430]  Kurt Haskell and his wife saw the U.S.
[00:04:13.470 --> 00:04:15.591]  government getting him on the plane without a passport.
[00:04:16.151 --> 00:04:22.032]  A month and a half later, questioned in Congress, the Undersecretary of State, Mr. Kennedy, admitted an unnamed U.S.
[00:04:22.072 --> 00:04:27.093]  intelligence agency told us to get him a visa and get him on that aircraft without a passport.
[00:04:27.653 --> 00:04:28.053]  Boom!
[00:04:28.093 --> 00:04:29.693]  That was staged.
[00:04:29.713 --> 00:04:30.093]  7-7.
[00:04:30.413 --> 00:04:30.773]  Boom!
[00:04:30.853 --> 00:04:33.434]  Commanded and run by an MI6 operative.
[00:04:33.834 --> 00:04:34.274]  On record.
[00:04:35.094 --> 00:04:37.336]  The guys that were part of it thought they were part of a drill.
[00:04:37.796 --> 00:04:40.999]  They were anti-Muslim extremists and they were blown up on the trains and those buses.
[00:04:41.539 --> 00:04:42.120]  Or that bus.
[00:04:42.520 --> 00:04:45.722]  And the government was running a drill of the exact targets being attacked at the same time.
[00:04:46.103 --> 00:04:50.226]  That's Peter Powers, the head of visor consultancy, admitting that on ITN and BBC.
[00:04:50.486 --> 00:04:51.147]  Look it up!
[00:04:51.727 --> 00:04:52.527]  And it gets worse.
[00:04:53.148 --> 00:05:04.793]  Five years ago, members of SAS assigned to MI6 in Iraq dressed up like Wahhabis killing Shiites to get sectarian warfare going on between the two groups.
[00:05:05.053 --> 00:05:06.354]  I could keep giving you examples.
[00:05:06.854 --> 00:05:08.095]  These aren't theories.
[00:05:08.555 --> 00:05:09.936]  These aren't facts.
[00:05:10.036 --> 00:05:11.717]  So now they just say, hey,
