[00:00:01.365 --> 00:00:01.886]  We've got it.
[00:00:01.926 --> 00:00:04.672]  This transmission is coming to you.
[00:00:08.479 --> 00:00:10.900]  Waging War on Corruption.
[00:00:11.680 --> 00:00:22.444]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:23.164 --> 00:00:25.905]  Wow!
[00:00:26.145 --> 00:00:31.046]  We have a lot of key information to cover today.
[00:00:31.167 --> 00:00:34.508]  It is all off the charts right now.
[00:00:36.108 --> 00:00:39.429]  And I'm going to do my best on this live Sunday edition.
[00:00:39.449 --> 00:00:44.111]  This is normally the day that you pay your income tax that we didn't get until 1913.
[00:00:45.232 --> 00:00:46.912]  Right out of the Communist Manifesto.
[00:00:47.452 --> 00:00:48.933]  Check it for yourself, it's one of the planks.
[00:00:49.413 --> 00:00:52.674]  Directly to the folks that wrote the Communist Manifesto.
[00:00:53.335 --> 00:00:56.556]  The private European money changer bankers.
[00:00:57.935 --> 00:01:12.188]  Who, on record, took over Europe with private central banks and fraud and fractional reserve banking, and have now taken over our country in 1913, the same year, giving us the income tax to pay for the interest on creating dollars.
[00:01:12.688 --> 00:01:14.170]  Federal reserve notes!
[00:01:16.572 --> 00:01:17.593]  That's what we're talking about.
[00:01:17.633 --> 00:01:18.434]  In fact, today,
[00:01:20.973 --> 00:01:30.602]  I'm going to be able here on air on the radio to talk about and for people watching at PrisonPlanet.tv to show you a United States note.
[00:01:30.822 --> 00:01:34.165]  Later I'll show you a close shot of this.
[00:01:34.886 --> 00:01:36.067]  This is a U.S.
[00:01:36.307 --> 00:01:36.548]  note.
[00:01:37.148 --> 00:01:40.509]  Itself a fiat currency, but no debt is created.
[00:01:40.529 --> 00:01:43.889]  The government just issues it as a symbol of exchange.
[00:01:44.390 --> 00:01:55.132]  Instead of giving Goldman Sachs, one of the chief shareholders of the private Federal Reserve, and JPMorgan Chase, interest on being allowed to have money.
[00:01:55.512 --> 00:01:57.212]  It makes money the economy.
[00:01:57.512 --> 00:01:58.452]  Money they control.
[00:02:01.573 --> 00:02:03.073]  You understand the level of that fraud?
[00:02:03.093 --> 00:02:05.834]  This is how they control the society.
[00:02:07.100 --> 00:02:21.992]  And they want to raise the income taxes right now with the Buffett rule on the middle class and nouveau riche wealthy because the elite aren't exempt from all the major taxes and will transfer the money offshore in new banker bailouts.
[00:02:24.253 --> 00:02:30.178]  And we have an article up at InfoWars.com, red alert, Buffett rule is a criminal scam.
[00:02:33.460 --> 00:02:36.703]  New bank bailout.
[00:02:39.363 --> 00:02:42.325]  To be funded with the new increase in taxes.
[00:02:42.625 --> 00:02:45.967]  That article is red linked up at InfoWars.com.
[00:02:46.747 --> 00:02:51.830]  So that is some of what is coming up on the broadcast today.
[00:02:54.872 --> 00:02:58.854]  So red alert, Buffett rule is a criminal scam.
