[00:00:15.018 --> 00:00:16.139]  InfoWars.
[00:00:16.139 --> 00:00:17.340]  Tomorrow's news.
[00:00:17.340 --> 00:00:17.701]  Today.
[00:00:33.803 --> 00:00:41.767]  Live from Austin, Texas, it's Alex Jones.
[00:00:41.767 --> 00:00:47.370]  Well, this is not going to be a boring, uneventful, non-important broadcast.
[00:00:47.370 --> 00:00:50.671]  It's going to be edge of your seat, like they all are.
[00:00:50.671 --> 00:00:53.032]  But we're not spectators in this war against tyranny.
[00:00:53.032 --> 00:00:55.093]  We are on the field.
[00:00:55.093 --> 00:00:56.254]  It is Sunday, June 11, 2023.
[00:01:00.280 --> 00:01:14.570]  And I've had time to really analyze this indictment and spend, no exaggeration, just since Friday when I got off the show, probably 15 hours talking to a lot of experts in my own research, looking at it.
[00:01:14.570 --> 00:01:17.512]  Trump did absolutely nothing wrong.
[00:01:17.512 --> 00:01:20.654]  This is a total and complete fraud.
[00:01:20.654 --> 00:01:27.058]  And I want to make just a statement here up front, regardless of what you think about Trump, and I've got big issues with him.
[00:01:28.587 --> 00:01:38.634]  This is about stealing our right to vote for who we want, and this is about a permanent, bureaucratic, intelligence agency, corporate coup over this country.
[00:01:38.634 --> 00:01:44.939]  So, Trump going along with these criminals on the poison shot, that's a separate issue, and I'll be rattling this cage about it forever.
[00:01:46.963 --> 00:01:53.348]  And if they ever indicted some of the globalists and we found documents that Trump knew the shot was hurting people, I'd say put him in prison.
[00:01:53.348 --> 00:01:55.129]  But we don't see any evidence of that.
[00:01:55.129 --> 00:01:57.171]  We know Fauci and the rest of them knew that.
[00:01:57.171 --> 00:02:05.537]  And it just came out Friday in federal lawsuits, Pfizer, Moderna knowing the shots didn't work and hurt people.
[00:02:05.537 --> 00:02:06.858]  That's in the stack.
[00:02:06.858 --> 00:02:07.959]  Massive bombshell.
[00:02:09.707 --> 00:02:16.390]  But that's completely separate from this permanent coup that knows he's 30-something points ahead of DeSantis.
[00:02:16.390 --> 00:02:22.892]  He gets 69% in national polls against all of the Republicans combined that are running against him.
[00:02:22.892 --> 00:02:23.793]  It's just incredible.
[00:02:23.793 --> 00:02:32.756]  He's 15 to 30 points, depending on the poll, ahead of Biden in just of general voters across the board.
[00:02:32.756 --> 00:02:37.618]  So this is a big, big, big, big, big deal.
[00:02:39.813 --> 00:02:41.414]  And this is a coup.
[00:02:41.414 --> 00:02:42.875]  It's been going on for a long time.
[00:02:42.875 --> 00:02:44.557]  I mean, they killed Kennedy.
[00:02:44.557 --> 00:03:01.789]  This group's been in main control of the country, not full control for a long time, but now they want absolute dominant control over every facet of our lives as they slowly turn off the resources and drive us all into bankruptcy so they can control us.
[00:03:01.789 --> 00:03:03.090]  This is siege.
[00:03:03.090 --> 00:03:05.792]  There's a lot of facets to this, but I'm going to say this again.
[00:03:07.196 --> 00:03:13.660]  For everybody that likes Robert F. Kennedy Jr., I'll support him as Democrat nominee, think he's a great guy overall, discredit some of the things he does, but he's the real deal.
[00:03:13.660 --> 00:03:15.341]  And he's got skin in the game.
[00:03:15.341 --> 00:03:17.322]  Well, Trump's got skin in the game.
[00:03:17.322 --> 00:03:27.429]  They are literally railroading him with a total fraud, they've got more indictments ready, and if they can get him, they can get everybody, and that's their plan.
[00:03:27.429 --> 00:03:30.991]  The Feds, the rogue Feds, the rogue government has declared
[00:03:32.210 --> 00:03:39.033]  Any opposition to be terrorists and we've got new documents came out on that and we already knew this but this is so confirmed.
[00:03:39.033 --> 00:03:43.496]  The government plan to list any parents protesting peacefully as terrorists.
[00:03:44.591 --> 00:03:45.932]  That's all coming up today.
[00:03:45.932 --> 00:03:47.332]  The federal documents.
[00:03:47.332 --> 00:03:50.514]  Remember, they acted like, oh, it's just the teachers' unions want this.
[00:03:50.514 --> 00:03:51.634]  It wasn't our idea.
[00:03:51.634 --> 00:04:00.798]  Homeland Security was running it all and wants to say, peaceful parents saying, you're not going to teach my five-year-old boy he's a girl.
[00:04:00.798 --> 00:04:04.260]  You're not going to teach my five-year-old white kid that he's bad because he's white.
[00:04:04.260 --> 00:04:04.920]  Well, guess what?
[00:04:04.920 --> 00:04:07.101]  You're a terrorist and we want to put you in prison.
[00:04:07.101 --> 00:04:10.462]  And they got legislation introduced in California to put you in jail.
[00:04:10.462 --> 00:04:13.524]  If you tell your seven-year-old, no, you're a boy, you're not a girl,
[00:04:14.204 --> 00:04:15.986]  Jail time, baby!
[00:04:15.986 --> 00:04:17.987]  They can confuse your kid at school.
[00:04:17.987 --> 00:04:24.253]  I mean, this is a criminal group coming after parental rights, all of our freedoms, it's insane.
[00:04:24.253 --> 00:04:29.878]  But I'll say this again, yeah, Cruz put it on video, there's the legislature, there's them reading out of the bill, AB 957.
[00:04:29.878 --> 00:04:31.560]  I mean, you can't make this up.
[00:04:32.697 --> 00:04:34.438]  You can't make this up.
[00:04:34.438 --> 00:04:35.619]  They're coming for parental rights.
[00:04:35.619 --> 00:04:36.599]  We always knew they were going to do it.
[00:04:36.599 --> 00:04:37.500]  They said it was their plan.
[00:04:37.500 --> 00:04:37.900]  Here it is.
[00:04:37.900 --> 00:04:40.481]  But why are we here?
[00:04:40.481 --> 00:04:46.485]  Because McCarthy and the Republicans didn't file articles of impeachment when they got in a few months ago and go on the offensive.
[00:04:46.485 --> 00:04:48.266]  Because they never go on the offensive.
[00:04:48.266 --> 00:04:51.487]  That's why we're in so much trouble is McCarthy.
[00:04:51.487 --> 00:04:56.770]  He never goes on the offense because he's a coward because he doesn't want to get indicted by the Justice Department.
[00:04:56.770 --> 00:04:57.871]  That's how they rule, by fear.
[00:05:00.916 --> 00:05:01.937]  You wanted to plug RainForce.
[00:05:01.937 --> 00:05:03.038]  Do you like RainForce?
[00:05:03.038 --> 00:05:05.561]  Yeah, so my name is Ken Heckenladly.
[00:05:05.561 --> 00:05:07.843]  How do I write all the books that I do?
[00:05:07.843 --> 00:05:14.129]  Four books with Dr. Judy Majkowicz, four books with Project Veritas Whistleblowers, and now two books with Alex Jones?
[00:05:14.129 --> 00:05:17.192]  That's because I use RainForce every day.
[00:05:17.512 --> 00:05:21.515]  What I always need is I always need some sort of boost in the morning.
[00:05:21.515 --> 00:05:25.459]  And so, you know, I try to exercise, eat well, take good vitamins.
[00:05:25.459 --> 00:05:31.023]  But the one thing that I have really found that makes a difference is brain force.
[00:05:31.023 --> 00:05:38.730]  I'll take brain force in the morning right before I go to my computer and I'm good for the next four or five hours writing a whole lot of stuff.
[00:05:38.730 --> 00:05:44.375]  So it really is true that brain force is something I use every day and it helps me with my writing.
[00:05:44.795 --> 00:05:45.558]  All right, we love you.
[00:05:45.558 --> 00:05:46.179]  We'll be right back.
[00:05:46.179 --> 00:05:51.235]  Get your BrainForce Plus, BrainForce Ultra, and TurboForce at InfowarStore.com.
[00:05:51.235 --> 00:05:52.298]  We'll be right back with hour number two.
[00:06:01.534 --> 00:06:02.595]  You've got it.
[00:06:02.595 --> 00:06:08.438]  This transmission is coming to you.
[00:06:08.438 --> 00:06:12.781]  Waging war on corruption.
[00:06:12.781 --> 00:06:18.785]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:06:18.785 --> 00:06:21.766]  You've got it.
[00:06:27.814 --> 00:06:31.215]  It is Sunday, June 11th, 2023.
[00:06:31.215 --> 00:06:34.095]  I'll be hosting my regular Sunday slot, 4 to 6 p.m.
[00:06:34.095 --> 00:06:41.357]  Central, but I'll also be hosting some into the 3rd and 4th hour with the great Owen Schroyer and Alex Stein in-studio.
[00:06:41.357 --> 00:06:43.337]  So, big 3rd and 4th hour.
[00:06:43.337 --> 00:06:45.198]  This is the Alex Jones Show Sunday Edition.
[00:06:45.198 --> 00:06:47.538]  Sunday Live is 6 to 8 p.m.
[00:06:47.538 --> 00:06:50.199]  with Owen Schroyer and other guest hosts.
[00:06:50.199 --> 00:06:50.459]  Okay.
[00:06:51.755 --> 00:06:58.896]  We have massive amounts of news on the economy, on world digital IDs, what is the Mark of the Beast system.
[00:06:58.896 --> 00:07:06.078]  We have incredible speeches that Trump gave in multiple states yesterday, where he really throws down the gauntlet.
[00:07:06.078 --> 00:07:15.799]  We have armies of people marching to elementary schools, LGBTQP, Satan-esque, saying, we want your children, you will give them to us.
[00:07:15.799 --> 00:07:19.660]  I mean, this is just spinning out of control very, very quickly.
[00:07:20.572 --> 00:07:28.220]  California's introduced legislation that if a parent tells their seven-year-old, no, you're really a boy, you're really a girl, you're put in prison.
[00:07:28.220 --> 00:07:31.063]  They say they have the votes to pass it.
[00:07:31.063 --> 00:07:33.685]  It is all completely insane.
[00:07:33.685 --> 00:07:36.808]  And it's coming up tonight.
[00:07:36.808 --> 00:07:39.431]  Also, I got really criticized for this 15 years ago.
[00:07:40.854 --> 00:07:47.439]  Because I was reading a Wall Street Journal report that had a pie chart in it, and I asked some folks I knew in Hollywood, they said, no, that's true.
