[00:00:03.374 --> 00:00:06.042]  Waging war on corruption.
[00:00:06.042 --> 00:00:11.135]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:25.726 --> 00:00:28.288]  Welcome to the Alex Jones Show.
[00:00:28.288 --> 00:00:31.210]  I am Chase Geyser filling in for the great Alex Jones.
[00:00:31.210 --> 00:00:33.792]  So much news to cover tonight, this Sunday night.
[00:00:33.792 --> 00:00:34.592]  Thank you for tuning in.
[00:00:34.592 --> 00:00:39.936]  Make sure you visit InfoWars.com forward slash show and share the link.
[00:00:39.936 --> 00:00:44.739]  Make sure you visit InfoWarsStore.com and be part of the reason why InfoWars is still on the air.
[00:00:45.700 --> 00:00:46.641]  So much to cover.
[00:00:46.641 --> 00:00:47.963]  I don't even know where to start.
[00:00:47.963 --> 00:00:53.148]  I guess we'll start with this government shutdown fiasco.
[00:00:53.148 --> 00:00:58.994]  McCarthy days ago, of course, before this temporary resolution passed, said there's no path forward.
[00:00:58.994 --> 00:01:03.159]  The Senate stopgap bill is dead on arrival as shutdown approaches.
[00:01:04.800 --> 00:01:11.363]  And the update as of the 30th was that it looks like the Senate isn't willing to strip Ukraine funds from the continuing resolution.
[00:01:11.363 --> 00:01:19.968]  In a Friday night tweet, House Speaker Kevin McCarthy, Republican of California, said that the misguided Senate bill has no path forward and is dead on arrival.
[00:01:20.808 --> 00:01:21.348]  We're good to go.
[00:01:44.383 --> 00:01:44.803]  We're good to go.
[00:02:01.044 --> 00:02:11.456]  Like many Republicans, he just doesn't seem to understand that we've gotten to a point as conservatives, as patriots, where a government shutdown would be absolutely outstanding.
[00:02:11.456 --> 00:02:19.945]  I have no problem with the federal government shutting down except for absolutely necessary things like protecting the border, which of course we don't do.
[00:02:20.526 --> 00:02:21.247]  We're good to go.
[00:02:43.962 --> 00:02:47.705]  I wonder if Biden will be able to run for the next 45 days.
[00:02:47.705 --> 00:02:49.927]  He always seems like he's on low battery.
[00:02:49.927 --> 00:02:53.270]  The bill was then passed to the President for his signature.
[00:02:53.270 --> 00:02:53.490]  U.S.
[00:02:53.490 --> 00:03:04.200]  President Joe Biden signed a short-term spending bill approved by the Congress, which provides continuing funding of government work for a period of 45 days until the 17th of November, the White House said on Sunday.
[00:03:06.897 --> 00:03:07.718]  On Saturday, the U.S.
[00:03:07.718 --> 00:03:13.742]  cleared the 60-vote threshold needed to pass the short-term bill that will continue to fund the government for the next 45 days.
[00:03:13.742 --> 00:03:22.489]  The funding will include disaster relief funds, an extension of a federal flood insurance program, and FAA reauthorization.
[00:03:23.670 --> 00:03:31.359]  It will not include assistance for Ukraine, as is said in this statement, but if we look at what Matt Gaetz had to say,
[00:03:40.134 --> 00:03:40.534]  I think?
[00:04:02.589 --> 00:04:04.672]  More assistance for Ukraine.
[00:04:04.672 --> 00:04:06.715]  More betrayal of Americans.
[00:04:06.715 --> 00:04:16.870]  I would much rather see the government shut down entirely than our tax dollars be spent continuously to fund Nazis in Ukraine at the expense of the American people, but...
[00:04:17.651 --> 00:04:19.071]  That's just not how it goes in Congress.
[00:04:19.071 --> 00:04:19.612]  Stick with us, folks.
[00:04:19.612 --> 00:04:20.652]  We'll be back after this break.
[00:04:20.652 --> 00:04:22.652]  Make sure you visit InfoWarsStore.com.
[00:04:22.652 --> 00:04:25.093]  We've got several awesome deals going on right now.
[00:04:25.093 --> 00:04:29.174]  Vitamin Mineral Fusion is back in stock at 25% off.
[00:04:29.174 --> 00:04:29.774]  It's back.
[00:04:29.774 --> 00:04:34.675]  It's the platinum standard of advanced multivitamin formulas, and it's returned.
[00:04:34.675 --> 00:04:36.256]  Don't wait until it's out of stock again.
[00:04:36.256 --> 00:04:41.217]  Boost your natural systems and get Vitamin Mineral Fusion today for 25% off.
[00:04:41.217 --> 00:04:43.658]  This is the ultimate foundation.
[00:04:44.398 --> 00:04:44.699]  Of course!
[00:05:00.919 --> 00:05:01.979]  Don't lie down and take it.
[00:05:01.979 --> 00:05:03.840]  Spread the word about this broadcast.
[00:05:03.840 --> 00:05:04.801]  Pray for this broadcast.
[00:05:04.801 --> 00:05:06.461]  Support other broadcasts, please.
[00:05:06.461 --> 00:05:10.203]  And please, financially support us at InfoWarsTore.com.
[00:05:10.203 --> 00:05:12.084]  Only way we operate is your funding.
[00:05:12.084 --> 00:05:13.164]  You are the InfoWarrior.
[00:05:13.164 --> 00:05:14.225]  The reason we're here.
[00:05:14.225 --> 00:05:21.688]  Please go to InfoWarsTore.com right now and empower yourself and your immune system and your body and your health and your vitality with a trifecta sale 40% off.
[00:05:22.808 --> 00:05:29.974]  With DNA Force Plus finally back in stock, Body's Ultimate Tumor Formula finally back in stock, and Real Red Pill finally back in stock.
[00:05:29.974 --> 00:05:33.116]  It's been a year since all three have been back in stock together.
[00:05:33.116 --> 00:05:34.717]  There's no excuse not to get them.
[00:05:34.717 --> 00:05:35.838]  They're so amazing together.
[00:05:35.838 --> 00:05:40.642]  40% off right now when you get all three together, or 25% off individually.
[00:05:40.642 --> 00:05:41.763]  The Trifecta Sale.
[00:05:42.603 --> 00:05:45.186]  Right now, at InfoWarsTore.com.
[00:05:45.186 --> 00:05:46.767]  The only way we fail is you don't take action.
[00:05:46.767 --> 00:05:49.430]  This will enrich and empower your life, and it keeps us on the air.
[00:05:49.430 --> 00:05:53.073]  So if you want us to keep fighting in the face of these attacks, we can't do it without you.
[00:05:53.073 --> 00:05:54.695]  Plus, these are great products you need.
[00:05:54.695 --> 00:05:58.959]  That is a total win, a 360 win, a trifecta sale.
[00:05:58.959 --> 00:06:00.781]  Go now, InfoWarsTore.com.
[00:06:05.869 --> 00:06:23.555]  The last beacon of truth in a world of deception, it's Alex Jones.
[00:06:23.555 --> 00:06:25.716]  Welcome back to the Alex Jones Show, folks.
[00:06:25.716 --> 00:06:29.257]  I am Chase Geyser filling in for the great Alex Jones.
[00:06:29.257 --> 00:06:33.019]  It is an honor and a pleasure to be with you this Sunday evening.
[00:06:34.355 --> 00:06:35.536]  So much news to cover.
[00:06:35.536 --> 00:06:42.961]  It seems like the Republicans have betrayed America again and will continue to support Ukraine and keep the federal government open.
[00:06:42.961 --> 00:06:46.364]  But what else is there to expect, folks?
[00:06:46.364 --> 00:06:47.965]  Of course they want to keep the government open.
[00:06:47.965 --> 00:06:52.048]  After all, they are the government and I have no problem with Republican voters.
[00:06:52.048 --> 00:06:58.693]  And frankly, I don't have many problems with the average Democrat voter, though I do see them as very misguided.
[00:07:00.080 --> 00:07:03.202]  But it's our politicians, the actual leadership.
[00:07:03.202 --> 00:07:06.203]  When I talk about leftists, I'm talking about leftists in power.
[00:07:06.203 --> 00:07:09.325]  And that includes most Republicans in power.
[00:07:09.325 --> 00:07:15.868]  To me, leftism is anything that seeks to expand the government and minimize the rights of individual people.
[00:07:15.868 --> 00:07:21.711]  And it is a virus that has taken hold in this country far worse than COVID ever did.
[00:07:24.278 --> 00:07:28.740]  We see now that Biden is demanding uninterrupted cash flow to Ukraine.
[00:07:28.740 --> 00:07:32.921]  President Joe Biden has welcomed a bipartisan short-term budget deal that will keep the U.S.
[00:07:32.921 --> 00:07:41.185]  government open for the next 45 days, but was disappointed that none of the billions of dollars in aid to Kiev that he had requested made it into the final bill.
[00:07:41.185 --> 00:07:46.447]  So we do have Matt Gaetz sort of accusing McCarthy of making a Ukraine side deal.
[00:07:47.347 --> 00:07:57.913]  We cannot under any circumstances allow American support for Ukraine to be interrupted, Biden said in a brief statement on Saturday night shortly after Congress passed the measure.
[00:07:57.913 --> 00:08:15.184]  Let's go ahead and run clip 11 so we can see exactly what the left complains about in terms of our national budget versus what they're demanding here in their uninterrupted cash flow for our foreign so-called allies.
[00:08:18.004 --> 00:08:21.768]  Their bill includes devastating 30% cuts.
[00:08:21.768 --> 00:08:23.210]  You heard me.
