[00:00:00.000 --> 00:00:15.000]  [Music]
[00:00:15.000 --> 00:00:16.000]  InfoWars.
[00:00:16.524 --> 00:00:17.408]  Tomorrow's news.
[00:00:17.730 --> 00:00:18.071]  Today.
[00:00:20.970 --> 00:00:27.793]  Humanity has a real problem with the development of film and television to distinguish fiction from reality.
[00:00:28.553 --> 00:00:33.795]  People love horror and gore and torture and demon creatures eating little children.
[00:00:34.176 --> 00:00:38.037]  They think it's all entertaining and fun, but it hits your subconscious as if it's real.
[00:00:38.778 --> 00:00:48.982]  And then when the real thing happens, like wars and death and destruction and giant child trafficking rings and the prospect of nuclear war, people can't differentiate because they've been desensitized.
[00:00:49.582 --> 00:00:52.223]  So if everybody having fun out there with Halloween, I'm not judging you.
[00:00:52.983 --> 00:01:01.405]  But I'm just simply reminding you that the real horror we face is nuclear war with Russia and nuclear war in the Middle East with Israel going after its neighbors.
[00:01:01.885 --> 00:01:08.007]  Turkey is now saying they may invade Israel for the first time in Israel's 70-something year history.
[00:01:08.027 --> 00:01:09.407]  This is truly horrifying.
[00:01:09.907 --> 00:01:11.848]  We need to say no to war on both sides.
[00:01:12.288 --> 00:01:17.629]  We need to let the bankers and BlackRock and Larry Fink know, hell no to your damn wars.
[00:01:18.050 --> 00:01:18.650]  Fuck you.
[00:01:18.970 --> 00:01:21.531]  We do not want to see our planet destroyed.
[00:01:21.911 --> 00:01:24.752]  That's the true horror, ladies and gentlemen, and that's what we're facing.
[00:01:24.972 --> 00:01:36.515]  And these same psychotic big brokerage firms and big pharma have now been proven frauds when it came to the shot, frauds when it came to the origin of COVID and everything else.
[00:01:36.875 --> 00:01:38.476]  They are the true monsters.
[00:01:39.636 --> 00:01:46.381]  That are mercilessly destroying and endangering our civilization because they, more than anybody, are disconnected from their humanity.
[00:01:46.581 --> 00:01:56.149]  The political leaders around the world, by and large, are psychotic sociopaths working in concert to enslave and engage in predator activities against humanity.
[00:01:56.889 --> 00:02:05.855]  So I want to just put that message out there as Halloween comes up that the true horror of mass death and destruction is intensifying around the world and humanity is in the crosshairs.
[00:02:05.855 --> 00:02:10.884]   We need to differentiate fiction from reality and say no to the real horrors that are happening in front of us right
[00:02:10.884 --> 00:02:14.713]   now No, nothing
[00:02:14.713 --> 00:02:23.042]   And be happy Comes a brand new collection of hit songs from our beloved Supreme Leader.
[00:02:23.503 --> 00:02:25.744]  TimeLies presents The Great Here Set!
[00:02:26.024 --> 00:02:27.025]  Volume 14!
[00:02:27.426 --> 00:02:29.347]  Everybody!
[00:02:30.028 --> 00:02:32.329]  Cap your body right!
[00:02:32.349 --> 00:02:35.852]  Vaccine spec?
[00:02:36.232 --> 00:02:36.713]  Alright!
[00:02:39.582 --> 00:02:41.726]  One, two, three and two's a four.
[00:02:42.046 --> 00:02:44.210]  Klaus Schwabischwab and Bill Gates is at the door.
[00:02:44.570 --> 00:02:48.677]  Ready to put a patent on air and glass, cause we about to greatly set your ass.
[00:02:49.318 --> 00:02:54.026]  It's like this and like that and like this and that, so just cheer till the next pandemic.
[00:02:58.123 --> 00:03:01.985]  Digital identity.
[00:03:02.485 --> 00:03:07.787]  You shall have until 2030.
[00:03:08.487 --> 00:03:14.390]  No discussion for it is mandatory.
[00:03:14.870 --> 00:03:17.751]  You will see.
[00:03:17.851 --> 00:03:18.872]  Fifteen minute city.
[00:03:18.912 --> 00:03:21.973]  Fifteen minute city.
[00:03:22.013 --> 00:03:24.034]  Stay close to home.
[00:03:24.254 --> 00:03:25.635]  Fifteen minute city.
[00:03:27.873 --> 00:03:31.834]  Fifteen minutes city or we'll send a drone.
[00:03:33.035 --> 00:03:34.375]  You better comply.
[00:03:34.715 --> 00:03:36.055]  You better watch out.
[00:03:36.416 --> 00:03:39.516]  You better implant that microchip now.
[00:03:40.017 --> 00:03:44.358]  Santa Claus is running the town.
[00:03:45.598 --> 00:03:47.719]  Every meal you make.
[00:03:49.679 --> 00:03:51.620]  Every bite you take.
[00:03:53.550 --> 00:03:59.821]  Every single lunch, with a crispy crunch, you will eat the box.
[00:04:00.702 --> 00:04:03.106]  The Great Here Set, Volume 14.
[00:04:03.406 --> 00:04:04.067]  Get yours now.
[00:04:04.608 --> 00:04:06.572]  Available on Shotify and Pfizer Music.
[00:04:10.618 --> 00:04:11.078]  We're live.
[00:04:11.118 --> 00:04:13.559]  It's Sunday night, October 29, 2023.
[00:04:14.519 --> 00:04:21.620]  And to say that the intensification of what almost all experts are calling World War III has gone to high gear is an understatement.
[00:04:22.441 --> 00:04:24.621]  Turkey is a member of NATO.
[00:04:25.481 --> 00:04:26.621]  They have nuclear weapons.
[00:04:26.661 --> 00:04:30.082]  They have a giant army, the former headquarters of the Ottoman Empire.
[00:04:30.962 --> 00:04:36.544]  And Erdogan, in front of hundreds of thousands of people yesterday, said, we will sneak attack Israel.
[00:04:37.084 --> 00:04:38.304]  We will invade Israel.
[00:04:39.815 --> 00:04:42.840]  I mean, that rhetoric is just completely off the charts here.
[00:04:43.461 --> 00:04:48.708]  So yes, I decided to shave my head this morning as a protest to nuclear war.
[00:04:48.728 --> 00:04:53.776]  Because if there is a nuclear war, your hair is going to fall out, then your teeth, then your guts, and then you're going to die.
[00:04:54.477 --> 00:04:55.258]  So, we'll be right back.
[00:04:55.078 --> 00:05:16.518]  Stay with us.
[00:05:16.518 --> 00:05:22.917]   The original copies of the Old Testament were written in Hebrew and Aramaic, the Apocrypha
[00:05:22.917 --> 00:05:26.757]  in Greek and Latin, and the New Testament in Greek.
[00:05:27.464 --> 00:05:39.467]  Different aspects of these three sources were translated into English and compiled into the King James Bible, commissioned in 1604 by King James VI and published in 1611.
[00:05:41.087 --> 00:05:49.674]  According to Manly P. Hall, it was edited by Francis Bacon and prepared under Masonic supervision, which can be seen on its title page.
[00:05:51.263 --> 00:05:54.585]  The most talked about book of the Bible is the book of Revelation.
[00:05:55.166 --> 00:05:59.709]  And throughout church history, there have been four different viewpoints regarding its meaning.
[00:06:00.449 --> 00:06:06.213]  The idealist or spiritual view uses the allegorical method to interpret the book of Revelation.
[00:06:06.774 --> 00:06:12.077]  This viewpoint believes the book is using symbolic imagery to tell the story of good against evil.
[00:06:12.658 --> 00:06:19.323]  Edgar Cayce believed it was describing both the collapse of an age and the spiritual enlightenment of an individual.
[00:06:20.183 --> 00:06:24.347]  The Futurist view is that the Bible is to be interpreted literally.
[00:06:24.847 --> 00:06:33.235]  They are expecting a seven-year tribulation, culminating with the Battle of Armageddon, followed by a thousand-year rule of Christ on Earth.
[00:06:34.176 --> 00:06:41.242]  The Historicist view is that Revelation is a symbolic account of history, from the Apostles to the End Times.
