[00:00:00.000 --> 00:00:16.359]  [Music]
[00:00:16.417 --> 00:00:17.298]  Tomorrow's news.
[00:00:17.397 --> 00:00:24.397]  today.
[00:00:24.397 --> 00:00:31.076]   Well, Trump spoke to a crowd of around 50,000 people yesterday.
[00:00:31.110 --> 00:00:32.231]  The corporate media said 25,000.
[00:00:32.331 --> 00:00:33.552]  I've seen the numbers.
[00:00:33.612 --> 00:00:34.813]  It was at least 50,000.
[00:00:34.873 --> 00:00:36.715]  We had some crew there covering it.
[00:00:38.737 --> 00:00:40.078]  And he did a great job.
[00:00:41.769 --> 00:00:49.475]  He also, on Friday, after we criticized him for his death and destruction comment, tweeting a picture of a baseball bat, and we don't need that, he deleted it.
[00:00:49.735 --> 00:00:50.756]  So that's a good thing.
[00:00:51.256 --> 00:00:52.477]  We're winning this nonviolently.
[00:00:52.537 --> 00:00:55.259]  We don't need to step into the provocateur actions.
[00:00:56.059 --> 00:01:09.009]  And speaking of that, before we play a few of these clips, there is a new video that's been released of the Metro Police behaving just like Ray Epps, telling people, break in, go over the barriers, go into the building.
[00:01:09.872 --> 00:01:11.533]  So we have the new videos coming out of that.
[00:01:11.553 --> 00:01:14.374]  I mean, this was a total and complete setup.
[00:01:14.394 --> 00:01:15.135]  We've got that tonight.
[00:01:15.155 --> 00:01:19.377]  But here's a few clips of Trump in Central Texas last night in Waco.
[00:01:20.537 --> 00:01:23.259]  He said either the deep state destroys America or we destroy the deep state.
[00:01:23.299 --> 00:01:23.939]  Totally true.
[00:01:24.859 --> 00:01:26.000]  Says this is the final battle.
[00:01:26.080 --> 00:01:26.580]  Here's the clips.
[00:01:30.082 --> 00:01:36.445]  Either the deep state destroys America or we destroy the deep state.
[00:01:36.645 --> 00:01:37.706]  That's the way it's gotta be.
[00:01:39.588 --> 00:01:41.730]  We're at a very pivotal point in our country.
[00:01:42.490 --> 00:02:04.368]  Either we descend into a lawless abyss of open borders, rampant killings, super hyperinflation, which is what we have right now, and not coming down, and festering corruption, or we evict Joe Biden and the Democrats from the White House and we make America great again.
[00:02:04.548 --> 00:02:06.150]  And 2024 is the final battle.
[00:02:06.190 --> 00:02:07.311]  That's going to be the big one.
[00:02:08.814 --> 00:02:17.880]  If you put me back in the White House, their reign will be over, and America will be a free nation once again.
[00:02:22.684 --> 00:02:27.927]  Well, he could have done a lot better job when he first got in, but I think he's awake to what's happening and going on now.
[00:02:28.568 --> 00:02:30.409]  I definitely like everything I'm hearing from Trump.
[00:02:31.089 --> 00:02:36.033]  Now, mainstream news is reporting that the Santas' donors are telling him, drop out before he ever announces.
[00:02:37.435 --> 00:02:40.517]  Trump comes out and says it's very unlikely that Sanders will be his running mate.
[00:02:41.818 --> 00:02:48.182]  This attempt to have him arrested has really blown up in their face and shows how disconnected the establishment is.
[00:02:49.023 --> 00:02:51.564]  But Trump does look like he's lost about 40 pounds.
[00:02:52.285 --> 00:02:53.866]  I like to look without the red tie.
[00:02:54.626 --> 00:02:57.208]  But I really like the things he's saying, the things he's doing.
[00:02:57.828 --> 00:03:04.933]  Jack Masovic said, born too late to explore the earth, born too early to explore the galaxy, born just in time to make America great again.
[00:03:06.482 --> 00:03:06.742]  Wow.
[00:03:07.283 --> 00:03:11.189]  Trump describes 2024 election as the final battle from podium in Waco.
[00:03:12.331 --> 00:03:13.633]  The witch hunt against me is dead.
[00:03:13.693 --> 00:03:14.975]  Trump says Manhattan D.A.
[00:03:15.056 --> 00:03:16.458]  tricked by fraud.
[00:03:16.498 --> 00:03:20.224]  Star witness wasn't into horse face storming.
[00:03:22.401 --> 00:03:24.363]  And it just goes on from there.
[00:03:24.423 --> 00:03:27.505]  But I do have to say Trump looked really good yesterday.
[00:03:27.525 --> 00:03:30.808]  He looked younger than when he ran seven years ago.
[00:03:31.008 --> 00:03:32.750]  Weird stuff going on.
[00:03:33.110 --> 00:03:33.410]  Huge.
[00:03:33.470 --> 00:03:35.252]  Trump says he thinks Manhattan D.A.
[00:03:35.352 --> 00:03:38.395]  Alvin Bragg has dropped the case against him.
[00:03:39.696 --> 00:03:42.598]  Trump deletes post that threatens D.A.
[00:03:42.718 --> 00:03:43.319]  Alvin Bragg.
[00:03:43.779 --> 00:03:45.080]  Why'd he do that?
[00:03:45.260 --> 00:03:46.782]  With an image of himself with a baseball bat.
[00:03:48.683 --> 00:03:50.504]  Like he's in that movie, The Untouchables or something.
[00:03:50.524 --> 00:03:51.685]  We just don't need that, folks.
[00:03:52.106 --> 00:03:53.507]  So I'm very glad Trump deleted that.
[00:03:53.547 --> 00:03:57.029]  I mean, we can not walk right into their trap and call for violence.
[00:03:57.069 --> 00:04:00.112]  That would be really... And he's like, well, they do it all the time.
[00:04:00.132 --> 00:04:02.053]  I understand that.
[00:04:02.814 --> 00:04:05.896]  I mean, the Democrats do a lot of horrible things.
[00:04:05.916 --> 00:04:06.977]  It doesn't mean we have to act like them.
[00:04:07.797 --> 00:04:09.999]  So that's some of what we've got here tonight.
[00:04:11.740 --> 00:04:15.083]  I want to open the phones up, coming up specifically on Trump.
[00:04:15.922 --> 00:04:19.145]  And what you think of him obviously being the massive frontrunner.
[00:04:20.005 --> 00:04:20.906]  And the media is spinning it.
[00:04:20.946 --> 00:04:24.529]  Well, he'll just lose again like two years ago in two years, so.
[00:04:25.370 --> 00:04:26.411]  Oh, because he stole the election?
[00:04:26.431 --> 00:04:27.111]  I mean, we all know that.
[00:04:27.151 --> 00:04:28.813]  I mean, sure, you say it's not the case.
[00:04:29.633 --> 00:04:30.694]  The evidence is overwhelming.
[00:04:31.335 --> 00:04:33.717]  But can they beat a massive super tsunami?
[00:04:34.477 --> 00:04:40.571]   Because you see, so many Republicans stayed home because they believed The background noise that trust the plan.
[00:04:40.611 --> 00:04:41.432]  Trump's invincible.
[00:04:41.833 --> 00:04:42.414]  He will win.
[00:04:42.454 --> 00:04:43.095]  No problem.
[00:04:43.815 --> 00:04:44.697]  Just trust the plan.
[00:04:44.737 --> 00:04:45.237]  Stay home.
[00:04:45.698 --> 00:04:46.359]  Suck your thumb.
[00:04:47.260 --> 00:04:48.722]  But people now realize that's not the case.
[00:04:49.403 --> 00:04:51.285]  We're covering this and so much more today.
[00:04:51.345 --> 00:04:54.569]  It's a big live Sunday, March 26th transmission.
[00:04:54.389 --> 00:05:11.588]  Stay with us.
[00:05:12.251 --> 00:05:13.712]  You want to stop tyranny?
[00:05:13.953 --> 00:05:15.074]  Well, so does he.
[00:05:15.634 --> 00:05:20.358]  Live from the InfoWars.com studios, it's Alex Jones.
