[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:15.000]  InfoWars.
[00:00:15.403 --> 00:00:17.403]  Tomorrow's News Today.
[00:00:17.403 --> 00:00:31.013]   Now, ladies and gentlemen, my job tonight is actually really
[00:00:31.013 --> 00:00:35.923]   easy, but it's a paradox because it's also extremely difficult.
[00:00:37.441 --> 00:01:22.415]   It's really easy because all I have to do is come on here and show you the video that has the establishment the most afraid right now, show you the video that has the corrupt American media, the corrupt politicians, and Big Pharma so afraid right now, and that is the most recent Project Veritas series of videos on the Pfizer executive bragging about how they knew COVID-19 came from a lab in Wuhan, And insinuating that they, Pfizer, are doing similar if not the exact same research with monkeys potentially right here in the United States of America.
[00:01:23.415 --> 00:01:29.595]   Now as we predicted This is barely getting any coverage at all on the mainstream news.
[00:01:29.635 --> 00:01:49.090]  In fact, as far as I could tell, and I can't claim that I was watching for the last 72 hours, but let's just say I've been keeping a close eye on the cable news networks and the mainstream news, and the only show that covered this, I bet you can take a guess, on cable news was Tucker Carlson.
[00:01:49.910 --> 00:01:50.371]  That was it.
[00:01:51.474 --> 00:02:06.623]  Nothing else on Fox and, of course, nothing else on Pfizer NewsNet 2, Pfizer NewsNet 3, Pfizer NewsNet 4, Pfizer NewsNet 5, Pfizer NewsNet 6, CNN, MSNBC, ABC News, CBS News, NBC News.
[00:02:07.263 --> 00:02:08.243]  I think you get the picture.
[00:02:10.405 --> 00:02:12.546]  So, we'll just play some of the video.
[00:02:12.766 --> 00:02:13.486]  Pretty easy, right?
[00:02:14.067 --> 00:02:21.856]   The hard part is, how do we deal with the frustration of this I mean, the FBI couldn't ask for better evidence.
[00:02:22.276 --> 00:02:27.319]  They wish they had effective agents as good as Project Veritas to get criminals admitting their crimes on tape like this.
[00:02:27.519 --> 00:02:29.200]  I mean, it's a gift!
[00:02:29.260 --> 00:02:29.981]  It's unbelievable!
[00:02:30.641 --> 00:02:31.702]  And nothing will be done.
[00:02:32.002 --> 00:02:34.144]  So how do we work through that frustration?
[00:02:34.164 --> 00:02:35.425]  But here's the video.
[00:02:35.745 --> 00:02:39.207]  This has big tech, big pharma, and the deep state scared.
[00:02:39.427 --> 00:02:40.588]  That's why they're banning it.
[00:02:41.029 --> 00:02:41.950]  All over the internet.
[00:02:42.291 --> 00:02:44.635]  Only place it's allowed to be on is Twitter.
[00:02:44.916 --> 00:02:46.979]  And let's just play some of this clip.
[00:02:47.280 --> 00:02:52.650]  Let's play some of the video that has the deep state, big pharma, and big tech shaken to their core.
[00:02:53.595 --> 00:02:59.620]  One of the things we're considering in the future, like maybe we can create new versions of the vaccines and things like that.
[00:03:00.040 --> 00:03:04.883]  Okay, so Pfizer ultimately is thinking about mutating COVID?
[00:03:05.564 --> 00:03:07.786]  Well, that's not what we say to the public.
[00:03:07.966 --> 00:03:08.486]  We know.
[00:03:09.027 --> 00:03:13.370]  It was a thought that came up at a meeting and we were like, why don't we know?
[00:03:13.390 --> 00:03:15.011]  It was like, we're going to consider that.
[00:03:15.191 --> 00:03:16.372]  There'll be more discussions.
[00:03:16.672 --> 00:03:17.953]  Not exactly action, right?
[00:03:17.993 --> 00:03:19.014]  We're like, wait a minute.
