[00:00:16.961 --> 00:00:18.083]  InfoWars.
[00:00:18.083 --> 00:00:19.285]  Tomorrow's news.
[00:00:19.285 --> 00:00:19.625]  Today.
[00:00:33.149 --> 00:00:34.610]  Sunday, July 16th, 2023.
[00:00:34.610 --> 00:00:37.511]  I'm your host, Alex Jones.
[00:00:37.511 --> 00:00:41.093]  We're gonna be here for the next four hours live.
[00:00:41.093 --> 00:00:45.256]  Owen Schroyer takes the baton in two hours.
[00:00:45.256 --> 00:00:48.517]  The Sunday Live.
[00:00:48.517 --> 00:00:51.159]  Well, every broadcast, as I say, is important.
[00:00:51.159 --> 00:00:54.240]  But particular ones are even more important.
[00:00:54.240 --> 00:01:02.025]  And as the world quickens with all the insanity, and evil really rises, but good to challenge it,
[00:01:02.901 --> 00:01:10.644]  As Newtonian physics and the Bible tells us is true, for every action there's an opposite and equal reaction.
[00:01:10.644 --> 00:01:15.386]  Each successive week and month and year gets more intense.
[00:01:15.386 --> 00:01:24.349]  This really is a quickening or a cascade of many singularities towards the great singularity, the return of our Lord and Savior Christ Jesus.
[00:01:28.374 --> 00:01:29.134]  RNFK Jr.
[00:01:29.134 --> 00:01:33.655]  has come out and talked about something we talked about two and a half years ago.
[00:01:33.655 --> 00:01:48.098]  Major scientific institutions in Europe, the United States, India, Australia, and Japan, of all places, they have a lot of great scientists there, looked at the COVID-19 virus and said it's been made in a lab.
[00:01:48.098 --> 00:01:57.420]  I mean, they said three and a half years ago, the Indians first scanned it at their prestigious biomedical university where they have a multi-billion dollar gene editing reader computer.
[00:01:58.640 --> 00:02:07.589]  And they said, this is man-made, this is five viruses, we know who made it, and this is what it's been designed to do.
[00:02:07.589 --> 00:02:13.094]  And then they got billions in research funding threatened, so they pulled their report but didn't say it was false.
[00:02:13.094 --> 00:02:16.878]  Then the French, the discoverer of HIV, Nobel Prize winner,
[00:02:17.970 --> 00:02:26.673]  He ran it through a gene scanner that cost him $2 billion, just the machine itself, and said, no, this is completely man-made with the HIV delivery system.
[00:02:26.673 --> 00:02:34.857]  And then it took about a year for the scientists to then look at it more closely, and they said, it's designed to hit black people and white people.
[00:02:34.857 --> 00:02:37.118]  It's called a race-specific weapon.
[00:02:37.118 --> 00:02:38.158]  Now, RFK Jr.
[00:02:38.158 --> 00:02:42.600]  came out and said this a few days ago at a big dinner conference in New York.
[00:02:43.638 --> 00:02:52.347]  And it became a huge firestorm because he just said what the report said, that it spares Asians and Ashkenazi Jews.
[00:02:52.347 --> 00:02:56.851]  Because Ashkenazi Jews, some were back in their lineage.
[00:02:56.851 --> 00:03:01.916]  That's what Arabs really are, is a mix of Caucasian, African, and Asian.
[00:03:01.916 --> 00:03:04.438]  That's really what their genetic type is.
[00:03:04.438 --> 00:03:05.579]  So they're a mix of the three.
[00:03:06.815 --> 00:03:07.035]  I think?
[00:03:37.196 --> 00:03:39.797]  African and Arabic.
[00:03:39.797 --> 00:03:43.699]  So that's why you see the change in the Spanish there.
[00:03:43.699 --> 00:03:45.600]  So ethnic studies are very interesting.
[00:03:45.600 --> 00:03:51.843]  Not in the leftist ethnic studies, but actually the historical ethnic studies and then bioweapons.
[00:03:51.843 --> 00:03:57.386]  Dick Cheney wrote in 2000 in Rebuilding America's Defenses for the Project for a New American Century document.
[00:03:57.386 --> 00:03:59.327]  Got wide circulation, look it up for yourself.
[00:03:59.327 --> 00:03:59.888]  He said the U.S.
[00:03:59.888 --> 00:04:03.449]  government must legitimize the use of race-specific bioweapons.
[00:04:05.030 --> 00:04:05.470]  R.F.K.
[00:04:05.470 --> 00:04:05.850]  Jr.
[00:04:05.850 --> 00:04:10.232]  talked about how this appears to be a race-specific bioweapon.
[00:04:10.232 --> 00:04:16.614]  He just stated what the papers say, and now we're hearing he's an anti-Semite.
[00:04:16.614 --> 00:04:17.994]  Absolutely preposterous.
[00:04:17.994 --> 00:04:20.455]  Of course, he supports the State of Israel, just like Trump.
[00:04:20.455 --> 00:04:21.975]  Whole nine yards.
[00:04:21.975 --> 00:04:24.736]  Some would say he's just too pro-Israel.
[00:04:24.736 --> 00:04:28.817]  I make that point just to point out that he is definitely not against the Jews.
[00:04:28.817 --> 00:04:30.558]  But it's just a fact.
[00:04:30.558 --> 00:04:32.898]  HIV absolutely targets black people.
[00:04:32.898 --> 00:04:33.719]  That's been out for 40 years.
[00:04:35.295 --> 00:04:38.979]  And this one targets blacks and whites.
[00:04:38.979 --> 00:04:41.521]  Because if you look at the genetic derivation, we look a lot different.
[00:04:41.521 --> 00:04:46.004]  Blacks and whites are more closely related than to Asians.
[00:04:46.004 --> 00:04:47.706]  Asians are the most separate group.
[00:04:47.706 --> 00:04:51.869]  In fact, the only group that has physiological differences that blacks and whites do not have.
[00:04:51.869 --> 00:04:53.731]  We'll be right back, ladies and gentlemen.
[00:04:53.731 --> 00:04:54.291]  Stay with us.
[00:04:54.291 --> 00:04:55.332]  InfoWars.com.
[00:04:55.332 --> 00:04:56.173]  Tomorrow's news today.
[00:05:00.828 --> 00:05:03.030]  The globalists are only humans.
[00:05:03.030 --> 00:05:07.035]  Yeah, they have control of the central banks, they have a lot of power, but they can be defeated.
[00:05:07.035 --> 00:05:10.238]  But some of their operations are going to take decades to stop.
[00:05:10.238 --> 00:05:17.967]  But one thing you can do right now is take control of your body and your family's body by purifying the water that you drink and that you cook with.
[00:05:18.447 --> 00:05:22.030]  And you do it with the highest quality gravity-fed filter out there.
[00:05:22.030 --> 00:05:24.272]  This thing does 10,000 gallons.
[00:05:24.272 --> 00:05:26.974]  You can sit there and put hundreds of gallons through it a day.
[00:05:26.974 --> 00:05:31.538]  It purifies very quickly and it cuts out thousands of chemicals to non-detectable levels.
[00:05:31.538 --> 00:05:33.559]  This is what I use, which my family uses.
[00:05:33.559 --> 00:05:35.701]  It's the very best system out there for the lowest price.
[00:05:35.701 --> 00:05:38.503]  For a limited time, 10% off on top of that.
[00:05:38.503 --> 00:05:43.587]  Exclusively at InfowarsStore.com on the Alexa Pure Water Filtration System.
[00:05:43.587 --> 00:05:46.830]  In stock and replacement filters for folks that need those in stock.
[00:05:47.170 --> 00:05:49.271]  Get it today and it funds the Infowar.
[00:05:49.271 --> 00:05:50.111]  Don't procrastinate.
[00:05:50.111 --> 00:05:57.094]  This is one of the main areas we can take control of our lives and stop the globalists from hitting us with poison that they allow in the water supply.
[00:05:57.094 --> 00:06:03.256]  In some cases they add the water supply like fluoride.
[00:06:03.256 --> 00:06:05.897]  Waging war on corruption.
[00:06:05.897 --> 00:06:10.999]  It's Alex Jones coming to you live from the front lines of the Infowar.
[00:06:21.067 --> 00:06:22.613]  It's Sunday, July 16th, 2023.
[00:06:22.613 --> 00:06:24.742]  I'm your host, Alex Jones.
[00:06:27.239 --> 00:06:29.800]  All right, we've got massive news tonight.
[00:06:29.800 --> 00:06:30.640]  Arno K. Jr.
[00:06:30.640 --> 00:06:39.462]  has talked about the elephant in the room, the race-specific, bioweapon nature of COVID-19, designed to target blacks and whites.
[00:06:39.462 --> 00:06:46.303]  It'll still kill Asians and Ashkenazi Jews, but not at anywhere at the same rate, according to major studies.
[00:06:46.303 --> 00:06:52.625]  He quoted that, and just pointed out that it looks like the Chi-Coms and the globalists were developing a specific race weapon.
[00:06:53.565 --> 00:07:04.098]  And wow, you're not supposed to talk about that, even though you can look up Dick Cheney rebuilding America's defenses, PNAC, the year 2000, legitimizing the use of race-specific weapons.
[00:07:04.098 --> 00:07:06.041]  In fact, guys, give me a printout of that.
[00:07:06.041 --> 00:07:09.264]  Just type in Dick Cheney promoted race-specific bioweapons.
