[00:00:00.000 --> 00:00:08.820]  [MUSIC]
[00:00:08.820 --> 00:00:16.329]   It would take hours to go over all the evidence which proves that the attack on September 11th, 2001 was an
[00:00:16.329 --> 00:00:17.359]  inside job.
[00:00:17.609 --> 00:00:20.232]  And I suggest you look into it if you haven't already.
[00:00:20.752 --> 00:00:24.555]  But to simplify the situation, all you need to do is look at Building 7.
[00:00:25.456 --> 00:00:31.481]  What some people still don't realize is that there were three buildings that fell into their own footprint that day.
[00:00:31.901 --> 00:00:39.727]  Three buildings that fell at free fall speed, indistinguishable from controlled demolitions, because that's exactly what they were.
[00:00:40.327 --> 00:00:45.010]  As the towers came crashing down, we can see the signatures of a controlled demolition.
[00:00:46.064 --> 00:01:01.137]  The official story is that Building 7, known as 7 World Trade Center, caught fire as a result of debris from the Twin Towers, which somehow caused a critical internal column to break, causing a cascading failure and collapse.
[00:01:01.658 --> 00:01:09.585]  And if this nonsensical official narrative were true, it would make it the first and only steel skyscraper in the world to collapse from fires.
[00:01:10.285 --> 00:01:19.313]  The building's owner, Larry Silverstein, took control of the Twin Towers just weeks before 9-11, and had them insured to cover terrorist attacks.
[00:01:19.893 --> 00:01:28.360]  After Building 7 collapsed, Silverstein told the media that the decision was made to pull it, suggesting that the building was collapsed on purpose.
[00:01:28.641 --> 00:01:34.846]  I remember getting a call from the fire department commander, telling me that they were not sure they were going to be able to contain the fire.
[00:01:34.866 --> 00:01:38.409]  I said, you know, we've had such terrible loss of life.
[00:01:39.557 --> 00:01:41.401]  This class seems to have pulled.
[00:01:42.824 --> 00:01:44.387]  And they made that decision to pull.
[00:01:44.708 --> 00:01:47.153]  And then we watched the building collapse.
[00:01:48.187 --> 00:01:55.592]  This implies that they somehow rigged the explosives that afternoon while the building was still burning, which is ridiculous.
[00:01:56.012 --> 00:01:59.814]  And so the media dismissed his comments and changed their story.
[00:02:00.635 --> 00:02:08.039]  There were several witnesses who reported hearing and feeling the type of explosions one would expect from a controlled demolition.
[00:02:08.299 --> 00:02:12.422]  You heard explosions, like BABOOM!
[00:02:13.266 --> 00:02:14.707]  There's like a distinct sound.
[00:02:14.867 --> 00:02:15.567]  Big explosion.
[00:02:16.068 --> 00:02:17.268]  Blew us back into the 8th floor.
[00:02:17.589 --> 00:02:21.811]  Somebody grabbed my shoulder and I started running, and the shit's hitting the ground behind me.
[00:02:23.312 --> 00:02:26.534]  And, uh, the whole time you're hearing, thump, thump, thump, thump, thump.
[00:02:27.315 --> 00:02:32.498]  So... I think I know an explosion when I hear it.
[00:02:33.218 --> 00:02:35.760]  Do you know if it was an explosion or if it was a building collapse?
[00:02:36.940 --> 00:02:39.082]  To me it sounded like... To me it sounded like...
[00:02:40.123 --> 00:02:40.803]  An explosion.
[00:02:40.823 --> 00:02:43.365]  The explosions were captured on video.
[00:02:43.925 --> 00:02:45.925]  You want to call your mother or something?
[00:02:45.925 --> 00:02:47.405]  [EXPLOSION]
[00:02:47.405 --> 00:02:49.365]  [INAUDIBLE]
[00:02:49.365 --> 00:02:53.844]   In fact, we were just told by police that you should move out of your apartment, Fabiana.
[00:02:53.844 --> 00:02:56.325]  You've got Carolina here.
[00:02:56.325 --> 00:02:59.325]  They advised us to leave because you have--
[00:02:59.325 --> 00:03:00.525]  oh, my god.
[00:03:00.525 --> 00:03:04.245]   First responders were told that the building was going to be blown up.
[00:03:04.245 --> 00:03:06.245]  [EXPLOSION]
[00:03:06.245 --> 00:03:07.245]  Oh, my god.
[00:03:08.215 --> 00:03:09.276]  Keep your eye on that building.
[00:03:09.296 --> 00:03:09.976]  It'll be coming down.
[00:03:10.357 --> 00:03:13.620]  The building is about to blow up.
[00:03:13.660 --> 00:03:14.981]  Move it back.
[00:03:15.021 --> 00:03:15.942]  We're looking back.
[00:03:16.002 --> 00:03:18.644]  There's a building about to blow up.
[00:03:18.664 --> 00:03:20.366]  And you guys knew this was coming all day.
[00:03:21.269 --> 00:03:29.914]  We had heard reports that the building was unstable and that it eventually would either come down on its own or it would be taken down.
[00:03:30.214 --> 00:03:35.277]  The BBC reported live on air that the building already collapsed before it did.
[00:03:35.758 --> 00:03:39.200]  Television viewers could see it in the background still standing.
[00:03:39.760 --> 00:03:44.203]  I was talking about the Salomon Brothers building collapsing, and indeed it has.
[00:03:44.243 --> 00:03:49.207]  Apparently that's only a few hundred yards away from where the World Trade Center towers were.
[00:03:49.727 --> 00:03:52.429]  And it seems that this was not a result of a new attack.
[00:03:52.789 --> 00:03:55.031]  It was because the building had been weakened.
[00:03:57.653 --> 00:04:01.435]  And the investigation never even investigated for explosives.
[00:04:02.597 --> 00:04:06.200]  The Republican White House then signed into law the Patriot Act.
[00:04:06.220 --> 00:04:15.186]  Alright ladies and gentlemen, I'm only interrupting this important Gregory's report because I urge you, I urge you to go to band.video.
[00:04:15.907 --> 00:04:20.690]  Download it, share it, spread it as we are on the eve of the anniversary of 9-11.
[00:04:20.950 --> 00:04:27.275]  Now certainly there's going to be more coverage of this and more flashbacks of what really went down that day.
[00:04:28.195 --> 00:04:42.548]   But the reason why this is so important is More people are willing to question official narratives, government narratives, and are skeptical or outright distrusting of the government now more than ever before.
[00:04:42.708 --> 00:04:49.891]  And so, a lot of people that might have never believed or always believed what they told about 9-11, now they might never believe it.
[00:04:50.351 --> 00:04:52.211]  So, now is the time, folks.
[00:04:52.311 --> 00:04:55.693]  Share that video at bandit.video from the Greece report.
[00:04:55.833 --> 00:04:56.553]  Very important.
[00:04:58.714 --> 00:05:15.838]   Ladies and gentlemen, It is a distinct honor and privilege to be here with you tonight on this Sunday, September 10th, 2023 live transmission from the InfoWars World Headquarters in Austin, Texas.
[00:05:16.498 --> 00:05:20.521]  Such an honor, such a privilege, really, I can't even put it into words.
[00:05:21.982 --> 00:05:28.346]  But the fact that we're still here is a victory in and of itself.
[00:05:30.225 --> 00:05:35.009]  Now, I am going to be with you, the InfoWars audience, for the next four hours.
[00:05:35.209 --> 00:05:36.770]  We'll be hosting the Alex Jones Show.
[00:05:36.790 --> 00:05:40.013]  I'm going to tell you what I have coming up on the Alex Jones Show.
[00:05:40.393 --> 00:05:43.396]  All the important news, all the important video clips.
[00:05:45.217 --> 00:05:50.402]  And then, for Sunday Night Live, we're going to have a lot of important and special guests coming up.
[00:05:51.377 --> 00:05:58.402]  Christy Lee with a big report, Chris Emery with a big report, and then an individual that they call the Russian Alex Jones.
[00:05:58.683 --> 00:06:00.264]  Oh, the Russian Alex Jones.
[00:06:00.544 --> 00:06:00.984]  Duh!
[00:06:02.646 --> 00:06:05.768]  So that's going to be coming up for you tonight.
[00:06:06.429 --> 00:06:09.351]  Four hours, live InfoWars transmissions.
[00:06:09.691 --> 00:06:10.552]  Buckle up!
[00:06:13.694 --> 00:06:19.959]  Now, let me lay out all the news that we're going to be covering in the two hours of the Alex Jones Show.
[00:06:22.876 --> 00:06:32.938]  First off and foremost, you know there was one man who warned us all what was coming.
[00:06:35.159 --> 00:06:49.960]   And now today, the very cornerstones, the very foundations of the United States of America are being Not just chipped away at, but I mean hacked away at.
[00:06:50.140 --> 00:06:55.444]  I mean demolished so that the entire country will fall.
[00:06:56.284 --> 00:06:57.165]  What am I talking about?
[00:06:58.226 --> 00:07:02.709]  I'm talking about the First Amendment and I'm talking about the Second Amendment.
[00:07:03.790 --> 00:07:13.497]  And the direct assault on these cornerstones of our Republic could not be more clear and present than they are today.
[00:07:15.694 --> 00:07:21.018]  Now, I'm not just talking about local issues that I can discuss later.
[00:07:22.500 --> 00:07:36.251]  I'm talking about, even now, the Fifth Circuit Court, the Washington Post, Washington Post, forced to admit that the Biden administration violated the First Amendment.
[00:07:40.614 --> 00:07:41.295]  Think about that.
[00:07:42.716 --> 00:07:43.557]  Just take a second.
[00:07:45.009 --> 00:07:52.694]  The Washington Post forced to admit that the Biden administration violated the First Amendment.
[00:07:53.935 --> 00:07:57.374]  free speech, a cornerstone of our republic.
[00:07:57.374 --> 00:08:11.935]   That is equivalent to the Democrats, the Biden administration, the federal government.
[00:08:11.927 --> 00:08:17.927]   putting a stick of dynamite, no, 10 million sticks of dynamite under the foundations,
[00:08:17.927 --> 00:08:21.367]  the cornerstones of this country and lighting them up.
[00:08:21.367 --> 00:08:31.606]  But that's not all.
[00:08:31.863 --> 00:08:35.265]  Of course, we know the Democrats are also after your second amendment.
[00:08:36.366 --> 00:08:41.190]  And the latest attack on the second amendment is so aggressive.
[00:08:42.375 --> 00:08:55.685]  And so obscene that even some of the most far-left radical Democrats like Ted Lieu and activists like David Hogg are even saying, whoa, this might be too far.
[00:08:57.126 --> 00:08:57.886]  David Hogg?
[00:08:58.667 --> 00:08:59.868]  Supporting the Second Amendment?
[00:09:00.308 --> 00:09:01.128]  Ted Lieu?
[00:09:01.949 --> 00:09:03.010]  Supporting the Second Amendment?
[00:09:03.110 --> 00:09:04.571]  What have the Democrats done?
[00:09:05.251 --> 00:09:05.832]  Well, I'll tell you.
[00:09:07.130 --> 00:09:11.619]  So, first amendment under complete assault, second amendment under complete assault.
[00:09:12.080 --> 00:09:18.572]  Now, that right there alone, I should spend four hours on that.
[00:09:20.848 --> 00:09:34.196]  Political activists from the left, political activists from the right, journalists, activists, everybody, center, right, middle, up, down, left, sideways, cross-eyed, blue, black, green, yellow, red, polka dot, white, everything!
[00:09:34.977 --> 00:09:36.658]  This impacts all of us.
[00:09:36.818 --> 00:09:39.540]  This is, I mean, like, red alert!
[00:09:39.860 --> 00:09:40.460]  Red alert!
[00:09:40.761 --> 00:09:41.361]  Red alert!
[00:09:42.442 --> 00:09:43.983]  The sirens are going off!
[00:09:46.885 --> 00:09:47.885]  The British are coming!
[00:09:47.945 --> 00:09:48.866]  The British are coming!
[00:09:51.820 --> 00:10:10.177]  But see, it's like we're so numbed it, we've been so sedated by the entertainment, by the culture, by the constant attacks, and now the chilling on free speech, and just the chilling of any political activity, that it's just like, oh, did you hear?
[00:10:10.958 --> 00:10:12.960]  Did you hear the Democrats are coming for the First Amendment?
[00:10:13.140 --> 00:10:14.742]  Did you hear the Democrats are coming for the Second Amendment?
[00:10:14.581 --> 00:10:16.581]  You gotta like, oh, oh really?
[00:10:16.581 --> 00:10:23.921]  Kind of a big deal.
[00:10:23.199 --> 00:10:27.900]  It's kind of like, oh, Biden trying to start world war with Russia, kind of a big deal.
[00:10:27.981 --> 00:10:31.301]  Oh, but Elon Musk is the bad guy because he's trying to stop it.
[00:10:33.002 --> 00:10:34.262]  And we'll have that for you, by the way.
[00:10:34.942 --> 00:10:41.804]  And it all ties in because Elon Musk is confronting the Democrats on their attacks on free speech.
[00:10:43.825 --> 00:10:57.584]   And he has angered the military-industrial complex because he's not He's decided he's not going to be a part of increasing or escalating the war in Ukraine.
[00:10:58.544 --> 00:11:11.273]  Who knows how many lives were saved because of Elon Musk's decision not to expand the Starlink connections so that the Ukrainians could attack Russians and kill them.
[00:11:13.319 --> 00:11:16.721]  But see, our political class is so psychotic.
[00:11:17.221 --> 00:11:19.243]  Mitt Romney said it last week.
[00:11:19.663 --> 00:11:20.784]  We played the clips all week.
[00:11:20.824 --> 00:11:23.926]  He said, it's a good thing that people are dying in Ukraine.
[00:11:24.386 --> 00:11:24.626]  What?
[00:11:26.667 --> 00:11:30.009]  Well, first he said, oh, no one's dying in Ukraine, and he meant no Americans.
[00:11:30.750 --> 00:11:34.492]  But then he said, it's a good thing Ukrainians and Russians are dying for our foreign policy.
[00:11:34.832 --> 00:11:38.154]  What a sick, psychotic person would think like that.
[00:11:38.214 --> 00:11:40.596]  Somebody completely disconnected from humanity and God.
[00:11:42.585 --> 00:11:45.107]  But let me just pause, and tell you what else we got coming up.
[00:11:45.267 --> 00:11:48.429]  But it's like, just right there, that's four hours of transmissions.
[00:11:48.649 --> 00:11:48.929]  Right there.
