[00:00:00.000 --> 00:00:26.000]  [MUSIC]
[00:00:26.000 --> 00:00:29.000]  InfoWars. Tomorrow's news, today.
[00:00:29.212 --> 00:00:36.255]  It's Tuesday, May 30th, 2023.
[00:00:37.476 --> 00:00:41.817]  And as we predicted, they are preparing the false flag attack to bring down the power grid.
[00:00:42.438 --> 00:00:43.318]  This is not a drill.
[00:00:43.578 --> 00:00:53.222]  They're engaging the final phase of pre-programming the public and claiming that Trump's supporting right-wingers are imminently, the FBI says this, going to take down the power grid.
[00:00:53.817 --> 00:00:56.197]  Here's Klaus Schwab in the last few years preparing you for this.
[00:00:57.478 --> 00:01:20.182]  We all know, but still pay insufficient attention to the frightening scenario of a comprehensive cyber attack which would bring to a complete halt to the power supply, transportation, hospital services, our society as a whole.
[00:01:21.167 --> 00:01:38.040]   The COVID-19 crisis would be seen in this respect as a small disturbance in comparison to a major cyber attack. To use the COVID-19 crisis as a
[00:01:38.040 --> 00:01:48.120]   timely opportunity to reflect on the lessons the cyber security community can draw and
[00:01:48.120 --> 00:01:53.240]   improve our preparedness for a potential cyber pandemic.
[00:01:53.240 --> 00:01:59.560]   All right, I would like to direct all the viewers and listeners to an article that went up
[00:01:59.560 --> 00:02:04.759]  yesterday evening. False flag alert.
[00:02:04.956 --> 00:02:10.680]  Media and Homeland Security warn right-wing extremists are going to attack the U.S.
[00:02:10.740 --> 00:02:11.360]  power grid.
[00:02:11.741 --> 00:02:13.702]  We'll put that article on screen.
[00:02:14.763 --> 00:02:15.824]  False flag alert.
[00:02:15.884 --> 00:02:20.907]  Media and Homeland Security warn right-wing extremists or Russia set to attack the power grid.
[00:02:21.948 --> 00:02:28.173]  Now, I've talked about this about a thousand times the last two and a half years since Biden stole his way into the White House.
[00:02:29.338 --> 00:02:43.967]  And I could read the policy reports of the Davos Group, the UN, the Carnegie Endowment, the Rockefeller Foundation, and see the pre-programming in the public that cyber attacks are imminent, and we don't know who's going to launch them.
[00:02:44.027 --> 00:02:44.867]  And I said, you watch.
[00:02:46.648 --> 00:02:50.391]  They're going to say it's going to be the right wing working with the Russians, which is just totally preposterous.
[00:02:50.511 --> 00:02:57.575]  But that's what they're doing is taking the last seven years of lies that populist and nationalist people that don't want to be slaves are Russians.
[00:02:58.300 --> 00:02:59.461]  And so enemies of the state.
[00:03:00.521 --> 00:03:05.444]  And then they put out the new report two years ago that all white people are inherently bad.
[00:03:05.464 --> 00:03:12.168]  And if you don't like open borders, if you don't like election fraud, if you don't like lockdowns, literally you are a terrorist.
[00:03:14.630 --> 00:03:24.976]  And now they are officially announcing that the CIA and Homeland Security working with the ADL are going to arrest and target Americans and censor Americans at a higher level.
[00:03:25.597 --> 00:03:27.798]  I mean, this is the final authoritarian takeover.
[00:03:28.516 --> 00:03:34.358]  And then they say, oh, and by the way, the right-wing racists, they're working with the Russians to blow up the power grid.
[00:03:35.438 --> 00:03:42.300]  Even though it's the left cutting off the pipelines that's been caught attacking the power grid and that is legislatively trying to shut it all down.
[00:03:42.320 --> 00:03:43.280]  No, no, no, no, no, no.
[00:03:43.720 --> 00:03:46.721]  It's the right-wingers want to get rid of your gasoline car.
[00:03:47.101 --> 00:03:49.402]  The right-wingers that shut down the Keystone Pipeline.
[00:03:49.882 --> 00:03:54.063]  The right-wingers that shut down Alaska oil drilling or drilling in the Gulf of Mexico.
[00:03:54.863 --> 00:03:58.184]  It was Vladimir Putin with Alex Jones and Donald Trump.
[00:03:59.542 --> 00:04:01.363]  That are cutting off the energy, that's right.
[00:04:01.964 --> 00:04:03.685]  And again, the Easter Bunny is real.
[00:04:04.125 --> 00:04:14.253]  But the reason this is so horrible is, as I've been saying the last two and a half years, when they say the right wing with the Russians are about to blow up the power grid, they're getting ready to do it.
[00:04:15.073 --> 00:04:20.818]  And now, Fox News, MSNBC, CNN, local news stations, all the same propaganda.
[00:04:21.258 --> 00:04:23.179]  Those right wingers you heard are all terrorists?
[00:04:24.781 --> 00:04:27.943]  Well, ladies and gentlemen, they're about to turn the power off, that's right.
[00:04:28.635 --> 00:04:35.696]  And they've got some wound-up crazies, you know, they'll have shoot at some of the facilities and they'll say it's some right-wing militia guy and then that's the pretext.
[00:04:36.356 --> 00:04:47.339]  That's the final pretext before they take down the grid and devalue the currency and bring in total martial law and then release another virus and then it'll be a hundred times worse than it was before.
[00:04:47.699 --> 00:04:48.659]  So here we are.
[00:04:49.799 --> 00:04:54.480]  But hey, the fun part is all the left-wing that wanted this, they're even more unprepared for the hell they're about to enter.
[00:04:55.501 --> 00:05:01.303]  Judgments here and prepare for them to take on the power grip and buy us and start World War III to the next level.
[00:05:01.803 --> 00:05:03.083]  So everybody prepare to die.
[00:05:03.423 --> 00:05:03.683]  Love you.
[00:05:04.283 --> 00:05:11.165]  Well, I really hate to quote Emperor Palpatine here, but it's really the proper quote.
[00:05:15.226 --> 00:05:24.909]  Everything I have foreseen is unfolding.
[00:05:27.344 --> 00:05:29.266]  Everything I have foreseen is unfolding.
[00:05:32.850 --> 00:05:37.555]  And it's unfolding exactly like I said it would because I know the enemy.
[00:05:37.575 --> 00:05:38.976]  I'm immersed in the enemy's mind.
[00:05:40.358 --> 00:05:42.920]  And God's given me discernment.
[00:05:42.940 --> 00:05:44.882]  But I mean, I got to be completely honest with you.
[00:05:46.384 --> 00:05:49.908]  It's not hard to make a prediction about these people.
[00:05:50.649 --> 00:05:57.330]  When you realize they think the public is completely mindless and completely stupid, so they roll it out in phases and pre-program everybody.
[00:05:58.010 --> 00:06:02.031]  But listeners, I'm sure you've heard me talk about this until your ears bleed.
[00:06:03.051 --> 00:06:18.534]  But regardless, this morning I asked the crew to get our archivists to go back in the last two and a half years, where I predict specifically the globals are going to target the power grid and blame the American people slash Russians.
[00:06:20.200 --> 00:06:29.247]  I specifically said they're going to claim that the right wing, who are now Nazis, according to them, so not just they're going to call us Nazis, who cares about that?
[00:06:29.267 --> 00:06:30.347]  We know that's a fraud.
[00:06:30.988 --> 00:06:36.812]  It's a designation with the government to come after us and to imprison us.
[00:06:36.972 --> 00:06:46.479]  I mean, this is run by a leftist think tank spy grid, the ADL, outlawing their political opposition.
[00:06:46.519 --> 00:06:48.741]  I mean, on a scale of 1 to 10, this is a 10.
[00:06:49.779 --> 00:06:52.941]  I mean, this is, this is Soviet purge stuff.
[00:06:52.981 --> 00:06:54.342]  This is Nazi purge stuff.
[00:06:54.382 --> 00:07:04.728]  I mean, this is, this is the stuff of takeovers of societies, the stuff of Venezuela, the stuff of North Korea, the stuff of Communist China.
[00:07:06.309 --> 00:07:22.941]   So, in the first press conference in January of 2021, Jen Psaki and Homeland Security, we played the clips here over and over again, got up on TV and said, All of our opposition are white supremacists.
[00:07:24.363 --> 00:07:27.446]  And any white supremacist will be outlawed.
[00:07:27.466 --> 00:07:32.231]  And we are going to have directives with Homeland Security for all the agencies, including the CIA.
[00:07:33.092 --> 00:07:37.574]  Which again is illegal, domestically, to go after them because the number one threat is white supremacists.
[00:07:37.594 --> 00:07:39.195]  And people said, well, this is ridiculous.
[00:07:39.475 --> 00:07:42.117]  It's like MSNBC calling everybody a white supremacist.
[00:07:42.137 --> 00:07:44.178]  They're saying Trump says he hates all Mexicans.
[00:07:44.438 --> 00:07:45.078]  Never said that.
[00:07:45.759 --> 00:07:48.700]  You laugh at it because, you know, it's like saying, oh, I'm a Russian agent.
[00:07:49.621 --> 00:07:50.341]  You know, it's not true.
[00:07:50.361 --> 00:07:51.141]  You laugh.
[00:07:51.401 --> 00:07:51.902]  They don't care.
[00:07:52.362 --> 00:07:53.743]  The agencies come after you.
[00:07:54.863 --> 00:07:57.425]  It's just the pretext they need to declare open season on America.
[00:07:58.565 --> 00:08:15.532]   So then in June of that same year, Now, two years ago, right at two years ago, they put out that Homeland Security Directive, executive order by the President, saying the number one terror threat and the main directive of Homeland Security and U.S.
[00:08:15.592 --> 00:08:20.355]  agencies is not China, not Russia, not open borders, not human trafficking.
[00:08:20.535 --> 00:08:26.700]  It is right-wing white supremacists who are imminently going to attack and are the number one terror threat and the number one crime.
[00:08:27.261 --> 00:08:29.193]   Of course, it's Statistics don't show that.
[00:08:29.213 --> 00:08:32.415]  It's one of the rarest crimes, but they just said, no, it's the number one crime.
[00:08:32.435 --> 00:08:33.376]  You see all the news now.
[00:08:33.636 --> 00:08:34.817]  White supremacy is just everywhere.
[00:08:34.837 --> 00:08:36.018]  It's like raining out of the sky.
[00:08:36.639 --> 00:08:44.405]  And then they define it as questioning lockdowns, questioning force injections, questioning open borders, questioning censorship, questioning election fraud.
[00:08:44.465 --> 00:08:49.909]  And then they added on to that since then, questioning the Afghan withdrawal, white supremacy, officially.
[00:08:51.104 --> 00:08:56.866]  So, if you complain and say global warming isn't real, they now say that's white supremacism.
