[00:00:14.970 --> 00:00:16.071]  InfoWars.
[00:00:16.071 --> 00:00:17.251]  Tomorrow's news.
[00:00:17.251 --> 00:00:17.592]  Today.
[00:00:27.815 --> 00:00:31.899]  Resistance to tyrants is obedience to God.
[00:00:31.899 --> 00:00:34.882]  It's Alex Jones.
[00:00:34.882 --> 00:00:37.204]  And it's Sunday, February 12th, 2023.
[00:00:37.204 --> 00:00:38.525]  I'm your host, Alex Jones.
[00:00:38.525 --> 00:00:40.467]  I'll be here for the next two hours, live.
[00:00:40.467 --> 00:00:43.110]  And then the great Owen Troyer will come in 6 to 8 p.m.
[00:00:43.110 --> 00:00:47.594]  out of the same studio for Sunday, live, all-time central.
[00:00:47.594 --> 00:00:52.919]  Well, while a lot of people are having fun, and I don't blame them, watching the Chiefs versus the Eagles,
[00:00:54.139 --> 00:00:55.699]  All of that that's going on.
[00:00:55.699 --> 00:01:11.923]  We're busy watching what's happening around the world with the New World Order and with all these UFOs that are flying around and all these shoot downs that are happening and taking place not just here but reportedly now starting over in China as well.
[00:01:11.923 --> 00:01:14.144]  What's really behind that?
[00:01:14.144 --> 00:01:15.184]  Well, everybody from CNN
[00:01:17.093 --> 00:01:20.497]  The Fox News has been hyping, could it be aliens?
[00:01:20.497 --> 00:01:27.163]  Even though in every case it turns out that it's a Chinese balloon carrying different surveillance and or
[00:01:28.277 --> 00:01:29.338]  Weapons packages.
[00:01:29.338 --> 00:01:31.939]  And this has been going on for decades.
[00:01:31.939 --> 00:01:34.780]  The question is, why is it getting attention now?
[00:01:34.780 --> 00:01:39.702]  And that's because the Pentagon and the PSYOP experts want it to be getting attention now.
[00:01:39.702 --> 00:01:44.084]  Because the United States is doing giant drills right off the coast of China and Taiwan.
[00:01:44.084 --> 00:01:47.626]  And we've never been closer to war, according to our own hijacked government.
[00:01:47.626 --> 00:01:51.247]  And, of course, the globalist-run CHICOM government as well.
[00:01:51.247 --> 00:01:52.948]  Or, let's say, globalist-installed.
[00:01:52.948 --> 00:01:54.209]  They don't run it now.
[00:01:54.209 --> 00:01:56.210]  That's why war is
[00:01:57.410 --> 00:01:59.573]  Going from soft into hot.
[00:01:59.573 --> 00:02:02.977]  Big developments obviously over in Ukraine.
[00:02:02.977 --> 00:02:13.249]  I believe we're just days away from the big second Russian invasion that I think will happen before the one-year anniversary on the 24th.
[00:02:13.249 --> 00:02:16.233]  We're going to be looking at all of it here today.
[00:02:17.369 --> 00:02:19.791]  I want to thank you all for tuning in this evening.
[00:02:19.791 --> 00:02:28.136]  Remember, the establishment works around the clock to try to block this show and censor this show, so this is not a spectator sport.
[00:02:28.136 --> 00:02:31.038]  The Info War is about being the man and woman in the arena.
[00:02:31.038 --> 00:02:32.519]  It's very easy to be in the arena.
[00:02:32.519 --> 00:02:44.967]  Take the live links from infowars.com forward slash show, the live show feed from band.video or places like conspiracyfact.info and share it from there and win the Info War against the New World Order.
[00:02:45.447 --> 00:02:53.352]  We've got so much to hit on the balloon situation and what I think is really behind that and what's behind the psyops coming up this evening.
[00:02:53.352 --> 00:02:59.875]  Then, not just here in the U.S., but all over the world, governments are admitting they've been covertly censoring people with big tech.
[00:02:59.875 --> 00:03:00.015]  U.S.
[00:03:00.015 --> 00:03:03.918]  State Department funding secret disinformation crusade to blacklist conservatives.
[00:03:03.918 --> 00:03:05.379]  I told you about that years ago.
[00:03:05.379 --> 00:03:06.379]  Now it's come out in Congress.
[00:03:06.379 --> 00:03:12.123]  We have some amazing clips from Friday that we didn't have time to get to because it was happening live as we were speaking.
[00:03:12.123 --> 00:03:14.004]  Also, Elon Musk retweeted a video
[00:03:15.117 --> 00:03:24.079]  Montage yesterday of myself and Joe Rogan that was used to hype up the whole alien invasion narrative that is taking place.
[00:03:24.079 --> 00:03:31.641]  What we really have is an invasion of our privacy, an invasion of our bodies with the poison shots and the AI surveillance grid.
[00:03:31.641 --> 00:03:38.223]  And what we really have is an invasion of third world populations starving to death because the globalists shut down their countries for more than two years.
[00:03:38.223 --> 00:03:40.843]  The West was only shut down on average for about a year.
[00:03:40.843 --> 00:03:42.224]  The US only for about six months.
[00:03:43.284 --> 00:03:56.411]  Fully shut down, but we're gonna be looking at all of that today as well plus the exploding Crime rate thanks the Democrats defunding the police and telling police a slow roll Massive news on the whole poison shot front.
[00:03:56.411 --> 00:04:09.718]  We knew this was coming and whether it's people like the dictator of Venezuela Hugo Chavez or now socialist president Lula da Silva They're announcing forced injections of Pfizer shots
[00:04:10.734 --> 00:04:19.950]  Communists always closely ally with Big Pharma for anyone that wants to ever have access to health care or any type of financial aid or support.
[00:04:21.357 --> 00:04:23.980]  And of course you're saying your children can't go to school if you don't take it.
[00:04:23.980 --> 00:04:25.461]  So that's where they want to bring us here.
[00:04:25.461 --> 00:04:27.824]  They're already trying it all around the world.
[00:04:27.824 --> 00:04:28.525]  Real tyranny.
[00:04:28.525 --> 00:04:39.556]  And there's been some new hearings with other top experts in the death actuary field, confirming the trend we've seen over two years, accelerating a massive increase in death of 150 plus percent.
[00:04:41.929 --> 00:04:44.592]  On the first shot alone, we've got all that.
[00:04:44.592 --> 00:04:48.936]  That's only a small window into what is coming up today.
[00:04:48.936 --> 00:04:54.182]  Hillary Clinton's giving a speech calling for banning cash, bringing cash to society, and so much more.
[00:04:54.182 --> 00:04:55.203]  Tomorrow's news today.
[00:04:55.203 --> 00:04:56.665]  Thanks for joining us on Super Bowl Sunday.
[00:05:01.792 --> 00:05:04.915]  I talk a lot about the great successes InfoWars has had.
[00:05:04.915 --> 00:05:07.236]  I don't think anybody can deny it.
[00:05:07.236 --> 00:05:11.159]  And it is because of listeners and viewers supporting us.
[00:05:11.159 --> 00:05:15.103]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers...
[00:05:16.533 --> 00:05:20.075]  They really have been the MVPs in this fight.
[00:05:20.075 --> 00:05:28.899]  And when you look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[00:05:28.899 --> 00:05:32.540]  So for myself and the whole InfoWars crew, I thank you for your past support.
[00:05:32.540 --> 00:05:37.483]  And I want to encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[00:05:38.323 --> 00:05:39.263]  I know you spread the word.
[00:05:39.263 --> 00:05:40.783]  I know you pray for us, and that's wonderful.
[00:05:40.783 --> 00:05:41.364]  Keep doing it.
[00:05:41.364 --> 00:05:50.285]  But most viewers and listeners never go to InfoWarsTore.com, and you never buy great products that enrich and empower your life, all at the same time keeping us on air.
[00:05:50.285 --> 00:05:54.586]  I know that less than 1% of our listeners actually go buy products at InfoWarsTore.com.
[00:05:54.586 --> 00:05:59.547]  If just 1% more of you took action and went to InfoWarsTore.com, our funding problems will be over.
[00:05:59.547 --> 00:06:00.327]  Please take action now.
[00:06:08.144 --> 00:06:12.486]  Waging war on corruption.
[00:06:12.486 --> 00:06:26.411]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:06:26.411 --> 00:06:30.573]  So there is a steady stream of Chinese Communist balloons.
[00:06:32.249 --> 00:06:37.694]  Coming in again, as I've told you, over the North Pole, down over Alaska, into Western Canada.
[00:06:37.694 --> 00:06:49.285]  Now on Friday, and then again on Saturday, the United States shot down, using F-22 Raptors, two of those unidentified flying objects, which they now admit were balloons.
[00:06:51.226 --> 00:07:04.358]  They report that the avionics of the Sidewinder missiles were affected by what was on board, showing these things have some pretty sophisticated jamming on them, if you believe what we're hearing out of the Pentagon.
[00:07:04.358 --> 00:07:06.299]  They lie so much.
[00:07:06.299 --> 00:07:06.800]  Who knows?
[00:07:06.800 --> 00:07:09.763]  Like telling the troops the vaccine was tested and safe.
[00:07:09.763 --> 00:07:10.964]  It was all a damn lie.
[00:07:10.964 --> 00:07:12.005]  I don't dislike the troops.
[00:07:12.005 --> 00:07:14.146]  I love the troops and the folks in the military.
[00:07:14.787 --> 00:07:18.413]  Some of the best people in the country, but the folks running it are the enemies of the nation.
[00:07:18.413 --> 00:07:22.220]  That's how you bring a country down, is the enemies from within.
[00:07:22.220 --> 00:07:24.965]  So everywhere, Fox News, CNN, all of them.
[00:07:25.970 --> 00:07:29.253]  Have been hyping, is this an alien invasion?
[00:07:29.253 --> 00:07:33.056]  Even though by the end of Friday night, the Pentagon said it was another balloon.
[00:07:33.056 --> 00:07:37.881]  And by the end of Saturday night, the second one, okay, it was another balloon of some type.
[00:07:37.881 --> 00:07:43.846]  These much smaller than the gigantic one that was shot down last week.
[00:07:43.846 --> 00:07:46.909]  And the media is just all over the place on this.
[00:07:46.909 --> 00:07:48.470]  Project Bluebeam activated?
[00:07:50.319 --> 00:07:55.003]  Know all about the conspiracy theory going viral again after sightings of UFOs.
[00:07:55.003 --> 00:07:56.424]  That just means unidentified.
[00:07:56.424 --> 00:07:58.205]  So you know what it is.
[00:07:58.205 --> 00:08:05.410]  I mean, if a jet's flying at 50,000 feet and they see it on radar until they visualize it, it doesn't have transponders, they say it's unidentified.
[00:08:05.410 --> 00:08:08.112]  It just means it's not identified.
[00:08:08.112 --> 00:08:12.416]  Going viral again after sightings of UFOs in the U.S., Canada, and China.
[00:08:13.430 --> 00:08:15.131]  And so now, as the U.S.
[00:08:15.131 --> 00:08:30.240]  and China move more into a war stance with each other, both in rhetoric and with military forces, this is a way to saber-rattle further, and then meanwhile have the corporate media tell you it might be little green men.
[00:08:30.240 --> 00:08:34.643]  Here's the Newsweek's headline, Alien Invasions.
[00:08:34.643 --> 00:08:38.445]  Congressman addresses speculation after UFOs shot down.
[00:08:39.972 --> 00:08:48.434]  UFOs are being shot down left and right, and the internet thinks an alien attack is imminent.
[00:08:48.434 --> 00:08:53.696]  Another suspected flying something goes down near Alaska.
[00:08:53.696 --> 00:09:00.057]  Amidst a possible alien invasion, Biden undermines all his prior statements.
[00:09:00.057 --> 00:09:05.579]  And so that's Red State and Town Hall and CNN and all of them
[00:09:07.819 --> 00:09:17.543]  A day after, and in the case of Friday's shoot down, two days after, the Pentagon admits they were balloons and have been recovering the debris, they don't care.
[00:09:17.543 --> 00:09:20.344]  They just keep saying UFO, UFO, UFO.
[00:09:20.344 --> 00:09:22.304]  The public thinks UFO means an alien.
[00:09:22.304 --> 00:09:25.245]  No, it just means unidentified.
[00:09:25.245 --> 00:09:30.888]  China now claiming it has also intercepted a UFO off their coast.
[00:09:30.888 --> 00:09:33.989]  Here's what we know about the unidentified object shot down over North America, CNN.
[00:09:35.814 --> 00:09:42.558]  Baffled pilots who shot down mystery objects say it interfered with their sensors.
[00:09:42.558 --> 00:09:42.738]  U.S.
[00:09:42.738 --> 00:09:46.881]  jet shoots down unidentified object over northern Canada.
[00:09:46.881 --> 00:09:51.584]  China scrambles fighter jets to shoot down unidentified objects over its airspace.
[00:09:51.584 --> 00:09:59.929]  NORAD declares false alarm over mysterious airborne object over Montana after congressman said DOD was waiting till morning to get eyes on it.
[00:10:00.765 --> 00:10:02.325]  That's another one they're saying.
[00:10:02.325 --> 00:10:04.186]  There's 73 if that's true.
[00:10:04.186 --> 00:10:09.648]  Scientist alien concern after finding space object sending signals to Earth.
[00:10:09.648 --> 00:10:13.289]  That's out of the Daily Star in the UK.
[00:10:13.289 --> 00:10:19.670]  Scientist became concerned when she thought signals were being sent to Earth from space, being sent by aliens.
[00:10:19.670 --> 00:10:22.951]  It goes on from there.
[00:10:22.951 --> 00:10:25.272]  Of course it was just another deep space satellite.
[00:10:26.872 --> 00:10:31.156]  There are tens of thousands of different satellites that have been launched since the 60s.
[00:10:31.156 --> 00:10:33.318]  They're all over the place.
[00:10:33.318 --> 00:10:43.347]  And I liken a satellite to a neighbor you've got a quarter mile away who's got a big, powerful telescope on their deck.
[00:10:43.347 --> 00:10:44.888]  And if you've got a telescope like that,
[00:10:45.779 --> 00:10:46.359]  They're incredible.
[00:10:46.359 --> 00:10:47.340]  In fact, I have one.
[00:10:47.340 --> 00:10:47.740]  It's in storage.
[00:10:47.740 --> 00:10:48.461]  I don't have time to use it.
[00:10:48.461 --> 00:10:50.362]  I bought it back in college.
[00:10:50.362 --> 00:10:52.543]  And the stars are cool to look at with it.
[00:10:52.543 --> 00:10:53.283]  The planets are neat.
[00:10:53.283 --> 00:10:55.705]  You've got to be in really clear sky to do that.
[00:10:55.705 --> 00:11:06.231]  We'd drive out to the hill country sometimes, me and my dad, when I was in college, and stay up all night out there drinking a couple beers and eating sandwiches and looking at the planets and things.
[00:11:06.231 --> 00:11:11.874]  But what telescopes are amazing for is up close and down on the ground.
[00:11:11.874 --> 00:11:13.875]  And you never really watch your neighbors.
[00:11:13.875 --> 00:11:14.816]  That's not fun to do.
[00:11:16.408 --> 00:11:19.169]  It's not as all people do is watch TV.
[00:11:19.169 --> 00:11:34.853]  But the geckos on the lamppost and the ants going across the windowsill and the possum digging in the trash can or the bobcat climbing on the roof, that's what telescopes are amazing for at night.
[00:11:37.577 --> 00:11:46.444]  Why can a satellite up there, shooting down on a clear day, it can read, back in the 60s they could, the date on a penny or a dime.
[00:11:46.444 --> 00:11:53.630]  It can read what a woman laying in Central Park, famous photos of this from the late 60s, what she's reading, the text on a little paperback she's reading.
[00:11:54.656 --> 00:12:07.105]  But what balloons are for, obviously, is to get a better reading with ground-penetrating radar, or laser scans like we just saw over Kauai, Hawaii a few days ago, and the Pentagon says it's a Chinese satellite.
[00:12:07.105 --> 00:12:11.008]  That's very, very serious.
