[00:00:16.182 --> 00:00:17.302]  InfoWars.
[00:00:17.302 --> 00:00:18.503]  Tomorrow's news.
[00:00:18.503 --> 00:00:26.885]  Today.
[00:00:26.885 --> 00:00:31.066]  Ladies and gentlemen, we are live.
[00:00:31.066 --> 00:00:32.066]  The Alex Jones Show.
[00:00:33.666 --> 00:00:39.148]  Believe me, they wanted this shut down for days like this.
[00:00:39.148 --> 00:00:43.649]  But we are live on this Tuesday, March 21st, 2023.
[00:00:43.649 --> 00:00:48.451]  Every day is history now.
[00:00:48.451 --> 00:00:54.833]  As we are living through truly the most corrupt times in American history.
[00:00:54.833 --> 00:01:00.075]  With Biden running around taking money, acting illegally as a foreign agent.
[00:01:00.075 --> 00:01:02.796]  He and his family even getting millions of dollars.
[00:01:04.022 --> 00:01:14.367]  From Chinese Communists in 2017 while they were sniffing around for Donald Trump and Russians.
[00:01:14.367 --> 00:01:16.548]  Does the name Tara Reid ring a bell?
[00:01:16.548 --> 00:01:20.130]  I'm just gonna throw that out there.
[00:01:20.130 --> 00:01:32.376]  And now they're coming after Trump for charges that have already passed their statute of limitations over a man's testimony who is a convicted liar.
[00:01:34.850 --> 00:01:44.237]  Over charges that would normally be basically booking errors and fines.
[00:01:44.237 --> 00:01:48.600]  But they really built it up and lied to their people again and said, this is it for Trump.
[00:01:48.600 --> 00:02:02.611]  Now, ladies and gentlemen, Alex Jones has been with Steven Crowder this morning and he is going to be joining us right now over the phone to cover this and all the other news and the fact that the First Amendment, Alex, it's winning.
[00:02:02.611 --> 00:02:03.411]  It's proof.
[00:02:03.411 --> 00:02:03.952]  Here you are.
[00:02:05.692 --> 00:02:06.475]  Well, that's right, Owen.
[00:02:06.475 --> 00:02:07.157]  I just wanted to say this.
[00:02:07.157 --> 00:02:09.765]  They rolled out the red carpet here.
[00:02:09.765 --> 00:02:12.554]  And, uh... I guess with their new show, they asked...
[00:02:13.001 --> 00:02:19.406]  People who they wanted to be the guests, and they got the most requests from me, so I'm hosting today, which we just did, and tomorrow.
[00:02:19.406 --> 00:02:35.498]  They've rolled out the red carpet, but they're still tweaking stuff in Crowder's studio for me, so I wanted his huge rumble audience, record audience just as big as the biggest streams on YouTube that's tuning in right now at InfoWars.com and Band.Video to do the same thing we did last week with Crowder, saying tune in, make his show even bigger.
[00:02:35.498 --> 00:02:37.559]  All people tuning in to us, it's an information war.
[00:02:37.559 --> 00:02:39.701]  I want to ask all the great Steven Crowder fans,
[00:02:40.151 --> 00:02:40.691]  We're good to go.
[00:02:53.484 --> 00:02:59.146]  Trump arrest watch is unfolding right now, so I'm going to let you hold down the fort.
[00:02:59.146 --> 00:03:00.487]  You guys are doing a great job.
[00:03:00.487 --> 00:03:01.747]  I'll be back in about 10-15 minutes.
[00:03:01.747 --> 00:03:08.369]  I want to welcome all the new viewers that are tuning in right now to InfoWars.com, Ford's live show, and Band.Video and MadMaxWorld.TV.
[00:03:08.369 --> 00:03:12.751]  I want to encourage all of them to spread the word, encourage those folks to spread the word, and then it creates a chain reaction.
[00:03:12.751 --> 00:03:17.673]  We want populist, anti-new world order, anti-great reset, pro-America speech to be number one.
[00:03:17.673 --> 00:03:18.393]  It is number one.
[00:03:18.393 --> 00:03:18.813]  We're winning.
[00:03:18.813 --> 00:03:19.893]  The tide is turning.
[00:03:19.893 --> 00:03:21.014]  This is an information war.
[00:03:21.554 --> 00:03:22.174]  There you have it.
[00:03:22.174 --> 00:03:22.815]  And it's true.
[00:03:22.815 --> 00:03:25.456]  The rumble crowds are getting bigger and bigger.
[00:03:25.456 --> 00:03:26.516]  And so this is the answer.
[00:03:26.516 --> 00:03:32.878]  And that's why they want to make it impossible by putting us on a central bank digital currency that they can totally control.
[00:03:51.365 --> 00:03:53.426]  And pick winners and losers.
[00:03:53.426 --> 00:03:59.489]  And you won't even be able to organically actually build something and fund something.
[00:03:59.489 --> 00:04:01.870]  They'll just shut you down.
[00:04:01.870 --> 00:04:06.173]  And right now they have the legal, the lawfare ways of doing it.
[00:04:06.173 --> 00:04:07.313]  Like they've tried to do here.
[00:04:07.313 --> 00:04:09.234]  They're trying to do to Fox News.
[00:04:09.234 --> 00:04:12.336]  Others have endured this over the years.
[00:04:12.336 --> 00:04:14.917]  That's a little too hairy.
[00:04:14.917 --> 00:04:19.860]  So they just want to be able to control the flow of money completely.
