[00:00:00.000 --> 00:00:12.400]  [Music]
[00:00:12.400 --> 00:00:16.559]  Ladies and gentlemen, it is Sunday, February 26.
[00:00:16.581 --> 00:00:20.764]  I'm your host, Alex Jones, coming to you from the road.
[00:00:21.664 --> 00:00:24.386]  And some very, very good things are happening right now.
[00:00:24.446 --> 00:00:33.813]  Extremely positive that I've talked a lot about and that by studying history and a lot of information that I have foreseen, it is the Great Awakening versus the Great Reset.
[00:00:34.894 --> 00:00:39.757]  And we just saw a few weeks ago Elon Musk come out against the world government at the world government meeting.
[00:00:41.265 --> 00:00:48.951]  We have seen countless other prominent people coming out against the new world order, major corporations coming out against it, attorney generals all over the U.S.
[00:00:49.011 --> 00:01:01.161]  and also major leaders in other countries saying we're not going to invest any of the pension funds in BlackRock if they're promoting open borders and gun control and drag queen pedophile time and carbon taxes.
[00:01:01.982 --> 00:01:17.052]   And now there's major moves by attorney generals and state governments, not just here but in other nations, regional leaders, To say, we're not going to invest pension funds with the big global central banks if they continue to wage war against the nation-state.
[00:01:17.333 --> 00:01:21.096]  There's thousands of examples of this, but humanity's really learning who the enemy is.
[00:01:22.016 --> 00:01:24.178]  Just 10 years ago, almost no one knew about the New World Order.
[00:01:24.198 --> 00:01:26.820]  20 years ago, a tiny bit compared to that.
[00:01:27.601 --> 00:01:30.003]  30 years ago, 40 years ago, maybe one-tenth of one percent.
[00:01:30.884 --> 00:01:38.752]   Now, in major polls around the world, the most unpopular groups are the globalists, Hollywood, And all the major corporations they control.
[00:01:39.032 --> 00:01:53.005]  And then Woody Harrelson, guaranteed, because I know people that work at Saturday Night Live, I know people that have worked at Saturday Night Live, I know all about the inner workings of Saturday Night Live, and everything they say is heavily scripted, heavily controlled.
[00:01:53.465 --> 00:01:59.891]  That's why Dave Chappelle, when he came out and talked about Kanye West and said some things that they didn't like, went off script.
[00:02:00.678 --> 00:02:01.858]  And they got very, very upset.
[00:02:01.938 --> 00:02:03.119]  Well, he talked about going off script.
[00:02:03.239 --> 00:02:06.179]  Woody Harrelson, who I know personally, been friends with a long time.
[00:02:06.199 --> 00:02:07.480]  I've talked to him for years.
[00:02:07.500 --> 00:02:10.981]  We've done some work together and talked quite a bit in the past.
[00:02:11.281 --> 00:02:12.981]  I know he's basically a daily listener.
[00:02:13.641 --> 00:02:15.042]  And Woody's a smart cookie.
[00:02:15.062 --> 00:02:17.762]  His dad, obviously, very, very interesting fellow.
[00:02:17.782 --> 00:02:18.363]  I'll leave it at that.
[00:02:19.223 --> 00:02:20.543]  But he knows all about the Deep State.
[00:02:21.623 --> 00:02:24.344]  And he came out on Saturday Night Live last night.
[00:02:24.364 --> 00:02:25.865]  I'm not going to play the full monologue.
[00:02:25.885 --> 00:02:27.365]  The full monologue is on InfoWars.com.
[00:02:28.340 --> 00:02:37.664]  And said, man, I'm thinking of a fictional movie where drug dealers, drug cartels, we're talking about big pharma here, make you buy a drug and make you stay locked in your house to take it.
[00:02:38.425 --> 00:02:40.746]  So again, these are direct attacks.
[00:02:41.106 --> 00:02:42.267]  These are glitches of the matrix.
