[00:00:00.000 --> 00:00:15.699]  [Music]
[00:00:15.699 --> 00:00:17.699]  It's Monday, May 8th.
[00:00:17.738 --> 00:00:27.371]  The globalists have initiated their terror cells.
[00:00:27.491 --> 00:00:28.252]  InfoWars.
[00:00:28.612 --> 00:00:30.114]  Tomorrow's news, today.
[00:00:32.346 --> 00:00:40.309]  First of all, the idea that Joe Biden said, come, because I heard the other day that they're coming because they know I'm a nice guy.
[00:00:40.449 --> 00:00:44.190]  Sure, that there is, we immediately surge to the border.
[00:00:44.570 --> 00:00:46.191]  All those people are seeking asylum.
[00:00:46.471 --> 00:00:47.431]  They deserve to be heard.
[00:00:47.451 --> 00:00:48.311]  That's who we are.
[00:00:48.631 --> 00:00:52.513]  We're a nation that says if you want to flee and you're fleeing oppression, you should come.
[00:00:52.973 --> 00:00:54.593]  They're seeking asylum.
[00:00:55.033 --> 00:00:58.815]   First time ever we've told people Alright, a lot of you did not tune in to the Sunday Night Show.
[00:00:58.835 --> 00:01:02.758]  I know the weekday broadcast is a lot bigger and that's important because we've got to get this story out.
[00:01:02.577 --> 00:01:08.578]   We should immediately have the capacity to absorb them, keep them safe until they can be heard.
[00:01:08.578 --> 00:01:12.578]   A fifth of the people in this room are not aware of the fact that the president is going to be in the White House.
[00:01:12.578 --> 00:01:15.578]   All right, a lot of you did not tune in to the Sunday Night Show.
[00:01:15.578 --> 00:01:20.578]   I know the weekday broadcast is a lot bigger and that's important because we've got to get this story out.
[00:01:20.578 --> 00:01:27.578]   The Second Amendment is being framed right now for the brutal senseless attack
[00:01:27.578 --> 00:01:33.578]   that killed eight innocent people in Allen, Texas, just north of Dallas yesterday.
[00:01:33.578 --> 00:01:43.578]  [BLANK_AUDIO]
[00:01:35.024 --> 00:01:39.327]  People that were targeted were mainly Hispanic, a group of Hispanics standing out front the shopping mall.
[00:01:40.448 --> 00:01:52.885]   Then the next morning in Brownsville, Texas on the border, A Hispanic man driving a SUV plowed over more than 25 people.
[00:01:53.525 --> 00:01:54.266]  Eight of them are dead.
[00:01:54.286 --> 00:01:55.466]  Many are in critical condition.
[00:01:56.527 --> 00:01:58.848]  A warning, I'm about to show you graphic footage from the scene.
[00:01:58.908 --> 00:02:02.851]  People with their heads run over, legs cut off.
[00:02:02.871 --> 00:02:06.513]  But the reason we're showing you this is to realize how serious this is.
[00:02:08.194 --> 00:02:09.275]  And there's the man being arrested.
[00:02:11.436 --> 00:02:18.447]   And now, ladies and gentlemen, We discover that the media is hardly even talking about this.
[00:02:20.328 --> 00:02:24.690]  This is as big as Kenosha, or as big as the Islamic attack in New York.
[00:02:25.730 --> 00:02:36.235]  Why are Hispanic men in Dallas and in Brownsville shooting and running over at high speed Latinos?
[00:02:37.456 --> 00:02:43.679]  The poor individuals run over outside the migrant center in Brownsville are on screen, mainly men.
[00:02:45.322 --> 00:02:50.127]  The five-year-old little girl was shot and killed in the head again in the north suburb of Dallas, Allen.
[00:02:52.009 --> 00:02:55.813]  This, my friends, is part of a larger operation.
