[00:00:07.173 --> 00:00:11.054]  This is an emergency transmission coming to you from the heart of Texas.
[00:00:11.054 --> 00:00:12.274]  Wednesday, November 8th, 2023.
[00:00:12.274 --> 00:00:18.916]  Believe me, you don't want to miss this broadcast.
[00:00:18.916 --> 00:00:20.056]  InfoWars.
[00:00:20.056 --> 00:00:21.236]  Tomorrow's news.
[00:00:21.236 --> 00:00:21.577]  Today.
[00:00:34.676 --> 00:00:41.456]  Well, I've got my work cut out for me on this live Wednesday broadcast coming to you from our embattled studios in Central Texas.
[00:00:43.342 --> 00:00:47.545]  The great Mark Dice joins us for a full hour to give his analysis.
[00:00:47.545 --> 00:00:51.467]  It's hard to get him on the air live.
[00:00:51.467 --> 00:00:56.050]  He's a great interviewer, but he seems to think his tape shows are better, so you have to twist his arm.
[00:00:56.050 --> 00:00:57.571]  Got a new book out.
[00:00:57.571 --> 00:00:58.971]  Love Mark Dice.
[00:00:58.971 --> 00:01:00.352]  He's in the third hour.
[00:01:00.352 --> 00:01:04.715]  Dr. Judy Minkovitch, incredible whistleblower, totally vindicated about how deadly these shots are.
[00:01:04.715 --> 00:01:08.277]  Will be in studio.
[00:01:08.277 --> 00:01:09.218]  Matthew Hurt.
[00:01:10.578 --> 00:01:19.405]  Turns out as a mutual friend of mine, he heads up an organization that's very successful exposing tyranny in Virginia.
[00:01:19.405 --> 00:01:22.168]  He joins us in about 15 minutes.
[00:01:22.168 --> 00:01:24.390]  And of course, it's the viral video.
[00:01:24.390 --> 00:01:28.193]  Tens of millions of views on Fox, tens of millions of views on Twitter.
[00:01:30.598 --> 00:01:35.459]  Tens of millions of views on YouTube, and it's just probably 40 million people have seen this now.
[00:01:35.459 --> 00:01:41.580]  Finger-wagging Dem voter loses it on GOP poll worker in curse-laden rant.
[00:01:41.580 --> 00:01:45.240]  He says, I'm taking your picture, and I'm gonna get you.
[00:01:45.240 --> 00:01:47.241]  The Republicans win.
[00:01:47.241 --> 00:01:50.981]  And this is standard fare for these folks.
[00:01:50.981 --> 00:01:55.402]  Standard fare, but of course, they're happy in Virginia.
[00:01:55.402 --> 00:01:59.823]  The governor's fall short in his mission to win total GOP control of Virginia state legislature.
[00:02:00.868 --> 00:02:05.549]  They've also clearly had more election fraud in Kentucky and evidence of that in the governor's race.
[00:02:05.549 --> 00:02:07.590]  It's happened again.
