[00:00:00.000 --> 00:00:14.240]  [music]
[00:00:14.259 --> 00:00:15.740]  Good evening, ladies and gentlemen.
[00:00:15.800 --> 00:00:16.981]  Welcome to the Alex Jones Show.
[00:00:17.021 --> 00:00:18.482]  I'm your host, Harrison Smith.
[00:00:18.502 --> 00:00:26.828]  I will be taking your calls over the next two hours, as well as getting into all of the just massive bombshell news across the entire world.
[00:00:26.868 --> 00:00:30.450]  Of course, the Ukraine war, some very interesting developments there.
[00:00:31.231 --> 00:00:34.633]  And still, the fallout from the Durham report continues to spiral.
[00:00:34.673 --> 00:00:36.975]  But first, here's the latest from Greg Reese.
[00:00:36.814 --> 00:00:53.414]  You can find it at band.video.
[00:00:53.387 --> 00:01:00.612]  It outlines a strategy for radical social change by way of abusing the system to the point of destruction.
[00:01:00.632 --> 00:01:07.976]  You know, we were associated with the social work tradition, which said that the programs worked as they were supposed to work.
[00:01:08.857 --> 00:01:11.399]  But they didn't work as they were supposed to work.
[00:01:12.310 --> 00:01:30.309]  And it was out of that realization, that insight, that we developed the strategy to end poverty, which called for a massive mobilization of social workers and lawyers and organizers to get people the benefits to which they were entitled.
[00:01:30.509 --> 00:01:43.337]  We were proposing a kind of movement that demanded what people were already entitled to by law, by regulation, by propaganda.
[00:01:44.079 --> 00:01:57.744]  The primary goal of the Cloward-Piven strategy is to create a political and economic crisis that would destroy capitalism and lead to the implementation of a socialist system with a guaranteed income.
[00:01:58.525 --> 00:02:03.707]  The strategy involves enrolling large numbers of people into the welfare system.
[00:02:04.327 --> 00:02:16.772]  As many people as it takes to overwhelm and strain the system until it collapses, everyone enrolled into the welfare system is also used as an army to carry out the destruction of the current system.
[00:02:17.352 --> 00:02:20.353]  They are registered to vote and instructed on how to vote.
[00:02:20.713 --> 00:02:28.216]  They are organized and mobilized and made to appear as grassroots organizations demanding more from the system.
[00:02:29.056 --> 00:02:34.260]  The ideal outcome of the Cloward-Piven strategy is to collapse the current system.
[00:02:34.800 --> 00:02:42.486]  According to their theory, this will compel the government to implement a universal basic income, which would then shift the U.S.
[00:02:42.846 --> 00:02:48.451]  towards a more socialist system with increased government control over the economy.
[00:02:49.111 --> 00:02:51.172]  Everyone is being encouraged to do it.
[00:02:51.752 --> 00:02:54.634]  Burn it down is the new sexy ring.
[00:02:55.254 --> 00:02:57.975]  In high school, they compare it to the American Revolution.
[00:02:58.175 --> 00:03:08.060]  The Cloward-Piven strategy is a political gambit designed to overwhelm the American government by placing so many demands on the bureaucratic structure that it collapses.
[00:03:08.740 --> 00:03:17.544]  It's sort of a shock and awe campaign, a surprise attack on entrenched systems meant to force major changes to the ways that things are handled by the government.
[00:03:18.194 --> 00:03:23.875]  It may be messy, but it does harken back to a fundamental ideology of the American Republic.
[00:03:24.375 --> 00:03:25.856]  If it ain't fixed, break it.
[00:03:26.636 --> 00:03:29.537]  All of this explains the likes of AOC.
[00:03:30.917 --> 00:03:37.479]  What people like AOC are doing, what the squad is doing, is really very important.
[00:03:37.839 --> 00:03:38.439]  Very important.
[00:03:39.099 --> 00:03:46.489]   But at the same time, there is this Movement, which is so big.
[00:03:47.890 --> 00:03:50.690]  Some people say it's the biggest movement in American history.
[00:03:50.730 --> 00:03:54.391]  It's hard to know because it's hard to measure a movement.
