[00:00:04.844 --> 00:00:09.691]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.691 --> 00:00:11.273]  You want answers?
[00:00:11.273 --> 00:00:13.196]  Well, so does he.
[00:00:13.196 --> 00:00:17.001]  He's Alex Jones on the GCN Radio Network.
[00:00:17.001 --> 00:00:21.066]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.028 --> 00:00:32.753]  Well, she's very busy tracking election fraud, and she normally gives her reports in the days after, and she'll be with us in the coming days.
[00:00:32.753 --> 00:00:34.814]  But Bev Harris is joining us in 30 minutes.
[00:00:34.814 --> 00:00:41.957]  A black box of voting to go over all the irregularities and fraud that have been confirmed around the country.
[00:00:41.957 --> 00:00:45.199]  We then have William Gein joining us of Alipac.
[00:00:46.059 --> 00:00:51.743]  Dealing with all the evidence of illegal aliens being allowed to vote in places like Arizona and Nevada.
[00:00:51.743 --> 00:00:57.807]  He'll be joining us in the last 30 minutes of the third hour today.
[00:00:57.807 --> 00:01:07.834]  We are going to cover a giant mass of incredibly important news and later I'm going to play some video from a helicopter.
[00:01:09.898 --> 00:01:24.888]  And there's also some surveillance footage from cameras on polls of people rioting last night in San Francisco when the Giants won the World Series against the Texas Rangers.
[00:01:24.888 --> 00:01:29.350]  Rioting over a baseball team winning the World Series.
[00:01:29.350 --> 00:01:37.756]  I saw the ABC News headline that the torture is over, wanting to know who was going to win.
[00:01:38.717 --> 00:01:46.481]  The torture, the torture of not knowing if people would be fulfilled in their lives by a baseball team winning a game.
[00:01:46.481 --> 00:01:52.384]  Instead of being fulfilled by getting a Bill of Rights Constitution back in place in this country.
[00:01:52.384 --> 00:01:58.507]  Instead of being fulfilled by securing the dollar, which is in free fall right now.
[00:01:58.507 --> 00:02:02.389]  Instead of securing jobs for themselves and a future for their children.
[00:02:03.169 --> 00:02:11.554]  No, they stayed up all night and were there this morning when the Giants arrived in San Francisco for an early morning press conference.
[00:02:11.554 --> 00:02:14.656]  They were there by the thousands worshipping them.
[00:02:14.656 --> 00:02:17.798]  Would they stay up all night to get their Bill of Rights and Constitution back?
[00:02:17.798 --> 00:02:18.399]  No, they wouldn't.
[00:02:19.059 --> 00:02:28.826]  And it's the screwed up priorities that the mainstream corporate media has force-fed this nation for decades that has allowed the type of tyranny to take root that we see.
[00:02:28.826 --> 00:02:32.409]  So that is coming up as well.
[00:02:32.409 --> 00:02:34.950]  Meanwhile, a political organization
[00:02:36.031 --> 00:02:39.374]  Citizens Against Government Waste has put out a TV ad.
[00:02:39.374 --> 00:02:48.203]  We're going to be showing later as we stream live at PrisonPlanet.tv and it's also posted up on PrisonPlanet.com and InfoWars.com.
[00:02:48.203 --> 00:02:56.771]  The television commercial about the national debt that is being banned by major networks and it shows the communist Chinese professor in a fictitious 2030
[00:02:58.373 --> 00:03:08.116]  Twenty years from now, teaching students about how the American empire fell and bragging that's why the Americans are basically our slaves today.
[00:03:08.116 --> 00:03:12.157]  Well, China is the number one owner of the fraudulent debt.
[00:03:12.157 --> 00:03:16.198]  The private Federal Reserve that teamed up with them to do this is the number two owner.
[00:03:16.198 --> 00:03:20.259]  And this ad is very accurate and should not be banned by
[00:03:21.596 --> 00:03:27.880]  ABC, A&E, History Channel, and many others that are refusing to show the ad.
[00:03:27.880 --> 00:03:45.590]  We're going to work on next week, or maybe even later this week, getting Citizens Against Government Waste on to talk about this very well-produced TV ad that they attempted to put out to the American people, but it will not be censored here on this radio broadcast.
[00:03:47.296 --> 00:03:55.901]  Obviously after the break that's coming up here in just a minute, I'm going to get into the huge stack of election news and the giant Republican sweep that's taking place right now.
[00:03:55.901 --> 00:04:01.665]  We'll try to look at the different angles of that and what that really means going into the future of this country.
[00:04:03.029 --> 00:04:06.872]  We'll also look at the incredible financial news.
[00:04:06.872 --> 00:04:12.996]  Feds poised for biggest decision in decades coming up just in the next few days.
