[00:00:04.614 --> 00:00:05.254]  Big Brother.
[00:00:05.915 --> 00:00:06.956]  Mainstream media.
[00:00:07.697 --> 00:00:08.818]  Government cover-ups.
[00:00:09.459 --> 00:00:10.260]  You want answers?
[00:00:11.040 --> 00:00:11.981]  Well, so does he.
[00:00:12.582 --> 00:00:16.186]  He's Alex Jones on the GCN Radio Network.
[00:00:16.786 --> 00:00:20.831]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.263 --> 00:00:25.665]  It's Tuesday, December 21st, 2010.
[00:00:25.845 --> 00:00:28.526]  It's the Alex Jones Show.
[00:00:28.947 --> 00:00:30.368]  I'll be your host for the first hour.
[00:00:31.068 --> 00:00:35.671]  Paul Joseph Watson, editor and writer for PrisonPlanet.com.
[00:00:35.951 --> 00:00:46.358]  Of course, Alex is taking a well-deserved break, but we've got some excellent on-court presentation interviews coming up in the second and third hours with
[00:00:46.998 --> 00:00:50.100]  John Young of Krypton talking about Wikileaks, of course.
[00:00:50.840 --> 00:00:55.402]  Professor Donald Light as well as Lord Christopher Monckton.
[00:00:55.442 --> 00:00:58.103]  That's in the final two hours of the broadcast today.
[00:00:58.723 --> 00:01:02.665]  But in this first hour, we're going to be taking your calls at 800-259-9231, so get them lined up.
[00:01:07.487 --> 00:01:30.718]  And, uh, basically you heard yesterday about how threat fusion centers across the country were basically recording and databasing your every email, phone conversation, instant message, and every little tattletale report that the local busybody provides to the authorities for them, of course, to hunt for terrorists.
[00:01:31.698 --> 00:01:35.460]  And of course, we know precisely who those terrorists are.
[00:01:35.500 --> 00:01:43.504]  But if we didn't, then Attorney General Eric Holder was gracious enough to remind us today when speaking to ABC News.
[00:01:43.565 --> 00:01:44.245]  Play the clip.
[00:01:45.896 --> 00:01:56.623]  The terrorist attack here at home has also been the top priority of officials in the United States, so we want to bring in our senior justice correspondent, Pierre Thomas, who just sat down for an exclusive interview with Attorney General Eric Holder.
[00:01:56.683 --> 00:02:02.067]  And Pierre, the Attorney General is a pretty circumspect man, but on this subject, he doesn't seem to be pulling any punches.
[00:02:02.948 --> 00:02:12.814]  George, I've known and covered the Attorney General more than a decade, and I can tell you, he was remarkably candid and quite blunt about the relentless nature of the terror threat the U.S.
[00:02:12.874 --> 00:02:13.455]  is combating.
[00:02:15.134 --> 00:02:16.094]  What keeps you up at night?
[00:02:16.474 --> 00:02:19.435]  The concern that perhaps that we might have missed something.
[00:02:19.475 --> 00:02:20.235]  The threat is real.
[00:02:20.795 --> 00:02:22.455]  The threat is different.
[00:02:22.575 --> 00:02:23.576]  The threat is constant.
[00:02:23.816 --> 00:02:27.896]  In a rare interview, the Attorney General laid out the most pressing terror threats.
[00:02:28.536 --> 00:02:31.237]  Dangers, he said, that are more diverse and increasing.
[00:02:31.757 --> 00:02:36.138]  Among them, the new rapidly evolving threat posed by homegrown radicals.
[00:02:36.578 --> 00:02:41.639]  The threat has changed from simply worrying about foreigners coming here
[00:02:42.279 --> 00:02:49.465]  To worrying about people in the United States, American citizens, raised here, born here.
[00:02:49.726 --> 00:02:52.408]  You didn't worry about this even two years ago.
[00:02:52.768 --> 00:02:57.112]  In the last 18 months, at least 50 Americans... That's right, ladies and gentlemen.
[00:02:57.512 --> 00:03:04.338]  Obama, Holder, and Big Sis have identified the terrorists, and you knew it, you are one of them.
