[00:00:00.626 --> 00:00:02.548]  Waging war on corruption.
[00:00:03.009 --> 00:00:05.872]  Alex Jones on the GCN Radio Network.
[00:00:12.179 --> 00:00:12.820]  Big Brother.
[00:00:13.480 --> 00:00:14.581]  Mainstream media.
[00:00:15.262 --> 00:00:16.403]  Government cover-ups.
[00:00:16.423 --> 00:00:17.865]  You want answers?
[00:00:17.885 --> 00:00:19.367]  Well, so does he.
[00:00:20.137 --> 00:00:23.761]  He's Alex Jones on the GCN Radio Network.
[00:00:24.321 --> 00:00:28.406]  And now, live from Austin, Texas, Alex Jones.
[00:00:29.106 --> 00:00:37.175]  Former Minnesota Governor Jesse Ventura, the star of the new hit television investigation report, Conspiracy Theory.
[00:00:37.215 --> 00:00:39.957]  Jesse Ventura will be joining us in the last hour today.
[00:00:41.195 --> 00:00:44.136]  Mike Rivero of WhatReallyHappened.com joins us in this hour.
[00:00:44.636 --> 00:00:47.677]  I'm Alex Jones of Infowars.com and PrisonPlanet.com.
[00:00:48.137 --> 00:00:51.378]  We're going to be getting into the setup of the militias here in the U.S.
[00:00:51.518 --> 00:00:58.340]  ahead of government-sponsored stage terror to be blamed on the Tea Parties and all the good old boys that have loved all these wars.
[00:00:58.860 --> 00:01:00.941]  It's all actually been designed and set up for you.
[00:01:01.641 --> 00:01:06.583]  Obviously, we're going to talk about the confirmed children and the
[00:01:07.583 --> 00:01:11.806]  Ambulance that came to get the dead and dying off the streets.
[00:01:11.846 --> 00:01:13.067]  This is from three years ago.
[00:01:13.487 --> 00:01:16.089]  WikiLeaks released this yesterday.
[00:01:16.149 --> 00:01:17.970]  They've been talking about releasing it the last week and a half.
[00:01:17.990 --> 00:01:21.012]  They said they've got a whole bunch of other videos of similar things.
[00:01:21.072 --> 00:01:25.115]  But this video is nothing compared to all the video we've got.
[00:01:26.656 --> 00:01:31.459]  I mean, there's countless videos that are being seen on international television shot by US and British troops.
[00:01:32.472 --> 00:01:40.078]  Where you will have five, six, seven, eight-year-old kids being beaten, being killed, and there's the same demonic noise the troops make.
[00:01:41.499 --> 00:01:47.283]  It's like what a psycho does in movies.
[00:01:48.151 --> 00:01:50.892]  And I guess that's modeled in the films after real psychos.
[00:01:50.952 --> 00:01:57.113]  I always thought growing up that Italian gangsters didn't really talk like that, like, oh, how you doing there, pal?
[00:01:57.293 --> 00:01:57.913]  Oh, yeah.
[00:01:58.253 --> 00:02:01.414]  Until I've been to New York quite a few times and actually met people that talk like that.
[00:02:01.434 --> 00:02:02.194]  I'm not knocking them.
[00:02:03.075 --> 00:02:16.798]  I'm just saying, you think Hollywood's over-dramatizing psychopaths with someone belted into a gurney, torturing them, going, oh, you go ahead and beg for your life, and making these demonic victory noises of pleasure.
[00:02:18.030 --> 00:02:26.535]  I've seen video after video after video where our troops do this demonic pleasure thing when they're killing women and children, especially.
[00:02:26.595 --> 00:02:27.916]  It's an added goody.
[00:02:29.497 --> 00:02:30.938]  And this is an army of darkness.
[00:02:31.078 --> 00:02:33.139]  It's condoned, it's supported, it's promoted.
[00:02:33.500 --> 00:02:34.720]  This is what tough guys do.
[00:02:34.740 --> 00:02:37.222]  Of course, George Washington was the opposite of this.
[00:02:38.042 --> 00:02:41.785]  And there is collateral damage in war, but this whole war is based on a fraud and a lie.
[00:02:42.025 --> 00:02:43.046]  So we're going to walk through
[00:02:44.153 --> 00:02:55.417]  We've tried to edit the full, unedited footage down to about 10 minutes from 17, all the cussing and pleasuring themselves, and ah-ha, dead kids, and ha-ha, ran over that dead body.
[00:02:55.437 --> 00:03:00.339]  So we're going to be playing that while Rivero's on with us today and analyzing it piece by piece.
[00:03:00.399 --> 00:03:03.961]  But another issue is how the media is spinning this, saying this is a great thing.
[00:03:04.881 --> 00:03:11.468]  Or they're still saying the dead puppy, throwing the puppy off the cliff is fake, when the Pentagon, here's CNN, admits it's real.
[00:03:12.188 --> 00:03:15.251]  So there's this denial of what's going on.
[00:03:15.772 --> 00:03:18.174]  Mike Rivero, I would imagine you've seen the footage.
[00:03:18.214 --> 00:03:19.095]  Give us your take on it.
[00:03:20.106 --> 00:03:24.527]  Well, I'm absolutely shocked by the footage, you know, to actually see it.
[00:03:24.587 --> 00:03:26.387]  I'm not surprised these things are happening.
[00:03:27.787 --> 00:03:37.029]  Looking at it, it's obvious that our troops are so conditioned to view anybody that is doing anything other than simply walking along as suspicious.
[00:03:37.749 --> 00:03:47.371]  We are now coming to understand that what those pilots thought were AK-47s were actually cameras with telephoto lenses being carried by these reporters for Reuters News.
[00:03:47.971 --> 00:03:57.378]  And the pilots just leapt to a conclusion, oh there's something on a strap, it's a long tube, must be some kind of weapon, and they got permission to fire and they just blasted everybody in the area.
[00:03:57.599 --> 00:04:05.505]  They didn't even target just the soldiers carrying, or what they thought were soldiers carrying rifles, they simply blasted everybody in the area.
[00:04:05.625 --> 00:04:13.611]  And then the most sickening thing is you've got this guy on the ground, which we later find out is one of the Reuters reporters, and he's just crawling
[00:04:14.071 --> 00:04:17.655]  Wounded, bleeding all over the place, trying to get out of the street, up on the sidewalk.
[00:04:18.055 --> 00:04:19.797]  And they're talking about, can we shoot him?
[00:04:19.837 --> 00:04:20.558]  He's still alive.
[00:04:20.598 --> 00:04:21.279]  Can we shoot him?
[00:04:21.359 --> 00:04:22.440]  Give us permission to shoot him.
[00:04:22.880 --> 00:04:24.002]  The van shows up.
[00:04:24.402 --> 00:04:26.464]  People get out to help this wounded guy.
[00:04:26.524 --> 00:04:29.527]  There is no sign of aggression.
[00:04:29.908 --> 00:04:31.550]  There's no sign of any weapons.
[00:04:31.770 --> 00:04:35.394]  There's no uniform or anything to indicate that these are hostile forces.
[00:04:35.854 --> 00:04:39.557]  The Apache crews get permission to fire and they just blast this van.
[00:04:39.857 --> 00:04:41.378]  Then we find out there are children in it.
[00:04:41.618 --> 00:04:43.259]  They were just there trying to help the guy.
[00:04:43.539 --> 00:04:45.220]  We got a couple of dead Reuters reporters.
[00:04:45.320 --> 00:04:46.001]  It's disgusting.
[00:04:46.121 --> 00:04:46.661]  It really is.
[00:04:46.741 --> 00:04:50.364]  Well, and also, when they're picking up his body, they go, that's a weapon.
[00:04:50.404 --> 00:04:50.964]  Open fire.
[00:04:51.004 --> 00:04:52.725]  They can see it's his body they're picking up.
[00:04:53.186 --> 00:04:54.667]  So they're framing him.
[00:04:55.007 --> 00:04:58.449]  Soon-to-be police officers in a city near you, pulling your daughter over.
[00:04:58.469 --> 00:05:00.971]  We'll be right back with Mike Rivero.
[00:05:01.071 --> 00:05:01.591]  Stay with us.
[00:05:01.611 --> 00:05:02.792]  Key information straight ahead.
[00:05:07.652 --> 00:05:12.919]  One major world crisis away from having a totalitarian type of system.
[00:05:12.959 --> 00:05:15.663]  The main event is the wholesale destruction of the world economy.
[00:05:15.723 --> 00:05:20.189]  The push for every nation on the globe to identify and number all of its citizens.
[00:05:22.432 --> 00:05:25.494]  Order Shadow Government from Infowars.com.
[00:05:25.514 --> 00:05:30.017]  We also have some specials where you can get some of our other films half price when you order Shadow Government.
[00:05:30.537 --> 00:05:41.524]  A new level in production quality and in information exposes how a cashless society, surveillance beast grid of total control is being put into place.
[00:05:41.684 --> 00:05:43.245]  This film needs to be seen.
