[00:00:05.595 --> 00:00:09.781]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.442 --> 00:00:11.263]  You want answers?
[00:00:12.044 --> 00:00:12.925]  Well, so does he.
[00:00:13.586 --> 00:00:17.251]  He's Alex Jones on the GCN Radio Network.
[00:00:17.772 --> 00:00:21.838]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.199 --> 00:00:27.261]  It's Monday, June the 14th, 2010.
[00:00:27.401 --> 00:00:30.042]  This is the Alex Jones Show.
[00:00:30.662 --> 00:00:39.687]  I'm Paul Joseph Watson, the editor and writer for PrisonPlanet.com, sitting in for Alex while he's out of town working on a project.
[00:00:40.467 --> 00:00:49.052]  And we're gonna go to your calls at the bottom of the hour, so get lined up on the boards and we'll get to you in the second half of this first hour.
[00:00:49.072 --> 00:00:49.932]  In the
[00:00:52.825 --> 00:01:07.237]  Aftermath of my sitting in the three hours after I finish here, we've got a compilation of outstanding interviews which Alex has done over the past couple of weeks, including Jesse Ventura and Alan Hart.
[00:01:07.797 --> 00:01:11.861]  So be sure to stay tuned for that if you missed it the first time around.
[00:01:12.918 --> 00:01:41.521]  Now, in anticipation of Chris Matthews and MSNBC airing this huge hit piece on Wednesday night at 7pm Eastern Time, The Rise of the New Right, we're going to take an in-depth look at how, while smearing peaceful grassroots American citizens and anti-big government protesters, anti-bailout protesters, as domestic terrorists and racist radicals,
[00:01:42.603 --> 00:01:49.252]  Simply for opposing the growth of big government and being vocal about it and the tyranny that comes with it.
[00:01:51.676 --> 00:02:16.432]  Matthews has concurrently been running defense for a real domestic terrorist and the man who helped launch Barack Obama, Barry Sotero's political career in his living room, I refer of course to Bill Ayres, former leader of the violent communist revolutionary terrorist organization the Weather Underground,
[00:02:16.992 --> 00:02:24.559]  A group that carried out bombings against government buildings, the State Department, the Pentagon, the Capitol building, to name but three.
[00:02:25.540 --> 00:02:29.503]  And this demonization of grassroots political activists is...
