[00:00:04.980 --> 00:00:09.184]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.804 --> 00:00:10.625]  You want answers?
[00:00:11.385 --> 00:00:12.346]  Well, so does he.
[00:00:12.927 --> 00:00:16.610]  He's Alex Jones on the GCN Radio Network.
[00:00:17.130 --> 00:00:21.193]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.406 --> 00:00:25.587]  December 20th, 2010.
[00:00:25.947 --> 00:00:29.848]  Hello and welcome to the Alex Jones Show.
[00:00:30.669 --> 00:00:39.352]  Alex is taking a well-deserved break, so I'll be your fill-in host for today, Paul Joseph Watson, editor and writer for PrisonPlanet.com.
[00:00:40.553 --> 00:00:45.095]  And of course, as ever, we've got a gargantuan amount of news to cover.
[00:00:45.315 --> 00:00:49.197]  We're gonna be going to some of your calls during the course of the broadcast.
[00:00:50.197 --> 00:01:10.720]  And in the second hour we welcome political scientist, former fighter pilot, and of course, editor of the World Affairs Brief, Joel Skousen, to discuss the so-called tax cut legislation, the Wikileaks situation, the latest developments on that, the economy, and much, much more.
[00:01:11.761 --> 00:01:15.023]  But first, some of our top stories today.
[00:01:15.043 --> 00:01:20.647]  And at the moment, there's no story bigger, of course, than the Washington Post.
[00:01:21.028 --> 00:01:28.753]  Gleefully, it seems, reporting that the American people are now all basically Al-Qaeda until proven innocent.
[00:01:28.933 --> 00:01:29.434]  That's right.
[00:01:30.154 --> 00:01:47.052]  The federal, state, and local governments are using methods first inflicted on the populations of Iraq and Afghanistan to, quote, collect information about Americans using the FBI, local police, and state homeland security.
[00:01:47.693 --> 00:01:51.797]  And this is an eight-page article in the Washington Post today.
[00:01:52.958 --> 00:02:10.990]  Which reveals how, you know, to fight the terrorists of course, the terrorists who supposedly attacked us because they hate our freedom, the federal government is now busy using every trick in the book to strip Americans of their constitutional rights and treat them as terrorists.
[00:02:11.590 --> 00:02:17.795]  Now the headline is, Monitoring America by Dana Priest and William M. Arkin.
[00:02:18.015 --> 00:02:19.556]  This is the Washington Post.
[00:02:20.336 --> 00:02:22.598]  From Afghanistan to Tennessee.
[00:02:23.438 --> 00:02:30.462]  On a recent night in Memphis, a patrol car rolled slowly through a parking lot in a run-down section of town.
[00:02:30.922 --> 00:02:44.389]  The military-grade infrared camera on its hood moved robotically from left to right, snapping digital images of one license plate after another and analyzing each almost instantly.
[00:02:44.929 --> 00:02:49.692]  Suddenly, a red light flashed on the car's screen along with the word, WARRANT.
[00:02:50.692 --> 00:02:51.736]  Got a live one!
[00:02:51.816 --> 00:02:52.438]  Let's do it!
[00:02:52.539 --> 00:02:53.663]  And Officer called out.
[00:02:55.100 --> 00:03:19.733]  And it goes on in this Washington Post article to list all these different technologies, mobile biometric fingerprint readers, biometric face scanning cameras, and of course we know about the mobile radiation scanner trucks, all of which were used against suspected terrorists in Iraq and Afghanistan, which are now being used against innocent Americans.
[00:03:20.874 --> 00:03:29.198]  And the question to come out of all this, because of course listeners to this show will largely know all this information to begin with, but why are they throwing it in our faces?
[00:03:30.518 --> 00:03:41.263]  And why is the Washington Post, the, you know, the biggest establishment mouthpiece in America, supposedly lifting the lid to reveal this surveillance panopticon?
[00:03:42.804 --> 00:03:44.965]  Well A, it is to throw it in your face.
[00:03:46.001 --> 00:03:50.285]  But, moreover, it's the process of learned helplessness.
[00:03:51.086 --> 00:04:05.719]  And this is indoctrinating Americans to accept that the government's reading your emails, that they're reading your instant messages, listening to your phone conversations, they know what websites you're visiting, and that there's nothing you can do about it.
[00:04:05.979 --> 00:04:07.521]  It's learned helplessness.
[00:04:08.181 --> 00:04:10.263]  Training people how to be good slaves.
[00:04:11.496 --> 00:04:15.259]  And of course, it's all in the name of stopping the terrorists.
[00:04:15.599 --> 00:04:30.129]  The same terrorists who, in every single case we've documented since 9-11, are always entrapped by FBI informants and literally handed the bombs, handed the explosives to carry out their deeds.
[00:04:31.860 --> 00:04:39.682]  So as long as, you know, your conversations, your emails and the websites you visit don't betray any signs of terrorism, then you have nothing to worry about.
[00:04:39.702 --> 00:04:40.823]  You can go back to sleep.
[00:04:41.663 --> 00:04:50.605]  But of course there's a problem, because what you consider to be terrorism isn't necessarily the same definition of what the federal government considers to be terrorism.
[00:04:50.906 --> 00:04:55.167]  And we'll explore this further after the break on the Alex Jones Show Live.
[00:04:55.187 --> 00:04:55.747]  Stay tuned.
[00:05:00.356 --> 00:05:02.659]  Folks, you've heard us talk about Home Gain before.
[00:05:03.420 --> 00:05:12.650]  Home Gain is now offering a special promo where you get up to $150 when you buy or sell a home with a Home Gain agent you find through their Find a REALTOR® program.
[00:05:13.553 --> 00:05:16.035]  HomeGain lets you compare Realtors anonymously.
[00:05:16.375 --> 00:05:16.936]  It's easy.
[00:05:17.276 --> 00:05:22.561]  Go to HomeGain150.com to find and compare Realtors anonymously.
[00:05:22.581 --> 00:05:30.187]  Enter promo code HomeGain150 and receive up to $150 when you close a deal with a HomeGain agent.
[00:05:30.587 --> 00:05:35.972]  Share the HomeGain150 promo code with your friends via Facebook, Twitter, text and more.
[00:05:36.392 --> 00:05:41.557]  Look for Max the HomeGain Gorilla to find out more about how HomeGain is going to pay you.
[00:05:42.077 --> 00:05:48.442]  Visit HomeGain150.com today to enter your promo code and get paid for buying or selling a house.
[00:05:49.203 --> 00:05:49.983]  That's H-O-M-E-G-A-I-N-150.com.
[00:06:01.840 --> 00:06:03.101]  Hi, this is Alex Jones.
[00:06:03.581 --> 00:06:08.923]  You've heard me talk about the delicious, easy-to-fix, and very storable foods from eFoodsDirect.com.
[00:06:09.303 --> 00:06:13.605]  I've told you for years that eFoodsDirect has the best storable food on the planet.
[00:06:14.045 --> 00:06:17.386]  Now it's that time of year again, and their holiday special is here.
[00:06:17.787 --> 00:06:24.269]  They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[00:06:24.730 --> 00:06:27.531]  The first is a six-month bulk supply in 10 cans.
[00:06:28.471 --> 00:06:35.494]  And the second is a five-week supply of quick and easy-to-fix meals, including delicious bakery items shipped in heavy tote bags.
[00:06:36.014 --> 00:06:42.677]  Now, for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[00:06:43.077 --> 00:06:47.279]  Call now, 800-409-5633, or visit them at efoodsdirect.com forward slash Alex.
[00:06:47.299 --> 00:06:49.700]  That's 800-409-5633, or efoodsdirect.com forward slash Alex.
[00:06:59.542 --> 00:07:03.004]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[00:07:03.384 --> 00:07:07.426]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[00:07:07.666 --> 00:07:12.489]  Diamond Gusset offers great products at great prices while keeping Americans working.
[00:07:12.569 --> 00:07:17.551]  I'm looking for a factory where a man can feed his family.
[00:07:18.292 --> 00:07:21.794]  Not worried about them moving south.
[00:07:21.974 --> 00:07:25.435]  Closing the doors and shutting her down tomorrow.
[00:07:28.078 --> 00:07:32.603]  I'm looking for America.
[00:07:32.783 --> 00:07:35.486]  Wear American and be proud.
[00:07:35.586 --> 00:07:37.788]  Go to gusset.com forward slash America.
[00:07:37.888 --> 00:07:42.053]  Land of the free and the home of the brave.
[00:07:42.493 --> 00:07:46.137]  Seems like I just woke up one day and it was gone.
[00:07:54.053 --> 00:07:58.676]  Again, go to gusset.com forward slash America Today.
[00:08:05.059 --> 00:08:05.700]  Big Brother.
[00:08:06.360 --> 00:08:07.441]  Mainstream media.
[00:08:08.141 --> 00:08:09.262]  Government cover-ups.
[00:08:09.902 --> 00:08:10.723]  You want answers?
[00:08:11.483 --> 00:08:12.984]  Well, so does he.
[00:08:13.024 --> 00:08:16.886]  He's Alex Jones on the GCN Radio Network.
[00:08:17.226 --> 00:08:21.329]  And now, live from Austin, Texas, Alex Jones.
[00:08:24.130 --> 00:08:26.212]  It's the Alex Jones Show live.
[00:08:26.332 --> 00:08:28.513]  I'm your fill-in host, Paul Joseph Watson.
[00:08:29.174 --> 00:08:38.740]  Now, we were talking about, before the break, the fact that the Washington Post wants you to know that Big Sis is monitoring America for your safety.
[00:08:39.420 --> 00:08:51.889]  And now part of their eyes and ears in monitoring America are trash collectors, truck drivers, Walmart shoppers, and things like, you know, Big Sis' see something,
[00:08:52.589 --> 00:08:53.910]  Say Something Program.
[00:08:54.471 --> 00:08:57.474]  They're the people who are now monitoring America for terrorists.
[00:08:57.934 --> 00:09:03.759]  The crack terrorist hunters are now the garbage collectors in your local community.
[00:09:03.779 --> 00:09:05.721]  I bet that makes you feel very safe.
[00:09:07.143 --> 00:09:08.183]  So we got Big Sis.
[00:09:08.984 --> 00:09:10.466]  If you see something, say something.
[00:09:10.486 --> 00:09:11.787]  Well, I'll tell you what I see.
[00:09:12.387 --> 00:09:15.590]  I see a decaying banana republic.
[00:09:16.491 --> 00:09:23.918]  Which is following the path of every other dictatorship in history, be it, you know, ruthless or blundering.
[00:09:25.453 --> 00:09:31.777]  I see people being brainwashed every time they turn on the television and watch CSI Miami.
[00:09:32.437 --> 00:09:40.381]  You know, every time you turn on the radio and there's an ad council commercial telling people to report suspicious activity.
[00:09:41.462 --> 00:09:52.408]  And of course, again, it's all for our safety, just like it was for the safety of those in the former East Germany to have their neighbours recruited as spies for the state to keep an eye on them.
[00:09:54.281 --> 00:10:06.071]  I mean, ask yourself the question, why did the communist-controlled government of East Germany recruit thousands of ordinary citizens as domestic informants?
[00:10:07.052 --> 00:10:10.835]  Because, primarily, they wanted to incarcerate political dissidents.
[00:10:12.572 --> 00:10:17.654]  And prevent people from trying to escape beyond the Berlin Wall.
[00:10:17.854 --> 00:10:23.677]  This was a physical imprisonment that political dissidents in East Germany were trying to escape from.
[00:10:24.677 --> 00:10:34.522]  But in the 21st century, it's all about preventing Americans from escaping from the psychological Berlin Wall that is erected
[00:10:35.646 --> 00:10:41.371]  to prevent them from seeing the truth behind this, you know, concrete structure of lies.
[00:10:42.372 --> 00:10:55.004]  And so long as this psychological Berlin Wall is projected in the human consciousness through these terror threats and the danger of your neighbor turning you in for
[00:10:55.805 --> 00:11:19.057]  You know, flying an American flag, handing out DVDs, talking about the Constitution, talking about corruption in government, all of which, in the MIAC report and many others that we've covered here on the show and on the websites, the law enforcement agencies and Homeland Security now define as domestic extremism and terrorism.
[00:11:20.745 --> 00:11:22.608]  This is about chilling free speech.
[00:11:23.349 --> 00:11:36.367]  It's about making people afraid to talk about any of this in their emails, phone conversations, and through the information they get from visiting websites such as prisonplanet.com and infowars.com.
[00:11:38.513 --> 00:11:45.480]  And this whole Monitoring America apparatus has nothing to do with finding terrorists.
[00:11:45.640 --> 00:11:48.663]  In every single case, the terrorists are entrapped.
[00:11:49.164 --> 00:11:52.567]  The terror plots are contrived, if not outright staged.
[00:11:53.088 --> 00:11:56.531]  We've documented that in triplicate on every occasion.
[00:11:57.832 --> 00:12:01.316]  But it's got everything to do, this Monitoring America program,
[00:12:02.796 --> 00:12:15.924]  With implanting this psychological Berlin Wall in the minds of Americans and through fear preventing them from ever attempting to escape from the prison planet and also helping others to do the same.
[00:12:15.944 --> 00:12:21.388]  It's kind of like the cave allegory which we posted on the website on Sunday.
[00:12:22.368 --> 00:12:25.010]  If you click on the featured stories archive
[00:12:26.345 --> 00:12:31.887]  Then you'll be able to watch this video, which is, um, Plato's Allegory of the Cave.
[00:12:32.588 --> 00:12:39.891]  And it's about four human beings sat chained in a cave, and they're watching a projection on the wall.
[00:12:40.611 --> 00:12:48.855]  And on this projection, the different shadows dance across it, um, that are the choosing of the masters that keep the people enslaved in this cave.
[00:12:49.635 --> 00:12:53.037]  So, while the people in the cave only ever see the shadows,
[00:12:54.031 --> 00:12:59.753]  Anyone who actually succeeds in escaping from that cave actually sees reality as it truly is.
[00:13:00.913 --> 00:13:15.417]  But because those people are so indoctrinated to only ever seeing the shadows and thinking that, you know, their lives would end if they ever saw beyond them, then they in fact persecute the people who have become enlightened and who have escaped from their own enslavement.
[00:13:16.738 --> 00:13:31.903]  And that plays into what we're seeing with this Monitor America program, because as in the former East Germany, and indeed in Nazi Germany, it was all about breeding distrust, turning ordinary citizens against each other.
[00:13:32.623 --> 00:13:44.727]  And as Robert Galately, the Florida University professor, found in his study of these informant snitch programs, which are now coming to America, during
[00:13:46.187 --> 00:13:49.489]  the 1930s and early 1940s in Nazi Germany.
[00:13:51.630 --> 00:14:05.676]  The people who reported on their neighbors did so hardly ever out of genuine security concerns and indeed it never improved security one iota which demolishes that justification immediately.
[00:14:06.397 --> 00:14:12.860]  What this Florida University professor found was that people would report on their neighbors either for
[00:14:13.960 --> 00:14:36.466]  career goals so as to get them in legal trouble and jump over them on the career ladder for financial benefit to get rewards from becoming an informant and through this strange Pavlovian psychological need to receive approval and respect from an authority figure.
[00:14:38.297 --> 00:14:48.372]  So, in all three different cases of why people informed on their neighbours, not one of those was because of genuine concerns about they might be a terrorist.
[00:14:49.761 --> 00:14:53.563]  So, in every historical case, this has always turned out the same way.
